,COMT (1312)
ACH-000004,-0.28733060955789785
ACH-000005,-0.2813727596684548
ACH-000007,0.02964449304453332
ACH-000009,-0.20171190309499745
ACH-000011,-0.09934985914116297
ACH-000012,-0.16135539488372302
ACH-000013,-0.2930056385666521
ACH-000014,-0.350087064011158
ACH-000015,-0.33396764341548835
ACH-000017,-0.05531581071156641
ACH-000018,0.05886890501200005
ACH-000019,-0.13839966748936985
ACH-000021,-0.14366080878215606
ACH-000022,-0.1908771544898933
ACH-000025,-0.28261076881564023
ACH-000028,-0.1789906531200306
ACH-000030,-0.21813294710104847
ACH-000035,-0.2750357069412777
ACH-000036,-0.46745657865476
ACH-000037,-0.269431625351284
ACH-000039,-0.0854014849547973
ACH-000040,-0.18963361842011656
ACH-000041,-0.11550357936236158
ACH-000042,-0.2527854768175348
ACH-000045,-0.229939549618472
ACH-000047,-0.1734610961711438
ACH-000052,-0.032719793625980924
ACH-000053,-0.020115636156351396
ACH-000054,-0.14275000761765785
ACH-000055,-0.3791891288741651
ACH-000060,-0.2958179845376169
ACH-000067,-0.3304035826840214
ACH-000070,-0.23529631383945046
ACH-000075,-0.1362698325247019
ACH-000078,-0.16327243141295447
ACH-000082,-0.02442581280080843
ACH-000085,-0.18777248571521696
ACH-000086,-0.02577581512307367
ACH-000087,-0.1318693829633426
ACH-000092,-0.29100077378537864
ACH-000095,-0.18720015310090665
ACH-000097,-0.3152893511706732
ACH-000098,-0.2647384086002069
ACH-000099,-0.33461755746027233
ACH-000108,-0.26501806330421185
ACH-000113,-0.3195596524968536
ACH-000116,-0.07692573805190048
ACH-000118,-0.17299543953904625
ACH-000120,-0.3373078522487369
ACH-000123,-0.28933525605148513
ACH-000127,-0.11327475928685568
ACH-000128,-0.1204098809409536
ACH-000132,-0.12835042700532426
ACH-000133,-0.2963330530473817
ACH-000137,-0.1720277710413052
ACH-000138,0.10047766179599443
ACH-000142,-0.103830797331319
ACH-000143,-0.4444235776273998
ACH-000146,-0.09974855674099588
ACH-000148,-0.11268963551423013
ACH-000150,-0.2163925261623464
ACH-000152,-0.11972296987294273
ACH-000153,0.32794604156136337
ACH-000159,0.02803413901317417
ACH-000160,-0.17348914805119048
ACH-000163,-0.2496433783524156
ACH-000167,0.2713321742418173
ACH-000168,-0.10898238696868057
ACH-000169,-0.1798916053598118
ACH-000178,-0.23359435823935434
ACH-000183,-0.034555604401399764
ACH-000188,-0.058716735375949375
ACH-000189,-0.028669813486964325
ACH-000190,-0.3799064696226219
ACH-000198,-0.08131999561237757
ACH-000203,-0.4712264101395132
ACH-000204,-0.2981729103347538
ACH-000206,0.0673885753748672
ACH-000207,-0.15344967713455102
ACH-000208,0.1836514196209896
ACH-000210,-0.262623844372372
ACH-000211,-0.1964313765326096
ACH-000215,-0.18351012804200373
ACH-000221,-0.2705659780056968
ACH-000222,-0.3639880827348326
ACH-000223,-0.1957427314458832
ACH-000226,-0.2703496466489231
ACH-000227,-0.10989989510871616
ACH-000228,-0.18524375350492986
ACH-000231,-0.3862154627004787
ACH-000232,-0.2375429117313112
ACH-000233,-0.1293435551248094
ACH-000234,-0.11836657100895005
ACH-000235,-0.08917817643355735
ACH-000237,-0.17942486913220634
ACH-000238,-0.35233153056176986
ACH-000242,-0.10430854095411612
ACH-000243,-0.20658080439218007
ACH-000244,-0.3009481177573177
ACH-000246,-0.11389606539437228
ACH-000248,-0.1944762827124889
ACH-000250,-0.08602451119793955
ACH-000251,-0.3220137129838168
ACH-000252,-0.1556397466408343
ACH-000253,-0.09103396935314947
ACH-000255,-0.16761158314707952
ACH-000256,-0.33437474978769505
ACH-000257,-0.3052076725001676
ACH-000258,-0.09355815260873968
ACH-000259,-0.2108690129524252
ACH-000260,-0.17983536097764066
ACH-000261,-0.2388190526120272
ACH-000262,-0.01620972713947582
ACH-000263,-0.4392476965432741
ACH-000264,-0.3691289158900831
ACH-000265,-0.3490398943607802
ACH-000266,-0.17026474686858956
ACH-000272,-0.061051657200469886
ACH-000274,-0.21846454794764475
ACH-000277,-0.329557954972692
ACH-000278,-0.18099056317246404
ACH-000279,-0.21028810347792404
ACH-000280,-0.2856684003549046
ACH-000281,-0.12603649084420082
ACH-000288,-0.14608835532648146
ACH-000291,-0.07232541729932672
ACH-000293,-0.16794539962686847
ACH-000294,-0.06758398719255912
ACH-000295,0.0219026072113575
ACH-000296,-0.2924395333530089
ACH-000302,-0.3126602711614048
ACH-000304,-0.3119804702290592
ACH-000307,-0.10194693446630533
ACH-000308,-0.17073603734826134
ACH-000310,-0.1267451328773121
ACH-000311,0.024194558963322225
ACH-000312,-0.3893159271818141
ACH-000315,-0.17543898916671966
ACH-000316,-0.07775775276989891
ACH-000317,0.06926377706990705
ACH-000318,-0.2258066326823461
ACH-000319,-0.3478166835194059
ACH-000320,-0.2791024028537117
ACH-000322,-0.2648862387022629
ACH-000323,-0.2048649220387072
ACH-000324,-0.02885739559946915
ACH-000329,-0.11440642953282405
ACH-000330,-0.15879820753445648
ACH-000331,-0.15497250924251274
ACH-000332,-0.2543342427057683
ACH-000334,-0.10356864948752896
ACH-000335,-0.2899525942600768
ACH-000336,0.06441037303782787
ACH-000337,-0.487334460326849
ACH-000338,-0.5453599574539979
ACH-000339,-0.21273128585186776
ACH-000341,-0.2367291042008132
ACH-000348,-0.33866856058036665
ACH-000350,-0.022943525584902792
ACH-000352,-0.13142452267497842
ACH-000356,-0.26637040662635736
ACH-000361,-0.20494088523053505
ACH-000362,-0.15198698914904016
ACH-000363,-0.10816050190645386
ACH-000364,-0.1691799352154646
ACH-000365,-0.17756765553448625
ACH-000366,-0.2387099289308064
ACH-000368,-0.22369765405947956
ACH-000374,-0.02312866820397749
ACH-000375,-0.2380475850381679
ACH-000376,-0.2600626877156351
ACH-000381,-0.0913188107872939
ACH-000383,-0.17270336122044186
ACH-000387,-0.13270124420860985
ACH-000389,-0.22501438465652046
ACH-000390,-0.25245128476933537
ACH-000393,-0.2744868734441182
ACH-000395,-0.27222629763963657
ACH-000396,0.00015460827049445646
ACH-000397,-0.3877613231979305
ACH-000401,-0.17391316444165988
ACH-000402,-0.09081131618873192
ACH-000403,-0.21249439245234933
ACH-000404,-0.09814346538743997
ACH-000406,-0.1703132418421682
ACH-000407,-0.3101026121960826
ACH-000408,-0.16326282039533282
ACH-000410,-0.2141608032053467
ACH-000411,-0.093994771301265
ACH-000414,-0.18747085237238445
ACH-000415,-0.2490181816342571
ACH-000416,-0.1498735197677142
ACH-000420,-0.2804797593759036
ACH-000421,-0.2167867151116624
ACH-000424,-0.15167910363705908
ACH-000425,-0.2006408447244191
ACH-000426,-0.2788011797948702
ACH-000427,-0.10611704943494077
ACH-000433,-0.30364181116680666
ACH-000435,-0.15707810953454862
ACH-000436,-0.12581706298285816
ACH-000444,-0.29427212812419834
ACH-000445,-0.34602866945103994
ACH-000448,-0.28865301505191365
ACH-000450,-0.11647416640442693
ACH-000452,-0.15254603257173416
ACH-000454,-0.3052834989707448
ACH-000458,-0.1525058511310479
ACH-000459,-0.22105552449783544
ACH-000460,-0.11490723406049967
ACH-000461,-0.3185511812019518
ACH-000463,-0.19954455715663028
ACH-000464,-0.3118448738269445
ACH-000466,-0.1888606198405342
ACH-000467,-0.15755333303236446
ACH-000468,-0.2281738555648615
ACH-000469,-0.11497186266279645
ACH-000470,-0.08281300745862556
ACH-000471,-0.15357909119362273
ACH-000472,-0.13513731285157546
ACH-000473,-0.2380901314538845
ACH-000475,-0.24066978691035934
ACH-000476,-0.003047216218465011
ACH-000477,-0.04632715873183988
ACH-000479,-0.2875323843007966
ACH-000480,-0.2578410651917686
ACH-000481,-0.10440120534083004
ACH-000483,-0.22027058993674845
ACH-000484,-0.18621761302305004
ACH-000485,-0.2318252015511783
ACH-000486,-0.3704494478241349
ACH-000487,-0.015051670342847243
ACH-000488,-0.20804271652420192
ACH-000490,-0.2647163628640894
ACH-000491,-0.2992822676515295
ACH-000495,-0.04503843671437455
ACH-000496,-0.18759714794069676
ACH-000499,-0.003921317173079356
ACH-000500,-0.3393791196585869
ACH-000502,-0.23446275622651794
ACH-000503,-0.34938513792361026
ACH-000505,-0.10428981534176444
ACH-000507,-0.09175260901416067
ACH-000510,-0.18445076738191046
ACH-000511,-0.30987989861429216
ACH-000512,-0.006375121084435854
ACH-000516,-0.1683276479682219
ACH-000517,-0.3724904125293517
ACH-000518,-0.17289764513506228
ACH-000520,-0.2496408094224705
ACH-000521,-0.12242476510026808
ACH-000522,-0.050836546412033584
ACH-000524,-0.23492260038022206
ACH-000527,-0.09396455139257558
ACH-000528,-0.2690498331542478
ACH-000537,-0.14656557804168174
ACH-000541,-0.13337680856481335
ACH-000542,-0.07203967417352901
ACH-000544,-0.02088898375929549
ACH-000545,-0.008863901615843479
ACH-000547,-0.17035705179057087
ACH-000548,-0.2561427225055412
ACH-000549,-0.1494385833219183
ACH-000550,-0.1903283434297956
ACH-000552,-0.19177658831693747
ACH-000556,-0.3100218361924915
ACH-000557,-0.19359773787336945
ACH-000569,-0.3128293207190845
ACH-000570,-0.3765843039724943
ACH-000571,-0.16116124057146947
ACH-000573,-0.18536576822281625
ACH-000576,-0.08739079531290142
ACH-000579,-0.2701240332920612
ACH-000580,-0.3584161975382121
ACH-000584,-0.2424384662558516
ACH-000585,-0.06593153133250472
ACH-000588,-0.06484718884394426
ACH-000589,-0.10299974626711364
ACH-000591,-0.2792892880847765
ACH-000593,-0.07445501600929866
ACH-000600,-0.14778325336854947
ACH-000601,-0.3044548266495466
ACH-000605,-0.13137739043222546
ACH-000606,-0.2861246546199581
ACH-000608,-0.22576913268085194
ACH-000614,0.07475486305086583
ACH-000616,-0.3188569350908563
ACH-000618,-0.19412171693560212
ACH-000619,-0.15619941020555264
ACH-000620,-0.06287084972757476
ACH-000621,-0.3618558671300129
ACH-000622,-0.2304347400981457
ACH-000623,-0.3111945361493809
ACH-000624,-0.11766883170448605
ACH-000627,-0.2557576849415614
ACH-000630,-0.2556344064957125
ACH-000631,-0.3791490887062296
ACH-000632,-0.2010650749218692
ACH-000633,-0.34513889126564823
ACH-000637,-0.24997509072621465
ACH-000638,-0.10921041213041313
ACH-000646,-0.19304469214766928
ACH-000647,-0.3188377698794944
ACH-000648,-0.24674183645920295
ACH-000649,-0.15931245247652734
ACH-000651,-0.2618290750004085
ACH-000652,-0.15664026189399896
ACH-000653,-0.1182873503131731
ACH-000657,-0.18372140517946745
ACH-000658,-0.09516834002359033
ACH-000661,0.07778974974998618
ACH-000662,-0.03710336929434847
ACH-000663,-0.19436363213157606
ACH-000665,-0.4281592764952616
ACH-000671,-0.19117805667148646
ACH-000672,-0.19565562107080975
ACH-000673,-0.20794591807981
ACH-000676,-0.1679898493873503
ACH-000677,-0.22239072064339852
ACH-000681,-0.1001211776016635
ACH-000683,-0.1297019389655521
ACH-000684,-0.1155420499104982
ACH-000688,-0.3738956813936016
ACH-000693,-0.19004297954421814
ACH-000694,-0.3222209802039869
ACH-000695,0.11213810356772648
ACH-000696,-0.09735590858051632
ACH-000697,0.05943181607399256
ACH-000699,-0.09300342925289956
ACH-000701,-0.2424450464160848
ACH-000706,-0.4113451334719528
ACH-000711,-0.1929518297121695
ACH-000713,-0.03640493271071033
ACH-000714,-0.1865319869262368
ACH-000718,-0.3089897518888671
ACH-000720,-0.21061308684352864
ACH-000721,-0.2670549692857859
ACH-000724,-0.34118789157975943
ACH-000725,-0.10320825050511326
ACH-000732,-0.3616612468780193
ACH-000734,-0.1849717354965157
ACH-000735,-0.4135663932727051
ACH-000736,-0.044955564936892164
ACH-000738,-0.028587061237859607
ACH-000746,-0.1558216178600818
ACH-000747,-0.2762859818799753
ACH-000748,-0.293062812735943
ACH-000753,-0.19277786922370166
ACH-000756,-0.4163241753428076
ACH-000757,-0.4148385697797689
ACH-000758,-0.5245241067764566
ACH-000760,-0.2927394133137221
ACH-000762,-0.287710738379978
