,ASF1A (25842)
ACH-000571,-0.19007589909598865
ACH-000573,-0.3675681434159078
ACH-000576,-0.2227289076266086
ACH-000579,-0.22147648423511807
ACH-000580,-0.13591848427100456
ACH-000584,-0.8563075952107133
ACH-000585,-0.3416846699421351
ACH-000588,0.039420442023409386
ACH-000589,-0.3346402724238808
ACH-000591,-0.08274759152245477
ACH-000593,-0.25861224149545803
ACH-000600,-0.1421802768420148
ACH-000601,-0.1797910506593152
ACH-000605,-0.33518039421697104
ACH-000606,-0.22582149557995715
ACH-000608,-0.22776260790910294
ACH-000614,-0.06252528483895951
ACH-000616,-0.08247170847133907
ACH-000618,-0.1984904699006668
ACH-000619,-0.4018046068834165
ACH-000620,-0.16113073738404565
ACH-000621,-0.11631396941273242
ACH-000622,-0.5553932993897082
ACH-000623,-0.4027281155696223
ACH-000624,-0.6549792460148608
ACH-000627,-0.461485221712648
ACH-000630,-0.20569361921555887
ACH-000631,-0.1759340477899406
ACH-000632,-0.6289632160979638
ACH-000633,-0.16636436315812309
ACH-000637,-0.13854829537160807
ACH-000638,-0.2748780481047145
ACH-000646,-0.27578057201636474
ACH-000647,-0.23012924455611405
ACH-000648,-0.28335404094163263
ACH-000649,-0.20299392748846345
ACH-000651,-0.2702395954001145
ACH-000652,-0.37491093873258696
ACH-000653,-0.20293184309627088
ACH-000657,-0.21687434063299826
ACH-000658,-0.2843274797343931
ACH-000661,-0.4746026686645244
ACH-000662,-0.5359081592020624
ACH-000663,-0.0751478191340961
ACH-000665,-0.14641784515199674
ACH-000671,-0.13501594336670267
ACH-000672,-0.4708896725505503
ACH-000673,-0.2743712431525675
ACH-000676,-0.6353518137729922
ACH-000677,-0.16889893722101607
ACH-000681,-0.3225172487060093
ACH-000683,-0.13630387383660422
ACH-000684,-0.6844887491753754
ACH-000688,-0.5066331909500015
ACH-000693,-0.2443668843872205
ACH-000694,-0.2760174511270996
ACH-000695,-0.2495469672724733
ACH-000696,-0.26833086018525965
ACH-000697,-0.4078887662779993
ACH-000699,-0.4196291944446061
ACH-000701,-0.29686546048540624
ACH-000706,-0.3874948802540351
ACH-000711,-0.3726059123184252
ACH-000713,-0.2281262812435113
ACH-000714,-0.20261401934476114
ACH-000718,-0.17919461550285218
ACH-000720,-0.34015009065599605
ACH-000721,-0.1701766335755235
ACH-000724,-0.022397906217109083
ACH-000725,-0.1453176412444473
ACH-000732,0.003024995221452037
ACH-000734,-0.27129106340115977
ACH-000735,-0.12408923147347853
ACH-000736,-0.19811771769209
ACH-000738,-0.1783148496876239
ACH-000746,-0.4025219394514902
ACH-000747,-0.5196464788924989
ACH-000748,-0.08159249926097259
ACH-000753,-0.18398342545041144
ACH-000756,-0.2800601816525013
ACH-000757,-0.10438043014583592
ACH-000758,-0.4646424540712248
ACH-000760,-0.20165445840405613
ACH-000762,-0.15770160794753632
ACH-000763,-0.2765131392625882
ACH-000764,-0.4545076225225664
ACH-000765,-0.4448364067017204
ACH-000766,-0.23349363137072696
ACH-000767,-0.26798070736742025
ACH-000768,-0.27500874373752954
ACH-000769,-0.21523546365443535
ACH-000770,-0.2382111081440795
ACH-000771,-0.2138138496584579
ACH-000773,0.04490983025011137
ACH-000776,-0.10667948113408487
ACH-000777,-0.10263731620755577
ACH-000778,-0.08941930735930331
ACH-000781,-0.20865241755631705
ACH-000782,-0.33717065815788044
ACH-000783,-0.5129595494427491
ACH-000784,-0.05278976427530177
ACH-000785,-0.2960088398880957
ACH-000787,-0.21128626486954571
ACH-000788,-0.2818740887686504
ACH-000791,-0.2380848296523584
ACH-000792,-0.3857199074600864
ACH-000794,-0.2444670325055669
ACH-000796,-0.2301293189192443
ACH-000798,-0.27765909213306833
ACH-000799,-0.5422689407352598
ACH-000800,-0.5550328842244653
ACH-000802,-0.5037459762715771
ACH-000804,-0.06465458907685588
ACH-000805,-0.42088166907061203
ACH-000809,-0.15006535942243898
ACH-000810,-0.5781915894226615
ACH-000811,-0.2825674238399187
ACH-000817,-0.1927662806958696
ACH-000819,-0.5304944933857073
ACH-000820,-0.5407238980625698
ACH-000821,-0.23960291389570304
ACH-000822,-0.15542059426981386
ACH-000823,-0.23532010176438384
ACH-000824,-0.13359529454051172
ACH-000827,-0.3557689671399612
ACH-000829,-0.3215331709140665
ACH-000831,-0.18472966202046
ACH-000832,-0.3084207060514241
ACH-000833,-0.12084573240550735
ACH-000834,-0.10952205581487484
ACH-000835,-0.2973877297112573
ACH-000836,-0.06809837345898756
ACH-000837,-0.3504374935149688
ACH-000838,-0.282332044124872
ACH-000839,-0.5551390526764302
ACH-000840,-0.3764636472899247
ACH-000841,-0.4009706440685784
ACH-000843,-0.08457628750466678
ACH-000846,-0.21919578478253315
ACH-000847,-0.10492395240003978
ACH-000848,-0.2998918113350017
ACH-000849,-0.1045109724358199
ACH-000851,-0.27860742077371137
ACH-000855,-0.0979772895671652
ACH-000856,-0.6271980474594273
ACH-000858,-0.4544247308881989
ACH-000859,-0.11948420972314786
ACH-000861,-0.28509833797020473
ACH-000862,-0.13446817367764596
ACH-000865,-0.15912918455631925
ACH-000866,-0.3712321315402004
ACH-000867,-0.19313722699667926
ACH-000869,-0.13164514774306488
ACH-000872,-0.509362372773055
ACH-000873,-0.2923678889267345
ACH-000876,-0.21597454344891626
ACH-000878,-0.3483527094151769
ACH-000880,0.06692324549802768
ACH-000881,-0.09748796192116946
ACH-000882,-0.0825367839244684
ACH-000884,-0.20692670121954626
ACH-000885,-0.16085129497413153
ACH-000887,-0.44988057928034
ACH-000889,-0.5350762455361223
ACH-000896,-0.20500899595844044
ACH-000898,-0.1464279385496102
ACH-000900,-0.24236276060203155
ACH-000901,-0.2163850755871212
ACH-000905,-0.4314627319501794
ACH-000906,-0.07128352734522105
ACH-000907,-0.6051959486130908
ACH-000910,-0.12932531295617444
ACH-000911,-0.3016393348479469
ACH-000912,-0.6294131474087785
ACH-000913,-0.2411253768865929
ACH-000915,-0.18668727310855146
ACH-000916,-0.035498382879348415
ACH-000917,-0.7356239161124131
ACH-000920,-0.21844655817061248
ACH-000921,-0.7784071262034928
ACH-000924,-0.14553787828916587
ACH-000926,-0.3515678452492745
ACH-000928,-0.3007857757896432
ACH-000929,-0.1338473067176359
ACH-000932,-0.2332402733870283
ACH-000935,-0.27102664454117603
ACH-000936,-0.2407005660138268
ACH-000937,-0.2568511967812299
ACH-000938,-0.15999519660929154
ACH-000939,0.20255989096221394
ACH-000941,-0.3809553329943366
ACH-000943,-0.3466131013411878
ACH-000946,-0.29143034713366084
ACH-000947,-0.32400408077407755
ACH-000948,-0.30937464410344845
ACH-000950,-0.2792764897581883
ACH-000953,-0.16752257927195352
ACH-000954,-0.3350467629305418
ACH-000957,-0.2017131276534153
ACH-000958,-0.5738295389965481
ACH-000960,-0.20252523098801767
ACH-000963,0.003977532049735492
ACH-000968,-0.2737419655035905
ACH-000969,-0.13391041484960786
ACH-000972,-0.3776256392943664
ACH-000973,-0.20344546383212767
ACH-000974,-0.2304109057015144
ACH-000978,-0.044285484170467626
ACH-000984,-0.1880620350788193
ACH-000986,-0.09819508424605697
ACH-000988,-0.3081916976326394
ACH-000993,-0.4938998869617491
ACH-000994,-0.08833913166511834
ACH-000996,-0.2604857307777458
ACH-001001,-0.2615866863564553
ACH-001020,-0.037566894495856484
ACH-001028,-0.2772410398904739
ACH-001031,-0.4637318384376435
ACH-001038,-0.20906260456752704
ACH-001048,-0.2306114691826005
ACH-001050,-0.19227502749590225
ACH-001053,-0.3824090564886056
ACH-001054,-0.4720902583076805
ACH-001061,-0.13206781678984733
ACH-001067,-0.4378027590612866
ACH-001075,-0.3729505232164954
ACH-001096,-0.3561215460749539
ACH-001111,0.15126401676617732
ACH-001119,-0.20173090746374314
ACH-001128,0.3675731479011891
ACH-001134,-0.13753466842443202
ACH-001151,-0.0938539284105296
ACH-001163,0.07727085510760884
ACH-001164,-0.4123268054456768
ACH-001183,-0.2778736395711785
ACH-001192,-0.18591417282877984
ACH-001193,-0.1244431416109748
ACH-001196,-0.1306236075978993
ACH-001197,-0.0986042294576983
ACH-001205,-0.25630800910262386
ACH-001211,-0.2873355361027484
ACH-001212,-0.4072044265589362
ACH-001228,-0.16023955154706004
ACH-001232,-0.21911679533139128
ACH-001239,-0.1986587868381462
ACH-001270,-0.6715091576566485
ACH-001274,-0.4153135168256027
ACH-001275,-0.04202243135468375
ACH-001277,-0.0351252660678395
ACH-001278,-0.3864879034110437
ACH-001280,-0.21594692591434775
ACH-001283,-0.19481941419395327
ACH-001289,-0.3494475691235337
ACH-001300,-0.09077694996971528
ACH-001301,-0.584212218393185
ACH-001302,-0.057119302130540776
ACH-001306,-0.11724067562187848
ACH-001318,-0.4281428241916267
ACH-001322,-0.1885390248157192
ACH-001328,-0.2520092348381453
ACH-001332,-0.25829137862775514
ACH-001336,-0.28801642223339075
ACH-001346,-0.23732896163788375
ACH-001353,-0.1981307758933408
ACH-001354,-0.5488546207157243
ACH-001367,-0.5879235883874123
ACH-001368,-0.15265427274418938
ACH-001374,-0.35886097916284715
ACH-001377,-0.38760021793838506
ACH-001380,-0.2471736368039642
ACH-001391,-0.13437551960504793
ACH-001408,-0.2914064130875933
ACH-001430,-0.020849674673540836
ACH-001431,-0.3060901709287447
ACH-001450,0.02445446096302766
ACH-001496,-0.19538811611565146
ACH-001500,-0.007723530528508225
ACH-001523,-0.23605840050606275
ACH-001532,-0.4786238107270059
ACH-001550,-0.041954521698741816
ACH-001552,-0.2912088066283863
ACH-001554,-0.21691452632471547
ACH-001654,-0.13878374287188353
ACH-001735,-0.22177435064657533
ACH-001736,-0.1032723325415913
ACH-001737,0.061834200550404686
ACH-001740,-0.1953844269714262
ACH-001745,-0.417601291411908
ACH-001765,-0.4272808397242052
