,GABPB1 (2553)
ACH-000004,-0.8120997158536899
ACH-000005,-0.5376864762414678
ACH-000007,-0.2908025262495704
ACH-000009,-0.6422795990534239
ACH-000011,-0.5972374382107556
ACH-000012,-0.4367313140660448
ACH-000013,-0.189749899430606
ACH-000014,-0.4660591607748933
ACH-000015,-0.34828680272926915
ACH-000017,-0.38342996947703534
ACH-000018,-0.2479138779125797
ACH-000019,0.10312572695730184
ACH-000021,-0.2367683619300584
ACH-000022,-0.020634525814324896
ACH-000025,-0.63203809903874
ACH-000028,-0.0650773146345312
ACH-000030,-0.564933887157895
ACH-000035,-0.5897551427083785
ACH-000036,-0.5417836104563829
ACH-000037,-0.3208680217143996
ACH-000039,-0.26255712631117656
ACH-000040,-0.4865431326110831
ACH-000041,-0.04590664055063975
ACH-000042,-0.3008014117697985
ACH-000045,-0.2740838757622634
ACH-000047,-0.4163455171277162
ACH-000052,-0.3712322238478829
ACH-000053,-0.3515878508679329
ACH-000054,-0.6325642851738426
ACH-000055,-0.4177073951509753
ACH-000060,-0.15478289728044636
ACH-000067,-0.421040733150012
ACH-000070,-0.4617707270247155
ACH-000075,-0.3241425846545432
ACH-000078,-0.5207099539323009
ACH-000082,-0.4374194000810245
ACH-000085,-0.22268395764251647
ACH-000086,-0.5229119872874348
ACH-000087,-0.5837449627787054
ACH-000092,-0.3923419775455081
ACH-000095,-0.4674128627165858
ACH-000097,-0.259038034767534
ACH-000098,-0.4794204047347036
ACH-000099,-0.33528604273621365
ACH-000108,-0.19369327177914986
ACH-000113,-0.4359628323931222
ACH-000116,-0.5408258363258384
ACH-000118,-0.4044842948847295
ACH-000120,-0.4723023614209987
ACH-000123,-0.3498612918074013
ACH-000127,0.10986312779729862
ACH-000128,-0.21999356389070504
ACH-000132,-0.4897898596129801
ACH-000133,-0.3170341714585083
ACH-000137,-0.18213655619145314
ACH-000138,-0.2016693347965091
ACH-000142,-0.4123349273188399
ACH-000143,-0.3075746506369369
ACH-000146,-0.09527195669384447
ACH-000148,-0.34679285732014553
ACH-000150,-0.41422947443184455
ACH-000152,-0.4301606470851079
ACH-000153,-0.8655917055002433
ACH-000159,-0.43056696360401603
ACH-000160,-0.2851323333547966
ACH-000163,-0.3617286486381144
ACH-000167,-0.4447135945895784
ACH-000168,-0.2109557415709744
ACH-000169,-0.4597598240275421
ACH-000178,-0.16932849378892886
ACH-000183,-0.590707114347787
ACH-000188,-0.3134101578704852
ACH-000189,-0.6659053111253597
ACH-000190,-0.7531359015381369
ACH-000198,-0.41462023413709975
ACH-000203,-0.91603709545074
ACH-000204,-0.14306677424367178
ACH-000206,-0.2339479593530644
ACH-000207,-0.3426493386156311
ACH-000208,-0.11595059412896686
ACH-000210,-0.2281181995662355
ACH-000211,-0.2580403958810305
ACH-000215,-0.3313080520500545
ACH-000221,-0.6365436169921891
ACH-000222,-0.3317696111918954
ACH-000223,-0.4410204817712009
ACH-000226,-0.4902135425827868
ACH-000227,-0.7438670756049681
ACH-000228,-0.21848760061776887
ACH-000231,-0.5083592462357466
ACH-000232,-0.4761449874735074
ACH-000233,-0.2479985133278386
ACH-000234,-0.3785764582688285
ACH-000235,-0.16021908491517514
ACH-000237,-0.4018300727680704
ACH-000238,-0.32373277094779473
ACH-000242,-0.17073892471858673
ACH-000243,-0.003984073021458896
ACH-000244,-0.16516340994865872
ACH-000246,-0.5935213629158624
ACH-000248,-0.453506564274845
ACH-000250,-0.5231898968896366
ACH-000251,-0.4638081059101479
ACH-000252,-0.7201938444550824
ACH-000253,-0.34794466568158394
