,GATS (352954)
ACH-000663,-0.21145405129935171
ACH-000665,-0.2704778456370118
ACH-000671,-0.05039596764568089
ACH-000672,-0.19114619272601785
ACH-000673,-0.265838891395706
ACH-000676,-0.1906427053842534
ACH-000677,-0.1287749680147313
ACH-000681,-0.2856703065500509
ACH-000683,-0.2243871649675787
ACH-000684,-0.2963122695234163
ACH-000688,-0.09972183227169096
ACH-000693,-0.2078070865705618
ACH-000694,-0.25005816454930635
ACH-000695,-0.03583792158869208
ACH-000696,-0.14048937230524464
ACH-000697,-0.27889251655923936
ACH-000699,-0.4054477337381216
ACH-000701,-0.26549682077589065
ACH-000706,-0.2961793351632381
ACH-000711,-0.2213908707267851
ACH-000713,-0.22497820180845765
ACH-000714,-0.20777375700180006
ACH-000718,-0.2212682536004642
ACH-000720,-0.15290434171795986
ACH-000721,-0.16086852072840074
ACH-000724,-0.14826988390219853
ACH-000725,-0.20529718245857825
ACH-000732,-0.08513457684201242
ACH-000734,-0.2487977272952097
ACH-000735,-0.30284733089088417
ACH-000736,-0.1673008006474206
ACH-000738,-0.2346630398321503
ACH-000746,-0.4143936223707173
ACH-000747,-0.19587875435793284
ACH-000748,-0.1892069508967054
ACH-000753,-0.31176507351241445
ACH-000756,0.09433107086275644
ACH-000757,-0.27187324361789755
ACH-000758,-0.14575082706074827
ACH-000760,0.019028534492569464
ACH-000762,-0.2562067947442885
ACH-000763,-0.23777252752881745
ACH-000764,-0.12751301483354313
ACH-000765,-0.19389192966212088
ACH-000766,-0.23889628579870656
ACH-000767,-0.3617864564840335
ACH-000768,-0.13830832680358265
ACH-000769,-0.1656163087061037
ACH-000770,-0.2078290755346234
ACH-000771,-0.21691083419940524
ACH-000773,-0.3304402641978784
ACH-000776,-0.4533046649737843
ACH-000777,-0.15968751110625454
ACH-000778,-0.05226463830633815
ACH-000781,-0.1073120335403292
ACH-000782,-0.3804376518346328
ACH-000783,-0.08535287569225565
ACH-000784,-0.145410904765218
ACH-000785,-0.06203922398259493
ACH-000787,-0.26225197567244063
ACH-000788,-0.263050670672255
ACH-000791,-0.3040694156111821
ACH-000792,-0.09869254150006032
ACH-000794,-0.11343948953480353
ACH-000796,-0.23499749165265
ACH-000798,-0.4906209184608599
ACH-000799,-0.4951609587014608
ACH-000800,-0.05793291702103115
ACH-000802,-0.1205951632090564
ACH-000804,-0.08636831185336398
ACH-000805,-0.4684174967439786
ACH-000809,-0.3038493393756641
ACH-000810,-0.3086421975872452
ACH-000811,-0.3849379901722291
ACH-000817,-0.2406196697013332
ACH-000819,-0.14821614455586973
ACH-000820,-0.08855536190874025
ACH-000821,-0.14919715338904635
ACH-000822,-0.09640293655240388
ACH-000823,-0.4168857658301439
ACH-000824,-0.1906537467430832
ACH-000827,-0.3107078323603045
ACH-000829,-0.4480476845943813
ACH-000831,-0.29387668346911894
ACH-000832,-0.19607102824923747
ACH-000833,-0.4134010164332389
ACH-000834,-0.3028607547762172
ACH-000835,-0.2556837126731472
ACH-000836,-0.14686513102680868
ACH-000837,-0.15233853285319374
ACH-000838,-0.18053624617631545
ACH-000839,0.12711492592443555
ACH-000840,-0.3233519432730089
ACH-000841,-0.33165851476677344
ACH-000843,-0.17170286475831292
ACH-000846,-0.03490033490590458
ACH-000847,-0.2203747194173776
ACH-000848,-0.24192495171377146
ACH-000849,-0.2276967152329441
ACH-000851,-0.27270493648744665
ACH-000855,-0.2134065395444812
ACH-000856,-0.2444932266386973
ACH-000858,-0.180047553116533
ACH-000859,-0.035159807817725326
ACH-000861,-0.19454328706518087
ACH-000862,-0.21125761494441248
ACH-000865,-0.22097798684424935
ACH-000866,-0.1924776715412802
ACH-000867,-0.13296967292838788
ACH-000869,-0.4216486825266702
ACH-000872,-0.009567516378872204
ACH-000873,-0.21728543098575
ACH-000876,-0.22278553964085093
ACH-000878,-0.09363362245360356
ACH-000880,-0.15554504430652175
ACH-000881,-0.2306609871315827
ACH-000882,-0.32642960109254804
ACH-000884,-0.1649954043828734
ACH-000885,-0.14842116577331346
ACH-000887,-0.3367063728131082
ACH-000889,-0.4683759804988902
ACH-000896,-0.1805229524186776
ACH-000898,-0.34230907425845075
ACH-000900,-0.1382318573781398
ACH-000901,-0.3530987990199627
ACH-000905,-0.19187799143781267
ACH-000906,-0.21067536898867595
ACH-000907,-0.3694965318200605
ACH-000910,-0.14738845825551367
ACH-000911,-0.2192943953646736
ACH-000912,-0.27754841370123084
ACH-000913,-0.2332136680546804
ACH-000915,-0.18045212382053616
ACH-000916,-0.19875401571371912
ACH-000917,-0.2269373003338015
ACH-000920,-0.04555244871492268
ACH-000921,-0.4073165304673954
ACH-000924,-0.1932719768830556
ACH-000926,-0.4856254938514013
ACH-000928,-0.2988950084469571
ACH-000929,-0.3185245867455825
ACH-000932,-0.17276852439777576
ACH-000935,-0.2465398588228437
ACH-000936,-0.2054654644930434
ACH-000937,-0.2498121910344008
ACH-000938,-0.04203443516607066
ACH-000939,-0.16856625975326034
ACH-000941,-0.2415886724312389
ACH-000943,-0.2725749536890678
ACH-000946,-0.2577586453350251
ACH-000947,-0.16889729939467216
ACH-000948,-0.15232898187773325
ACH-000950,-0.4054563927959713
ACH-000953,0.0011440571250789858
ACH-000954,0.0888099910536765
ACH-000957,-0.13550876174439253
ACH-000958,-0.2096792357137444
ACH-000960,-0.1655184202477313
ACH-000963,-0.5822591474038671
ACH-000968,-0.12883917382972865
ACH-000969,-0.21093366240972244
ACH-000972,0.02797628932032041
ACH-000973,-0.299124380755653
ACH-000974,-0.1332957438704231
ACH-000978,-0.0074102139105610065
ACH-000984,-0.08576840563669945
ACH-000986,-0.16457889341605575
ACH-000988,-0.24379584472873225
ACH-000993,-0.10348073241973473
ACH-000994,-0.4086758839237791
ACH-000996,-0.08465217018855922
ACH-001001,-0.3507642771506909
ACH-001020,-0.08745383626072792
ACH-001028,-0.1315299446763059
ACH-001031,-0.25400869052876657
ACH-001038,-0.18620218451944529
ACH-001048,-0.2421602883014429
ACH-001050,-0.28150714134275884
ACH-001053,-0.22043902732082024
ACH-001054,-0.10305315691567586
ACH-001061,-0.15100621474043852
ACH-001067,-0.2222063250226596
ACH-001075,-0.24781444665095986
ACH-001096,-0.12303481773694384
ACH-001111,-0.23611396270695276
ACH-001119,-0.3633440741651767
ACH-001128,0.04218523652796096
ACH-001134,-0.12972579509859275
ACH-001151,-0.30626345430935586
ACH-001163,-0.3105993427917931
ACH-001164,-0.347598890760042
ACH-001183,-0.17121996624863553
ACH-001192,-0.2294626783200825
ACH-001193,-0.4346599273015121
ACH-001196,-0.2748968894826402
ACH-001197,-0.2774600694399543
ACH-001205,-0.21892829207670453
ACH-001211,-0.3526789142111661
ACH-001212,-0.42483218490688296
ACH-001228,-0.2092950599379858
ACH-001232,-0.2108695746556633
ACH-001239,-0.3293214022764239
ACH-001270,-0.10747478570136122
ACH-001274,-0.07189795812797183
ACH-001275,-0.4155312978391335
ACH-001277,0.031206450160049824
ACH-001278,-0.22163259777451147
ACH-001280,-0.3794632586326021
ACH-001283,-0.08122259861733691
ACH-001289,-0.27068902507792364
ACH-001300,-0.22442593815404327
ACH-001301,-0.2660488832940047
ACH-001302,-0.07131385827533024
ACH-001306,-0.31710458421438964
ACH-001318,0.09232635572706033
ACH-001322,-0.05554768427681567
ACH-001328,-0.2837990871752755
ACH-001332,-0.4797581790312725
ACH-001336,-0.2354071469773343
ACH-001346,-0.1501351854174103
ACH-001353,-0.1730478694005443
ACH-001354,-0.1469629980900752
ACH-001367,-0.09418486128974322
ACH-001368,-0.37126283635136303
ACH-001374,-0.024812752636647728
ACH-001377,-0.2819398733353711
ACH-001380,-0.3118096724195835
ACH-001391,-0.2901860611234416
ACH-001408,-0.16565146056081864
ACH-001430,-0.2847030294215721
ACH-001431,-0.3870763098772873
ACH-001450,-0.3179892926683396
ACH-001496,-0.08169289753781314
ACH-001500,-0.12888336738564568
ACH-001523,-0.2992551074634492
ACH-001532,-0.3310992270256323
ACH-001550,-0.30131654349006826
ACH-001552,-0.2333381780229725
ACH-001554,-0.4085226893493572
ACH-001654,-0.2913704098946674
ACH-001735,-0.3605687678122391
ACH-001736,-0.13102914138817792
ACH-001737,-0.03251382404838027
ACH-001740,-0.1540502231884412
ACH-001745,-0.10515075751473238
ACH-001765,-0.25279066213250434
