,PACSIN3 (29763)
ACH-000004,-0.32434229748808024
ACH-000005,-0.2827038859564116
ACH-000007,-0.15190630055779775
ACH-000009,-0.1455539395971271
ACH-000011,-0.03687781822870173
ACH-000012,-0.12953437376395738
ACH-000013,-0.2960378860539118
ACH-000014,-0.24387783663288864
ACH-000015,-0.1604554133151097
ACH-000017,-0.13405114312992966
ACH-000018,-0.08788529180669609
ACH-000019,-0.0891576768533459
ACH-000021,-0.2783702088828349
ACH-000022,-0.1955055098500146
ACH-000025,-0.2451345692138917
ACH-000028,-0.09252328735546307
ACH-000030,-0.2861134585826893
ACH-000035,-0.2376865545669027
ACH-000036,-0.2418282021812436
ACH-000037,-0.29125854363294457
ACH-000039,-0.35117762673543995
ACH-000040,-0.3581175339116507
ACH-000041,-0.25914211178230045
ACH-000042,-0.2259061877062361
ACH-000045,-0.03602235007204723
ACH-000047,-0.2608759353642948
ACH-000052,-0.224543508184664
ACH-000053,-0.16142001894089936
ACH-000054,-0.1424518629868974
ACH-000055,-0.11378420212892247
ACH-000060,-0.22603814903469316
ACH-000067,-0.1358594037474692
ACH-000070,-0.19263131287038265
ACH-000075,-0.5179529335256854
ACH-000078,-0.30234402836223584
ACH-000082,-0.16563828724439256
ACH-000085,-0.15556827785922078
ACH-000086,-0.16885453859412478
ACH-000087,-0.12169629044604327
ACH-000092,-0.16051747724054258
ACH-000095,-0.17461861827954425
ACH-000097,-0.28272804680124203
ACH-000098,-0.2281338044297023
ACH-000099,-0.196456847197118
ACH-000108,-0.17874408036108855
ACH-000113,-0.10683063262538424
ACH-000116,-0.15410201716389293
ACH-000118,-0.19900342409657595
ACH-000120,-0.09785592818466243
ACH-000123,-0.17457828355662208
ACH-000127,-0.2450744142743208
ACH-000128,-0.22185822616711026
ACH-000132,-0.22044290130710206
ACH-000133,-0.3008094651169889
ACH-000137,-0.3859865305948543
ACH-000138,-0.2481690021089657
ACH-000142,-0.22349832417724136
ACH-000143,-0.2717777111098934
ACH-000146,-0.2209783472637763
ACH-000148,-0.21611165042587466
ACH-000150,-0.2298415633805781
ACH-000152,-0.1639531464758895
ACH-000153,0.004377776748071861
ACH-000159,-0.27643968244697376
ACH-000160,-0.17715053951531307
ACH-000163,-0.11622744937515762
ACH-000167,-0.5770116032178032
ACH-000168,-0.15939620282485426
ACH-000169,-0.24389782210036295
ACH-000178,-0.13155193545072413
ACH-000183,-0.3589725987218589
ACH-000188,-0.28755624824364445
ACH-000189,-0.09060334466762154
ACH-000190,-0.013640328789761055
ACH-000198,-0.2767516406554621
ACH-000203,-0.026424322647172427
ACH-000204,-0.08766435040923949
ACH-000206,-0.11553054924507718
ACH-000207,-0.2768360909200425
ACH-000208,-0.07348753192856562
ACH-000210,-0.2038496651780476
ACH-000211,-0.16501636287206511
ACH-000215,-0.23360990780940905
ACH-000221,-0.16628284231175833
ACH-000222,-0.1480598430280499
ACH-000223,-0.13409337671361196
ACH-000226,-0.3284539019094188
ACH-000227,-0.3005722205412315
ACH-000228,0.03649824299696275
ACH-000231,-0.24264714944321136
ACH-000232,-0.2321714668537323
ACH-000233,-0.08053377338151653
ACH-000234,-0.1292573632294928
ACH-000235,-0.21506373433813436
ACH-000237,-0.2953947494647785
ACH-000238,-0.06837671838674596
ACH-000242,-0.05110986393544272
ACH-000243,-0.20918451682454292
ACH-000244,-0.1819790291892023
ACH-000246,-0.1965983605044528
ACH-000248,-0.03277664899269307
ACH-000250,-0.1852735059434816
ACH-000251,-0.19356847121106355
ACH-000252,-0.08505636605756911
ACH-000253,-0.31889830600909025
ACH-000255,-0.2668075046615291
ACH-000256,-0.25286240619599065
ACH-000257,-0.12749464444093844
ACH-000258,-0.2586120159017705
ACH-000259,-0.22814161588928406
ACH-000260,-0.268374981855797
ACH-000261,-0.20036950437247208
ACH-000262,0.04012240774920433
ACH-000263,-0.3185411295780503
ACH-000264,-0.3583297674828039
ACH-000265,-0.2302649285118736
ACH-000266,-0.18678503232673932
ACH-000272,-0.11682284829200205
