,HEXDC (284004)
ACH-000004,-0.3157413826610346
ACH-000005,-0.04286618495036031
ACH-000007,0.016430895882156658
ACH-000009,-0.2673140514454248
ACH-000011,0.025526704175124117
ACH-000012,0.06537720362502497
ACH-000013,0.048730660871088766
ACH-000014,0.039908953260500264
ACH-000015,-0.10444310852063668
ACH-000017,-0.08786100137375248
ACH-000018,0.075118017569989
ACH-000019,-0.18749769238985972
ACH-000021,-0.08879935971703255
ACH-000022,-0.0342911882997658
ACH-000025,-0.057477964337554976
ACH-000028,-0.03667862738535595
ACH-000030,-0.1024794819064494
ACH-000035,-0.08195934870384444
ACH-000036,-0.16551804099504014
ACH-000037,0.0008595717652056165
ACH-000039,-0.05642498610247094
ACH-000040,-0.13297530521446002
ACH-000041,-0.2481781057168636
ACH-000042,-0.07382213751507871
ACH-000045,-0.17166293485516562
ACH-000047,-0.15296808929934191
ACH-000052,-0.053259627335690736
ACH-000053,-0.057383242229142074
ACH-000054,-0.241767654898574
ACH-000055,0.013928838725523862
ACH-000060,-0.14345599723675187
ACH-000067,-0.024461706926481086
ACH-000070,0.016191158893158024
ACH-000075,-0.03633917079401856
ACH-000078,-0.09252438247286088
ACH-000082,-0.14996280560734174
ACH-000085,-0.2651531644590292
ACH-000086,-0.056131395490085605
ACH-000087,-0.10801004949522804
ACH-000092,0.01947672980555223
ACH-000095,-0.2508430351277494
ACH-000097,-0.0890602396241529
ACH-000098,0.03584590234910255
ACH-000099,-0.16742328607924098
ACH-000108,-0.21505601183882028
ACH-000113,-0.15266852622503072
ACH-000116,-0.18907821263749586
ACH-000118,-0.2422232047783094
ACH-000120,-0.20674719702638367
ACH-000123,-0.013465098371054056
ACH-000127,-0.10859033774876983
ACH-000128,-0.1704678674805072
ACH-000132,-0.053090969538304784
ACH-000133,0.05063305724616513
ACH-000137,0.1100066695940751
ACH-000138,-0.07540620623524448
ACH-000142,-0.2804946812707773
ACH-000143,-0.035981683196670416
ACH-000146,-0.050873380989454604
ACH-000148,-0.0289348196370971
ACH-000150,-0.054585900522313525
ACH-000152,-0.18533307960790835
ACH-000153,-0.09140864886438578
ACH-000159,-0.021896494742713244
ACH-000160,-0.1844870451251953
ACH-000163,-0.011136181223706354
ACH-000167,0.13630393364341928
ACH-000168,-0.1524818460482745
ACH-000169,-0.12967296117522814
ACH-000178,0.05777351832239416
ACH-000183,-0.09365071678813296
ACH-000188,-0.07395370740909134
ACH-000189,0.014653116257005109
ACH-000190,0.13618440556730188
ACH-000198,-0.14194932038977295
ACH-000203,-0.37611736838044907
ACH-000204,-0.019605225567445445
ACH-000206,-0.02797720707253456
ACH-000207,0.07928102502622712
ACH-000208,0.12540910761875967
ACH-000210,-0.014584616416646372
ACH-000211,-0.13262547680719838
ACH-000215,-0.032821526583792754
ACH-000221,-0.03686675892661536
ACH-000222,-0.005246595361595765
ACH-000223,-0.04756686292255285
ACH-000226,-0.10492905490202413
ACH-000227,-0.231928025571432
ACH-000228,-0.0914998810831011
ACH-000231,-0.0687699995485256
ACH-000232,-0.06153528199433723
ACH-000233,-0.1629281819745288
ACH-000234,-0.1296041333026627
ACH-000235,-0.03873885592925344
ACH-000237,-0.0383387392385738
ACH-000238,-0.11415084694837745
ACH-000242,-0.12150618286434098
ACH-000243,-0.1862854270810992
ACH-000244,-0.07428695621632933
ACH-000246,-0.15374970991092152
ACH-000248,-0.26497345827984203
ACH-000250,-0.14737153759977475
ACH-000251,-0.0014467713387642234
ACH-000252,0.1567689667562217
ACH-000253,-0.09238305330692573
ACH-000255,-0.14815275045469944
ACH-000256,-0.1893524764780377
ACH-000257,-0.15782080187506972
ACH-000258,-0.1518324950351879
ACH-000259,-0.1644617809537559
ACH-000260,-0.14630169538487373
ACH-000261,-0.17496978604182525
ACH-000262,0.09952340349651492
ACH-000263,-0.3295106050160825
ACH-000264,0.0412006862746846
ACH-000265,-0.030929314170397324
ACH-000266,-0.2126151470978942
ACH-000272,-0.07317223549715335
ACH-000274,-0.17679615730590184
ACH-000277,-0.25141208624300115
ACH-000278,-0.058091672773683
ACH-000279,-0.0978445823554041
ACH-000280,-0.013513190940522378
ACH-000281,-0.1571141128834125
ACH-000288,-0.12500777754163694
ACH-000291,-0.0768126790157637
ACH-000293,-0.07691180386225831
ACH-000294,-0.021384102671600288
ACH-000295,0.06712795520023103
ACH-000296,0.15399937506298045
ACH-000302,-0.1531575102113285
ACH-000304,-0.13198628341978114
ACH-000307,-0.12070473635234386
