,OXCT1 (5019)
ACH-000004,0.1913273255747788
ACH-000005,0.22960399720822586
ACH-000007,0.1796691457016746
ACH-000009,0.031769043505486184
ACH-000011,0.2217045025886525
ACH-000012,0.15432582066616746
ACH-000013,0.07116007906159645
ACH-000014,0.17741187966197008
ACH-000015,0.06582128139527972
ACH-000017,0.05813375891061335
ACH-000018,0.30803863740923265
ACH-000019,0.02466184546370744
ACH-000021,0.2224538315753792
ACH-000022,0.11189887354177047
ACH-000025,0.19673975763200927
ACH-000028,0.2643183906553103
ACH-000030,0.1622675509373222
ACH-000035,0.09796457195359994
ACH-000036,-0.11432575925461892
ACH-000037,0.15812201880803994
ACH-000039,0.09244380915366918
ACH-000040,0.07789731582619197
ACH-000041,0.05437063806745507
ACH-000042,0.023542240812524217
ACH-000045,0.15308605525495705
ACH-000047,0.20025069259701864
ACH-000052,-0.015557146274756694
ACH-000053,0.06926994885070434
ACH-000054,-0.0021520974631303405
ACH-000055,0.1992285279725292
ACH-000060,0.11012115027047653
ACH-000067,0.0010947434168523745
ACH-000070,0.029449194368912437
ACH-000075,0.2792644537605929
ACH-000078,0.12160097805742873
ACH-000082,0.17426940406889171
ACH-000085,0.1673117530239122
ACH-000086,0.17804074569391928
ACH-000087,0.05325652153786547
ACH-000092,0.039321578852983874
ACH-000095,0.056912093127589936
ACH-000097,0.06639375967528607
ACH-000098,0.008406697804238061
ACH-000099,0.104237857847086
ACH-000108,0.14502181801874725
ACH-000113,0.03325786633587414
ACH-000116,0.10635167713551892
ACH-000118,0.1379308064469499
ACH-000120,-0.011878665711342964
ACH-000123,-0.08237404522386134
ACH-000127,0.038215252122641485
ACH-000128,0.09618972680026346
ACH-000132,-0.009151122283264548
ACH-000133,0.2299851506288299
ACH-000137,0.11192954022280187
ACH-000138,0.09817963230947667
ACH-000142,0.10731698830380668
ACH-000143,0.16223870644519012
ACH-000146,-0.06186157008416071
ACH-000148,0.16691544035354944
ACH-000150,0.26236500419065617
ACH-000152,0.19287786527941267
ACH-000153,0.024398679532657036
ACH-000159,0.09169522329069857
ACH-000160,0.03902411464472378
ACH-000163,-0.013636539984949823
ACH-000167,-0.1821946702318112
ACH-000168,0.0024718222361929444
ACH-000169,0.06117156566255137
ACH-000178,0.02734420670930527
ACH-000183,0.11976676475952636
ACH-000188,0.1269482599703407
ACH-000189,-0.033254316473707336
ACH-000190,0.041280555072301856
ACH-000198,0.05798913669182005
ACH-000203,-0.4122239301280982
ACH-000204,0.024614203248031374
ACH-000206,0.06939591562716901
ACH-000207,0.090628434311604
ACH-000208,-0.0481055249099662
ACH-000210,0.499140385174089
ACH-000211,0.12541703719131742
ACH-000215,0.1170015144409711
ACH-000221,0.026019871730902543
ACH-000222,0.1668030754223348
ACH-000223,0.2695176141496857
ACH-000226,0.2287883460512955
ACH-000227,0.11869588540816578
ACH-000228,0.024719902593062792
ACH-000231,0.17903183133241435
ACH-000232,-0.00432720313637012
ACH-000233,0.13189751096963034
ACH-000234,0.19219850218283446
ACH-000235,0.061662850446507926
ACH-000237,0.12326249103162548
ACH-000238,0.25412165820661875
ACH-000242,0.2742511389216432
ACH-000243,0.16150508682832468
ACH-000244,0.2843882795745905
ACH-000246,0.17167574896433754
ACH-000248,0.029582592193313707
ACH-000250,0.14323137975716133
ACH-000251,0.4259953229808712
ACH-000252,0.26749800886919883
ACH-000253,0.06623278381616644
ACH-000255,0.2399682679781288
ACH-000256,0.08394531119233345
ACH-000257,-0.056622143413499526
ACH-000258,0.07444297163182284
ACH-000259,0.1358645758813177
ACH-000260,-0.02177092110372225
ACH-000261,0.05452871690770515
ACH-000262,-0.09253642299561024
ACH-000263,0.23582976146290965
ACH-000264,0.09931081074952128
ACH-000265,0.14500714068940085
ACH-000266,0.14632628928889568
ACH-000272,0.11515854396968435
ACH-000274,0.1134940358501093
ACH-000277,0.0071502014394901345
ACH-000278,0.09925168102829192
ACH-000279,0.022411432046232527
ACH-000280,0.050751616852744014
ACH-000281,0.3394522578906877
ACH-000288,0.059879070019053626
ACH-000291,0.10508830527994448
ACH-000293,0.2687817208160381
ACH-000294,0.024796143364152926
ACH-000295,0.16248301916840138
ACH-000296,0.008227939798769193
ACH-000302,0.09821176895849483
ACH-000304,0.04431103180542977
ACH-000307,0.12600557655435568
ACH-000308,0.0761713803464267
ACH-000310,-0.05978687823439659
ACH-000311,0.20868194185216984
ACH-000312,0.05144219787893694
ACH-000315,0.048033812386871315
ACH-000316,0.21455410254662197
ACH-000317,0.1905681167238768
ACH-000318,0.1855242416496631
ACH-000319,0.03509865259413696
ACH-000320,0.049546154707586235
ACH-000322,0.21672031904824404
ACH-000323,-0.056217919768534484
ACH-000324,0.024274171375058717
ACH-000329,0.022634936652611543
ACH-000330,-0.013715300256791184
ACH-000331,0.10292228008304044
ACH-000332,0.09980715567293988
ACH-000334,0.12974452402115189
ACH-000335,0.2888193692828858
ACH-000336,-0.0030078258264934913
ACH-000337,0.264940855621201
ACH-000338,0.06190308665643832
ACH-000339,0.14404973698112356
ACH-000341,0.03744561650163845
ACH-000348,0.17598500885885404
ACH-000350,-0.02955657600109632
ACH-000352,0.04187538819700242
ACH-000356,0.3041970542690933
ACH-000361,-0.1562782864165689
ACH-000362,0.12059198847598407
ACH-000363,0.0847259876223016
ACH-000364,0.1151828875570594
ACH-000365,0.07064901342962353
ACH-000366,0.14850355901773146
ACH-000368,0.18179556734148006
ACH-000374,0.1534678461406308
ACH-000375,-0.04457606155230865
ACH-000376,0.1411228905647625
ACH-000381,0.07790789581117809
ACH-000383,0.13821357645932292
ACH-000387,0.17683264551558242
ACH-000389,-0.129316274979857
ACH-000390,0.01953995915069348
ACH-000393,0.11461697614645168
ACH-000395,0.011079855816125084
ACH-000396,0.35785446310254504
ACH-000397,0.16381093567866412
ACH-000401,0.1594570608825723
ACH-000402,0.12955099305700565
ACH-000403,0.2280303345337651
ACH-000404,-0.1556579958651059
ACH-000406,0.047080909498096235
ACH-000407,0.2801808887451469
ACH-000408,0.1642756046053345
ACH-000410,0.1370736347446299
ACH-000411,-0.006801841034451788
ACH-000414,0.03425643381082532
ACH-000415,0.11859150914689474
ACH-000416,0.030846893688321036
ACH-000420,0.08242039973654566
ACH-000421,0.07022935426824614
ACH-000424,-0.04386269062253647
ACH-000425,0.1366683460102938
ACH-000426,0.2038070645347663
ACH-000427,0.04170280684889546
ACH-000433,0.06364279221772275
ACH-000435,-0.15561247174125406
ACH-000436,0.206595696452394
ACH-000444,0.06251236305317885
ACH-000445,-0.0987503447153246
ACH-000448,0.07629624006930573
ACH-000450,-0.047540707268208256
ACH-000452,0.17569168244015154
ACH-000454,0.280543813298385
ACH-000458,0.24842805898167866
ACH-000459,0.041003036602758336
ACH-000460,0.16380442194984893
ACH-000461,-0.011853283775970322
ACH-000463,-0.0066120298043944965
ACH-000464,0.05542587087574272
ACH-000466,0.10998094904302594
ACH-000467,0.0948994385150197
ACH-000468,0.1514299735418836
ACH-000469,0.12799062764493746
ACH-000470,0.02157861917849932
ACH-000471,0.02032200575512853
ACH-000472,0.014028100881367349
ACH-000473,-0.06314555855910557
ACH-000475,-0.007839194217686652
ACH-000476,0.2899214700638235
ACH-000477,0.20896476957670815
ACH-000479,0.10361235203464336
ACH-000480,-0.1387290183990733
ACH-000481,0.0945667042285329
ACH-000483,-0.05138019980927045
ACH-000484,0.2138661174239599
ACH-000485,0.04517001963602685
ACH-000486,0.06892046724994191
ACH-000487,0.08291220065924622
ACH-000488,0.061095359563392126
ACH-000490,0.23789765773107455
ACH-000491,0.098035669693152
ACH-000495,-0.051748184463390835
ACH-000496,0.2615766815214173
ACH-000499,0.11175742617297392
ACH-000500,-0.3965827580517997
ACH-000502,0.16341454688758264
ACH-000503,0.2616584486091454
ACH-000505,0.1385846199432129
ACH-000507,0.23030398718245376
ACH-000510,0.12745638325366826
ACH-000511,0.05425797177095284
ACH-000512,0.08434056205570263
ACH-000516,0.01871451697517039
ACH-000517,0.08560014416823113
ACH-000518,0.17584280393881582
ACH-000520,-0.02666919675207649
ACH-000521,0.07707156328132328
ACH-000522,0.13400243505394474
ACH-000524,0.12834604819896772
ACH-000527,0.0256911570590281
ACH-000528,0.042280006216709125
ACH-000537,0.030554728702825582
ACH-000541,0.3361166047447685
ACH-000542,0.1041320216115604
ACH-000544,0.002831509010029877
ACH-000545,0.14615757332997142
ACH-000547,0.3460638138747529
ACH-000548,0.1856886873909938
ACH-000549,0.10831322839283034
ACH-000550,0.06086017403911473
ACH-000552,0.2259788234796193
ACH-000556,0.1667932734103135
ACH-000557,0.1393423695836904
ACH-000569,0.1096107055440411
ACH-000570,0.012176697671592044
ACH-000571,0.020738261142517183
ACH-000573,0.10394413640685586
ACH-000576,0.2021030619210386
ACH-000579,0.14004889003084273
ACH-000580,0.0994988131214577
ACH-000584,0.1255772398315986
ACH-000585,0.1245560701016853
ACH-000588,0.15985749175069766
ACH-000589,-0.013139101344040149
ACH-000591,0.00960055741258744
ACH-000593,0.08604849029848488
ACH-000600,0.11859807462620947
ACH-000601,0.10827352911172072
ACH-000605,0.16652606350196067
ACH-000606,0.13181649038832507
ACH-000608,-0.14470563620264149
ACH-000614,-0.01946159725315004
ACH-000616,0.09738500422723327
ACH-000618,0.2331067320608599
ACH-000619,0.19186916036721424
ACH-000620,0.002690214211393616
ACH-000621,0.04585032913378678
ACH-000622,0.2778646814337704
ACH-000623,0.11728209430301866
ACH-000624,0.06328592083396632
ACH-000627,0.14938960572146642
