,OPCML (4978)
ACH-000004,-0.11919878108604907
ACH-000005,-0.11977499378715352
ACH-000007,0.01695414584829448
ACH-000009,-0.07005394859679759
ACH-000011,0.16859232785317133
ACH-000012,-0.014870845730146156
ACH-000013,0.04241277241338049
ACH-000014,0.06895428704639323
ACH-000015,0.14728245939712373
ACH-000017,0.13753818186178396
ACH-000018,0.050347788793741695
ACH-000019,-0.005859757253905089
ACH-000021,0.12129104698351365
ACH-000022,0.08931424339856561
ACH-000025,0.01384299315696689
ACH-000028,0.1976508616724343
ACH-000030,-0.002227605893078664
ACH-000035,0.05676076095779715
ACH-000036,-0.08008045849584004
ACH-000037,0.011388289193875602
ACH-000039,-0.06623878571198392
ACH-000040,0.03674753174201558
ACH-000041,-0.07432855331370418
ACH-000042,0.08255042118928127
ACH-000045,0.10889339513246593
ACH-000047,0.05979107252338881
ACH-000052,0.08004465864387802
ACH-000053,-0.008041306717955448
ACH-000054,-0.043437281511492835
ACH-000055,0.0813157871925458
ACH-000060,-0.010159985524966476
ACH-000067,-0.012334122905756546
ACH-000070,0.14083161853161535
ACH-000075,-0.08800551197887223
ACH-000078,-0.05520626018964159
ACH-000082,0.08151834361099235
ACH-000085,0.29530662366041216
ACH-000086,-0.01064657738370747
ACH-000087,0.0903907623536622
ACH-000092,0.11910712420258444
ACH-000095,0.060932232257476536
ACH-000097,0.0463869346621132
ACH-000098,0.055112905506456936
ACH-000099,0.0587341930584539
ACH-000108,-0.03477863626109428
ACH-000113,-0.030498295106321443
ACH-000116,0.01887338331011407
ACH-000118,0.021791245393858436
ACH-000120,-0.13424322416352008
ACH-000123,0.002484345814190696
ACH-000127,0.02192413193907527
ACH-000128,0.0691978819845088
ACH-000132,-0.04301119384058555
ACH-000133,0.00023998192510381612
ACH-000137,-0.11964057204419767
ACH-000138,-0.026690048093930455
ACH-000142,-0.024780227842756526
ACH-000143,-0.06973259755789385
ACH-000146,-0.0421933425017736
ACH-000148,0.0035842068304784507
ACH-000150,-0.0467220520020822
ACH-000152,0.029598126230918082
ACH-000153,0.09457413131080353
ACH-000159,0.018738135410400068
ACH-000160,0.032860998949380466
ACH-000163,0.06778608404558396
ACH-000167,-0.11549267039813405
ACH-000168,0.08466512600399273
ACH-000169,0.07114659826859407
ACH-000178,-0.004660792120757468
ACH-000183,-0.07797404834795524
ACH-000188,-0.10560779891530764
ACH-000189,-0.15839263885521165
ACH-000190,-0.18663949977205088
ACH-000198,0.043052974594836035
ACH-000203,0.27097280480491964
ACH-000204,0.11422189482903805
ACH-000206,0.04604367274494218
ACH-000207,-0.04454550807406005
ACH-000208,-0.029179827366460742
ACH-000210,-0.09670447930963168
ACH-000211,0.06952594774665427
ACH-000215,0.031776245977361624
ACH-000221,-0.08813569797059366
ACH-000222,-0.09914427720970258
ACH-000223,0.045737648273115536
ACH-000226,0.030849478369053118
ACH-000227,-0.05549157572185452
ACH-000228,0.11751574852532334
ACH-000231,0.004344636545821736
ACH-000232,-0.06481645585051746
ACH-000233,0.07106964735159521
ACH-000234,0.04326997855551886
ACH-000235,0.045571705751011056
ACH-000237,-0.050690145584158935
ACH-000238,0.03451785441316685
ACH-000242,0.048833465465155684
ACH-000243,0.13427680695841426
ACH-000244,0.11913545064093442
ACH-000246,0.07229459333668606
ACH-000248,-0.02564438530833496
ACH-000250,-0.00017668849956284022
ACH-000251,0.1088406978025967
ACH-000252,0.08295877888947946
ACH-000253,0.0065875245354425046
ACH-000255,0.04200475704628458
ACH-000256,-0.030962683592889843
ACH-000257,-0.10751521669911447
ACH-000258,-0.04671745592357685
ACH-000259,-0.02107321842853893
ACH-000260,-0.014654648043827729
ACH-000261,0.10699426088902277
ACH-000262,0.13551845080663075
ACH-000263,-0.2945161351571831
ACH-000264,-0.006036144191399247
ACH-000265,0.08172429985334176
ACH-000266,0.016727579841036764
ACH-000272,0.00860664293501217
ACH-000274,0.02425535345469968
ACH-000277,-0.011121789821182634
ACH-000278,0.04019968407686827
ACH-000279,-0.04375344721450074
ACH-000280,-0.021946809396015857
ACH-000281,-0.12497840029342115
ACH-000288,0.021327657252492742
ACH-000291,-0.03188915922854689
ACH-000293,0.09745642104883173
ACH-000294,-0.1964167853408548
ACH-000295,0.023397004761861268
ACH-000296,0.13634807663583226
ACH-000302,0.028916464258723143
ACH-000304,0.02659792536196176
ACH-000307,0.07826812652066421
ACH-000308,0.07875993650050994
ACH-000310,0.1135646273675778
ACH-000311,-0.05733703374207887
ACH-000312,-0.10754770664517382
ACH-000315,-0.2125740219530756
ACH-000316,0.031675455846338615
ACH-000317,-0.19908246867218266
ACH-000318,-0.0964755505227636
ACH-000319,-0.21853916029424203
ACH-000320,-0.014129489821661984
ACH-000322,0.0021873374188502727
ACH-000323,0.2428771972470484
ACH-000324,0.039541407919829435
ACH-000329,0.06536822269823503
ACH-000330,0.1511874563373253
ACH-000331,0.17544439094760075
ACH-000332,-0.003891435141900536
ACH-000334,-0.03730897176758422
ACH-000335,0.3154899259354359
ACH-000336,0.15205605669055566
ACH-000337,0.0677328600609954
ACH-000338,-0.5062439996488269
ACH-000339,0.04808665847943935
ACH-000341,0.036832741403170687
ACH-000348,0.1373124679483014
ACH-000350,-0.05157677674097107
ACH-000352,0.06816980175379375
