,MALSU1 (115416)
ACH-000152,-0.2334473768368945
ACH-000153,-0.3654960649964951
ACH-000159,-0.22879143054577064
ACH-000160,-0.577601211468827
ACH-000163,-0.06067790917483739
ACH-000167,0.24084366816299416
ACH-000168,0.1088591096831128
ACH-000169,-0.2472781266218732
ACH-000178,-0.2292215461981117
ACH-000183,-0.11450745391132508
ACH-000188,-0.20543338047005166
ACH-000189,-0.12089346636447353
ACH-000190,-0.7450836769056476
ACH-000198,-0.19838211373821704
ACH-000203,-0.35318356707824555
ACH-000204,-0.3430257382146377
ACH-000206,-0.8112902808624263
ACH-000207,-0.3005587298765741
ACH-000208,-0.10004065752676433
ACH-000210,-0.3544460951068424
ACH-000211,-0.24150081128600775
ACH-000215,-0.1478530323257957
ACH-000221,-0.35008124869938523
ACH-000222,-0.11022987043726036
ACH-000223,-0.2868726593893397
ACH-000226,-0.2640134800556175
ACH-000227,-0.24501826390378156
ACH-000228,-0.1853295713855722
ACH-000231,-0.14732735509866152
ACH-000232,-0.18400089492971927
ACH-000233,-0.2978913580644105
ACH-000234,-0.14105656178539966
ACH-000235,-0.114078336671545
ACH-000237,-0.05547196131537677
ACH-000238,-0.18878657357351775
ACH-000242,-0.01564127796988812
ACH-000243,-0.11530733350969435
ACH-000244,-0.2701627222021478
ACH-000246,-0.33277924878410386
ACH-000248,-0.20768571284177875
ACH-000250,-0.05204287222453967
ACH-000251,-0.2331065627946308
ACH-000252,-0.20578034883225987
ACH-000253,-0.1667724451158376
ACH-000255,-0.3630584780148808
ACH-000256,-0.17606965304882952
ACH-000257,-0.37014642006007936
ACH-000258,-0.15436910654709346
ACH-000259,-0.3788215383688108
ACH-000260,-0.16190801114489442
ACH-000261,0.0666736843743985
ACH-000262,-0.16437696278307026
ACH-000263,-0.1616390444760587
ACH-000264,-0.23543341656838826
ACH-000265,-0.3753322922067524
ACH-000266,-0.2573550652978516
ACH-000272,-0.1899011234394568
ACH-000274,-0.19427022839635105
ACH-000277,-0.35290456825784505
ACH-000278,-0.2116633718426504
ACH-000279,-0.2498354776779169
ACH-000280,-0.01832585398724168
ACH-000281,-0.1494730264582557
ACH-000288,-0.2183500108538314
ACH-000291,-0.2948388032649141
ACH-000293,-0.2273109913749243
ACH-000294,-0.008799657088246926
ACH-000295,-0.010823775382790588
ACH-000296,-0.19977716591692124
ACH-000302,-0.30410003950688674
ACH-000304,-0.3695515028308041
ACH-000307,-0.1716253131042154
ACH-000308,-0.2436753784933921
ACH-000310,-0.02905142676730449
ACH-000311,-0.3189278098015738
ACH-000312,-0.2263544168723316
ACH-000315,-0.22139150700521096
ACH-000316,-0.07579093993730876
ACH-000317,-0.18745286670602088
ACH-000318,-0.19623900138875688
ACH-000319,-0.2215545800626303
ACH-000320,-0.3029797905283588
ACH-000322,-0.26165610836315945
ACH-000323,-0.2082398365790533
ACH-000324,0.031844162505520995
ACH-000329,-0.2608662092432336
ACH-000330,-0.14723854038957526
ACH-000331,-0.2760908575403973
ACH-000332,-0.07436936836709447
ACH-000334,-0.11544683010628184
ACH-000335,-0.4278460646115879
ACH-000336,-0.3666244907294469
ACH-000337,-0.37236762127050455
ACH-000338,-0.5064834856062141
ACH-000339,-0.169439354976186
ACH-000341,-0.1963554825737152
ACH-000348,-0.26083739826198804
ACH-000350,-0.23333030437736524
ACH-000352,-0.16424092758966727
ACH-000356,-0.3991784984799412
ACH-000361,-0.02216963271042411
ACH-000362,-0.10145492309764986
ACH-000363,-0.19422349959243132
ACH-000364,-0.43521964104957106
ACH-000365,-0.2405770758462112
ACH-000366,-0.11838427765634453
ACH-000368,-0.07746304202786658
ACH-000374,-0.36584358303797065
ACH-000375,-0.07392430312838405
ACH-000376,-0.39796433393855213
ACH-000381,-0.15551069413585622
ACH-000383,-0.26504261085116104
ACH-000387,-0.3106032748438822
ACH-000389,0.07597449286573849
ACH-000390,-0.17042978590361715
ACH-000393,-0.09924392553685032
ACH-000395,-0.122478705984746
ACH-000396,-0.3153966445726588
ACH-000397,-0.013798055192315056
ACH-000401,-0.2548500468709918
ACH-000402,-0.29282768668162473
ACH-000403,-0.17531247306515998
ACH-000404,-0.2414813870009348
ACH-000406,-0.4652243044359634
ACH-000407,-0.2651767903662364
ACH-000408,-0.49378707493107105
ACH-000410,-0.3003629944130711
ACH-000411,-0.18079131646696053
ACH-000414,-0.37865277556424776
ACH-000415,-0.3606662229693817
ACH-000416,-0.2490823797500141
ACH-000420,-0.2731624105322996
ACH-000421,-0.14274832428776116
ACH-000424,-0.3874464193102928
ACH-000425,-0.15699048750612568
ACH-000426,-0.1262339245686344
ACH-000427,-0.2554912611783001
ACH-000433,0.019285206859826157
ACH-000435,-0.305079361879924
ACH-000436,0.040202090030174435
ACH-000444,-0.3197712902998807
ACH-000445,-0.29184592217307603
ACH-000448,-0.19073309163906954
ACH-000450,-0.4979663428964258
ACH-000452,-0.2907555972756285
ACH-000454,-0.4993156421028484
ACH-000458,-0.4958001340477122
ACH-000459,-0.5701177974442507
ACH-000460,-0.059199227393710335
ACH-000461,-0.3004985225529517
ACH-000463,-0.10187082992144222
ACH-000464,-0.20123603873432652
ACH-000466,-0.11461970278530192
ACH-000467,-0.44634979402189545
ACH-000468,-0.2083760891107154
ACH-000469,-0.2727441974053835
ACH-000470,-0.07223468531019904
ACH-000471,-0.18404080771921366
ACH-000472,-0.1419635764073535
ACH-000473,-0.2816588800124873
ACH-000475,-0.2602435706000193
ACH-000476,-0.3873595982707807
ACH-000477,-0.17763030411057892
ACH-000479,-0.05892591691531088
ACH-000480,-0.3832384256975708
ACH-000481,-0.2436866851979751
ACH-000483,-0.2636770269571534
ACH-000484,-0.17139228750980856
ACH-000485,-0.2093626884593896
ACH-000486,-0.17813659897698922
ACH-000487,-0.4475030142244533
ACH-000488,-0.3835485978206812
ACH-000490,-0.3957243924388603
ACH-000491,-0.2940667133237732
ACH-000495,-0.09667734658042687
ACH-000496,-0.14971688591353186
ACH-000499,-0.269028599619555
ACH-000500,-0.4833382630782951
ACH-000502,-0.0357942598184151
ACH-000503,-0.35174342623061783
ACH-000505,-0.08327002610882231
ACH-000507,-0.5053649339431426
ACH-000510,-0.3441873359278996
ACH-000511,-0.0777077472668607
ACH-000512,-0.4137793944548328
ACH-000516,-0.13697887342340478
ACH-000517,-0.07591574545088851
ACH-000518,-0.19936697412006155
ACH-000520,0.021497670440015125
ACH-000521,-0.2291593470998213
ACH-000522,-0.3034575923305932
ACH-000524,-0.31104756984609006
ACH-000527,-0.2464135033859277
ACH-000528,-0.3495607500682704
ACH-000537,-0.18316607028168874
ACH-000541,-0.2590706163138368
ACH-000542,-0.11178298461306044
ACH-000544,-0.4189365008008025
ACH-000545,-0.385627126539335
ACH-000547,-0.6553089561009118
ACH-000548,-0.1602763646844178
ACH-000549,-0.3646314071594409
ACH-000550,-0.2225913211110016
ACH-000552,-0.238729407016234
ACH-000556,-0.1730398694236044
ACH-000557,-0.15969643563354152
ACH-000569,0.007894082091457236
ACH-000570,-0.1993150163344242
ACH-000571,-0.2876856959210782
ACH-000573,-0.2407395551807892
ACH-000576,-0.13130213389892334
ACH-000579,-0.4882855184517277
ACH-000580,-0.36885626689524187
ACH-000584,-0.14263818995939126
ACH-000585,-0.1450066580018447
ACH-000588,-0.4659930459036515
ACH-000589,-0.5075815938124116
ACH-000591,-0.2262691879848105
ACH-000593,-0.2862373954400771
ACH-000600,-0.2545064623601737
ACH-000601,-0.16248500552536685
ACH-000605,-0.4148249330519557
ACH-000606,-0.2487370340410132
ACH-000608,-0.2485238104330253
ACH-000614,-0.3686053299493649
ACH-000616,-0.2363842053457797
ACH-000618,-0.4469867160838178
ACH-000619,-0.2555259899803342
ACH-000620,-0.2066428367017559
ACH-000621,-0.21985085642172986
ACH-000622,-0.19178878161818386
ACH-000623,-0.20645959295820188
ACH-000624,-0.03576562344944762
ACH-000627,-0.23788157390538844
ACH-000630,-0.32652407864657074
ACH-000631,-0.1604919977705643
ACH-000632,-0.2814951375805029
ACH-000633,-0.32584642375036155
ACH-000637,-0.4209738490188111
ACH-000638,-0.2120290097913407
ACH-000646,-0.3652007792199857
ACH-000647,-0.2985772170965708
ACH-000648,-0.232771722406394
ACH-000649,-0.13959202401278056
ACH-000651,-0.5136390297956311
ACH-000652,-0.34056431980337115
ACH-000653,-0.3389663073193823
ACH-000657,-0.2523893003547195
ACH-000658,-0.14150665583173125
ACH-000661,-0.2730847918533493
ACH-000662,-0.3346818485438524
ACH-000663,-0.238746264813024
ACH-000665,-0.1282385127764269
ACH-000671,-0.4668979094805423
ACH-000672,-0.756654161280147
ACH-000673,-0.11672388193773385
ACH-000676,-0.4408106877676378
ACH-000677,-0.5757976683759837
ACH-000681,-0.3964047674580133
ACH-000683,-0.2375091750325947
ACH-000684,-0.21422190324749255
ACH-000688,-0.23882426048382085
ACH-000693,-0.30252367358029064
ACH-000694,-0.5479225698412837
ACH-000695,-0.2683509977140237
ACH-000696,-0.3505754505748854
ACH-000697,-0.3208365887391342
ACH-000699,-0.15185141492354776
ACH-000701,-0.1996105031042657
ACH-000706,-0.37092394686701374
ACH-000711,-0.21456329708804328
ACH-000713,-0.2956182545672676
ACH-000714,-0.09184140405008256
ACH-000718,-0.12238430138029792
ACH-000720,-0.3039266320667
ACH-000721,-0.2977270448816333
ACH-000724,-0.3034049324944669
ACH-000725,-0.004607020167401979
ACH-000732,-0.4717835542133002
ACH-000734,-0.1980173037333866
ACH-000735,-0.2626052830171756
ACH-000736,-0.09633359334110246
ACH-000738,-0.3071584110092939
ACH-000746,-0.16452314542845625
ACH-000747,-0.4058730851430624
ACH-000748,-0.20303805759401813
ACH-000753,-0.2801483213859341
ACH-000756,0.02483054235230036
ACH-000757,-0.4355422112799115
ACH-000758,-0.8038895039533939
ACH-000760,-0.3155666332971468
ACH-000762,-0.03837566341831418
ACH-000763,-0.23643249465664595
ACH-000764,-0.057315278564366676
ACH-000765,-0.21021098288191056
ACH-000766,-0.19599617770012734
ACH-000767,-0.326844311743453
ACH-000768,-0.2504715802024413
ACH-000769,-0.2280440111310939
ACH-000770,-0.2942641733184543
ACH-000771,-0.30890291939111325
ACH-000773,0.015221845224546247
ACH-000776,-0.2358799759596507
ACH-000777,-0.2415313173437823
ACH-000778,-0.2233460430329072
ACH-000781,-0.20888192192481056
ACH-000782,-0.22080306540242198
ACH-000783,-0.006981306019356032
ACH-000784,-0.321789123488861
ACH-000785,-0.30338513926899274
ACH-000787,-0.3192051847522745
ACH-000788,-0.15628880901418496
ACH-000791,-0.17515412979748313
ACH-000792,-0.053580118821562286
ACH-000794,-0.15340949756842956
ACH-000796,-0.20116022752234955
ACH-000798,-0.34818677447165025
ACH-000799,-0.3578551315254265
ACH-000800,-0.5458580497317498
ACH-000802,-0.1764421800868039
ACH-000804,-0.3011808717751844
ACH-000805,-0.06495923606091758
ACH-000809,-0.2679054181281422
ACH-000810,-0.4643322181130954
ACH-000811,-0.21245370352515436
ACH-000817,-0.14144684806169844
ACH-000819,-0.24054750316702184
ACH-000820,-0.2059877321137259
ACH-000821,-0.3562116701503022
ACH-000822,-0.12479422667992247
ACH-000823,-0.16254139685479024
ACH-000824,-0.08536583716302147
ACH-000827,-0.11221692691486876
ACH-000829,-0.006426116847451968
ACH-000831,-0.5201798926208521
ACH-000832,-0.14884742640545598
ACH-000833,-0.35957106581233456
ACH-000834,-0.4229705581046494
ACH-000835,-0.1242042174308522
ACH-000836,-0.2801207515825299
ACH-000837,-0.2677729545537245
ACH-000838,-0.125545734639351
ACH-000839,-0.1424901860162852
ACH-000840,-0.18254060951324566
ACH-000841,-0.08274903621453714
ACH-000843,-0.4063705242807131
ACH-000846,-0.15028436019189745
ACH-000847,-0.34188109831395497
ACH-000848,-0.5562367933883108
ACH-000849,-0.33463661346413365
ACH-000851,-0.33856831180729885
ACH-000855,-0.4188481573966549
ACH-000856,-0.38809326739094746
ACH-000858,-0.5423839643154612
ACH-000859,-0.21555930694111716
ACH-000861,-0.22760303263413126
ACH-000862,-0.3825547882904125
ACH-000865,-0.32622199584996964
ACH-000866,-0.30204072730652565
ACH-000867,-0.13058158328975975
ACH-000869,-0.19667044803124967
ACH-000872,-0.3221679468231525
ACH-000873,-0.22254693365107367
ACH-000876,-0.41210810994425856
ACH-000878,-0.11631296042895388
ACH-000880,-0.10674448058528274
ACH-000881,-0.12742113672800334
ACH-000882,-0.523668326157627
ACH-000884,-0.3445143408848285
ACH-000885,-0.566212253412936
ACH-000887,-0.16349881460722324
ACH-000889,-0.24540390044000246
ACH-000896,-0.029532052136952508
ACH-000898,-0.24852600981724626
ACH-000900,-0.4071695471424252
ACH-000901,-0.2336931160279661
ACH-000905,-0.2441987293280818
ACH-000906,-0.32905321357677025
ACH-000907,-0.2238542203965368
ACH-000910,-0.4712929220604423
ACH-000911,-0.3311731198310295
ACH-000912,-0.2085306619268449
ACH-000913,-0.2125385723849852
ACH-000915,-0.4167680371084178
ACH-000916,0.31479248273160304
ACH-000917,-0.314772248387653
ACH-000920,-0.09414998938912304
ACH-000921,-0.2658008267663641
ACH-000924,-0.3263689074319694
ACH-000926,-0.07684211893894198
ACH-000928,-0.16613247534395356
ACH-000929,-0.15690515102553632
ACH-000932,-0.2724265076754491
ACH-000935,-0.3385975245391162
ACH-000936,-0.3697572743408487
ACH-000937,-0.13627403989826287
ACH-000938,-0.4192447908736945
ACH-000939,-0.28537941640939857
ACH-000941,-0.31508343616570345
ACH-000943,-0.5472452405456925
ACH-000946,-0.297714311086487
ACH-000947,-0.5604697383144188
ACH-000948,-0.4785551046229177
ACH-000950,-0.31614301744669776
ACH-000953,0.013987200780030013
ACH-000954,-0.3098774286385061
ACH-000957,-0.5114952130648676
ACH-000958,-0.2924310549635254
ACH-000960,-0.15913522013029588
ACH-000963,-0.15051460436512173
ACH-000968,-0.4680960548059742
ACH-000969,-0.6040804266725964
ACH-000972,-0.0954458576002452
ACH-000973,-0.1449172437358794
ACH-000974,-0.2092283055077744
ACH-000978,-0.3328375816179399
ACH-000984,-0.2648969314629289
ACH-000986,-0.23033061575948724
ACH-000988,-0.3309916647886168
ACH-000993,-0.010495684692939577
ACH-000994,-0.6418572840974238
ACH-000996,-0.2390154914324213
ACH-001001,-0.4522124963588461
ACH-001020,-0.1029199499511444
ACH-001028,-0.3328888484227559
ACH-001031,-0.42942137321005
ACH-001038,-0.21662799828304974
ACH-001048,-0.23253789793721655
ACH-001050,0.00019474813839309507
ACH-001053,-0.15584850324142493
ACH-001054,-0.4224847549630433
ACH-001061,-0.3715148447457479
ACH-001067,-0.12800276080208414
ACH-001075,-0.17789913834525334
ACH-001096,-0.4273592747022779
ACH-001111,-0.10353369245189928
ACH-001119,-0.25333406636255085
ACH-001128,-0.3398971907700049
ACH-001134,-0.3193141060947328
ACH-001151,-0.060089286233224674
ACH-001163,-0.31090974924325426
ACH-001164,-0.5847654458644019
ACH-001183,-0.10625770700043878
ACH-001192,-0.11776337881235667
ACH-001193,-0.17534614790853792
ACH-001196,-0.24520774884012364
ACH-001197,-0.21699993803828452
ACH-001205,-0.013119009799774626
ACH-001211,0.08017664362449481
ACH-001212,-0.058640910671429874
ACH-001228,-0.21061726756562216
ACH-001232,-0.1117378694903346
ACH-001239,-0.30822847295254
ACH-001270,-0.34811333948689643
ACH-001274,-0.20364757995677185
ACH-001275,-0.29950546050888244
ACH-001277,-0.1536297991115684
ACH-001278,-0.5209033579807815
ACH-001280,-0.12969851793997522
ACH-001283,-0.3475008314670732
ACH-001289,-0.10914118108896524
ACH-001300,-0.2600550615230697
ACH-001301,-0.21110494160172344
ACH-001302,-0.1278842104735542
ACH-001306,-0.3016133069632013
ACH-001318,-0.4197997196167084
ACH-001322,-0.4109004601425081
ACH-001328,-0.1607748281342427
ACH-001332,-0.2156928380129364
ACH-001336,-0.34626786377837576
ACH-001346,-0.04731620230159919
ACH-001353,0.024816959958290963
ACH-001354,-0.17268163174168544
ACH-001367,-0.11928983112920473
ACH-001368,-0.4150722502093205
ACH-001374,-0.07581711784803366
ACH-001377,-0.4780905325899536
ACH-001380,-0.2325058115251443
ACH-001391,-0.34891320025978634
ACH-001408,-0.05472482842059696
ACH-001430,-0.16609211383325145
ACH-001431,-0.18887451884827705
ACH-001450,-0.4215600324839439
ACH-001496,-0.18174657500137434
ACH-001500,-0.2047281387663428
ACH-001523,-0.4381167219958022
ACH-001532,-0.23944426701399046
ACH-001550,-0.4740068122273859
ACH-001552,-0.22433146460526365
ACH-001554,-0.2761589658419464
ACH-001654,-0.07932357554100654
ACH-001735,-0.2283207639106809
ACH-001736,-0.26511214129657273
ACH-001737,-0.11931370424745738
ACH-001740,-0.1986900409657857
ACH-001745,0.01946465138145948
ACH-001765,-0.21043484221314726
