,CCDC85C (317762)
ACH-000004,0.07781837297440837
ACH-000005,0.03408167376081385
ACH-000007,0.18658279393040844
ACH-000009,0.2341089423499395
ACH-000011,0.08966534938101423
ACH-000012,0.1726032166641729
ACH-000013,0.19946927598045655
ACH-000014,0.09840010249258804
ACH-000015,0.10719736334837332
ACH-000017,0.14932410417253608
ACH-000018,0.0919550648933911
ACH-000019,0.08266056511800772
ACH-000021,0.09622857128850393
ACH-000022,-0.026490877830829856
ACH-000025,0.12477676445358787
ACH-000028,0.13124168048625046
ACH-000030,0.09828782173496964
ACH-000035,0.3367325824595883
ACH-000036,0.10476717641199214
ACH-000037,0.10669474670889477
ACH-000039,0.012208766712117696
ACH-000040,0.1012763213731352
ACH-000041,0.08680854680470615
ACH-000042,0.09274098247298633
ACH-000045,0.09305833579284717
ACH-000047,0.060249477979925775
ACH-000052,0.07532796554576626
ACH-000053,0.03509657502328625
ACH-000054,0.08317146285934668
ACH-000055,0.20891057738017085
ACH-000060,0.0010401470577496464
ACH-000067,0.17511913160264275
ACH-000070,0.08881658911557537
ACH-000075,0.13259399165091373
ACH-000078,0.07074749383097707
ACH-000082,0.0674200272653445
ACH-000085,0.10640510715395733
ACH-000086,0.05243248410828282
ACH-000087,0.09358056137835656
ACH-000092,0.033298364900949964
ACH-000095,0.011948378395163156
ACH-000097,0.06754047319514488
ACH-000098,0.033398861471852094
ACH-000099,0.1087516271637632
ACH-000108,0.10837442770178612
ACH-000113,0.10968315619558854
ACH-000116,0.08476980305959993
ACH-000118,0.1759418059861831
ACH-000120,0.01877322464337959
ACH-000123,0.16991340346083825
ACH-000127,0.03722940934308299
ACH-000128,0.15899540798702552
ACH-000132,0.1275996200949197
ACH-000133,0.0015011744214851474
ACH-000137,0.0006156278207462119
ACH-000138,0.1269195943694652
ACH-000142,0.057242409131292415
ACH-000143,-0.06296559963780722
ACH-000146,0.04669173211565118
ACH-000148,0.18425541276056573
ACH-000150,0.08063891441194143
ACH-000152,0.014671231269811152
ACH-000153,0.19341424123781595
ACH-000159,0.06403281649678945
ACH-000160,0.01289792995258216
ACH-000163,-0.005107390269946678
ACH-000167,-0.1563584973709248
ACH-000168,0.2123144516989756
ACH-000169,0.0741949675172283
ACH-000178,0.03776554735013815
ACH-000183,0.17740724477030045
ACH-000188,0.15800819325522295
ACH-000189,0.12611186885783296
ACH-000190,0.10402562384223543
ACH-000198,0.04528002182488594
ACH-000203,-0.2440244832537914
ACH-000204,0.04469629198191785
ACH-000206,-0.0285400562030428
ACH-000207,0.17530601181618966
ACH-000208,0.1715236557423409
ACH-000210,0.0666441068628283
ACH-000211,0.02645299795631981
ACH-000215,0.11544645228867095
ACH-000221,0.16420530133188002
ACH-000222,0.09133923929718712
ACH-000223,0.07247955317338957
ACH-000226,0.09018103867222986
ACH-000227,0.05624648902869959
ACH-000228,0.1629091422926789
ACH-000231,0.09140168164487844
ACH-000232,-0.0450255127140317
ACH-000233,0.05976620896969871
ACH-000234,0.157763982075335
ACH-000235,0.06855250745440432
ACH-000237,0.15837410054108333
ACH-000238,-0.006838113596798936
ACH-000242,0.2599690492493064
ACH-000243,0.10727644284675007
ACH-000244,-0.017656057440069775
ACH-000246,0.054187353525420985
ACH-000248,-0.07554167136356416
ACH-000250,0.10130399710073608
ACH-000251,0.27136121900599625
ACH-000252,0.0643854005692788
ACH-000253,0.14068585871241485
ACH-000255,0.1806133440767446
ACH-000256,0.05847587193000575
ACH-000257,-0.25512627359131496
ACH-000258,0.018477423407134628
ACH-000259,0.0685701810771318
ACH-000260,0.02217964657929667
ACH-000261,0.1086808134675399
ACH-000262,0.11265622457420232
ACH-000263,0.2899846378680741
ACH-000264,0.07999763063283279
ACH-000265,0.20578908304833354
ACH-000266,0.1252095675029464
ACH-000272,0.15784837003529234
ACH-000274,0.17836507178201602
ACH-000277,0.18044615853285395
ACH-000278,0.2558098052897061
ACH-000279,0.04545823426969069
ACH-000280,0.10343522277591677
ACH-000281,0.11349774106058105
ACH-000288,0.05178028147906201
ACH-000291,0.13542664086366055
ACH-000293,0.15166799143745907
ACH-000294,0.07529988092377485
ACH-000295,-0.10734840635228628
ACH-000296,0.0037212490108775283
ACH-000302,0.09950381353885228
ACH-000304,0.10390894806176294
ACH-000307,0.05600074661504203
ACH-000308,0.0960136035710578
ACH-000310,0.05926848250632949
ACH-000311,0.11338444156854804
ACH-000312,0.16669725402548252
ACH-000315,0.10420597411174876
ACH-000316,0.1598394016752282
ACH-000317,0.015151518798491869
ACH-000318,0.2470501309775023
ACH-000319,0.035697934123896984
ACH-000320,0.2028970416622141
ACH-000322,0.1659621036636964
ACH-000323,0.13825585279012353
ACH-000324,0.1936409005421095
ACH-000329,0.15598321727851924
ACH-000330,0.2001354674062772
ACH-000331,0.16419028978791247
ACH-000332,0.11776100024420635
ACH-000334,0.30878458923209845
ACH-000335,0.13758594622975467
ACH-000336,0.14717332642589415
ACH-000337,0.19096695703573852
ACH-000338,-0.14303167020978924
ACH-000339,0.08442707140366265
ACH-000341,0.11171261060871314
ACH-000348,0.13172968956898345
ACH-000350,0.08162326950644035
ACH-000352,0.17627528771076065
ACH-000356,0.2893554781728501
ACH-000361,0.3563526672470149
ACH-000362,0.12506705907655294
ACH-000363,0.27958378505166104
ACH-000364,-0.03936438775986365
ACH-000365,0.24510802202190524
ACH-000366,0.12804810191246346
ACH-000368,-0.010723573702732485
ACH-000374,0.10900068042985582
ACH-000375,0.16240653000269895
ACH-000376,0.1269668608038651
ACH-000381,0.1581922402766405
ACH-000383,0.06511705804267086
ACH-000387,0.07233199432435218
ACH-000389,-0.039973540906138916
ACH-000390,0.05657379962492602
ACH-000393,-0.011530738902492165
ACH-000395,-0.09123086092219597
ACH-000396,-0.09317061867915724
ACH-000397,0.018864431349359948
ACH-000401,0.06602545282890987
ACH-000402,0.05039530846771127
ACH-000403,0.02268731407541184
ACH-000404,0.2594700134126299
ACH-000406,0.1549613473534993
ACH-000407,0.1177257326259275
ACH-000408,0.08080927374885934
ACH-000410,0.041731714256960185
ACH-000411,0.0612713886633635
ACH-000414,0.16610573622619768
ACH-000415,-0.0037649618288673713
ACH-000416,0.09783256127220878
ACH-000420,-0.09950752519286056
ACH-000421,0.15402165406747315
ACH-000424,0.2311799132709185
ACH-000425,0.07811679821662239
ACH-000426,0.15953128033038508
ACH-000427,0.2260624750110765
ACH-000433,-0.0017419205515239815
ACH-000435,0.218332574786353
ACH-000436,0.2854741844375998
ACH-000444,0.05318294585721229
ACH-000445,0.09926260985379036
ACH-000448,0.061163344112719925
ACH-000450,0.3467756554655983
ACH-000452,0.05416934381676753
ACH-000454,0.03827841159122968
ACH-000458,0.2583853006280165
ACH-000459,0.1962552436258432
ACH-000460,0.18855925396703635
ACH-000461,0.2840687903533406
ACH-000463,0.009783344874444705
ACH-000464,0.1366937054939471
ACH-000466,-0.04864329534812031
ACH-000467,0.03730920659906727
ACH-000468,0.12639913623291005
ACH-000469,0.20557467795210252
ACH-000470,0.2698800688503357
ACH-000471,0.10056773417702247
ACH-000472,0.108683934867041
ACH-000473,0.3019126821047585
ACH-000475,0.07758019101729641
ACH-000476,0.029083567628355282
ACH-000477,-0.0114679467660248
ACH-000479,0.122973201086433
ACH-000480,0.11378059603534987
ACH-000481,0.17531945353668038
ACH-000483,-0.020749610414869904
ACH-000484,0.04823154204204355
ACH-000485,0.1219947374015588
ACH-000486,0.11001889981575436
ACH-000487,0.14672595201708313
ACH-000488,0.12106675275326925
ACH-000490,0.06043433196644742
ACH-000491,-0.15006762741518798
ACH-000495,0.05316149515250815
ACH-000496,0.16474719400755675
ACH-000499,0.15856969767044185
ACH-000500,0.3476805408437439
ACH-000502,0.12928276525116386
ACH-000503,-0.21395793460345072
ACH-000505,0.16031581410033585
ACH-000507,0.1824792452552164
ACH-000510,0.09347897432453774
ACH-000511,0.04224525531788886
ACH-000512,0.13085069718093995
ACH-000516,0.10246600252673288
ACH-000517,0.05586392533245148
ACH-000518,-0.05381303100671466
ACH-000520,-0.009146854098297356
ACH-000521,-0.21150279416421366
ACH-000522,0.11018466010369454
ACH-000524,0.17546097621355097
ACH-000527,0.16502396887284485
ACH-000528,0.07524276440430072
