,NIPAL2 (79815)
ACH-000004,-0.24202084563206186
ACH-000005,-0.6008426613832756
ACH-000007,-0.2833713994085221
ACH-000009,-0.18276402589805565
ACH-000011,-0.11694952652643135
ACH-000012,-0.24045201708756134
ACH-000013,-0.3204713721080308
ACH-000014,-0.20513346334906316
ACH-000015,-0.2510969143217253
ACH-000017,-0.3240052720491089
ACH-000018,-0.2301536261198161
ACH-000019,-0.3156698562317113
ACH-000021,-0.2308405786705893
ACH-000022,-0.16731641881957893
ACH-000025,-0.34725303029844873
ACH-000028,-0.3241632591555132
ACH-000030,-0.21595123113623665
ACH-000035,-0.07982023078812775
ACH-000036,-0.2685622771504361
ACH-000037,-0.2854697769687102
ACH-000039,-0.08765163891811283
ACH-000040,-0.12321473010983727
ACH-000041,-0.3033126569886528
ACH-000042,-0.2874648968826157
ACH-000045,-0.13159937084385134
ACH-000047,-0.2892044140000267
ACH-000052,-0.2078253035685296
ACH-000053,-0.3342768620324557
ACH-000054,-0.1512155173567953
ACH-000055,-0.31430104023581645
ACH-000060,-0.4142442373835107
ACH-000067,-0.3205474918152012
ACH-000070,-0.3613404885000903
ACH-000075,-0.2871677978217804
ACH-000078,-0.21794665483929188
ACH-000082,-0.26744464000336005
ACH-000085,-0.573006926289369
ACH-000086,-0.03721833021130815
ACH-000087,-0.023524547437804445
ACH-000092,-0.2438996362114717
ACH-000095,-0.12906366064082955
ACH-000097,-0.31304674326058896
ACH-000098,-0.2889714091335694
ACH-000099,-0.2371333197650387
ACH-000108,-0.25176970016835754
ACH-000113,-0.1780817710114725
ACH-000116,-0.26841712497736925
ACH-000118,-0.24629759537096504
ACH-000120,-0.0790178052613646
ACH-000123,-0.2504517924412559
ACH-000127,-0.20822710592814966
ACH-000128,-0.3952136715428988
ACH-000132,-0.2893547088832556
ACH-000133,-0.29669714740905256
ACH-000137,-0.2333736188025343
ACH-000138,-0.3736157933132802
ACH-000142,-0.20660522072545054
ACH-000143,-0.2297341288715075
ACH-000146,-0.3480524162389016
ACH-000148,-0.2041217994310492
ACH-000150,-0.21863870380467806
ACH-000152,-0.23427835501271466
ACH-000153,-0.4198603392001933
ACH-000159,-0.2907392022367076
ACH-000160,-0.2347881790539141
ACH-000163,-0.3135026650930464
ACH-000167,-0.42367135495772174
ACH-000168,-0.0985229075604904
ACH-000169,-0.2183280601996627
ACH-000178,-0.2766395252477365
ACH-000183,-0.31360487206237925
ACH-000188,-0.2005503255608257
ACH-000189,-0.07002461203434991
ACH-000190,-0.29748999930775794
ACH-000198,-0.3969076554580444
ACH-000203,-0.27281989613230506
ACH-000204,0.14094194024126744
ACH-000206,-0.17180510179929734
ACH-000207,-0.3240444595977897
ACH-000208,0.0276991622345337
ACH-000210,-0.23427072533496635
ACH-000211,-0.2320091319380232
ACH-000215,-0.2397681085801584
ACH-000221,-0.06143155109219579
ACH-000222,-0.22423037037915874
ACH-000223,-0.3344721255066321
ACH-000226,-0.2624276513650827
ACH-000227,-0.4699893674825117
ACH-000228,-0.2602851431277332
ACH-000231,-0.2080526596762733
ACH-000232,-0.20569627909472893
ACH-000233,-0.2222917555093644
ACH-000234,-0.2321426797489389
ACH-000235,-0.2381971066593787
ACH-000237,-0.1733951747422232
ACH-000238,-0.17662808586022047
ACH-000242,-0.28941237230638833
ACH-000243,-0.22930316447853816
ACH-000244,-0.27205404913008063
ACH-000246,-0.22166713851798533
ACH-000248,-0.1946922184694072
ACH-000250,-0.22989335086781754
ACH-000251,-0.4885228251530895
ACH-000252,-0.11391974745397113
ACH-000253,-0.30243948368853324
ACH-000255,-0.040164395664637115
ACH-000256,-0.35895644902339585
ACH-000257,-0.25287923250595545
ACH-000258,-0.5025605789603136
ACH-000259,-0.254937028217754
ACH-000260,-0.21171686666316586
ACH-000261,-0.2917650373697766
ACH-000262,-0.2958957542471473
ACH-000263,-0.4304568241863677
ACH-000264,-0.3225217172005918
ACH-000265,-0.2558418773591246
ACH-000266,-0.21227710942484748
ACH-000272,-0.3793138164530972
ACH-000274,-0.28305691762589463
ACH-000277,-0.4946592769223661
ACH-000278,-0.15589051393888706
ACH-000279,-0.3805450637948425
ACH-000280,-0.4191894272474865
ACH-000281,-0.140207990073375
ACH-000288,-0.1924795156235201
ACH-000291,-0.4407710251434773
ACH-000293,-0.20704187292524803
ACH-000294,-0.22790655684867756
ACH-000295,-0.167641211518156
ACH-000296,-0.19971179320434893
ACH-000302,-0.30105289185010997
ACH-000304,-0.3272695696167309
ACH-000307,-0.3377773177221505
ACH-000308,-0.2948115470026569
ACH-000310,-0.3488122601453708
ACH-000311,-0.24210653999887385
ACH-000312,-0.1770726333828167
ACH-000315,-0.29061063195138753
ACH-000316,-0.2290522063919379
ACH-000317,-0.2867813601442877
ACH-000318,-0.16173675361670872
ACH-000319,-0.14779545473536007
ACH-000320,-0.11656691676341888
ACH-000322,-0.31995448665674475
ACH-000323,-0.19963338416500853
ACH-000324,-0.15711905991228273
ACH-000329,-0.2825791929730625
ACH-000330,-0.28007547826179185
ACH-000331,-0.31472355389387674
ACH-000332,-0.3111831881756764
ACH-000334,-0.20078272573545056
ACH-000335,-0.03011987557371121
ACH-000336,-0.2539822745361935
ACH-000337,0.05228135968727
ACH-000338,0.0060210384556654145
ACH-000339,-0.2756696711806271
ACH-000341,-0.2506670369181159
ACH-000348,-0.2398225923571405
ACH-000350,-0.27770860981937445
ACH-000352,-0.5133958292100294
ACH-000356,-0.36068866134358746
ACH-000361,-0.17856229885193622
ACH-000362,-0.3957429173155456
ACH-000363,-0.3236259325443155
ACH-000364,-0.01447382236398104
ACH-000365,-0.1170075349806222
ACH-000366,-0.14217291781289607
ACH-000368,-0.0928643972535006
ACH-000374,-0.14303718521890213
ACH-000375,-0.35063840529918205
ACH-000376,-0.14787256074697935
ACH-000381,-0.07856115698893758
ACH-000383,-0.3012278277721045
ACH-000387,-0.23307127995117866
ACH-000389,-0.19125569032475787
ACH-000390,-0.2381274768376064
ACH-000393,-0.2860964037208075
ACH-000395,-0.12212261198976555
ACH-000396,-0.2840826522256721
ACH-000397,-0.30524951304465825
ACH-000401,-0.26279208669106396
ACH-000402,-0.0456043803979776
ACH-000403,-0.3593245698082129
ACH-000404,-0.17114471885914534
ACH-000406,-0.23808061178118395
ACH-000407,-0.0857569690248195
ACH-000408,-0.3587596981391744
ACH-000410,-0.16962803100967322
ACH-000411,-0.42050117325658376
ACH-000414,-0.2792677583166768
ACH-000415,-0.22225972921875448
ACH-000416,-0.21923280288321853
ACH-000420,-0.3440486417466016
ACH-000421,-0.2802655897206
ACH-000424,-0.166244511730607
ACH-000425,-0.2530503337476944
ACH-000426,-0.08948490364105456
ACH-000427,-0.3434368909342437
