,FCHO1 (23149)
ACH-000004,-0.4702410787021428
ACH-000005,-0.41408399301963855
ACH-000007,-0.2603040522437716
ACH-000009,-0.042991260207442636
ACH-000011,-0.15892418344680456
ACH-000012,-0.11122697143526852
ACH-000013,-0.20499394716608746
ACH-000014,-0.07030579936671298
ACH-000015,-0.174734670652247
ACH-000017,-0.2704704995990841
ACH-000018,-0.3258029548188641
ACH-000019,-0.20368928634904704
ACH-000021,-0.2852346862053852
ACH-000022,-0.2614739833493314
ACH-000025,-0.2503469272317703
ACH-000028,-0.11998430909112925
ACH-000030,-0.2598087955037249
ACH-000035,-0.2724909739627224
ACH-000036,-0.06857185606765785
ACH-000037,-0.12988576663208665
ACH-000039,-0.25796443908495537
ACH-000040,-0.13897754756055133
ACH-000041,-0.1664184134465163
ACH-000042,-0.1930649389533203
ACH-000045,-0.18958533431840704
ACH-000047,-0.2538173705963749
ACH-000052,-0.1173535983242433
ACH-000053,-0.4237048845417064
ACH-000054,-0.18797032418278575
ACH-000055,-0.27554794801041466
ACH-000060,-0.08920089326473879
ACH-000067,-0.14951483613187122
ACH-000070,-0.6383651343228479
ACH-000075,-0.14650209411775628
ACH-000078,-0.15550790627502667
ACH-000082,-0.197062843568125
ACH-000085,-0.1324446283166636
ACH-000086,-0.2515296753239896
ACH-000087,-0.3091104704373777
ACH-000092,-0.1550624171784941
ACH-000095,-0.1573869380453073
ACH-000097,-0.1833024535870496
ACH-000098,-0.20821095565785955
ACH-000099,-0.06881793837603559
ACH-000108,-0.21320082450470773
ACH-000113,-0.2514568895778155
ACH-000116,-0.24633107682326355
ACH-000118,-0.13154756316983238
ACH-000120,-0.15142661015716202
ACH-000123,-0.1379179089759454
ACH-000127,-0.22105740544108787
ACH-000128,-0.0556756825666304
ACH-000132,-0.1839596807107108
ACH-000133,-0.18499159321392505
ACH-000137,-0.0952736221215998
ACH-000138,-0.17535824217998713
ACH-000142,-0.2129796475809284
ACH-000143,-0.17740098600286225
ACH-000146,-0.2091940005247052
ACH-000148,-0.07030666934126191
ACH-000150,-0.07377809703698628
ACH-000152,-0.18013009044817846
ACH-000153,-0.02005176410220614
ACH-000159,-0.19865368288654425
ACH-000160,-0.13249205876100334
ACH-000163,-0.12544675431194707
ACH-000167,-0.3880534645906432
ACH-000168,-0.2800520056609748
ACH-000169,-0.0783837703126917
ACH-000178,-0.17552575867898298
ACH-000183,-0.1893196834222786
ACH-000188,-0.17510608536510586
ACH-000189,-0.1935583669484673
ACH-000190,-0.13187610732948896
ACH-000198,-0.11061010598012004
ACH-000203,-0.3410043924072783
