,PRKAA2 (5563)
ACH-000004,-0.2310554223049842
ACH-000005,-0.1295599556306731
ACH-000007,0.0058267644180287044
ACH-000009,-0.28191347408591483
ACH-000011,-0.15310008278941226
ACH-000012,-0.07584251938211538
ACH-000013,-0.06521129743177209
ACH-000014,-0.26178879375120323
ACH-000015,-0.161487074461978
ACH-000017,-0.3631679965672638
ACH-000018,-0.10136371473974704
ACH-000019,-0.18456176974213465
ACH-000021,-0.080504118162948
ACH-000022,-0.20526653981923387
ACH-000025,-0.13735509021913705
ACH-000028,-0.2780697030851963
ACH-000030,-0.1894812863514804
ACH-000035,-0.2358831643054253
ACH-000036,-0.16968581396330532
ACH-000037,-0.10402794894054716
ACH-000039,-0.1805288669773403
ACH-000040,-0.14438138687436902
ACH-000041,-0.1933369432225488
ACH-000042,-0.13595174952808936
ACH-000045,-0.09291871711483926
ACH-000047,-0.08006612340620894
ACH-000052,-0.2541448510024766
ACH-000053,-0.15551015285299394
ACH-000054,-0.1956728313792768
ACH-000055,-0.12201468543498277
ACH-000060,-0.36283173743338776
ACH-000067,-0.1921618495456148
ACH-000070,-0.2752234749392777
ACH-000075,-0.3127382466788484
ACH-000078,-0.2199213889935779
ACH-000082,-0.15319972090181008
ACH-000085,-0.15773128557461635
ACH-000086,-0.23807660221085836
ACH-000087,-0.2351478608425517
ACH-000092,-0.21760975510753028
ACH-000095,-0.3719583310862301
ACH-000097,-0.12187454486385388
ACH-000098,-0.26778777740654724
ACH-000099,-0.3205983304661412
ACH-000108,-0.20586344210038066
ACH-000113,-0.2637644918266402
ACH-000116,-0.17796143583409516
ACH-000118,-0.0188096273922715
ACH-000120,-0.1328838455047852
ACH-000123,-0.2080831634562586
ACH-000127,-0.3010502324250781
ACH-000128,-0.3065023137067217
ACH-000132,-0.0853650013126402
ACH-000133,-0.21272611805407515
ACH-000137,-0.07771223626033921
ACH-000138,-0.06450766288255834
ACH-000142,-0.2388133585748161
ACH-000143,-0.10588992211389746
ACH-000146,-0.2163111185766028
ACH-000148,-0.1329447956417275
ACH-000150,-0.04850865145780275
ACH-000152,-0.13535464999466626
ACH-000153,-0.061707796528454886
ACH-000159,-0.2391699232052063
ACH-000160,0.10133719423521698
ACH-000163,-0.12213239022660542
ACH-000167,0.4958668147377707
ACH-000168,-0.2316336815313713
ACH-000169,-0.12063341019135695
ACH-000178,-0.2257573345008553
ACH-000183,-0.19171598640913207
ACH-000188,-0.1710467943390513
ACH-000189,-0.14504266175686065
ACH-000190,-0.03448671125285239
ACH-000198,-0.15454116663200454
ACH-000203,-0.1060715860974378
ACH-000204,-0.16258883389501452
ACH-000206,-0.3038290742266385
ACH-000207,-0.11711538315384452
ACH-000208,-0.15609591294943148
ACH-000210,0.08639835115288047
ACH-000211,-0.16027724791133385
ACH-000215,-0.16514010420324174
ACH-000221,-0.07707487738336888
ACH-000222,-0.07778863379728178
ACH-000223,-0.20380795275370367
ACH-000226,-0.1199076909610854
ACH-000227,-0.1707021334714709
ACH-000228,-0.20107264868237856
ACH-000231,-0.1922053202591715
ACH-000232,-0.19769694251012748
