,PIGK (10026)
ACH-000004,0.03858392413681649
ACH-000005,0.2925037283535929
ACH-000007,0.2586235018238907
ACH-000009,0.04663793556126362
ACH-000011,-0.0683804346448437
ACH-000012,0.05504550765722334
ACH-000013,0.15925119396991072
ACH-000014,0.1436032848403986
ACH-000015,0.04625903302841485
ACH-000017,-0.05518459073538471
ACH-000018,-0.029075455375700155
ACH-000019,0.07096669311419039
ACH-000021,0.027196533190389092
ACH-000022,0.11668005614973145
ACH-000025,-0.037935230265299616
ACH-000028,0.2500496437487769
ACH-000030,0.12064184993280762
ACH-000035,-0.03146735346240728
ACH-000036,0.08418626095311442
ACH-000037,0.12337091809198347
ACH-000039,-0.12248310773658652
ACH-000040,-0.011354149469841248
ACH-000041,0.12606792280081702
ACH-000042,0.04804037469490421
ACH-000045,0.10641645743564196
ACH-000047,0.007999891243567389
ACH-000052,0.05424736139585312
ACH-000053,0.09511730547369324
ACH-000054,0.0233165472825266
ACH-000055,0.11859946820384375
ACH-000060,-0.050010493071245436
ACH-000067,0.02567784604847901
ACH-000070,0.08658811117624272
ACH-000075,-0.020276524100669418
ACH-000078,0.10661669106996988
ACH-000082,-0.08806057051277241
ACH-000085,0.03387037285769833
ACH-000086,-0.07605603217589359
ACH-000087,-0.017305386696649085
ACH-000092,-0.023068622250799385
ACH-000095,0.09865855572667988
ACH-000097,0.15420522685312038
ACH-000098,-0.07137112829565924
ACH-000099,-0.02760748011372995
ACH-000108,0.17362460926803336
ACH-000113,0.06419378060108781
ACH-000116,0.1423757484057864
ACH-000118,-0.07810478695977421
ACH-000120,0.06225501882046852
ACH-000123,0.06544566189201344
ACH-000127,0.012527951879298085
ACH-000128,0.10401453900153307
ACH-000132,0.061547230963532006
ACH-000133,-0.10470029409336053
ACH-000137,0.03704209069885582
ACH-000138,0.0524711251745451
ACH-000142,0.2311573944975863
ACH-000143,0.026340548943551624
ACH-000146,0.20381616941191155
ACH-000148,0.12954791458057854
ACH-000150,-0.06143658272856652
ACH-000152,0.023981630417102363
ACH-000153,-0.042750678091406716
ACH-000159,0.06388344979700479
ACH-000160,0.10218289369800196
ACH-000163,-0.12470757764375234
ACH-000167,0.16627836999162152
ACH-000168,0.006434605609764534
ACH-000169,0.02452049332413608
ACH-000178,0.02663805701227657
