,UBQLN1 (29979)
ACH-000004,-0.2929568894296366
ACH-000005,-0.06039453508224207
ACH-000007,-0.2178302886730066
ACH-000009,-0.2701825872872312
ACH-000011,-0.32068098469582146
ACH-000012,-0.20153229954537089
ACH-000013,-0.2049609172219206
ACH-000014,-0.2249278128204305
ACH-000015,-0.2014174129981155
ACH-000017,0.1145463522300018
ACH-000018,-0.18320228735954444
ACH-000019,-0.2711516302446409
ACH-000021,-0.17375206703268115
ACH-000022,-0.2558362730400393
ACH-000025,0.0121916171373564
ACH-000028,-0.29317096885427635
ACH-000030,-0.1170597303791204
ACH-000035,-0.13989112532592082
ACH-000036,-0.07692521259241089
ACH-000037,-0.3354141884087222
ACH-000039,-0.037986252397173716
ACH-000040,-0.2255383875389976
ACH-000041,-0.12850777617500025
ACH-000042,-0.37541473043191903
ACH-000045,-0.3395951665064709
ACH-000047,-0.2520514170523288
ACH-000052,-0.2354238975953801
ACH-000053,-0.08700735297055442
ACH-000054,-0.10583155268026624
ACH-000055,-0.14994788258343555
ACH-000060,-0.06004872096919686
ACH-000067,-0.10240664322778084
ACH-000070,0.11914618376857054
ACH-000075,-0.2519382038033321
ACH-000078,0.0798081528039664
ACH-000082,-0.16027664916017825
ACH-000085,-0.2874676087114857
ACH-000086,-0.12558638518869808
ACH-000087,-0.2568523501437853
ACH-000092,-0.20757284500064524
ACH-000095,-0.16510517613733958
ACH-000097,-0.17993514875965594
ACH-000098,-0.14584404240135615
ACH-000099,-0.2873957774882767
ACH-000108,-0.08606081294639974
ACH-000113,-0.22637480235783264
ACH-000116,-0.16251074662724774
ACH-000118,-0.2484579015294171
ACH-000120,0.06987161270039227
ACH-000123,-0.051569127305314315
ACH-000127,-0.3109959830578031
ACH-000128,-0.27485452611729044
ACH-000132,-0.2718221052193656
ACH-000133,-0.2768542490698806
ACH-000137,-0.3740657114696074
ACH-000138,-0.25552928372353856
ACH-000142,-0.14669908578636245
ACH-000143,-0.26735143587324506
ACH-000146,-0.37954871616308056
ACH-000148,-0.10247305876012748
ACH-000150,-0.14882228719583707
ACH-000152,-0.0928676703601282
ACH-000153,-0.02837698052516612
ACH-000159,-0.2497958527747553
ACH-000160,-0.19840545843895951
ACH-000163,-0.035785868834845434
ACH-000167,-0.2678240188220771
ACH-000168,-0.15490563044708158
ACH-000169,-0.22651491103967086
ACH-000178,-0.2367128192765288
ACH-000183,-0.1017619713084999
ACH-000188,-0.2693073004812369
ACH-000189,-0.2990396194408733
ACH-000190,-0.11861012716938132
ACH-000198,-0.0564212163357351
ACH-000203,-1.0418157734333042
ACH-000204,-0.2249527102706872
ACH-000206,0.021203022029243457
ACH-000207,-0.0199826908447949
ACH-000208,0.29028213623145205
ACH-000210,-0.4606070996226113
ACH-000211,-0.1308611300121099
ACH-000215,-0.21340391599284575
ACH-000221,-0.25984726805669045
ACH-000222,-0.31147106442714884
ACH-000223,-0.3624459880790853
ACH-000226,-0.2201808781440036
ACH-000227,-0.1835545981896858
ACH-000228,-0.18377896495791807
ACH-000231,-0.11588278158177595
ACH-000232,-0.16395299640133973
ACH-000233,-0.2267052574734785
ACH-000234,-0.5438289332578516
ACH-000235,-0.2680415299927117
ACH-000237,-0.2967118892175089
ACH-000238,-0.07168892215741335
ACH-000242,0.03713021886457722
ACH-000243,-0.1338487712475533
ACH-000244,-0.22413516325530164
ACH-000246,-0.3087765283215934
ACH-000248,-0.4893456468780624
ACH-000250,-0.19878273144311495
ACH-000251,-0.4293740397960623
ACH-000252,-0.2525602486011921
ACH-000253,-0.3050804286387788
ACH-000255,-0.19897058180021465
ACH-000256,-0.13866001738861045
ACH-000257,-0.2927140189711794
ACH-000258,-0.2536822712456479
ACH-000259,-0.115533511563517
ACH-000260,-0.14748829453168014
ACH-000261,-0.1489176870403144
ACH-000262,-0.3084906350655545
ACH-000263,-0.2599441349984283
ACH-000264,-0.18028895364193107
ACH-000265,-0.16563326341679166
ACH-000266,-0.27844238907731617
ACH-000272,-0.2170069174618307
ACH-000274,-0.14808648300207794
ACH-000277,-0.058105946680102626
ACH-000278,-0.16213046222498054
