,PRDX6 (9588)
ACH-000004,-0.1126956366589874
ACH-000005,0.11737956646724752
ACH-000007,-0.13308065256263246
ACH-000009,-0.08823616533147527
ACH-000011,0.08532704317761189
ACH-000012,0.04384486138510881
ACH-000013,-0.039142778355891285
ACH-000014,-0.14986202454566108
ACH-000015,-0.08972516517983678
ACH-000017,0.03731916993275616
ACH-000018,-0.19557131332971614
ACH-000019,-0.2813471833618886
ACH-000021,-0.3477977578937813
ACH-000022,-0.03849244548414352
ACH-000025,-0.08866188124367749
ACH-000028,0.027118704684760717
ACH-000030,-0.05098949306354157
ACH-000035,-0.2596060533039417
ACH-000036,-0.012767258868950129
ACH-000037,-0.04686641095514852
ACH-000039,0.07116998137999618
ACH-000040,-0.10477521104340684
ACH-000041,-0.1906447490575376
ACH-000042,-0.117113190412378
ACH-000045,0.005987032657984206
ACH-000047,-0.13918853961828154
ACH-000052,-0.06594401080651205
ACH-000053,0.031947659448838206
ACH-000054,-0.4699847041247782
ACH-000055,0.0073749872270099295
ACH-000060,-0.025789836947664044
ACH-000067,0.00816119348403304
ACH-000070,-0.4854413036553624
ACH-000075,-0.09541599545957223
ACH-000078,0.15633689724227728
ACH-000082,-0.15250544980081426
ACH-000085,-0.1178129144396526
ACH-000086,-0.0892847566223477
ACH-000087,-0.057194782205979226
ACH-000092,-0.14553386343955335
ACH-000095,0.020595848882369597
ACH-000097,-0.15102656690439056
ACH-000098,-0.22788256867512985
ACH-000099,-0.1071025286398467
ACH-000108,-0.13613604339319302
ACH-000113,-0.06252605508426773
ACH-000116,-0.08800953974902853
ACH-000118,-0.02342044219624987
ACH-000120,-0.09843654705032652
ACH-000123,0.0948700553584614
ACH-000127,-0.028211823807019393
ACH-000128,0.07173833170890935
ACH-000132,-0.04201856672825106
ACH-000133,-0.27515508983011666
ACH-000137,-0.1928744282683705
ACH-000138,-0.05712148894871792
ACH-000142,-0.1937264757722721
ACH-000143,-0.1109695461624799
ACH-000146,-0.07596856905371333
ACH-000148,-0.12622179723304058
ACH-000150,-0.27535111077717955
ACH-000152,-0.1195054281601206
ACH-000153,-0.14662761971856386
ACH-000159,-0.0531662388007948
ACH-000160,-0.11186507484364168
ACH-000163,0.0034199158366987428
ACH-000167,-0.3488102763788213
ACH-000168,-0.2215500069362545
ACH-000169,-0.24426191277720516
ACH-000178,-0.07506086273698348
ACH-000183,-0.23979871963617103
ACH-000188,0.01970762530213358
ACH-000189,-0.06147358670684554
ACH-000190,-0.01822978901694645
ACH-000198,-0.09589142020511128
ACH-000203,-0.16418729871587767
ACH-000204,-0.19889501474516724
ACH-000206,-0.0934748192394434
ACH-000207,-0.1041351383480878
ACH-000208,-0.0511251895573365
ACH-000210,0.0276239890503826
ACH-000211,-0.03527152705276648
ACH-000215,-0.14470518891067136
ACH-000221,-0.05120906909707911
ACH-000222,-0.12678602428434707
ACH-000223,-0.248470168261266
ACH-000226,-0.1212675868419261
ACH-000227,-0.02027781946234286
ACH-000228,-0.11299885645366907
ACH-000231,-0.26159770049251285
ACH-000232,-0.02088538167799583
ACH-000233,-0.14035816736334214
ACH-000234,-0.22047434340782748
ACH-000235,-0.18789376299925453
ACH-000237,0.04586869039736481
ACH-000238,-0.009088497966562996
ACH-000242,0.04221816650110584
ACH-000243,-0.16159010109184088
ACH-000244,-0.21826126596537185
ACH-000246,0.005105684157252322
ACH-000248,-0.04623473058612726
ACH-000250,-0.12671506575634112
ACH-000251,0.1111579205732826
ACH-000252,-0.08878817576023297
ACH-000253,-0.11344103181886968
ACH-000255,-0.08411643868016352
ACH-000256,-0.10819750189198404
ACH-000257,-0.08290277025407186
ACH-000258,-0.3161339853102548
ACH-000259,-0.08839475712506834
ACH-000260,-0.22918491224193915
ACH-000261,-0.2065848050873898
ACH-000262,0.11073465045313302
ACH-000263,0.0049836277494526215
ACH-000264,-0.24887485672398624
ACH-000265,-0.2713386438994733
ACH-000266,-0.18296523337399606
ACH-000272,-0.14024592912201034
ACH-000274,-0.11058794444504162
ACH-000277,-0.23199480132645045
ACH-000278,0.01244094986591836
ACH-000279,-0.11564579617223025
ACH-000280,-0.07947266024630527
ACH-000281,-0.10108975197157216
ACH-000288,-0.10543203490000297
ACH-000291,-0.005519085449827203
ACH-000293,-0.07465374807578634
ACH-000294,-0.21093546846869352
ACH-000295,-0.1339984071447088
ACH-000296,0.053339856664808
ACH-000302,-0.06448445417300201
ACH-000304,0.0891021050632134
ACH-000307,-0.0077902918409037125
ACH-000308,-0.03074833760494165
ACH-000310,0.02235130773938129
ACH-000311,-0.04197217265069175
ACH-000312,-0.0890053839668454
ACH-000315,-0.4711023548354562
ACH-000316,-0.1044813473747336
ACH-000317,-0.13042902604298026
ACH-000318,-0.16362527439922636
ACH-000319,-0.037768145828311776
ACH-000320,-0.0869667746830724
ACH-000322,0.014283787517443938
ACH-000323,-0.009494949335566251
ACH-000324,-0.12483738132811965
ACH-000329,-0.00601788578093315
ACH-000330,0.14911905822855218
ACH-000331,-0.12808159396711016
ACH-000332,-0.10457369917612687
ACH-000334,-0.13406725481825518
ACH-000335,-0.24955317285212936
ACH-000336,0.1320906718992594
ACH-000337,-0.11803232631765365
ACH-000338,-0.08776305695464838
ACH-000339,-0.08279607750224065
ACH-000341,-0.2547751167879738
ACH-000348,-0.13119590667546974
ACH-000350,0.07582062057569329
ACH-000352,-0.01904412020304956
ACH-000356,0.02421849611091863
ACH-000361,-0.07532829008649873
ACH-000362,-0.06235581445372024
ACH-000363,-0.2415834135440177
ACH-000364,-0.08551547577119492
ACH-000365,0.009073537947963202
ACH-000366,-0.3987103494893713
ACH-000368,0.0867301939989095
ACH-000374,-0.01985192670941513
ACH-000375,-0.09616912998274607
ACH-000376,-0.17567039294506906
ACH-000381,-0.2866219001366865
ACH-000383,-0.03214687693146947
ACH-000387,-0.1248552594500791
ACH-000389,-0.3499670370510518
ACH-000390,-0.06761779184109658
ACH-000393,-0.2383339873416332
ACH-000395,0.013400080138771652
ACH-000396,0.2632387486433272
ACH-000397,0.06673318910888029
ACH-000401,-0.13538533972125352
ACH-000402,-0.10075831802769196
ACH-000403,-0.08981654739185464
ACH-000404,-0.20075859260388249
ACH-000406,-0.033988340162373606
ACH-000407,-0.0992571039259352
ACH-000408,-0.05278526535644437
ACH-000410,-0.2673474736784199
ACH-000411,0.031108469596192838
ACH-000414,-0.13004828931324525
ACH-000415,-0.13502305686625027
ACH-000416,-0.16586286116940574
ACH-000420,-0.14896571880673254
ACH-000421,-0.08904237538131386
ACH-000424,-0.00143390139634821
ACH-000425,-0.050121450981339806
ACH-000426,-0.15444713286633524
ACH-000427,-0.07737501397880978
ACH-000433,-0.06827413006295045
ACH-000435,-0.15296920584993814
ACH-000436,-0.30482943342054875
ACH-000444,0.008653192954509491
