,ADSS (159)
ACH-000004,-0.6875110196303352
ACH-000005,-0.9615026064907386
ACH-000007,-0.3631401456036932
ACH-000009,-0.3808282157378426
ACH-000011,-0.5504607727220224
ACH-000012,-0.19127480435707991
ACH-000013,-0.12132862291573746
ACH-000014,-0.4200461406643872
ACH-000015,-0.1439098553578106
ACH-000017,-0.7306611791461097
ACH-000018,-0.2494445808048824
ACH-000019,-0.480267360791226
ACH-000021,-0.18459199439072665
ACH-000022,-0.3950411792722316
ACH-000025,-0.5719408951804531
ACH-000028,-0.14239334487902858
ACH-000030,-0.7040016854728954
ACH-000035,-0.15957096379340255
ACH-000036,-0.18320888471522614
ACH-000037,-0.4788142339462245
ACH-000039,-0.2941906841869844
ACH-000040,-0.2868062093448849
ACH-000041,-0.3914409371288319
ACH-000042,-0.2901160684545743
ACH-000045,-0.2630882852737681
ACH-000047,-0.6405961130969337
ACH-000052,-0.11958027244640727
ACH-000053,-0.7016456700531435
ACH-000054,-0.2259834679085128
ACH-000055,-0.5108321883027312
ACH-000060,-0.20383440564573144
ACH-000067,-0.15775484925728284
ACH-000070,-0.7550036794831732
ACH-000075,-0.1111089544491943
ACH-000078,-0.10395760938105432
ACH-000082,-0.25825433671101145
ACH-000085,-0.0707592351242101
ACH-000086,-0.19032515914453546
ACH-000087,-0.5990801525433971
ACH-000092,-0.2530053741251919
ACH-000095,-0.10138931278543806
ACH-000097,-0.3240110558302737
ACH-000098,-0.2391101760023525
ACH-000099,-0.3074700466198558
ACH-000108,-0.5710227701113878
ACH-000113,-0.3771090467740345
ACH-000116,-0.20597460846203655
ACH-000118,-0.6534764760429488
ACH-000120,-0.1086981384842488
ACH-000123,-0.054614960915776035
ACH-000127,-0.5119440558458374
ACH-000128,-0.17775164850250194
ACH-000132,-0.2877942633672124
ACH-000133,-0.1778339058698562
ACH-000137,-0.2612453728944082
ACH-000138,-0.2769612495593205
ACH-000142,-0.4749652508213147
ACH-000143,-0.3957243110973888
ACH-000146,-0.5186641971349051
ACH-000148,-0.3642263017214727
ACH-000150,-0.1611954014673459
ACH-000152,-0.4017306749618785
ACH-000153,-0.49042058125179105
ACH-000159,-0.5935883626121407
ACH-000160,-0.3009344676170817
ACH-000163,-0.4697991685847755
ACH-000167,-0.4884248920858738
ACH-000168,-0.6620189329981417
ACH-000169,0.013339145729411491
ACH-000178,-0.5199629948488859
ACH-000183,-0.369271884421012
ACH-000188,-0.1633986569323906
ACH-000189,-0.7074090075143997
ACH-000190,-0.22070055390816265
ACH-000198,-0.5569592861049134
ACH-000203,0.16723966615124686
ACH-000204,-0.6143332643853116
ACH-000206,-0.8268158593054533
ACH-000207,-0.42405588954984
ACH-000208,-0.3906075673843757
ACH-000210,-0.5281862163504127
ACH-000211,-0.2288737275505987
ACH-000215,-0.15725328303295874
ACH-000221,-0.13277145827739106
ACH-000222,-0.7151455596110559
ACH-000223,-0.4485428682281721
ACH-000226,-0.5420490719800225
ACH-000227,-0.10853428880195004
ACH-000228,-0.30859103122674314
ACH-000231,-0.24309286157784105
ACH-000232,-0.21372246973387607
ACH-000233,-0.6186803034142535
ACH-000234,-0.631512028715435
ACH-000235,-0.6783349515446319
ACH-000237,-0.34583597393016785
ACH-000238,-0.2808237003291703
ACH-000242,-0.38484161259378985
ACH-000243,-0.3845781255223096
ACH-000244,-0.23965322228374236
ACH-000246,-0.2541596203659812
ACH-000248,-0.4867088335320688
ACH-000250,-0.5511328409926706
ACH-000251,-0.3183756690814395
ACH-000252,-0.2730999380280241
ACH-000253,-0.7878604215636369
ACH-000255,-0.008383525147495356
ACH-000256,-0.4430454149859832
ACH-000257,-0.14839111239103986
ACH-000258,-0.5856055579597949
ACH-000259,-0.19412537288250936
ACH-000260,-0.23521203255648385
ACH-000261,-0.3380332952739303
ACH-000262,-0.2933515511184547
ACH-000263,-0.6870404022324724
ACH-000264,-0.3033338140546805
ACH-000265,-0.046164543433314775
ACH-000266,-0.5283768110142016
ACH-000272,-0.8525943745396093
ACH-000274,-0.3442553538187677
ACH-000277,-0.6235199636645455
ACH-000278,-0.5691036686179842
ACH-000279,-0.3543098858461839
ACH-000280,-0.040859920120454
ACH-000281,-0.5761816817771135
ACH-000288,-0.2783394427483339
ACH-000291,-0.05014324781112838
ACH-000293,-0.26404792092852303
ACH-000294,-0.6164730390805082
ACH-000295,-0.7184367632421371
ACH-000296,-0.29375564463758785
ACH-000302,-0.2470026389236009
ACH-000304,-0.3947596117752061
ACH-000307,-0.6675759126972266
ACH-000308,-0.3829614500841267
ACH-000310,-0.263260533243798
ACH-000311,-0.4634154226871536
