,EAPP (55837)
ACH-000701,-0.27632813614993545
ACH-000706,-0.2856391135566373
ACH-000711,-0.3800956721996736
ACH-000713,-0.3958150875665555
ACH-000714,-0.5626169904767947
ACH-000718,-0.4707426909496034
ACH-000720,-0.27103462351480073
ACH-000721,-0.4270726366632242
ACH-000724,-0.2479558617676481
ACH-000725,-0.3752065560709683
ACH-000732,-0.5350448885337309
ACH-000734,-0.3787548877435231
ACH-000735,-0.059240273383139225
ACH-000736,-0.4289871828456131
ACH-000738,-0.2675589790224939
ACH-000746,-0.31827240080200103
ACH-000747,-0.3055790121041316
ACH-000748,-0.3128873910729155
ACH-000753,-0.2961638841251436
ACH-000756,-0.39323207389759457
ACH-000757,-0.38911812849977895
ACH-000758,-0.20380165092276487
ACH-000760,-0.2428984979323803
ACH-000762,-0.2300736810610243
ACH-000763,-0.3372948735790922
ACH-000764,-0.25563895177829515
ACH-000765,-0.4009295293236508
ACH-000766,-0.42795757832185344
ACH-000767,-0.2686234594624462
ACH-000768,-0.2294280681056376
ACH-000769,-0.27077681490735417
ACH-000770,-0.4488132464419111
ACH-000771,-0.13169258889019364
ACH-000773,-0.5358141396166932
ACH-000776,-0.4288311922018021
ACH-000777,-0.1735205139227536
ACH-000778,-0.3387430555267249
ACH-000781,-0.3195951720679687
ACH-000782,-0.16676065247463204
ACH-000783,-0.4439154696201361
ACH-000784,-0.1765085567841292
ACH-000785,-0.29466167334055937
ACH-000787,-0.4618662421541156
ACH-000788,-0.33235334740884664
ACH-000791,-0.4856411442425889
ACH-000792,-0.31599120047212537
ACH-000794,-0.3359002917651461
ACH-000796,-0.2676482864391907
ACH-000798,-0.32733468512649794
ACH-000799,-0.28485906449346005
ACH-000800,-0.360871113619192
ACH-000802,-0.3583919781272429
ACH-000804,-0.24544324296227216
ACH-000805,-0.37934221211824615
ACH-000809,-0.2491231611218482
ACH-000810,-0.6884567052817269
ACH-000811,-0.3629714400532886
ACH-000817,-0.5682992189990402
ACH-000819,-0.24967274075010926
ACH-000820,-0.1913332128339632
ACH-000821,-0.4186349216370697
ACH-000822,-0.31082719647727525
ACH-000823,-0.4922020044310804
ACH-000824,-0.4451873548439093
ACH-000827,-0.35026125496126803
ACH-000829,-0.4487131398006095
ACH-000831,-0.3804373205263475
ACH-000832,-0.3943846850020202
ACH-000833,-0.6364117773804003
ACH-000834,-0.40882735019909977
ACH-000835,-0.2311752075062915
ACH-000836,-0.2906675275504153
ACH-000837,-0.2654798774486456
ACH-000838,-0.4351316009841286
ACH-000839,-0.418887340180192
ACH-000840,-0.2620536114624989
ACH-000841,-0.7016870539260259
ACH-000843,-0.3443002497695574
ACH-000846,-0.4768634101472696
ACH-000847,-0.2718753710600381
ACH-000848,-0.2171434197383016
ACH-000849,-0.29653724302164197
ACH-000851,-0.26888852270013386
ACH-000855,-0.21739987354138027
ACH-000856,-0.2124021480794034
ACH-000858,-0.4115718584228949
ACH-000859,-0.6964285468334749
ACH-000861,-0.5100721904042208
ACH-000862,-0.18543357952520545
ACH-000865,-0.3128021566213836
ACH-000866,-0.33965888864747285
ACH-000867,-0.4155491601422827
ACH-000869,-0.31485190167266497
ACH-000872,-0.311127416148651
ACH-000873,-0.3709805115849821
ACH-000876,-0.14511100049835166
ACH-000878,-0.2967739845597881
ACH-000880,-0.38471316602809785
ACH-000881,-0.3420330513465926
ACH-000882,-0.3193234389258113
ACH-000884,-0.3065651331381212
ACH-000885,-0.22272368645689725
ACH-000887,-0.3583086521321133
ACH-000889,-0.6308913679331903
ACH-000896,-0.42502289210006267
ACH-000898,-0.21211005727642232
ACH-000900,-0.4782460315515418
ACH-000901,-0.23244378891498396
ACH-000905,-0.1115387276433535
ACH-000906,-0.2433231142408845
ACH-000907,-0.21152058320916056
ACH-000910,-0.1816851606950808
ACH-000911,-0.35269015202100995
ACH-000912,-0.629769631962404
ACH-000913,-0.11777636171772275
ACH-000915,-0.36331437958612056
ACH-000916,-0.5529641442909642
ACH-000917,-0.4725448138297898
ACH-000920,-0.29268915386268746
ACH-000921,-0.4245922190093575
ACH-000924,-0.14175606494423768
ACH-000926,-0.2631048866846035
ACH-000928,-0.4259030418017004
ACH-000929,-0.19920358188304765
ACH-000932,-0.3999049904005933
ACH-000935,-0.48392344347766897
ACH-000936,-0.4010265743679761
ACH-000937,-0.29542969204773345
ACH-000938,-0.6271226482146723
ACH-000939,-0.2425190115090767
ACH-000941,-0.5439387373829621
ACH-000943,-0.6452243934239853
ACH-000946,-0.3374324407547747
ACH-000947,-0.3194954560606481
ACH-000948,-0.4046913967509561
ACH-000950,-0.6339694620655101
ACH-000953,-0.2859376508433779
ACH-000954,0.08708797618371646
ACH-000957,-0.21209828090162594
ACH-000958,-0.4572260315985649
ACH-000960,-0.5874887119502277
ACH-000963,-0.1922010804091254
ACH-000968,-0.3078293600708704
ACH-000969,-0.3388590997725479
ACH-000972,-0.1575808908560026
ACH-000973,-0.4210992877224869
ACH-000974,-0.4163545932801383
ACH-000978,-0.3331550373209035
ACH-000984,-0.1376866335857723
ACH-000986,-0.2116847757865111
ACH-000988,-0.3747301261636056
ACH-000993,-0.15637118746757234
ACH-000994,-0.45670512032105
ACH-000996,-0.20258840341606074
ACH-001001,-0.2722445431073077
ACH-001020,-0.5198062266850775
ACH-001028,-0.49738662391477295
ACH-001031,-0.2859030276967412
ACH-001038,-0.3598450502232283
ACH-001048,-0.35873234802129106
ACH-001050,-0.23172896640032944
ACH-001053,-0.5862898965824047
ACH-001054,-0.26508899710974193
ACH-001061,-0.2760695460649224
ACH-001067,-0.42867456562141176
ACH-001075,-0.503579805952604
ACH-001096,-0.405622595750264
ACH-001111,-0.23514908502360746
ACH-001119,-0.5543203291165626
ACH-001128,-0.4600224725467772
ACH-001134,-0.1311764435859087
ACH-001151,-0.3112230527094142
ACH-001163,-0.21710098958722887
ACH-001164,-0.3257721271420458
ACH-001183,-0.4803470389076721
ACH-001192,-0.28296413463307024
ACH-001193,-0.3062256219841954
ACH-001196,-0.44301817683296746
ACH-001197,-0.2709294083188036
ACH-001205,-0.4723041326047762
ACH-001211,-0.30142027300429874
ACH-001212,-0.42475660104439705
ACH-001228,-0.33825761824202416
ACH-001232,-0.4535216985394207
ACH-001239,-0.2177211743085046
ACH-001270,-0.7435169069714265
ACH-001274,-0.4285480151755557
ACH-001275,-0.1909854135223324
ACH-001277,-0.6264623915419187
ACH-001278,-0.455614732651533
ACH-001280,-0.4675880260369994
ACH-001283,-0.5186911021290977
ACH-001289,-0.3865168981080808
ACH-001300,-0.11555913662571007
ACH-001301,-0.4583999856639822
ACH-001302,-0.5409566525699288
ACH-001306,-0.1137672724929899
ACH-001318,-0.5165363309992271
ACH-001322,-0.3126939577679976
ACH-001328,-0.22184907798492748
ACH-001332,-0.3443692707132205
ACH-001336,-0.21794429416808525
ACH-001346,-0.2710201632745597
ACH-001353,-0.4698309856934451
ACH-001354,-0.4103529784947339
ACH-001367,-0.2229558040463472
ACH-001368,-0.4006658781738675
ACH-001374,-0.34015317129765404
ACH-001377,-0.3630287161384416
ACH-001380,-0.4528712637929687
ACH-001391,-0.22854205734098856
ACH-001408,-0.4639184445704014
ACH-001430,-0.3885224538293101
ACH-001431,-0.17513525765572996
ACH-001450,-0.09162268382535407
ACH-001496,-0.3461735239568708
ACH-001500,-0.011925318348623308
ACH-001523,-0.25125697064579783
ACH-001532,-0.1685785878149256
ACH-001550,-0.3794690200136382
ACH-001552,-0.2646339878779712
ACH-001554,-0.3778439026523856
ACH-001654,-0.18679922465334345
ACH-001735,-0.1690379434361849
ACH-001736,-0.28873764261335233
ACH-001737,-0.5225903762265459
ACH-001740,-0.5519401788275831
ACH-001745,-0.5545694682171854
ACH-001765,-0.4228692689194647
