,MATN4 (8785)
ACH-000004,0.13387039457432912
ACH-000005,-0.11694335271077512
ACH-000007,-0.051377199888067916
ACH-000009,0.11264938596114285
ACH-000011,-0.02636901493650136
ACH-000012,-0.02507254483795956
ACH-000013,0.04996802082837926
ACH-000014,-0.10876387586806313
ACH-000015,-0.005170076329805335
ACH-000017,-0.05048700965987581
ACH-000018,-0.0598772556801335
ACH-000019,-0.14931228739271749
ACH-000021,-0.06523164893380744
ACH-000022,-0.10685937387422073
ACH-000025,-0.16554624842002474
ACH-000028,0.056823794873148814
ACH-000030,-0.09512283066118912
ACH-000035,-0.036409003818806684
ACH-000036,-0.06439902831764187
ACH-000037,-0.07217661109422185
ACH-000039,0.08781707100605685
ACH-000040,-0.10275825954120146
ACH-000041,0.05117582102601402
ACH-000042,-0.0836813701004011
ACH-000045,0.1397679659208854
ACH-000047,-0.14434088820301935
ACH-000052,0.07067302363234795
ACH-000053,-0.028008114151187563
ACH-000054,-0.08178982778251062
ACH-000055,-0.12370378914582665
ACH-000060,-0.16830506626160732
ACH-000067,0.11294963488974667
ACH-000070,0.028659813138075932
ACH-000075,-0.09612793425529477
ACH-000078,-0.0874485201739114
ACH-000082,-0.19277019058628167
ACH-000085,-0.06341471594494356
ACH-000086,-0.13762026081958462
ACH-000087,-0.1160886199375476
ACH-000092,-0.13436678140549946
ACH-000095,-0.039874035811117696
ACH-000097,-0.10828740044080147
ACH-000098,0.05037795800634223
ACH-000099,-0.07324379519675675
ACH-000108,-0.15165532913231314
ACH-000113,-0.05087146485303258
ACH-000116,-0.10406021882483008
ACH-000118,-0.10364181003021017
ACH-000120,-0.11248023873675207
ACH-000123,-0.02484263346076901
ACH-000127,0.03362571398755454
ACH-000128,0.0037031749392469507
ACH-000132,0.11041330104239053
ACH-000133,-0.09436528987048948
ACH-000137,-0.004770071814174973
ACH-000138,0.03620986227274337
ACH-000142,-0.11362165049559075
ACH-000143,-0.16112241315079814
ACH-000146,-0.08846831757178902
ACH-000148,0.09367076214447503
ACH-000150,-0.13725146013059625
ACH-000152,-0.2153664782573352
ACH-000153,0.15547937337449316
ACH-000159,-0.09659506914457447
ACH-000160,-0.15594024263777945
ACH-000163,-0.06830851718179863
ACH-000167,0.061337129532572476
ACH-000168,0.07185869618052912
ACH-000169,-0.060167771110590414
ACH-000178,-0.008664501522540148
ACH-000183,-0.015617984504583944
ACH-000188,0.0004319109348735616
ACH-000189,-0.27785423571922346
ACH-000190,0.0013839271389118766
ACH-000198,0.05701957428516871
ACH-000203,-0.21830469376156195
ACH-000204,0.007065599855812195
ACH-000206,-0.060701163403484464
ACH-000207,-0.04414576208528987
ACH-000208,-0.010149825871019195
ACH-000210,0.1766894530188117
ACH-000211,-0.057342714706662974
ACH-000215,-0.01428653293721236
ACH-000221,0.08142739810936113
ACH-000222,-0.2148595006385044
ACH-000223,0.017909868226062598
ACH-000226,-0.008245647383472034
ACH-000227,0.002764250292667846
ACH-000228,-0.021055422795022247
ACH-000231,-0.026918357293966005
ACH-000232,-0.009594264005192105
ACH-000233,-0.04267314815817095
ACH-000234,-0.14022347064746066
ACH-000235,-0.06606048534477826
ACH-000237,0.03550938563228337
ACH-000238,-0.1555227171156467
ACH-000242,-0.37083476633514745
ACH-000243,-0.0940372384268541
ACH-000244,0.09562683142606172
ACH-000246,-0.01966765160116162
ACH-000248,0.060789599524299624
ACH-000250,0.01789070501803007
ACH-000251,0.09815493173696033
ACH-000252,0.05006761358894325
ACH-000253,-0.06865398761745113
ACH-000255,-0.08536190447521028
ACH-000256,-0.09107222404883313
ACH-000257,0.027437659148998487
ACH-000258,-0.12628505245731034
ACH-000259,-0.05613875656489065
ACH-000260,-0.004183256652722218
ACH-000261,0.012964298861496429
ACH-000262,0.10108685865809544
ACH-000263,-0.1802277001230072
ACH-000264,-0.15809875413949034
ACH-000265,-0.023596208450925464
ACH-000266,-0.016536077884254402
ACH-000272,-0.00818523567951439
ACH-000274,-0.10517178707476607
ACH-000277,-0.09771004374971808
ACH-000278,-0.10951388056233076
ACH-000279,0.04633082791948847
ACH-000280,-0.20590389655380267
ACH-000281,-0.08495877943320851
ACH-000288,0.038448547941385185
ACH-000291,-0.010507108121824062
ACH-000293,-0.08133044062757784
ACH-000294,0.07407094126623577
ACH-000295,0.11554014173212172
ACH-000296,0.11150192016871097
ACH-000302,0.019280204760922102
ACH-000304,-0.08675608498768743
ACH-000307,0.0647818082357298
ACH-000308,-0.0607497082181436
ACH-000310,-0.08057357644656986
ACH-000311,-0.180446722088222
ACH-000312,-0.02017410727261131
ACH-000315,-0.14721835333135058
ACH-000316,-0.009412981420021976
ACH-000317,0.025346314044955232
ACH-000318,-0.01708057850143918
ACH-000319,0.01355671594429442
ACH-000320,0.027127192601238758
ACH-000322,-0.0474238380024256
ACH-000323,-0.08126811764048053
ACH-000324,0.0036316941783597983
ACH-000329,0.028506183648515607
ACH-000330,-0.038170633451572095
ACH-000331,-0.06491876420397699
ACH-000332,-0.032412837077318284
ACH-000334,-0.10857808292472762
ACH-000335,0.1269722023152146
ACH-000336,-0.10012968910858017
ACH-000337,-0.3057752559173995
ACH-000338,0.6790331675900458
ACH-000339,0.05076159659073537
ACH-000341,-0.018136986071533755
ACH-000348,-0.03006479306233576
ACH-000350,-0.08022296532442251
ACH-000352,0.03926518800081348
ACH-000356,0.10935390789405096
ACH-000361,0.0629311233004431
ACH-000362,-0.058964744907661175
ACH-000363,-0.056206297693336515
ACH-000364,0.13478691811378762
ACH-000365,-0.1553634875034963
ACH-000366,-0.05516991471112097
ACH-000368,-0.1574562202507993
ACH-000374,0.05319675016531882
ACH-000375,0.05425560438381025
ACH-000376,0.007133046701075375
ACH-000381,0.04379165480708396
ACH-000383,-0.01562699154877847
ACH-000387,-0.04810029919584699
ACH-000389,0.0951720730760668
ACH-000390,0.11837961288359088
ACH-000393,-0.050691898368390415
ACH-000395,-0.10426866275117393
ACH-000396,0.10197748050644607
ACH-000397,-0.08090574714791568
ACH-000401,-0.14217275013166486
ACH-000402,0.13761299918153508
ACH-000403,-0.12150906707759547
ACH-000404,0.3116460239481474
ACH-000406,0.026786410447798684
ACH-000407,-0.03135195133928005
ACH-000408,0.06683495064068305
ACH-000410,0.012207668578303734
ACH-000411,-0.004563942176951445
ACH-000414,-0.023232274602330738
ACH-000415,-0.020684119735947533
ACH-000416,-0.02061940418297036
ACH-000420,-0.049938956158376915
ACH-000421,-0.05338588799501244
ACH-000424,-0.06570115231130072
ACH-000425,-0.035164256243967386
ACH-000426,0.24866988073293245
ACH-000427,-0.16478146054269854
ACH-000433,-0.08107268527985069
ACH-000435,0.2437824801154438
ACH-000436,-0.21879018989420385
ACH-000444,-0.008860720512574312
ACH-000445,0.3400314396244873
ACH-000448,0.05069091893860162
ACH-000450,-0.3040306441348101
ACH-000452,-0.1752771572392483
ACH-000454,0.1504713015074544
ACH-000458,-0.12310830688339612
ACH-000459,0.007945691982290063
ACH-000460,-0.0149363199918118
ACH-000461,0.13681363694344634
ACH-000463,0.07318809708595411
ACH-000464,0.13240805554005788
ACH-000466,-0.2393504708766778
ACH-000467,-0.1690273926627929
ACH-000468,-0.02843215326218749
ACH-000469,-0.09505829787627007
ACH-000470,0.013013012862960137
ACH-000471,0.035981778390755295
ACH-000472,0.035228905632586745
ACH-000473,-0.12165925132343045
ACH-000475,-0.012555084604033923
ACH-000476,-0.0276778909483342
ACH-000477,-0.0821520884771575
ACH-000479,-0.008537692662374937
ACH-000480,-0.10879341808233804
ACH-000481,0.026514477098691352
ACH-000483,-0.04193202960292556
ACH-000484,0.0018206439969670216
ACH-000485,-0.007125844134774433
ACH-000486,-0.07240651774045387
ACH-000487,-0.1169390518214191
ACH-000488,-0.23171640714882485
ACH-000490,-0.08996049012556141
ACH-000491,0.02542925881543605
ACH-000495,0.09717540721100748
ACH-000496,-0.010973544311542049
ACH-000499,0.1970470347743037
ACH-000500,0.15087086171499234
ACH-000502,0.05711961368717245
ACH-000503,-0.0886118307985308
ACH-000505,0.116038515658151
ACH-000507,-0.11016262652437198
ACH-000510,-0.10898418074534744
ACH-000511,0.0474761204271965
ACH-000512,-0.09201199957502854
ACH-000516,0.008833690511450444
ACH-000517,0.0355753382998427
ACH-000518,-0.1795066046063624
ACH-000520,-0.12957910312177015
ACH-000521,-0.1591961143412689
ACH-000522,0.01245946761549888
ACH-000524,-0.07660070810936058
ACH-000527,-0.08464059337861735
ACH-000528,-0.08195984601178474
ACH-000537,-0.012122100383259523
ACH-000541,-0.07230228372760872
ACH-000542,-0.07209402871351725
ACH-000544,-0.05347656647207775
ACH-000545,0.022093168192410712
ACH-000547,-0.01044217672289938
ACH-000548,-0.027931519189503814
ACH-000549,-0.13159566774574946
ACH-000550,0.02143625393824278
ACH-000552,-0.1066010920277356
ACH-000556,-0.1913834065059648
ACH-000557,-0.17290846753852315
ACH-000569,0.2421863659845381
ACH-000570,-0.08259454108694259
ACH-000571,-0.11813730257466384
ACH-000573,-0.01791120647552415
ACH-000576,-0.06723311225575047
ACH-000579,0.05470784867971657
ACH-000580,-0.09788755798916787
ACH-000584,0.07286792434588829
ACH-000585,0.07451023128958519
ACH-000588,-0.09171268950368347
ACH-000589,-0.005115808110276966
ACH-000591,-0.12086271871202656
ACH-000593,-0.12049915712757847
ACH-000600,-0.037307502801724415
ACH-000601,-0.0970846572513035
ACH-000605,-0.1630138247796954
ACH-000606,-0.08202612048998009
ACH-000608,-0.04531767230272665
ACH-000614,0.04744824571616445
ACH-000616,-0.06541397146866057
ACH-000618,0.018516157026143083
ACH-000619,-0.13248108022607016
ACH-000620,0.0012778513732728744
ACH-000621,0.04821950071272711
ACH-000622,-0.10009361851090984
ACH-000623,0.022894009324995454
ACH-000624,-0.0031335488870776885
ACH-000627,0.09358740052965524
ACH-000630,0.1910143882172398
ACH-000631,0.1982097984858033
ACH-000632,-0.041092088729794925
ACH-000633,-0.051834114839323736
ACH-000637,-0.13199878764495218
ACH-000638,0.09971754695954894
ACH-000646,0.09221435698826168
ACH-000647,0.021784369881764284
ACH-000648,-0.18699303425627226
ACH-000649,0.0011466616616452893
ACH-000651,-0.0896079551786912
ACH-000652,0.0993131453170289
ACH-000653,-0.04134109127944816
ACH-000657,-0.11263217266511028
ACH-000658,0.0543780478634995
ACH-000661,-0.12847143479457804
ACH-000662,-0.42773936524064204
ACH-000663,-0.05501517405100191
ACH-000665,-0.0740702095787594
ACH-000671,-0.01326784004847862
ACH-000672,-0.2844207652557564
ACH-000673,-0.02958582663571852
ACH-000676,0.010997330168988824
ACH-000677,0.05365027430679835
ACH-000681,-0.18876525433146574
ACH-000683,0.03369866514786345
ACH-000684,0.003710702561971566
ACH-000688,-0.13869849881869953
ACH-000693,-0.09775626306447632
ACH-000694,-0.08032741476707755
ACH-000695,-0.2312191047207113
ACH-000696,0.031841290928781685
ACH-000697,0.07593580219753666
ACH-000699,0.07775910309502361
ACH-000701,0.018004579929907418
ACH-000706,0.02790428001708095
ACH-000711,-0.010164886180470746
ACH-000713,-0.2993280593722528
ACH-000714,0.0129747940915529
ACH-000718,-0.07998297678152118
ACH-000720,-0.12236622224923464
ACH-000721,-0.032511405464763006
ACH-000724,-0.09175739889628204
ACH-000725,-0.03153092300421935
ACH-000732,-0.2918386334820619
ACH-000734,0.014595525347877962
ACH-000735,-0.07762526477613461
ACH-000736,-0.10189012445059656
ACH-000738,-0.08078738591706933
ACH-000746,-0.1639477482172801
ACH-000747,0.04717337952871673
ACH-000748,-0.12167603358307467
ACH-000753,0.02094222943449527
ACH-000756,0.24971100678887104
ACH-000757,0.004189938792779386
ACH-000758,-0.32532258010263504
ACH-000760,-0.0651187976867779
ACH-000762,0.014261821559307341
ACH-000763,-0.06088551511960912
ACH-000764,0.14462049461841242
ACH-000765,0.06711536829993645
ACH-000766,0.02095092891992557
ACH-000767,-0.08061975337212625
ACH-000768,0.0040970444003778144
ACH-000769,-0.028373906314207838
ACH-000770,0.08170835358389608
ACH-000771,-0.06412180180688913
ACH-000773,-0.061120509127189075
ACH-000776,-0.09125921936844766
ACH-000777,-0.031228560739860214
ACH-000778,-0.13440137111997072
ACH-000781,-0.003739629265855141
ACH-000782,-0.1644200663303168
ACH-000783,-0.04975696911228028
ACH-000784,0.041773194662880375
ACH-000785,-0.07904132386362585
ACH-000787,-0.1389936408045799
ACH-000788,0.0929971790702254
ACH-000791,0.0035894864669861392
ACH-000792,0.10439648413760054
ACH-000794,0.06739569180180591
ACH-000796,-0.03674989004057279
ACH-000798,-0.13455595930333758
ACH-000799,0.03821574517419521
ACH-000800,-0.039201183693382935
ACH-000802,-0.009785681606075595
ACH-000804,-0.13036810380771838
ACH-000805,0.09231983267140337
ACH-000809,0.05412907733414967
ACH-000810,-0.14024398269697955
ACH-000811,-0.08706026388723846
ACH-000817,-0.0018348439664031926
ACH-000819,0.06564119263330935
ACH-000820,-0.1477396982463201
ACH-000821,-0.20199316884601665
ACH-000822,0.025412076145918783
ACH-000823,-0.14313647577135216
ACH-000824,0.008636450432184395
ACH-000827,-0.050760212376887916
ACH-000829,0.07126560006961316
ACH-000831,0.02062214041084486
ACH-000832,0.1262808666199203
ACH-000833,-0.08249277207609854
ACH-000834,-0.10904361239380572
ACH-000835,0.12597824490062773
ACH-000836,-0.08499976876339096
ACH-000837,-0.10185420549558576
ACH-000838,0.021148252153155758
ACH-000839,-0.26351961710185823
ACH-000840,-0.11341069482647212
ACH-000841,0.11213324824873767
ACH-000843,-0.1417339670919492
