,FHL2 (2274)
ACH-000004,-0.03225456010614144
ACH-000005,0.08499492319504505
ACH-000007,-0.043960886624475684
ACH-000009,-0.06278719342502882
ACH-000011,0.2472857859687005
ACH-000012,-0.10870145266582266
ACH-000013,-0.020044968460329115
ACH-000014,-0.09556244640408182
ACH-000015,0.041128095313368786
ACH-000017,-0.03758327463248197
ACH-000018,0.2323938708676458
ACH-000019,0.12040620987804587
ACH-000021,0.12779028365371964
ACH-000022,-0.08925746021251019
ACH-000025,0.07677862609619375
ACH-000028,0.1019639541697672
ACH-000030,0.07686794655769823
ACH-000035,-0.02300404336842797
ACH-000036,-0.006433079656904346
ACH-000037,-0.026404771380420928
ACH-000039,-0.02217456778725178
ACH-000040,0.100172991095255
ACH-000041,-0.12049945105743255
ACH-000042,0.0564813507859675
ACH-000045,0.001751836772494962
ACH-000047,-0.055112942381821566
ACH-000052,0.07366181327941901
ACH-000053,0.004345252565039135
ACH-000054,0.02525753193565084
ACH-000055,0.0534888495485426
ACH-000060,0.0946109941433341
ACH-000067,0.11967996979614548
ACH-000070,-0.09240775140904148
ACH-000075,-0.017709114137426398
ACH-000078,-0.10265319715784796
ACH-000082,0.07907522961657973
ACH-000085,-0.004600419836999188
ACH-000086,-0.017471867086944745
ACH-000087,-0.038829334032713034
ACH-000092,0.00989340492249128
ACH-000095,-0.007132756599584687
ACH-000097,0.0011248769652636313
ACH-000098,0.13391173053592292
ACH-000099,-0.017422046576918246
ACH-000108,0.06314823347632259
ACH-000113,0.1843497704910377
ACH-000116,-0.07369842987551503
ACH-000118,0.1508997207773641
ACH-000120,-0.057049997353267524
ACH-000123,-0.039511076586728436
ACH-000127,0.20897317251869213
ACH-000128,-0.007650382088521497
ACH-000132,0.08160542358218842
ACH-000133,0.03390874759197236
ACH-000137,0.14266696510489096
ACH-000138,0.22628580642481805
ACH-000142,0.07264903993399252
ACH-000143,0.07277506849786668
ACH-000146,-0.0062050377809187846
ACH-000148,-0.040574786996109516
ACH-000150,0.21436218243573354
ACH-000152,-0.08717743541301416
ACH-000153,-0.2461201902272416
ACH-000159,-0.058806032281659176
ACH-000160,0.1339084940866534
ACH-000163,-0.08569898004404095
ACH-000167,0.3585078595223886
ACH-000168,-0.15221229842039471
