,EPPIN (57119)
ACH-000648,-0.055177000825624385
ACH-000649,-0.16977893853810616
ACH-000651,-0.2137010603818792
ACH-000652,-0.13910370472705413
ACH-000653,-0.13665418413206434
ACH-000657,-0.120099837608236
ACH-000658,-0.1280575966075134
ACH-000661,-0.11802289270287937
ACH-000662,-0.3941650635858974
ACH-000663,-0.26429562362633896
ACH-000665,-0.2437073100072207
ACH-000671,-0.23823806040686735
ACH-000672,0.008639475515394825
ACH-000673,-0.13892689185119814
ACH-000676,-0.10413504901474364
ACH-000677,-0.1328993003073817
ACH-000681,-0.09978269339204876
ACH-000683,-0.2314272116752456
ACH-000684,-0.3430637780723665
ACH-000688,-0.05952678456421839
ACH-000693,-0.15836722562098166
ACH-000694,-0.17091799977156913
ACH-000695,-0.2547388666597215
ACH-000696,-0.07457466808413764
ACH-000697,-0.09410233225881748
ACH-000699,-0.18110311391205725
ACH-000701,-0.2316615511324614
ACH-000706,-0.12669848816423165
ACH-000711,-0.13876978229489828
ACH-000713,-0.4505237673491385
ACH-000714,-0.12102714942757745
ACH-000718,-0.20086107412040746
ACH-000720,-0.17692085443987174
ACH-000721,-0.3736469196410338
ACH-000724,-0.10126370750063092
ACH-000725,-0.17656644680089914
ACH-000732,-0.20760209156823325
ACH-000734,-0.10040068665626116
ACH-000735,-0.1017649618544954
ACH-000736,-0.12400366929144295
ACH-000738,-0.2533891586534738
ACH-000746,-0.09462459667533224
ACH-000747,-0.11848642021166818
ACH-000748,-0.11127218059422857
ACH-000753,-0.16581093590842585
ACH-000756,0.0008865509404934748
ACH-000757,-0.09953283435262156
ACH-000758,-0.1836268253867428
ACH-000760,-0.13943726125041378
ACH-000762,-0.043139768000412144
ACH-000763,-0.09596886806283347
ACH-000764,0.08394674485264081
ACH-000765,-0.015959595358868494
ACH-000766,-0.1304272779263886
ACH-000767,-0.22700948416034364
ACH-000768,-0.06039953696312665
ACH-000769,-0.17783962508902934
ACH-000770,-0.13036960194750513
ACH-000771,-0.1565002389848322
ACH-000773,-0.09175003507195628
ACH-000776,-0.10989295116764558
ACH-000777,-0.11573640375714347
ACH-000778,-0.1932916348325337
ACH-000781,-0.17759139530114249
ACH-000782,-0.3154649162111936
ACH-000783,-0.17072841493920046
ACH-000784,-0.1497085548663025
ACH-000785,-0.09850698259060807
ACH-000787,-0.2360836367524669
ACH-000788,-0.13428530759876933
ACH-000791,-0.13482187452115876
ACH-000792,-0.06945185627259415
ACH-000794,-0.09543686089160652
ACH-000796,-0.158131069373553
ACH-000798,-0.1111184505402359
ACH-000799,-0.10729777949485804
ACH-000800,-0.1767871716356883
ACH-000802,-0.08714995407166651
ACH-000804,-0.13307242291843613
ACH-000805,-0.1365012552174501
ACH-000809,-0.1939556779944923
ACH-000810,-0.4456560025684255
ACH-000811,-0.16944786430762193
ACH-000817,0.0046438207787255536
ACH-000819,-0.2383982352450023
ACH-000820,-0.0358154985950982
ACH-000821,-0.15041438475520136
ACH-000822,-0.1734273807841282
ACH-000823,-0.21847058794738572
ACH-000824,-0.15273643197151987
ACH-000827,-0.17853340442307614
ACH-000829,-0.0050971237970451645
ACH-000831,-0.11278514288768199
ACH-000832,-0.09240598807452198
ACH-000833,-0.1262459953330129
ACH-000834,-0.13896386415006953
ACH-000835,-0.07217200500807361
ACH-000836,-0.21861179404412065
ACH-000837,-0.24590395623370315
ACH-000838,-0.10014266209882212
ACH-000839,-0.19585970067741215
ACH-000840,-0.32475909764851824
ACH-000841,-0.13537505477063375
ACH-000843,-0.2180972788289901
ACH-000846,-0.1865307998597852
ACH-000847,-0.17514912745477654
ACH-000848,-0.1998710290359489
ACH-000849,-0.2173746693524889
ACH-000851,-0.3107335027054257
ACH-000855,-0.097777740331655
ACH-000856,-0.24305061883507986
ACH-000858,-0.2279847150166953
ACH-000859,-0.16497181101137434
ACH-000861,-0.09635204372598682
ACH-000862,-0.2252643408117811
ACH-000865,-0.16765196008743702
ACH-000866,-0.16030952065840634
ACH-000867,-0.17139510026714536
ACH-000869,-0.20114110051964387
ACH-000872,-0.12908397181586134
ACH-000873,-0.018649146791457683
ACH-000876,-0.1991372464643838
ACH-000878,-0.0005328018062132221
ACH-000880,-0.0886455127861091
ACH-000881,-0.09956556705008876
ACH-000882,-0.17622943704232913
ACH-000884,-0.11882505203043113
ACH-000885,-0.25777151131630605
ACH-000887,-0.0765010789153021
ACH-000889,-0.07393735063853994
ACH-000896,-0.09509363223252744
ACH-000898,-0.14286200683058653
ACH-000900,-0.1915290259833264
ACH-000901,-0.1963881886458312
ACH-000905,-0.1545217206475215
ACH-000906,-0.07051424206909011
ACH-000907,-0.13391158577622794
ACH-000910,-0.09657685661101176
ACH-000911,-0.14337374528811592
ACH-000912,-0.28406391976253165
ACH-000913,-0.2165348365412156
ACH-000915,-0.14190872182878464
ACH-000916,-0.22810478062829195
ACH-000917,-0.2416321002619703
ACH-000920,-0.0417842108975028
ACH-000921,-0.1440489915016355
ACH-000924,-0.1222710034324083
ACH-000926,-0.15707118146016433
ACH-000928,-0.2049488498014012
ACH-000929,-0.11481199767209495
ACH-000932,-0.1130783114001008
ACH-000935,-0.07749152936230423
ACH-000936,-0.1743302869760276
ACH-000937,-0.2176823254972724
ACH-000938,-0.16802561968356255
ACH-000939,-0.2580964202977129
ACH-000941,-0.17906039092675213
ACH-000943,-0.16871708897179732
ACH-000946,-0.01789171110533732
ACH-000947,-0.1038275583019076
ACH-000948,-0.10218988506491493
ACH-000950,-0.14768670638844242
ACH-000953,-0.20030288065477767
ACH-000954,-0.40265883337587816
ACH-000957,-0.193596279589114
ACH-000958,-0.1610440352269472
ACH-000960,-0.1162180156825268
ACH-000963,-0.12786787766911795
ACH-000968,-0.11397708207278805
ACH-000969,-0.12559326625775447
ACH-000972,-0.06942973667774968
ACH-000973,-0.1004287318607222
ACH-000974,-0.15094844282738698
ACH-000978,-0.22343901699799448
ACH-000984,-0.1646041841745866
ACH-000986,-0.15554457201943422
ACH-000988,-0.2192957906989628
ACH-000993,-0.18979303834558828
ACH-000994,-0.1740633021977008
ACH-000996,-0.06617330644821279
ACH-001001,-0.09502700746620968
ACH-001020,-0.08358203875686529
ACH-001028,-0.2701995519200485
ACH-001031,-0.17818011884763607
ACH-001038,-0.15250528439705696
ACH-001048,-0.16889910382684653
ACH-001050,-0.05972767339554956
ACH-001053,-0.12798622439847746
ACH-001054,-0.09387749051293293
ACH-001061,-0.16734750955727404
ACH-001067,-0.1057243683410355
ACH-001075,-0.15935582434744555
ACH-001096,-0.15428932890784008
ACH-001111,-0.12244383288716147
ACH-001119,-0.1551785581133008
ACH-001128,-0.20803833253042286
ACH-001134,-0.10360382981799172
ACH-001151,-0.06222170408673595
ACH-001163,-0.24594861720506714
ACH-001164,-0.15931799288772155
ACH-001183,-0.2405110108917776
ACH-001192,-0.14233019633662533
ACH-001193,-0.10779133688376112
ACH-001196,-0.1843574778511116
ACH-001197,-0.07038210475361761
ACH-001205,-0.06354479429898165
ACH-001211,0.01118618145130551
ACH-001212,-0.22934730322600025
ACH-001228,-0.21310013678464407
ACH-001232,-0.14769511559454435
ACH-001239,-0.15923447759118825
ACH-001270,-0.2777452070763591
ACH-001274,-0.17772983854824995
ACH-001275,-0.1569729367733224
ACH-001277,-0.30539785981933176
ACH-001278,-0.2293934295965893
ACH-001280,-0.07078577624283999
ACH-001283,-0.18370259968258948
ACH-001289,-0.08570782523741928
ACH-001300,-0.08816033443806721
ACH-001301,-0.14747027527520454
ACH-001302,0.0010239303829681515
ACH-001306,-0.12536968753946606
ACH-001318,-0.20008324585288495
ACH-001322,-0.07644497851556625
ACH-001328,-0.1449186030557873
ACH-001332,-0.1805638950881777
ACH-001336,0.02272119007256591
ACH-001346,-0.15501446312466685
ACH-001353,-0.12102470460572665
ACH-001354,-0.2105204702695671
ACH-001367,-0.02959312899803154
ACH-001368,-0.16012807087938036
ACH-001374,-0.13810095453428306
ACH-001377,-0.2147994148719335
ACH-001380,-0.11050193050734984
ACH-001391,-0.20123969576479125
ACH-001408,-0.202538818679608
ACH-001430,-0.2546478969008748
ACH-001431,-0.2309253852865617
ACH-001450,-0.06977259277959498
ACH-001496,-0.13716701229393236
ACH-001500,-0.22651576041652235
ACH-001523,-0.08335635289443932
ACH-001532,-0.14489134215683916
ACH-001550,-0.19454413574270213
ACH-001552,-0.19054072856674106
ACH-001554,-0.09509782847414996
ACH-001654,-0.20080593842263653
ACH-001735,-0.2294237132284202
ACH-001736,-0.21750913342853784
ACH-001737,-0.11647166285664945
ACH-001740,-0.15649647591310967
ACH-001745,-0.2314184887203133
ACH-001765,-0.053060898429262066
