,CARHSP1 (23589)
ACH-000004,0.06408931468054048
ACH-000005,0.06718614498857459
ACH-000007,0.07030211477603328
ACH-000009,0.07759381018434995
ACH-000011,0.20126139930971376
ACH-000012,-0.011987107206949978
ACH-000013,-0.04485270735425365
ACH-000014,0.19085849407836253
ACH-000015,-0.15291026157507118
ACH-000017,0.2187593610377567
ACH-000018,0.14180628526347128
ACH-000019,0.13588408672429098
ACH-000021,0.10330787316763876
ACH-000022,0.09368027375797006
ACH-000025,0.08998400865264028
ACH-000028,0.11984998178932164
ACH-000030,0.13083522330621827
ACH-000035,0.012849330332818595
ACH-000036,0.21924908463988813
ACH-000037,-0.00919311052830363
ACH-000039,0.1267993939337266
ACH-000040,0.09408340017803414
ACH-000041,0.3443237186557383
ACH-000042,0.08106920791039877
ACH-000045,0.12154078851119808
ACH-000047,0.16141977502883714
ACH-000052,-0.06832122747567859
ACH-000053,0.051919713685808486
ACH-000054,0.017732789525894282
ACH-000055,0.22220828708174248
ACH-000060,0.016433913201208124
ACH-000067,0.11706596147764367
ACH-000070,0.2657309736867765
ACH-000075,0.06918808226611106
ACH-000078,0.13242235360908367
ACH-000082,0.0415678949077259
ACH-000085,0.19728402954387006
ACH-000086,0.1859654975292494
ACH-000087,0.0035896381027454385
ACH-000092,0.10626087117760194
ACH-000095,0.04174350283777676
ACH-000097,-0.010930977463177637
ACH-000098,0.06665429345873562
ACH-000099,0.11432336199705805
ACH-000108,0.04604414397427836
ACH-000113,-0.07584403244327173
ACH-000116,0.045563865422751364
ACH-000118,0.07374338869878412
ACH-000120,0.0623397896286383
ACH-000123,0.0857930939518692
ACH-000127,0.02234193002411749
ACH-000128,-0.054936802695698735
ACH-000132,-0.06048228004587693
ACH-000133,0.09731778089411576
ACH-000137,0.02937996364167285
ACH-000138,0.07475879324677738
ACH-000142,0.14851984072768945
ACH-000143,0.17647509109611262
ACH-000146,0.16429524722217534
ACH-000148,0.0006089323096487836
ACH-000150,-0.041993830768175804
ACH-000152,0.12978923804537293
ACH-000153,0.02875167973233737
ACH-000159,0.17258627304183852
ACH-000160,0.2322678848567071
ACH-000163,0.1237717318834989
ACH-000167,0.08743257428967642
ACH-000168,0.15082881461037884
ACH-000169,0.057218731967165225
ACH-000178,0.07834420532747223
ACH-000183,-0.07020368495645453
ACH-000188,0.1262231820861494
ACH-000189,0.15088175134186288
ACH-000190,0.16312849055301742
ACH-000198,0.12912235900182756
ACH-000203,-0.15775159908142244
ACH-000204,-0.030656391866392806
ACH-000206,0.016880714271066282
ACH-000207,0.1822074081969536
ACH-000208,-0.03365675217948158
ACH-000210,0.19798631880590808
ACH-000211,0.08451452938023388
ACH-000215,0.12322765376487207
ACH-000221,0.13530932239520915
ACH-000222,0.09891087806178682
ACH-000223,0.01791488455268585
ACH-000226,0.06851615484559026
ACH-000227,0.06259977815720284
ACH-000228,0.07489405692131765
ACH-000231,0.080609939329767
ACH-000232,0.038561454801432256
ACH-000233,0.09665804983942404
ACH-000234,0.14556505362532482
ACH-000235,0.08655728702935625
ACH-000237,0.04142184420841892
ACH-000238,0.12095733095230933
ACH-000242,0.2823678462961225
ACH-000243,-0.11805085893390092
ACH-000244,0.10619463225306072
ACH-000246,0.06853717677482829
ACH-000248,-0.1095278068318598
ACH-000250,0.09871579048626243
ACH-000251,0.10539788028962073
ACH-000252,0.20633244106869
ACH-000253,0.05370128574363752
ACH-000255,0.08408871957765862
ACH-000256,0.19534670853793906
ACH-000257,0.2120890907712656
ACH-000258,0.25281769784493985
ACH-000259,-0.01572003240262702
ACH-000260,0.10571295926746517
ACH-000261,0.0468844597398216
ACH-000262,0.09976296393917478
ACH-000263,-0.10076357409072594
ACH-000264,0.04680134995471942
ACH-000265,-0.09196466252361936
ACH-000266,0.09013674763762156
ACH-000272,0.06527155083458112
ACH-000274,0.04467766842194905
ACH-000277,-0.034824175732581605
ACH-000278,0.08801423525853086
ACH-000279,0.035289527059801366
ACH-000280,-0.01053248943501907
ACH-000281,0.027835603019892886
ACH-000288,0.005811728939107379
ACH-000291,0.10038317943294124
ACH-000293,0.038727397793027384
ACH-000294,0.09373644773893644
ACH-000295,0.3002579385088235
ACH-000296,0.1250241833258404
ACH-000302,0.11560684895113832
ACH-000304,0.08273172126485813
ACH-000307,0.03256501573004415
ACH-000308,0.07537583330133077
ACH-000310,0.20205918113955385
ACH-000311,0.12395513783862155
ACH-000312,0.0734256026803078
ACH-000315,0.22445769731656232
ACH-000316,0.1215950755113567
ACH-000317,0.08501607173896203
ACH-000318,0.1438174549621065
ACH-000319,0.10429466859048388
ACH-000320,0.052239057575951466
ACH-000322,-0.02013428459319306
ACH-000323,-0.053156499129076135
ACH-000324,0.035757871544478376
ACH-000329,0.0953360088792788
ACH-000330,0.17117681960615302
ACH-000331,0.01996484904820984
ACH-000332,0.05983772904159871
ACH-000334,0.06188274533198384
ACH-000335,0.120313817222475
ACH-000336,0.041497824052955136
ACH-000337,0.058078638587502174
ACH-000338,-0.4042602857475902
ACH-000339,0.053342249606594866
ACH-000341,0.1318446997574834
ACH-000348,0.06644262260779364
ACH-000350,0.0261868072516418
ACH-000352,-0.0027312104917628388
ACH-000356,-0.0067249751505298674
ACH-000361,0.04909938594075188
ACH-000362,0.17602363039220795
ACH-000363,0.0291309808830273
ACH-000364,-0.0013204953577248251
ACH-000365,0.011372122333997987
ACH-000366,0.05457513133359683
ACH-000368,-0.04056692146585317
ACH-000374,0.05169492557136302
ACH-000375,0.18016658448601314
ACH-000376,0.08165779877047062
ACH-000381,0.20218962146993047
ACH-000383,0.1140107457713162
ACH-000387,0.03298715711667631
ACH-000389,0.040755733084718034
ACH-000390,0.03394859994309098
ACH-000393,0.1545847864890278
ACH-000395,-0.03273968854384128
ACH-000396,-0.0996236451859556
ACH-000397,-0.01762923670542787
