,SGOL1 (151648)
ACH-000004,-0.683159014534531
ACH-000005,-0.7835210251142183
ACH-000007,-0.6541019425888369
ACH-000009,-0.8396375752650408
ACH-000011,-0.9471035740281696
ACH-000012,-0.9204820371618287
ACH-000013,-0.7364801145859394
ACH-000014,-0.3450368454686661
ACH-000015,-0.7954973551364188
ACH-000017,-0.4379845530100301
ACH-000018,-0.6088810313233649
ACH-000019,-0.5061069737215103
ACH-000021,-0.4886741855511464
ACH-000022,-0.7892952413905384
ACH-000025,-0.6000223889480765
ACH-000028,-0.3608684192939823
ACH-000030,-0.9010925623597096
ACH-000035,-0.7032406438905995
ACH-000036,-0.6648574004395061
ACH-000037,-0.8600665493771454
ACH-000039,-0.5098099649645971
ACH-000040,-0.7959613910491775
ACH-000041,-0.8162440933811536
ACH-000042,-0.9381790597996712
ACH-000045,-0.73530794190944
ACH-000047,-1.0129131566089846
ACH-000052,-0.8066881529953261
ACH-000053,-0.4337985927058506
ACH-000054,-0.945210052092774
ACH-000055,-0.7362277171781144
ACH-000060,-0.9930086626778838
ACH-000067,-1.1389677740994544
ACH-000070,-0.5900174917687013
ACH-000075,-0.7209261700384764
ACH-000078,-0.5496533292011831
ACH-000082,-0.6653670330643695
ACH-000085,-1.0129254044476437
ACH-000086,-0.9937201172291455
ACH-000087,-0.8740464736110967
ACH-000092,-0.9300744256227766
ACH-000095,-0.4785836114962579
ACH-000097,-0.7162474582444076
ACH-000098,-0.8910274590412587
ACH-000099,-0.4324635600588925
ACH-000108,-0.8359650026736094
ACH-000113,-0.7503547207937158
ACH-000116,-0.6923925829937979
ACH-000118,-0.7911817766019655
ACH-000120,-0.5195275112265401
ACH-000123,-0.8852930807915963
ACH-000127,-0.9312236046269472
ACH-000128,-0.8849334920463459
ACH-000132,-0.3510989593074915
ACH-000133,-0.6878291917195091
ACH-000137,-0.5243947139769181
ACH-000138,-0.76980740670517
ACH-000142,-0.8586066592526109
ACH-000143,-0.8255624622109751
ACH-000146,-0.8844168260527622
ACH-000148,-0.8528409397006492
ACH-000150,-0.6559158916579901
ACH-000152,-0.8669371752175732
ACH-000153,-0.7780816221730723
ACH-000159,-0.8250042930021889
ACH-000160,-0.8678381075355937
ACH-000163,-0.5857382323530103
ACH-000167,-0.8372254254119589
ACH-000168,-0.7646944480200284
ACH-000169,-0.7945470289951702
ACH-000178,-0.7067790072457935
ACH-000183,-0.5820271811604588
ACH-000188,-0.7810795365257868
ACH-000189,-0.6722125913324436
ACH-000190,-1.005118004126298
ACH-000198,-0.6004378956501822
ACH-000203,-0.8745905207983
ACH-000204,-0.9377281023946727
ACH-000206,-0.9059443784054638
ACH-000207,-1.0030271762117124
ACH-000208,-0.7198769763247906
ACH-000210,-0.5179747314213626
ACH-000211,-0.8431443218969239
ACH-000215,-0.7676090539903396
ACH-000221,-0.8921517374842407
ACH-000222,-0.7390111166293946
ACH-000223,-0.5891509726621198
ACH-000226,-0.7058551132597409
ACH-000227,-0.6735414600871078
ACH-000228,-1.0619314696165123
ACH-000231,-1.0238213171687434
ACH-000232,-0.9123835583278072
ACH-000233,-0.8281955485417245
ACH-000234,-0.999545213768658
ACH-000235,-0.7650930897417235
ACH-000237,-0.9661692287839009
ACH-000238,-1.2603372878402517
ACH-000242,-0.980682231344794
ACH-000243,-0.6625594818417392
ACH-000244,-0.5814676156684708
ACH-000246,-0.8455591704791365
ACH-000248,-0.5198165448410715
ACH-000250,-1.1851331665787412
ACH-000251,-0.7760132896131485
ACH-000252,-0.8728020631954356
ACH-000253,-0.6680378070983416
ACH-000255,-0.7847597133747158
ACH-000256,-0.9382956366329996
ACH-000257,-0.6699296978021348
ACH-000258,-0.5794167433991445
ACH-000259,-0.87428003370587
ACH-000260,-1.0083765935322628
ACH-000261,-0.8453008073719545
ACH-000262,-0.7305234965703189
ACH-000263,-1.0434215129438111
ACH-000264,-1.0768390080713004
ACH-000265,-0.7503015586136577
ACH-000266,-0.9282468541983044
ACH-000272,-0.7222355997916072
ACH-000274,-0.5828344327940582
ACH-000277,-0.5953258435571618
ACH-000278,-0.9168342214311954
ACH-000279,-0.8768834135535486
ACH-000280,-0.8310789447266047
ACH-000281,-0.9121556000436698
ACH-000288,-1.0410782843034068
ACH-000291,-0.9992203084389896
ACH-000293,-0.9167497644953342
ACH-000294,-0.7865290525118417
ACH-000295,-0.8098921868268919
ACH-000296,-0.6942304474311302
ACH-000302,-0.7933398266923918
ACH-000304,-0.6131372199145636
ACH-000307,-0.6898407708486605
ACH-000308,-0.7420807110950585
ACH-000310,-0.8507829034800521
ACH-000311,-0.8806149546064506
ACH-000312,-0.9238042689257144
ACH-000315,-0.41011863086654216
ACH-000316,-0.8284737562359592
ACH-000317,-0.4950306271381286
ACH-000318,-0.8364331905464095
ACH-000319,-0.6194274279909309
ACH-000320,-0.8364628155861248
ACH-000322,-0.8880092824842462
ACH-000323,-0.7931644451960492
ACH-000324,-0.9569536157420272
ACH-000329,-1.0562031436973236
ACH-000330,-0.7047656868418007
ACH-000331,-0.9523136766438018
ACH-000332,-0.7108018747149929
ACH-000334,-0.8500329834293145
ACH-000335,-0.6351285039378072
ACH-000336,-0.9861101733089008
ACH-000337,-0.5083821325539075
ACH-000338,-0.6979696459402214
ACH-000339,-0.6621739937726562
ACH-000341,-0.9140850743593162
ACH-000348,-0.6138564500478478
ACH-000350,-0.2611514285773872
ACH-000352,-0.6786461418332458
ACH-000356,-0.6281678219492294
ACH-000361,-0.8714324637888297
ACH-000362,-0.6582940883903968
ACH-000363,-0.25509836640558986
ACH-000364,-0.6521937608176323
ACH-000365,-0.3479306679131502
ACH-000366,-0.7111388191886129
ACH-000368,-0.7626894074115763
