,TCERG1 (10915)
ACH-000503,-0.047022622054802
ACH-000505,-0.31396271701689066
ACH-000507,-0.4561126888345749
ACH-000510,-0.514181531827749
ACH-000511,-0.5435625683349457
ACH-000512,-0.6073178581451144
ACH-000516,-0.2955458317217634
ACH-000517,-0.5056380550092632
ACH-000518,-0.3435820934436201
ACH-000520,-0.6174310741473023
ACH-000521,-0.4637131027746135
ACH-000522,-0.4513507195186687
ACH-000524,-0.3463926975281647
ACH-000527,-0.3776474363926886
ACH-000528,-0.6066689158953915
ACH-000537,-0.3210483935617751
ACH-000541,-0.4157307271289936
ACH-000542,-0.4882142958035742
ACH-000544,-0.4691993928583296
ACH-000545,-0.5006531750853415
ACH-000547,-0.6820682837701709
ACH-000548,-0.4315756447610361
ACH-000549,-0.498525780474064
ACH-000550,-0.4349293804285155
ACH-000552,-0.4779674256900424
ACH-000556,-0.17841274451886008
ACH-000557,-0.574532306837235
ACH-000569,-0.4076157827449283
ACH-000570,-0.4840278869245901
ACH-000571,-0.3157093532358898
ACH-000573,-0.40476777498638417
ACH-000576,-0.3638109842888335
ACH-000579,-0.3359973345745769
ACH-000580,-0.4707485997165046
ACH-000584,-0.3560102585724066
ACH-000585,-0.5284324457884202
ACH-000588,-0.1601677925758926
ACH-000589,-0.5082765377628997
ACH-000591,-0.44022053485782103
ACH-000593,-0.3336651916104456
ACH-000600,-0.3511746216938666
ACH-000601,-0.3540123420513229
ACH-000605,-0.5762762222218207
ACH-000606,-0.5338332089507708
ACH-000608,-0.5089779185898534
ACH-000614,-0.18200521436610725
ACH-000616,-0.4427565594789883
ACH-000618,-0.4457739178501367
ACH-000619,-0.21760551612592316
ACH-000620,-0.5354274012725236
ACH-000621,-0.4293013327517939
ACH-000622,-0.4710881726455841
ACH-000623,-0.14304099117839486
ACH-000624,-0.5494606231539881
ACH-000627,-0.31503266770633304
ACH-000630,-0.697228160375993
ACH-000631,-0.7159401955712825
ACH-000632,-0.2243812165745168
ACH-000633,-0.2272263344797497
ACH-000637,-0.5346228769176663
ACH-000638,-0.5090723114149002
ACH-000646,-0.5316251457504771
ACH-000647,-0.2556556769854051
ACH-000648,-0.60754347452753
ACH-000649,-0.4747645506611088
ACH-000651,-0.5428917826883435
ACH-000652,-0.32601260764614765
ACH-000653,-0.5705513696554881
ACH-000657,-0.3869460066024393
ACH-000658,-0.3615282655578773
ACH-000661,-0.5493501415117534
ACH-000662,-0.6104954004994048
ACH-000663,-0.5092899908863211
ACH-000665,-0.699101168766156
ACH-000671,-0.5380271580830864
ACH-000672,-0.2075059558205923
ACH-000673,-0.48117202750808
ACH-000676,-0.19596567874062745
ACH-000677,-0.5590153567835301
ACH-000681,-0.4586078236717265
ACH-000683,-0.3788988346169293
ACH-000684,-0.3482631847401431
ACH-000688,-0.5070928214689573
ACH-000693,-0.4486319798239815
ACH-000694,-0.3442601750244199
ACH-000695,-0.2515817339364477
ACH-000696,-0.4483013220158768
ACH-000697,-0.19952438154810115
ACH-000699,-0.4626569007610028
ACH-000701,-0.3780909976791551
ACH-000706,-0.4050872124619675
ACH-000711,-0.4635295052333965
ACH-000713,-0.23183323463495326
ACH-000714,-0.2127162792475463
ACH-000718,-0.5269963163854343
ACH-000720,-0.23605175199445824
ACH-000721,-0.37821286148928784
ACH-000724,-0.05474524159634055
ACH-000725,-0.590006059865511
ACH-000732,-0.5220435398037295
ACH-000734,-0.3403139596207064
ACH-000735,-0.44219474447132057
ACH-000736,-0.5194109220912129
ACH-000738,-0.4519569394801878
ACH-000746,-0.4987995932940813
ACH-000747,-0.15548985089637218
ACH-000748,-0.5173416333988596
ACH-000753,-0.4668539681336375
ACH-000756,-0.4516345085491561
ACH-000757,-0.2417065109859449
ACH-000758,-0.5700313244685252
ACH-000760,-0.4873015867048771
ACH-000762,-0.2331790861107301
ACH-000763,-0.34086669334013103
ACH-000764,-0.4937884837420141
ACH-000765,-0.2906704907286803
ACH-000766,-0.2809364139878825
ACH-000767,-0.4314640625534063
ACH-000768,-0.4173137575683569
ACH-000769,-0.5213871717100983
ACH-000770,-0.3003659901206457
ACH-000771,-0.41423054306162815
ACH-000773,-0.050793816385466165
ACH-000776,-0.4150962252485361
ACH-000777,-0.3454964335088411
ACH-000778,-0.308251243446189
ACH-000781,-0.34886356187812245
ACH-000782,-0.36221128288706944
ACH-000783,-0.29580181744796963
ACH-000784,-0.3323371060979607
ACH-000785,-0.5853939038225671
ACH-000787,-0.4404750309615272
ACH-000788,-0.4163484360776746
ACH-000791,-0.2677867218363124
ACH-000792,-0.4106524604410679
ACH-000794,-0.5001039684442834
ACH-000796,-0.4137171424335781
ACH-000798,-0.6949372623294064
ACH-000799,-0.31135044068574896
ACH-000800,-0.44084422845416016
ACH-000802,-0.6049914212233748
ACH-000804,-0.1248541484910964
ACH-000805,-0.4092821493847647
ACH-000809,-0.27603972709021724
ACH-000810,-0.5963980009048989
ACH-000811,-0.4724854522486879
ACH-000817,-0.12950210235459636
ACH-000819,-0.34804556971169104
ACH-000820,-0.2663732056641633
ACH-000821,-0.20929067864349493
ACH-000822,-0.4967436753035126
ACH-000823,-0.4939286559468503
ACH-000824,-0.2280471194140722
ACH-000827,-0.6195065418791695
ACH-000829,-0.4647884912206374
ACH-000831,-0.2158349496056068
ACH-000832,-0.2348375108546921
ACH-000833,-0.21342418643827807
ACH-000834,-0.5236000746082374
ACH-000835,-0.4048474975369776
ACH-000836,-0.04490815416603352
ACH-000837,-0.4281824435279533
ACH-000838,-0.3688055781673207
ACH-000839,-0.32388787202779284
ACH-000840,-0.6294739134717868
ACH-000841,-0.40359220137479823
ACH-000843,-0.3404550866137477
ACH-000846,-0.5114394528482495
ACH-000847,-0.5521251909212077
ACH-000848,-0.25065866777898305
ACH-000849,-0.3149806192149409
ACH-000851,-0.3556461131918539
ACH-000855,-0.5886401707722425
ACH-000856,-0.4828831622209469
ACH-000858,-0.4411574835783427
ACH-000859,-0.6122315493070732
ACH-000861,-0.4313674830813221
ACH-000862,-0.247978765276286
ACH-000865,-0.4357139741703254
ACH-000866,-0.5523597443389504
ACH-000867,-0.4102602713694356
ACH-000869,-0.5061883628963768
ACH-000872,-0.5553044267487247
ACH-000873,-0.3730733170811716
ACH-000876,-0.331092436874892
ACH-000878,-0.42983214114816254
ACH-000880,-0.5866988835264504
ACH-000881,-0.2406479204430061
ACH-000882,-0.5067572265186536
ACH-000884,-0.3157863548102118
ACH-000885,-0.43847710628548103
ACH-000887,-0.4879814515462586
ACH-000889,-0.15685687115087596
ACH-000896,-0.3484811573080769
ACH-000898,-0.4850172191016826
ACH-000900,-0.20413163715366792
ACH-000901,-0.40464713579492656
ACH-000905,-0.4529031879576159
ACH-000906,-0.4264234963379844
ACH-000907,-0.16205932942010348
ACH-000910,-0.1982265788170332
ACH-000911,-0.4715682129626993
ACH-000912,-0.5742513737098921
ACH-000913,-0.4206107527732704
ACH-000915,-0.258835048380354
ACH-000916,-0.17587467911790458
ACH-000917,-0.6508336711649142
ACH-000920,-0.23200443598443726
ACH-000921,-0.4204832672403683
ACH-000924,-0.5709016248343044
ACH-000926,-0.3666947958190676
ACH-000928,-0.6353438596151845
ACH-000929,-0.556690544323224
ACH-000932,-0.426391994648654
ACH-000935,-0.4474128755217078
ACH-000936,-0.27729308240325024
ACH-000937,-0.2636419124638773
ACH-000938,-0.4682882919116538
ACH-000939,0.014696466739081971
ACH-000941,-0.4924194950141485
ACH-000943,-0.3678024692511641
ACH-000946,-0.5749035701206235
ACH-000947,-0.4820833807375784
ACH-000948,-0.5044437889334147
ACH-000950,-0.4547651169989704
ACH-000953,-0.3545526458522594
ACH-000954,-0.7615713736951841
ACH-000957,-0.5429720275574899
ACH-000958,-0.2852698742242206
ACH-000960,-0.13640515640362225
ACH-000963,-0.6933211577843009
ACH-000968,-0.42498044296134097
ACH-000969,-0.3231381954887937
ACH-000972,-0.43870517359608346
ACH-000973,-0.24483229403016246
ACH-000974,-0.4970527015985575
ACH-000978,-0.6416372194296149
ACH-000984,-0.7680966304205729
ACH-000986,-0.6099165402669817
ACH-000988,-0.5351681639273916
ACH-000993,-0.43145049945296776
ACH-000994,-0.4929322885806346
ACH-000996,-0.7782454168779658
ACH-001001,-0.3311753156933297
ACH-001020,-0.4192471473100705
ACH-001028,-0.4153597153632245
ACH-001031,-0.11911613098348002
ACH-001038,-0.4978124470358326
ACH-001048,-0.4048043708787611
ACH-001050,-0.264355035017738
ACH-001053,-0.4112885516042141
ACH-001054,-0.6699292609089332
ACH-001061,-0.4852029376387697
ACH-001067,-0.4937883241263748
ACH-001075,-0.3832058480255783
ACH-001096,-0.3346884212344153
ACH-001111,-0.4794302060996097
ACH-001119,-0.5233601480335871
ACH-001128,0.3288380167746972
ACH-001134,-0.5405330665761544
ACH-001151,-0.365088479682265
ACH-001163,-0.24143757104534844
ACH-001164,-0.8035142036140672
ACH-001183,-0.44696716939284425
ACH-001192,-0.3817936759444349
ACH-001193,-0.07149573766126271
ACH-001196,-0.3675983525309026
ACH-001197,-0.34128422702256894
ACH-001205,-0.4705676235362389
ACH-001211,-0.4695421312804479
ACH-001212,-0.6464577340408856
ACH-001228,-0.6327378971212257
ACH-001232,-0.371768353838465
ACH-001239,-0.453633655512897
ACH-001270,-0.08258104782730358
ACH-001274,-0.3092826499428162
ACH-001275,-0.4424586690052583
ACH-001277,-0.4470851023950264
ACH-001278,-0.4312147573395811
ACH-001280,-0.3511539371070434
ACH-001283,-0.316191900537544
ACH-001289,-0.6507724204208382
ACH-001300,-0.6546079158855976
ACH-001301,-0.5211890356110567
ACH-001302,-0.7590205475024899
ACH-001306,-0.5685662348567686
ACH-001318,-0.2979611882238132
ACH-001322,-0.31856686409972923
ACH-001328,-0.4888435775544878
ACH-001332,-0.43842804063525503
ACH-001336,-0.4389185372215143
ACH-001346,-0.4567727282368682
ACH-001353,-0.3483781819723507
ACH-001354,-0.6609843544968407
ACH-001367,-0.6182700944193561
ACH-001368,-0.294264679906329
ACH-001374,-0.4409360789369464
ACH-001377,-0.3649410744493204
ACH-001380,-0.5794626445207147
ACH-001391,-0.3591938157029105
ACH-001408,-0.5037432594614178
ACH-001430,-0.5523154371372988
ACH-001431,-0.5172289874659151
ACH-001450,-0.4580661085573391
ACH-001496,-0.5306362565947847
ACH-001500,-0.31969846867210605
ACH-001523,-0.466615809821817
ACH-001532,-0.4641307471785375
ACH-001550,-0.1469746548203238
ACH-001552,-0.4568298777918546
ACH-001554,-0.3587752126584968
ACH-001654,-0.39590208757329737
ACH-001735,-0.6698333898325979
ACH-001736,-0.335342449065622
ACH-001737,-0.8517580063466976
ACH-001740,-0.493537194281779
ACH-001745,-0.446137704621688
ACH-001765,-0.3800926015245326
