,TCERG1 (10915)
ACH-000004,-0.4936691134500272
ACH-000005,-0.5866679038214354
ACH-000007,-0.20269307817833396
ACH-000009,-0.5144022054589067
ACH-000011,-0.4006654210608472
ACH-000012,-0.41179587588186095
ACH-000013,-0.4907142961494028
ACH-000014,-0.19596013495839235
ACH-000015,-0.4987851105062485
ACH-000017,-0.29163897949230405
ACH-000018,-0.2229525283233263
ACH-000019,-0.3223636913124489
ACH-000021,-0.4018796706348487
ACH-000022,-0.24340215202535975
ACH-000025,-0.5671710140933902
ACH-000028,-0.5910336184519039
ACH-000030,-0.4730590834659416
ACH-000035,-0.4558786535320862
ACH-000036,-0.4443716883506835
ACH-000037,-0.5682669666489579
ACH-000039,-0.3168076637000544
ACH-000040,-0.23663825646994235
ACH-000041,-0.37256717997286265
ACH-000042,-0.5919862772161844
ACH-000045,-0.294367714022825
ACH-000047,-0.2625614411892573
ACH-000052,-0.5547630629463066
ACH-000053,-0.44355964274259146
ACH-000054,-0.4961582903736641
ACH-000055,-0.4635189212171141
ACH-000060,-0.41962692186341627
ACH-000067,-0.4647222097473582
ACH-000070,-0.4105058803587171
ACH-000075,-0.4412879125557115
ACH-000078,-0.4408808493121308
ACH-000082,-0.5073302236495201
ACH-000085,-0.44256767636589456
ACH-000086,-0.36860088083849535
ACH-000087,-0.4737368392367845
ACH-000092,-0.4511513488637578
ACH-000095,-0.3853392665347277
ACH-000097,-0.5634922900566992
ACH-000098,-0.3433374286001721
ACH-000099,-0.33917454777999273
ACH-000108,-0.6159288887724388
ACH-000113,-0.4651854628697989
ACH-000116,-0.5229627759973937
ACH-000118,-0.4275886128751252
ACH-000120,-0.4467942530373888
ACH-000123,-0.4579153973686626
ACH-000127,-0.3778630772808488
ACH-000128,-0.22409106883527136
ACH-000132,-0.3546878758488021
ACH-000133,-0.4011082218874698
ACH-000137,-0.2988043911573337
ACH-000138,-0.4925206514417578
ACH-000142,-0.2540067011220957
ACH-000143,-0.2472304660943535
ACH-000146,-0.4052119893809318
ACH-000148,-0.5693919623383804
ACH-000150,-0.15310940659542988
ACH-000152,-0.3370499131335118
ACH-000153,-0.30307685106108023
ACH-000159,-0.479610431802907
ACH-000160,-0.1317289728630938
ACH-000163,-0.35431340190097704
ACH-000167,-0.029183545577262163
ACH-000168,-0.4723470945865666
ACH-000169,-0.6759460681412984
ACH-000178,-0.5140310803532817
ACH-000183,-0.5040362208256151
ACH-000188,-0.4797229098186654
ACH-000189,-0.32230860134387324
ACH-000190,-0.30250387840992826
ACH-000198,-0.25010635700681383
ACH-000203,-0.8962371754136234
ACH-000204,-0.34269402422740364
ACH-000206,-0.460333174493077
ACH-000207,-0.011335332012659913
ACH-000208,-0.08183014573553926
ACH-000210,-0.2720187332777761
ACH-000211,-0.4109714067593864
ACH-000215,-0.4454711535761656
ACH-000221,-0.4189218257868349
ACH-000222,-0.21017552097304748
ACH-000223,-0.2434427242570533
ACH-000226,-0.4169643759263969
ACH-000227,-0.4029200728458914
ACH-000228,-0.4191271037760303
ACH-000231,-0.6060664280015803
ACH-000232,-0.15150561728846526
ACH-000233,-0.5350739354465739
ACH-000234,-0.34595650720277377
ACH-000235,-0.5097996608927982
ACH-000237,-0.5675068115120288
ACH-000238,-0.5780246798390445
ACH-000242,-0.1826150185566388
ACH-000243,-0.44633521062107295
ACH-000244,-0.29610413222744114
ACH-000246,-0.5426727685199186
ACH-000248,-0.13378735495209376
ACH-000250,-0.4870447921226845
ACH-000251,-0.5503070943130872
ACH-000252,-0.2945938648896923
ACH-000253,-0.3373171919854457
ACH-000255,-0.6647224054475543
ACH-000256,-0.5633853013684359
ACH-000257,-0.5086609854082483
ACH-000258,-0.8379727872819079
ACH-000259,-0.3923578718242953
ACH-000260,-0.581712537991095
ACH-000261,-0.32635025434108483
ACH-000262,-0.4144038225294764
ACH-000263,-0.8415822056765018
ACH-000264,-0.466873212943832
ACH-000265,-0.4887470281079093
ACH-000266,-0.3356830986986355
ACH-000272,-0.4107104203101613
ACH-000274,-0.5288913871793938
ACH-000277,-0.3250146036623069
ACH-000278,-0.4543204590630662
ACH-000279,-0.4117814497187542
ACH-000280,-0.1918464631809172
ACH-000281,-0.14721759524792896
ACH-000288,-0.4270084575442124
ACH-000291,-0.7064259880388667
ACH-000293,-0.2031212116188857
ACH-000294,-0.3753517796965189
ACH-000295,-0.4207402759131136
ACH-000296,-0.6003666905398032
ACH-000302,-0.6547833303647488
ACH-000304,-0.5814864800672287
ACH-000307,-0.4089347653709841
ACH-000308,-0.5376271261919162
ACH-000310,-0.3521607158387082
ACH-000311,-0.4977530579720426
ACH-000312,-0.3896660103372825
ACH-000315,-0.3894762659602535
ACH-000316,-0.6362720116305478
ACH-000317,-0.6136020659582497
ACH-000318,-0.4541095528636042
ACH-000319,-0.3479375127579852
ACH-000320,-0.3118991990011901
ACH-000322,-0.1652327320274757
ACH-000323,-0.34888101956206125
ACH-000324,-0.3655369419298909
ACH-000329,-0.517243692547021
ACH-000330,-0.4958557908479002
ACH-000331,-0.7058745498632283
ACH-000332,-0.4625881757806377
ACH-000334,-0.2770478349382195
ACH-000335,-0.6063210827480885
ACH-000336,-0.5771636288145809
ACH-000337,-0.4636766384179437
ACH-000338,-0.32853265947904403
ACH-000339,-0.5506931138803349
ACH-000341,-0.2412091602184596
ACH-000348,-0.3995005507620713
ACH-000350,-0.5480223552068318
ACH-000352,-0.5515717227984449
ACH-000356,-0.5257866804166725
ACH-000361,-0.3907980439185595
ACH-000362,-0.28019074961129586
ACH-000363,-0.4312325303080719
ACH-000364,-0.5453071166480503
ACH-000365,-0.3098952082363727
ACH-000366,-0.2285020222475521
ACH-000368,-0.4631570116228716
ACH-000374,-0.3081590416655263
ACH-000375,-0.10281109629798704
ACH-000376,-0.35578307819944605
ACH-000381,-0.300446616853979
ACH-000383,-0.3868534688602141
ACH-000387,-0.4634664588557058
ACH-000389,-0.0029281514948142945
ACH-000390,-0.2704936006652677
ACH-000393,-0.4291641097131969
ACH-000395,-0.2237759967477886
ACH-000396,-0.16933387437599848
ACH-000397,-0.33882646594427923
ACH-000401,-0.3831992464213877
ACH-000402,-0.7235894395107434
ACH-000403,-0.4799134063937727
ACH-000404,-0.5268775783265499
ACH-000406,-0.367430461119441
ACH-000407,-0.4448707962633697
ACH-000408,-0.7172086364199136
ACH-000410,-0.7689816980312307
ACH-000411,-0.4223519677883381
ACH-000414,-0.3955863446003824
ACH-000415,-0.16270482566073044
ACH-000416,-0.4496945812801869
ACH-000420,-0.4630054920920835
ACH-000421,-0.4747351090229787
ACH-000424,-0.5265582451300697
ACH-000425,-0.27536858594402713
ACH-000426,-0.23701923979113096
ACH-000427,-0.31209432754544664
ACH-000433,-0.6641449085218991
ACH-000435,-0.5856019520981294
ACH-000436,-0.36821635878165465
ACH-000444,-0.4599675211933552
ACH-000445,-0.5447673794089555
ACH-000448,-0.4616928305371811
ACH-000450,-0.08057039437319129
ACH-000452,-0.3193320906138241
ACH-000454,-0.6082729997792691
ACH-000458,-0.4612187890637551
ACH-000459,-0.4011041565441673
ACH-000460,-0.4389969874438923
ACH-000461,-0.3075312792448844
ACH-000463,-0.2376967767646091
ACH-000464,-0.2050100029563791
ACH-000466,-0.5731938124927994
ACH-000467,-0.36717032525850335
ACH-000468,-0.3776915074292049
ACH-000469,-0.5995579568736121
ACH-000470,-0.21171380873608625
ACH-000471,-0.4451018174285744
ACH-000472,-0.4042041130326668
ACH-000473,-0.28411431378765195
ACH-000475,-0.3025703104308072
ACH-000476,-0.2820324933853056
ACH-000477,-0.3141255037355596
ACH-000479,-0.008720755935088002
ACH-000480,-0.35712836107011864
ACH-000481,-0.2830886268310036
ACH-000483,-0.33481821844056003
ACH-000484,-0.7908442997285912
ACH-000485,-0.4336039832423029
ACH-000486,-0.505929174275364
ACH-000487,-0.6416510817247194
ACH-000488,-0.5431309778142491
ACH-000490,-0.4803001852523232
ACH-000491,-0.4349122051044456
ACH-000495,-0.5368245936958952
ACH-000496,0.014834886492959082
ACH-000499,-0.20322202262909814
ACH-000500,-0.34460936058674857
ACH-000502,-0.5809673301627658
