,LALBA (3906)
ACH-000004,-0.03722113467388735
ACH-000005,-0.03637922792218865
ACH-000007,0.0042583654831560395
ACH-000009,-0.033922317899194136
ACH-000011,0.15496830271942486
ACH-000012,0.10998672654396732
ACH-000013,-0.118999557616783
ACH-000014,0.021688735999014042
ACH-000015,-0.05612796076571623
ACH-000017,0.015164042097839732
ACH-000018,0.019819871341456533
ACH-000019,-0.03553005107495875
ACH-000021,-0.017421009320063283
ACH-000022,0.012325652009695013
ACH-000025,-0.16579659431302324
ACH-000028,-0.017565611640475775
ACH-000030,0.004828220687925549
ACH-000035,-0.08708747666245058
ACH-000036,0.15367552294767706
ACH-000037,-0.012454438052391478
ACH-000039,0.07797417299533822
ACH-000040,0.038738821146384085
ACH-000041,0.013704482516635686
ACH-000042,0.13118836307962664
ACH-000045,0.15677268140527084
ACH-000047,-0.024235998793124592
ACH-000052,0.04251760104054133
ACH-000053,0.09239018221668847
ACH-000054,0.01712851530938251
ACH-000055,-0.165741852421531
ACH-000060,0.2607408890234805
ACH-000067,-0.06676309623810395
ACH-000070,-0.004501857058196229
ACH-000075,0.0546670472114111
ACH-000078,0.07989022051837046
ACH-000082,0.11353943045533745
ACH-000085,0.16106230493033166
ACH-000086,-0.12081521944211518
ACH-000087,-0.14049816684821625
ACH-000092,0.02293233394487288
ACH-000095,0.043352227748936815
ACH-000097,-0.023889013950968933
ACH-000098,0.13405384337805806
ACH-000099,0.07056351931177696
ACH-000108,0.09747546256830786
ACH-000113,0.02347944542910779
ACH-000116,0.0068295130692962065
ACH-000118,-0.04614949383324096
ACH-000120,-0.08836815411895467
ACH-000123,0.052080517126677967
ACH-000127,-0.0011680543875090589
ACH-000128,0.0338561658002914
ACH-000132,0.10921850826890467
ACH-000133,0.027387242589548517
ACH-000137,0.012525197784821392
ACH-000138,0.1225110304505329
ACH-000142,0.0
ACH-000143,0.055239025576273394
ACH-000146,0.014937158052297575
ACH-000148,0.08433068444937708
ACH-000150,-0.0075708219207742435
ACH-000152,-0.06309992959548763
ACH-000153,0.07661674115540719
ACH-000159,0.07978330653504508
ACH-000160,0.02434560026556088
ACH-000163,-0.0017532425517506332
ACH-000167,-0.050786444052498825
ACH-000168,0.06660110475813208
ACH-000169,0.0615052335932821
ACH-000178,-0.0302957974024914
ACH-000183,0.07994749281730598
ACH-000188,0.023736453982558848
ACH-000189,0.007928157771465393
ACH-000190,0.04779562479851777
ACH-000198,-0.01109552515395996
ACH-000203,-0.12796010344797287
ACH-000204,0.04003129891913879
ACH-000206,-0.02114315805117129
ACH-000207,0.03686103200430765
ACH-000208,-0.03705185654105371
ACH-000210,0.16562281627323072
ACH-000211,0.0646097970922706
ACH-000215,-0.041303890554562975
ACH-000221,0.10467637733570777
ACH-000222,0.05486722567897295
ACH-000223,-0.032048742384054134
ACH-000226,0.01145703920902633
ACH-000227,0.020285070959403986
ACH-000228,-0.060250778543281966
ACH-000231,0.04509146140340508
ACH-000232,0.06267563307009086
ACH-000233,0.055636906111304486
ACH-000234,0.046554215161530466
ACH-000235,0.033719965211515115
ACH-000237,-0.08677938003213476
ACH-000238,0.004128418136366258
ACH-000242,0.0568577458480401
ACH-000243,0.0
ACH-000244,0.046872298790188165
ACH-000246,-0.014971726480137778
ACH-000248,-0.10612481302082162
ACH-000250,0.060712052303922265
ACH-000251,-0.14246158540904344
ACH-000252,0.05475612360371066
ACH-000253,0.08760084411636879
ACH-000255,-0.0342364891625589
ACH-000256,0.08734225704006167
ACH-000257,-0.016958309780955392
ACH-000258,0.1746358656861647
