,BSDC1 (55108)
ACH-000004,0.13221325698383
ACH-000005,0.09014734353390974
ACH-000007,-0.1635632002490113
ACH-000009,-0.1246361814300648
ACH-000011,-0.04237398182805917
ACH-000012,-0.0799593652049072
ACH-000013,-0.2131753724489724
ACH-000014,-0.08470360738978391
ACH-000015,-0.02816927483068427
ACH-000017,-0.017171685104474144
ACH-000018,-0.039819911557616834
ACH-000019,0.024598426752004663
ACH-000021,-0.07442058779887584
ACH-000022,-0.05554871794994305
ACH-000025,-0.032030764339401836
ACH-000028,-0.029579449523945613
ACH-000030,-0.022420128806261437
ACH-000035,-0.299522798830112
ACH-000036,-0.00792552267370763
ACH-000037,-0.06051800349142256
ACH-000039,0.02325532818615704
ACH-000040,-0.05738292233658102
ACH-000041,0.08354917838968602
ACH-000042,0.04982429385488915
ACH-000045,-0.01961125699145029
ACH-000047,-0.15315353918225452
ACH-000052,-0.09333388080861844
ACH-000053,-0.12169057292476505
ACH-000054,0.091394090270125
ACH-000055,-0.05584721194714723
ACH-000060,-0.08799976189759719
ACH-000067,-0.04589645233096487
ACH-000070,0.06639616455080521
ACH-000075,-0.0789245208594675
ACH-000078,-0.053258325044888886
ACH-000082,-0.048482086671840965
ACH-000085,0.06995738900925334
ACH-000086,-0.1133738139851958
ACH-000087,-0.025825939594760157
ACH-000092,-0.4076171847231288
ACH-000095,-0.03398798184597625
ACH-000097,0.02452411235232312
ACH-000098,-0.14457159649404686
ACH-000099,0.051616233457089884
ACH-000108,-0.17174046686440556
ACH-000113,-0.1139028285968087
ACH-000116,0.048372295196520566
ACH-000118,-0.0663133795763352
ACH-000120,-0.07117238789379206
ACH-000123,-0.1487246359669751
ACH-000127,0.10689338658000166
ACH-000128,-0.13629304207735302
ACH-000132,0.014306234903679474
ACH-000133,-0.09791026686648084
ACH-000137,-0.16222240405035926
ACH-000138,-0.03559089432420421
ACH-000142,-0.10656315996027882
ACH-000143,0.08648968816155954
ACH-000146,-0.007500735358742267
ACH-000148,-0.08601324956001448
ACH-000150,-0.4106661530881814
ACH-000152,-0.20499216553843488
ACH-000153,-0.05582633158158122
ACH-000159,0.03910031739403616
ACH-000160,0.02062206277471535
ACH-000163,0.016681637405032538
ACH-000167,-0.10110960338398578
ACH-000168,-0.001138393767201267
ACH-000169,-0.19314025514612376
ACH-000178,-0.11544209631793716
ACH-000183,-0.0532005241712071
ACH-000188,-0.32962661586525904
ACH-000189,0.1363317075045737
ACH-000190,0.0006718900191115945
ACH-000198,-0.08053696418659691
ACH-000203,0.14410620199930385
ACH-000204,0.07963608902264037
ACH-000206,-0.1076847695611598
ACH-000207,0.020967139727504608
ACH-000208,-0.1443686481566746
ACH-000210,-0.20715590826482325
ACH-000211,-0.038829154161147225
