,GSDMD (79792)
ACH-000365,-0.2623568735983419
ACH-000366,-0.09731200920535016
ACH-000368,-0.10312296845883512
ACH-000374,-0.23474383242950356
ACH-000375,-0.3211244492116686
ACH-000376,-0.16623007360344733
ACH-000381,-0.13556680368625354
ACH-000383,-0.20582088450591102
ACH-000387,-0.2577978566250389
ACH-000389,-0.126241840992448
ACH-000390,-0.37264397375226654
ACH-000393,-0.3509648276136071
ACH-000395,-0.4092859476177688
ACH-000396,-0.2338065477898273
ACH-000397,-0.07982415710844555
ACH-000401,-0.3330048348405447
ACH-000402,-0.035704571546243034
ACH-000403,-0.3004020145394938
ACH-000404,0.05485322655339865
ACH-000406,-0.25041857041364257
ACH-000407,-0.30558259898405954
ACH-000408,-0.23620764473919745
ACH-000410,-0.11677850700481347
ACH-000411,-0.1873441773813869
ACH-000414,-0.25768331758089674
ACH-000415,-0.21550618482240488
ACH-000416,-0.18355994806752385
ACH-000420,-0.2381119518637506
ACH-000421,-0.2265083748714572
ACH-000424,-0.13837120851945686
ACH-000425,-0.2701149327120016
ACH-000426,-0.1773542129803744
ACH-000427,-0.4970592167246274
ACH-000433,-0.03805202143549418
ACH-000435,-0.04476446016737699
ACH-000436,-0.22993904142531166
ACH-000444,-0.15620664197139938
ACH-000445,-0.08581062477987937
ACH-000448,-0.27392986079667986
ACH-000450,-0.06503541329013042
ACH-000452,-0.18924713551217906
ACH-000454,0.014422637212939557
ACH-000458,-0.1258029042240731
ACH-000459,-0.06597001118340882
ACH-000460,-0.1144127740817747
ACH-000461,-0.1651096116256157
ACH-000463,-0.1521548999815166
ACH-000464,-0.17287136608078552
ACH-000466,-0.19454032831379414
ACH-000467,-0.1946688232678064
ACH-000468,-0.31868632218695164
ACH-000469,0.00024646268392591934
ACH-000470,-0.1823023439427416
ACH-000471,-0.1974456311928028
ACH-000472,-0.19528361248600126
ACH-000473,-0.22494461923821785
ACH-000475,-0.17140707958939094
ACH-000476,-0.2681469846510762
ACH-000477,-0.04332209592986863
ACH-000479,-0.2266664789485181
ACH-000480,-0.020254827758379456
ACH-000481,-0.17550234855967978
ACH-000483,-0.09687534883397836
ACH-000484,-0.34670706946795066
ACH-000485,-0.3587643876305868
ACH-000486,-0.3864617293518698
ACH-000487,-0.18099417084380626
ACH-000488,-0.1974605434203428
ACH-000490,-0.14039415208778513
ACH-000491,-0.128273070921044
ACH-000495,-0.1096932648055654
ACH-000496,-0.06736267911917711
ACH-000499,-0.1763592601867454
ACH-000500,0.04260239292664007
ACH-000502,-0.24128025332056144
ACH-000503,-0.2701783272899964
ACH-000505,-0.2848443181276439
ACH-000507,0.0032416301514522025
ACH-000510,-0.24115027980653425
ACH-000511,-0.07691871872253475
ACH-000512,-0.4408953672505012
ACH-000516,-0.3741369554350838
ACH-000517,-0.2825720562890398
ACH-000518,-0.4533830467916077
ACH-000520,-0.1433448446725725
ACH-000521,-0.3704677498128524
ACH-000522,-0.10332561682291916
ACH-000524,-0.2958937851080337
ACH-000527,-0.1058338151712555
ACH-000528,-0.12060951046231355
ACH-000537,-0.18109447957617805
ACH-000541,0.01818819673986895
ACH-000542,-0.2328173363007746
ACH-000544,-0.116557653501365
ACH-000545,-0.16125156388540562
ACH-000547,-0.1629261417867563
ACH-000548,-0.17007428638615896
ACH-000549,-0.353950393489299
ACH-000550,-0.059804429133181014
ACH-000552,-0.32939712412607725
ACH-000556,-0.12625458736212286
ACH-000557,-0.3465746081580248
ACH-000569,-0.6754156479865329
ACH-000570,-0.09342849223187576
ACH-000571,-0.2992524964857408
ACH-000573,-0.11396725844925434
ACH-000576,-0.2726472817615179
ACH-000579,-0.15304311642605328
ACH-000580,0.08556819770937837
ACH-000584,-0.2459342464735165
ACH-000585,-0.23082555115925735
ACH-000588,-0.2587255959349648
ACH-000589,-0.21453660346317666
ACH-000591,-0.0337992745797034
ACH-000593,-0.12709966088837435
ACH-000600,-0.1522775984579627
ACH-000601,-0.13736340138203298
ACH-000605,-0.18304058546788565
ACH-000606,-0.1906171130641544
ACH-000608,-0.19817154427391626
ACH-000614,-0.24481654028108785
ACH-000616,-0.051039679152386636
ACH-000618,0.03567306847500279
ACH-000619,-0.27662997912963244
ACH-000620,0.020403817699833
ACH-000621,-0.1714783091213498
ACH-000622,-0.493179951914249
ACH-000623,-0.15287411728409542
ACH-000624,-0.22288635571092524
ACH-000627,-0.1918791874592093
ACH-000630,-0.0970632653879818
ACH-000631,-0.2900724984349893
ACH-000632,-0.2232041172856685
ACH-000633,-0.03414918676642235
ACH-000637,-0.10674648132123528
ACH-000638,-0.2522894761047211
ACH-000646,-0.04275596448928758
ACH-000647,-0.1248639059815331
ACH-000648,-0.3512602720640782
ACH-000649,-0.3390807773268791
ACH-000651,-0.10453354887387237
ACH-000652,-0.2045202633757477
ACH-000653,-0.22318494695356894
ACH-000657,-0.2778560606545363
ACH-000658,-0.6240006655128684
ACH-000661,-0.23750642038056005
ACH-000662,-0.2687523258580916
ACH-000663,-0.3733863445529343
ACH-000665,-0.1399895414416107
ACH-000671,-0.07777072130506628
ACH-000672,0.026163417782973385
ACH-000673,-0.16978008292534513
ACH-000676,-0.051703805842513134
ACH-000677,-0.1563706900046743
ACH-000681,-0.1744387642069815
ACH-000683,-0.19792028847581686
ACH-000684,-0.02135000821433106
ACH-000688,-0.3804413606025919
ACH-000693,-0.12653555084966764
ACH-000694,-0.22807112795668036
ACH-000695,-0.3165298540185218
ACH-000696,-0.08175815002703726
ACH-000697,-0.19640291583687008
ACH-000699,-0.2504865205907484
ACH-000701,-0.12583885401262734
ACH-000706,-0.3906216319503241
ACH-000711,-0.19338015199075756
ACH-000713,-0.30952327062563684
ACH-000714,-0.23180809788777415
ACH-000718,-0.2260607711511463
ACH-000720,-0.17232976957825633
ACH-000721,-0.2533886434962242
ACH-000724,-0.0811640331870993
ACH-000725,-0.3598148672493598
ACH-000732,-0.26220201323431913
ACH-000734,-0.2311618428573977
ACH-000735,-0.22855163054009695
ACH-000736,-0.010458142361771757
ACH-000738,-0.2714180366363669
ACH-000746,-0.15831399588696712
ACH-000747,-0.08330201966563736
ACH-000748,-0.3212745149519565
ACH-000753,-0.2552986064933504
ACH-000756,0.03106594503505138
ACH-000757,-0.20264616065229055
ACH-000758,-0.21636051629663894
ACH-000760,-0.09439426303879182
ACH-000762,-0.19408612430966066
ACH-000763,-0.13948530074664794
ACH-000764,0.034992727954612245
ACH-000765,-0.09523753615774533
ACH-000766,-0.17509598312848865
ACH-000767,-0.3408564814050316
ACH-000768,-0.2417961071007184
ACH-000769,-0.3308500103117695
ACH-000770,-0.2487211964761311
ACH-000771,-0.18895594229221044
ACH-000773,-0.2678812736092405
ACH-000776,-0.33355317094247305
ACH-000777,-0.19368296494963266
ACH-000778,0.0196237943779476
ACH-000781,-0.2955072803262134
ACH-000782,-0.18595021338762788
ACH-000783,-0.44436324240875497
ACH-000784,-0.2333830308749371
ACH-000785,-0.20291997875959272
ACH-000787,-0.21984890799187226
ACH-000788,-0.13624745798992635
ACH-000791,-0.1810269917282792
ACH-000792,-0.2363256123152448
ACH-000794,-0.19185128216142391
ACH-000796,-0.16428564948991434
ACH-000798,-0.1503217514283028
ACH-000799,-0.2993129969813646
ACH-000800,-0.08145250002029852
ACH-000802,-0.09511997806533726
ACH-000804,-0.1436721471969783
ACH-000805,-0.1014883537548115
ACH-000809,-0.3411092482022613
ACH-000810,-0.029971099818974688
ACH-000811,-0.14991534711286011
ACH-000817,-0.06716657553782236
ACH-000819,-0.2232150984072286
ACH-000820,-0.4988541034715609
ACH-000821,0.0010613924907339448
ACH-000822,-0.11342427474271928
ACH-000823,-0.2798595204504214
ACH-000824,-0.37070328437346056
ACH-000827,-0.2855692543231945
ACH-000829,-0.1424898102986262
ACH-000831,-0.1249321198794785
ACH-000832,0.06332582032867448
ACH-000833,0.007098131806200393
ACH-000834,-0.34124209587905663
ACH-000835,-0.1663327308571418
ACH-000836,-0.06824617641858055
ACH-000837,-0.16837282382272514
ACH-000838,-0.18713949363611293
ACH-000839,-0.2567790075331868
ACH-000840,-0.1518860167368095
ACH-000841,-0.1729786331324132
ACH-000843,-0.040809409844276334
ACH-000846,-0.2669017536847323
ACH-000847,-0.2786796478408781
ACH-000848,-0.08119246766521629
ACH-000849,-0.15711964769236436
ACH-000851,-0.16616428857415394
ACH-000855,-0.3119421189402047
ACH-000856,-0.3465754439371408
ACH-000858,-0.25748625948481024
ACH-000859,-0.2394834375158584
ACH-000861,-0.1188114155460439
ACH-000862,-0.1087261949266593
ACH-000865,-0.3008283119365908
ACH-000866,-0.08354547080391363
ACH-000867,-0.07006734491786024
ACH-000869,-0.2344486599756047
ACH-000872,-0.2531752137085183
ACH-000873,-0.08503525216166483
ACH-000876,-0.30591961929416844
ACH-000878,-0.14706334405550314
ACH-000880,-0.1555070289046976
ACH-000881,-0.0933303853012946
ACH-000882,-0.2864033034119328
ACH-000884,-0.4502637897925775
ACH-000885,-0.27083705554070864
ACH-000887,-0.13217849369361512
ACH-000889,-0.20337543960972074
ACH-000896,-0.19381156752019396
ACH-000898,-0.16387146453659895
ACH-000900,-0.2901718241064883
ACH-000901,-0.18293323377129805
ACH-000905,-0.25008239325650883
ACH-000906,-0.27077713905111606
ACH-000907,-0.2103718130001101
ACH-000910,-0.29386164761863703
ACH-000911,-0.1708367742875835
ACH-000912,-0.17331425585364466
ACH-000913,-0.25699676149041123
ACH-000915,-0.16738039007588815
ACH-000916,-0.5654738561397215
ACH-000917,-0.13249751975332769
ACH-000920,-0.3301705049167263
ACH-000921,-0.0593839348334835
ACH-000924,-0.23877531669651625
ACH-000926,-0.20324826413947367
ACH-000928,-0.2991999000234011
ACH-000929,-0.3206742689697376
ACH-000932,-0.14131510857663038
ACH-000935,-0.2646416191982945
ACH-000936,-0.2915586802824249
ACH-000937,-0.17514346050326693
ACH-000938,-0.221539829714882
ACH-000939,-0.06615822248200512
ACH-000941,-0.26189434967866965
ACH-000943,-0.18508103929372685
ACH-000946,-0.17253426174657066
ACH-000947,-0.19009553794295114
ACH-000948,-0.1824238764545565
ACH-000950,-0.31552656228619275
ACH-000953,-0.3843983838689525
ACH-000954,0.02233843333303319
ACH-000957,-0.1639203580002043
ACH-000958,-0.2157100097165452
ACH-000960,-0.1913369228464364
ACH-000963,0.17875726713443468
ACH-000968,-0.1230339395277554
ACH-000969,-0.32812174478778544
ACH-000972,-0.045366782794701487
ACH-000973,-0.25136792430755645
ACH-000974,-0.15944393159702186
ACH-000978,-0.2491372663521267
ACH-000984,-0.2089673750335207
ACH-000986,-0.2229722649332136
ACH-000988,-0.08097065561277675
ACH-000993,-0.11191627531036258
ACH-000994,-0.042236708784168034
ACH-000996,-0.22478643341151167
ACH-001001,-0.2215690638044089
ACH-001020,-0.14703526450663415
ACH-001028,-0.3174481844311024
ACH-001031,-0.3690082158549201
ACH-001038,-0.3611496145349465
ACH-001048,-0.15110175015506055
ACH-001050,-0.16540301593170267
ACH-001053,-0.16111773061132234
ACH-001054,-0.15528732503215825
ACH-001061,0.0053815263158685685
ACH-001067,-0.182027180867957
ACH-001075,-0.09202846253485213
ACH-001096,-0.2680001577148353
ACH-001111,-0.1996086626617927
ACH-001119,-0.0321441140028634
ACH-001128,-0.13963159492744992
ACH-001134,-0.18324674158029436
ACH-001151,-0.29989254100211515
ACH-001163,-0.3851098342502651
ACH-001164,-0.037980130036884725
ACH-001183,-0.4011902804036003
ACH-001192,-0.2326728841724888
ACH-001193,-0.2991024437641953
ACH-001196,-0.08420506354074349
ACH-001197,-0.3405842189037182
ACH-001205,-0.1159377507403868
ACH-001211,-0.1033874346186229
ACH-001212,-0.08620016688491572
ACH-001228,-0.4042918494317085
ACH-001232,-0.20859293022242065
ACH-001239,-0.32338513379566924
ACH-001270,-0.07207479976126663
ACH-001274,-0.3735375425826624
ACH-001275,-0.4996161774777497
ACH-001277,-0.05043572118555322
ACH-001278,-0.18508857546356708
ACH-001280,-0.24353809482709146
ACH-001283,-0.2092024988568662
ACH-001289,-0.11105281805928617
ACH-001300,-0.10836450213447954
ACH-001301,-0.18349751482467752
ACH-001302,-0.09838577282807216
ACH-001306,-0.1275718707355446
ACH-001318,-0.093530581123528
ACH-001322,0.04449278660831791
ACH-001328,-0.051837121213596085
ACH-001332,-0.25115711655632833
ACH-001336,-0.1469856451328448
ACH-001346,-0.2983550608680943
ACH-001353,-0.3190948957601462
ACH-001354,-0.006361692324212029
ACH-001367,-0.2287094700610725
ACH-001368,-0.2490697168842485
ACH-001374,-0.05261465649879856
ACH-001377,-0.2131397957119434
ACH-001380,-0.11576428836640384
ACH-001391,-0.037393282387821115
ACH-001408,-0.14687205520625093
ACH-001430,-0.23242189206187785
ACH-001431,-0.2976063109353474
ACH-001450,-0.11043783004790783
ACH-001496,-0.2084516151474749
ACH-001500,-0.08611643662253507
ACH-001523,-0.14491065923446333
ACH-001532,-0.1135611541820301
ACH-001550,-0.28695986178287725
ACH-001552,-0.18977779669180672
ACH-001554,-0.052311411763655634
ACH-001654,-0.2823262247860426
ACH-001735,-0.2545453874928251
ACH-001736,-0.24303631012860166
ACH-001737,-0.3046041588802469
ACH-001740,-0.0851464244162876
ACH-001745,-0.22402555024824766
ACH-001765,-0.2639346254531704
