,U2AF2 (11338)
ACH-000004,-1.3785474754590152
ACH-000005,-1.4985826302775491
ACH-000007,-0.8440880588097098
ACH-000009,-1.0548602595952417
ACH-000011,-1.1250071538681041
ACH-000012,-1.3121603040633163
ACH-000013,-1.33444592630505
ACH-000014,-0.9540361943223644
ACH-000015,-1.2588503041258083
ACH-000017,-1.0035334825172073
ACH-000018,-1.2370588207049464
ACH-000019,-1.0340151243079825
ACH-000021,-1.090065213529293
ACH-000022,-1.1192531459924209
ACH-000025,-1.1337448628479665
ACH-000028,-0.999477049091434
ACH-000030,-1.165032320118312
ACH-000035,-1.05334727449338
ACH-000036,-0.9649360408474048
ACH-000037,-1.214065642565659
ACH-000039,-1.0690746558596902
ACH-000040,-1.1230983824841243
ACH-000041,-1.142674275831948
ACH-000042,-1.1889306368461228
ACH-000045,-1.158638590706824
ACH-000047,-0.966359568035478
ACH-000052,-0.963146268408486
ACH-000053,-1.1281920116827422
ACH-000054,-1.0781028480642605
ACH-000055,-0.9221219763652571
ACH-000060,-1.0161162926810257
ACH-000067,-1.2044143971076782
ACH-000070,-1.0244306419182712
ACH-000075,-1.118613966484163
ACH-000078,-1.1713115748760172
ACH-000082,-1.2081868450813396
ACH-000085,-1.1887388068665832
ACH-000086,-1.0201917916759466
ACH-000087,-1.0929651225008499
ACH-000092,-1.139579181713919
ACH-000095,-1.0423482885853756
ACH-000097,-1.1218686563352112
ACH-000098,-0.9651700551379359
ACH-000099,-1.112709421954286
ACH-000108,-1.1018418052009744
ACH-000113,-1.0768125466767566
ACH-000116,-1.1251981733614598
ACH-000118,-1.0006946193717452
ACH-000120,-1.0803606524950942
ACH-000123,-0.9651847694207886
ACH-000127,-1.0449504030298964
ACH-000128,-0.9995041144035006
ACH-000132,-1.0523816159751544
ACH-000133,-1.1830720485464965
ACH-000137,-0.9756571029141252
ACH-000138,-1.129956089842387
ACH-000142,-1.0995380190858979
ACH-000143,-1.005969497609717
ACH-000146,-1.196368070099883
ACH-000148,-1.0017634061013052
ACH-000150,-1.0259296486495606
ACH-000152,-1.0138286220270716
ACH-000153,-1.0774662666302253
ACH-000159,-1.0578116573895382
ACH-000160,-0.9315008320745508
ACH-000163,-1.0776045733874122
ACH-000167,-1.2873538411169878
ACH-000168,-0.9804503910629176
ACH-000169,-1.2368215332854762
ACH-000178,-1.044132284030391
ACH-000183,-1.30316865465443
ACH-000188,-1.171749347541701
ACH-000189,-1.2824650906172694
ACH-000190,-0.7567931099815596
ACH-000198,-1.1730554285233592
ACH-000203,-0.8520419615024887
ACH-000204,-1.3434219518776795
ACH-000206,-1.194145708219918
ACH-000207,-1.5872619087460826
ACH-000208,-0.9521709365066034
ACH-000210,-1.23564930014872
ACH-000211,-1.0282523700170172
ACH-000215,-1.0292304002797308
ACH-000221,-1.2749566699936814
ACH-000222,-1.3258401057151048
ACH-000223,-0.9771627890457374
ACH-000226,-1.091614780454831
ACH-000227,-1.094214784196468
ACH-000228,-1.0420620953551234
ACH-000231,-0.939086751978344
ACH-000232,-1.0444558839564733
ACH-000233,-1.1732013757432158
ACH-000234,-1.2066966964079706
ACH-000235,-1.0799606448075314
ACH-000237,-1.1544332045361754
ACH-000238,-1.2236257544332634
ACH-000242,-0.8872078983041417
ACH-000243,-1.1377543748727914
ACH-000244,-1.1762563999088127
