,PPIL2 (23759)
ACH-000004,-0.7913952164133369
ACH-000005,-0.972706041340296
ACH-000007,-0.6444952096695878
ACH-000009,-0.6058495139152716
ACH-000011,-0.5169884187365317
ACH-000012,-0.7765497305798864
ACH-000013,-0.5813101680174017
ACH-000014,-0.6001370732604715
ACH-000015,-0.5748896312471833
ACH-000017,-0.6974455002377695
ACH-000018,-0.4734789257075483
ACH-000019,-0.5482792433576092
ACH-000021,-0.9132232268939641
ACH-000022,-0.4515916553219813
ACH-000025,-0.7504683614528149
ACH-000028,-0.608659849323641
ACH-000030,-0.8386136151321856
ACH-000035,-0.6210940242353408
ACH-000036,-0.8101784220866358
ACH-000037,-0.8151114512281075
ACH-000039,-0.6058781195271876
ACH-000040,-0.5400477407455698
ACH-000041,-0.6830170668216392
ACH-000042,-0.6861959781909692
ACH-000045,-0.6581772613734482
ACH-000047,-0.7358405073605717
ACH-000052,-0.6961303018896323
ACH-000053,-0.6961543755802398
ACH-000054,-0.7352711058142879
ACH-000055,-0.6185343572642911
ACH-000060,-0.764128936077386
ACH-000067,-0.5895467158196926
ACH-000070,-0.4458892228422299
ACH-000075,-0.5600838082844791
ACH-000078,-0.5722943286026885
ACH-000082,-0.7768662209713291
ACH-000085,-0.8242370064112683
ACH-000086,-0.5494264511574303
ACH-000087,-0.6688667838595297
ACH-000092,-0.789089918824968
ACH-000095,-0.5845039177796391
ACH-000097,-0.6753318988192583
ACH-000098,-0.7159871322718091
ACH-000099,-0.5413955072944625
ACH-000108,-0.5907355400315342
ACH-000113,-0.6205492734172796
ACH-000116,-0.6704963350583164
ACH-000118,-0.6623244338955339
ACH-000120,-0.5774718570461898
ACH-000123,-0.6543626513452006
ACH-000127,-0.5314787138188467
ACH-000128,-0.6955333758329356
ACH-000132,-0.7539056338034815
ACH-000133,-0.7123485997965521
ACH-000137,-0.6137376399056559
ACH-000138,-0.3222141468796165
ACH-000142,-0.7661381154762039
ACH-000143,-0.332712754908841
ACH-000146,-0.5387418293201798
ACH-000148,-0.4656646451032218
ACH-000150,-0.7341437540591492
ACH-000152,-0.518912175022457
ACH-000153,-0.4948897708351659
ACH-000159,-0.5445706867806468
ACH-000160,-0.7672308724053399
ACH-000163,-0.6304611301243721
ACH-000167,-0.9334529016016988
ACH-000168,-0.33342294179447
ACH-000169,-0.7918587981250537
ACH-000178,-0.5102464968434873
ACH-000183,-0.4221112447234924
ACH-000188,-0.5863017650528153
ACH-000189,-0.42607388644691147
ACH-000190,-0.7758440667718017
ACH-000198,-0.6462835972797342
ACH-000203,-0.8453740608289836
ACH-000204,-0.5085419286186931
ACH-000206,-0.5104423436859569
ACH-000207,-0.33791030193139865
ACH-000208,-0.5605666103025443
ACH-000210,-0.6142239171529215
ACH-000211,-0.5547303876443644
ACH-000215,-0.6354722151394491
ACH-000221,-0.798947803704412
ACH-000222,-0.6476344432612376
ACH-000223,-0.7225335524607237
ACH-000226,-0.7939110129183493
ACH-000227,-0.4867147318481117
ACH-000228,-0.7547383751756845
ACH-000231,-0.5748204805893254
ACH-000232,-0.5065522340332533
ACH-000233,-0.5996709758611851
ACH-000234,-0.5074651648050372
ACH-000235,-0.4115594246787744
ACH-000237,-0.6882187363316695
ACH-000238,-0.576220854390511
ACH-000242,-0.5909073065989988
ACH-000243,-0.5482854000268206
ACH-000244,-0.6405188507607946
ACH-000246,-0.6312050403068349
ACH-000248,-0.7016828288517745
ACH-000250,-0.5650464987023223
ACH-000251,-0.6858750766806655
ACH-000252,-1.03615292167118
ACH-000253,-0.5642217763156859
ACH-000255,-0.5820912855987027
ACH-000256,-0.7036740572322564
ACH-000257,-0.3204107307022633
ACH-000258,-0.7745207770726144
ACH-000259,-0.4240080552477157
ACH-000260,-0.7608970531425024
ACH-000261,-0.7726610690309546
ACH-000262,-0.6644412536304158
ACH-000263,-0.4435802247296787
ACH-000264,-0.7667197057271798
ACH-000265,-0.5283935872458612
ACH-000266,-0.659103199110259
ACH-000272,-0.879797203554173
ACH-000274,-0.5639917015245806
ACH-000277,-0.7469032997810744
ACH-000278,-0.8082899432645131
ACH-000279,-0.5799532735423563
ACH-000280,-0.7797367371764977
ACH-000281,-0.5895321060329243
ACH-000288,-0.5769504487658033
ACH-000291,-0.8152133154239236
ACH-000293,-0.8305443105161887
ACH-000294,-0.548644824663416
ACH-000295,-0.7059566908860982
ACH-000296,-0.4830017100306016
ACH-000302,-0.6566636495685173
ACH-000304,-0.8486672410704463
ACH-000307,-0.5881673877560462
ACH-000308,-0.7474773877617514
ACH-000310,-0.5848977227561305
ACH-000311,-0.5929063898357824
ACH-000312,-0.5372169581375039
ACH-000315,-0.8224322786064132
ACH-000316,-0.698770002376853
ACH-000317,-0.6251007377061649
ACH-000318,-0.671406149343694
ACH-000319,-0.7670083311572228
ACH-000320,-0.5914843688040172
ACH-000322,-0.5934105104390748
ACH-000323,-0.5772547713356866
ACH-000324,-0.5824829384302718
ACH-000329,-0.5799942025857313
ACH-000330,-1.0661698339294334
ACH-000331,-0.7138494789766864
ACH-000332,-0.7143619854016895
ACH-000334,-0.2146808920721068
ACH-000335,-0.5784196487202664
ACH-000336,-0.44408268365735903
ACH-000337,-0.7319263195002764
