,ADRA2A (150)
ACH-000004,-0.28301090649789684
ACH-000005,0.3565767789872386
ACH-000007,-0.047470378422031785
ACH-000009,-0.09466175918605416
ACH-000011,-0.05648901443485165
ACH-000012,-0.0965504814355925
ACH-000013,-0.029576569253466373
ACH-000014,0.16498462511452752
ACH-000015,-0.14666922062447227
ACH-000017,-0.09616600927477804
ACH-000018,-0.1979872681248005
ACH-000019,0.0016508479576793187
ACH-000021,0.08205897083699204
ACH-000022,0.042305296219613715
ACH-000025,0.06675547866308504
ACH-000028,-0.05024879277139905
ACH-000030,-0.09303233761211874
ACH-000035,-0.09429289112164924
ACH-000036,-0.13175260690267265
ACH-000037,-0.07813108679445392
ACH-000039,-0.029800127984514837
ACH-000040,0.03490437592023407
ACH-000041,0.03669788326118247
ACH-000042,-0.10012436333858712
ACH-000045,-0.01851859500265184
ACH-000047,0.03192308657479692
ACH-000052,-0.06413579302867424
ACH-000053,0.011236987123906092
ACH-000054,-0.10295546304152983
ACH-000055,0.14848860090811436
ACH-000060,-0.0750211327456183
ACH-000067,-0.2572573384866733
ACH-000070,-0.2147819466078069
ACH-000075,0.00020856606297230444
ACH-000078,-0.17702862201373867
ACH-000082,-0.07029125458469088
ACH-000085,-0.13852020381717536
ACH-000086,0.05065583144000466
ACH-000087,-0.10942116140607394
ACH-000092,-0.02842245972102665
ACH-000095,-0.17472632558911882
ACH-000097,0.008615743836642268
ACH-000098,-0.11827133759249102
ACH-000099,-0.1491385485082044
ACH-000108,-0.07066379554304597
ACH-000113,0.06729910279708214
ACH-000116,0.041393721175848525
ACH-000118,-0.06809627568750341
ACH-000120,0.04575057028869926
ACH-000123,-0.07655843773406053
ACH-000127,-0.12798556777288386
ACH-000128,-0.10553406779829967
ACH-000132,-0.08672430852616582
ACH-000133,-0.0712693115169362
ACH-000137,0.02334770410387377
ACH-000138,0.06299822526059656
ACH-000142,-0.04188925646184026
ACH-000143,0.03739919328714792
ACH-000146,-0.019381720575441512
ACH-000148,-0.17824494256909534
ACH-000150,-0.03002432147824065
ACH-000152,-0.005809056543059366
ACH-000153,-0.2839977502129544
ACH-000159,-0.13997112664816114
ACH-000160,0.13893490273595974
ACH-000163,0.0071399066190660655
ACH-000167,0.1920385756447985
ACH-000168,0.03935209452044931
ACH-000169,-0.19452731153215405
ACH-000178,-0.16071791129143606
ACH-000183,-0.03953517410486982
ACH-000188,0.18506281664556165
ACH-000189,0.08775061180986334
ACH-000190,-0.04843511404503787
ACH-000198,0.06871357605915902
ACH-000203,0.11761855398125905
ACH-000204,-0.04724297833248976
ACH-000206,0.09182219874786368
ACH-000207,-0.14868751058547394
ACH-000208,-0.04795702678999207
ACH-000210,-0.33850473480419685
ACH-000211,-0.10483386372156712
ACH-000215,-0.06593982635350204
ACH-000221,0.004030063423600397
ACH-000222,0.06304977621928487
ACH-000223,-0.052992466073009434
ACH-000226,0.00788173664664642
ACH-000227,-0.14336649806397975
ACH-000228,-0.03158975601285618
ACH-000231,-0.11850301357314262
ACH-000232,-0.02084985163613828
ACH-000233,-0.0982547971639562
ACH-000234,0.08268698595206354
ACH-000235,0.014243256515718531
ACH-000237,-0.061864813082059426
ACH-000238,-0.1314714363207922
ACH-000242,0.08188634223731549
ACH-000243,-0.0204520203224704
ACH-000244,0.004593766973208054
ACH-000246,-0.08507801274421968
ACH-000248,-0.043968153439513324
ACH-000250,-0.12892808746216955
ACH-000251,-0.03173168806151636
ACH-000252,0.0942906247177408
ACH-000253,-0.11229361450323476
ACH-000255,0.029758263370901573
ACH-000256,-0.14443854176600274
ACH-000257,-0.202816249347272
ACH-000258,-0.17916348208280744
ACH-000259,-0.06293802515232706
ACH-000260,-0.045186483793022994
ACH-000261,-0.00729852760821237
ACH-000262,-0.04918923265298288
ACH-000263,-0.2467962230854543
ACH-000264,-0.07781749440368034
ACH-000265,-0.06815712357049512
ACH-000266,0.031089735346551493
ACH-000272,0.01227924746405854
ACH-000274,-0.04918266531923348
ACH-000277,-0.08444299245366435
ACH-000278,0.019558037781673768
ACH-000279,-0.08954826660854866
ACH-000280,-0.049778049216494216
ACH-000281,-0.08434642542305194
ACH-000288,-0.13096481868727558
ACH-000291,0.05594791913335735
ACH-000293,-0.06069824398054233
ACH-000294,-0.18453099242127485
ACH-000295,0.22117534938921435
ACH-000296,0.05252629805422232
ACH-000302,-0.0592921367277996
ACH-000304,0.26909878080771626
ACH-000307,-0.15945381001725534
ACH-000308,-0.07384451356775124
ACH-000310,-0.2760454135513332
ACH-000311,-0.07541495298653468
ACH-000312,-0.11421744789125875
ACH-000315,-0.019801216142270286
ACH-000316,-0.020901780496909952
ACH-000317,0.006818196759368797
ACH-000318,0.0935805998873934
ACH-000319,-0.06424363703754278
ACH-000320,0.0681929973093366
ACH-000322,-0.17267064522972486
ACH-000323,-0.04158767056841645
ACH-000324,-0.004906832563073288
ACH-000329,-0.03897954048799883
ACH-000330,-0.031918101657696187
ACH-000331,-0.15226790113227362
ACH-000332,-0.07050864156448447
ACH-000334,-0.2134795789613646
ACH-000335,-0.06818377695352604
ACH-000336,0.019340476142923103
ACH-000337,-0.3408507196354064
ACH-000338,-0.007118905517615906
ACH-000339,-0.2038164895554697
ACH-000341,-0.034295724448507044
ACH-000348,0.0015110899241453698
ACH-000350,-0.1308212863864688
ACH-000352,-0.09683173402221948
ACH-000356,0.07394294316342405
ACH-000361,0.17289881591625966
ACH-000362,-0.01900194297221471
ACH-000363,0.04784577228698087
ACH-000364,-0.0450614479778192
ACH-000365,0.009867711263505592
ACH-000366,-0.18707901937932211
ACH-000368,-0.020851733304218842
ACH-000374,-0.053299868051026315
ACH-000375,-0.29010179264747443
ACH-000376,-0.19486613449584586
ACH-000381,0.08687009908668665
ACH-000383,-0.0681185654804621
ACH-000387,-0.07640368356421494
ACH-000389,-0.2800598473128965
ACH-000390,-0.05280543298612141
ACH-000393,0.03939042030246078
ACH-000395,-0.2627554770921686
ACH-000396,0.5387832289591209
ACH-000397,0.09235930245320237
ACH-000401,-0.2062648340543978
ACH-000402,-0.036973974477002916
ACH-000403,-0.02620176438837061
ACH-000404,-0.0411829742810499
ACH-000406,-0.1689239764001716
ACH-000407,-0.1213174883245596
ACH-000408,0.011547953070095728
ACH-000410,-0.12535402506082682
ACH-000411,-0.07692983797029741
ACH-000414,0.008915154134120983
ACH-000415,-0.12431854872152208
ACH-000416,-0.10414788725297376
ACH-000420,0.012949354345490173
ACH-000421,0.04708331629630375
ACH-000424,0.0103662912946789
ACH-000425,-0.03221179573857485
ACH-000426,0.11694314903829392
ACH-000427,-0.2042222895743874
ACH-000433,0.036865641354432085
ACH-000435,-0.19940493132034215
ACH-000436,-0.2240490760179366
ACH-000444,-0.09132475606738584
ACH-000445,-0.01443959391199756
ACH-000448,-0.025679749982751347
ACH-000450,-0.01923947894694805
ACH-000452,-0.07274271920481844
ACH-000454,-0.017744352151398704
ACH-000458,-0.0028973828211987275
ACH-000459,0.008433224545537582
ACH-000460,-0.1772057085594377
ACH-000461,-0.06857001003019156
ACH-000463,-0.1181532899321258
ACH-000464,-0.10382021587226477
ACH-000466,-0.06967316587536562
ACH-000467,-0.1734707197671018
ACH-000468,-0.042168269254746316
ACH-000469,-0.05682868844007405
ACH-000470,-0.2434223282396435
ACH-000471,-0.06443963868727089
ACH-000472,0.0011468202101438721
ACH-000473,0.02916253658663457
ACH-000475,0.029652158550909267
ACH-000476,-0.00757387162943771
ACH-000477,-0.13747562662579146
ACH-000479,-0.2765667447962975
ACH-000480,0.08888989161324322
ACH-000481,0.004238503978225131
ACH-000483,-0.014228892222838088
ACH-000484,-0.04422022129491004
ACH-000485,-0.09964342598072597
ACH-000486,-0.06530075692426393
ACH-000487,0.08271483880978843
ACH-000488,-0.08785190514569939
ACH-000490,-0.1254848893744953
ACH-000491,-0.2542753052359885
ACH-000495,-0.019455406769331524
ACH-000496,-0.12964839109899284
ACH-000499,-0.07897525903299853
ACH-000500,-0.12360234905561833
ACH-000502,0.03066304600521133
ACH-000503,-0.07150866230213923
ACH-000505,0.013414139290506057
ACH-000507,-0.044157453172255764
ACH-000510,-0.035251247396274735
ACH-000511,-0.0022766443564255874
ACH-000512,-0.17070536611104148
ACH-000516,-0.07479561868200625
ACH-000517,-0.028835065559916207
ACH-000518,-0.08503281532671163
ACH-000520,0.09688070482617904
ACH-000521,0.1414542328635297
ACH-000522,-0.038109334009896516
ACH-000524,-0.03269401903905037
ACH-000527,-0.04906449169882896
ACH-000528,-0.02080187206844696
ACH-000537,-0.034469767595307614
ACH-000541,-0.049351554184322514
ACH-000542,-0.07777831642853175
ACH-000544,-0.1021459730637675
ACH-000545,0.057109963672812625
ACH-000547,-0.02401774141103528
ACH-000548,0.026928317482697302
ACH-000549,-0.12292950616011608
ACH-000550,-0.11512106326321743
ACH-000552,0.07864396505357885
ACH-000556,-0.035203253438009174
ACH-000557,-0.042420943264414084
ACH-000569,0.07824738610194734
ACH-000570,-0.13104909826657304
ACH-000571,-0.018885895214693638
ACH-000573,-0.14496502732287056
ACH-000576,0.07153779043495523
ACH-000579,-0.0953484388005322
ACH-000580,-0.019789036559722268
ACH-000584,-0.101460063295155
ACH-000585,-0.08004224632102586
ACH-000588,0.03725190271565547
ACH-000589,0.03619250342459458
ACH-000591,-0.11656043497045698
ACH-000593,-0.12044349958341373
ACH-000600,-0.1215087327988727
ACH-000601,0.025803289899268462
ACH-000605,-0.13969674370420868
ACH-000606,-0.08241112625172599
ACH-000608,-0.026897710236869245
ACH-000614,0.11315843252136094
ACH-000616,0.12332257488583565
ACH-000618,0.05031563148408688
ACH-000619,-0.02548907716303816
ACH-000620,-0.020379265983414756
ACH-000621,0.0121862329610064
ACH-000622,-0.24564727442096665
ACH-000623,-0.13294419613268982
ACH-000624,0.007919622080333151
ACH-000627,-0.07877770733815459
ACH-000630,0.011899266829645429
ACH-000631,-0.31790375747538124
ACH-000632,0.01177610492651019
ACH-000633,-0.0381409904018429
ACH-000637,0.03265465171576267
ACH-000638,-0.14112238273172198
ACH-000646,0.06718127925312778
ACH-000647,-0.03753630601642202
ACH-000648,-0.11297845665316485
ACH-000649,-0.00024561461572523833
ACH-000651,-0.19690563768968675
ACH-000652,0.1056156676942744
ACH-000653,-0.05497629557774848
ACH-000657,0.00038879685158158857
ACH-000658,0.12612061253919538
ACH-000661,-0.2494524159221265
ACH-000662,-0.12211155013042214
ACH-000663,0.02162102643952522
ACH-000665,0.03452643854989885
ACH-000671,-0.12343062931205527
ACH-000672,-0.14126733607297093
ACH-000673,-0.11026011746374273
ACH-000676,-0.18719649836758
ACH-000677,-0.05017112053779863
ACH-000681,0.08129271091731449
ACH-000683,-0.08445400616497889
ACH-000684,-0.01826883407757066
ACH-000688,-0.07149310283370748
ACH-000693,0.11782215381763725
ACH-000694,-0.020276748252628818
