,GGCT (79017)
ACH-000004,0.04711877802480914
ACH-000005,-0.14923931121736067
ACH-000007,-0.004742792524561217
ACH-000009,-0.14061025857316706
ACH-000011,-0.16576660779761304
ACH-000012,-0.09531333870302804
ACH-000013,-0.04009216375136634
ACH-000014,-0.251824692824142
ACH-000015,-0.057308702005005124
ACH-000017,-0.14480632653244205
ACH-000018,-0.23359343646634245
ACH-000019,-0.09310711952319473
ACH-000021,-0.12694392544325114
ACH-000022,-0.17150699489663654
ACH-000025,0.026852355830087517
ACH-000028,0.014188857428828031
ACH-000030,-0.018948375119811633
ACH-000035,-0.1625183281949683
ACH-000036,-0.08703399662353488
ACH-000037,-0.10104985397342586
ACH-000039,-0.18738381195017514
ACH-000040,-0.03855813301478425
ACH-000041,-0.3544382446787773
ACH-000042,-0.1319839353753681
ACH-000045,-0.1353905866146494
ACH-000047,-0.2365951831399021
ACH-000052,-0.030368318292742582
ACH-000053,-0.1980399254834169
ACH-000054,-0.08416534963526863
ACH-000055,-0.19878347540707755
ACH-000060,-0.15995237073119306
ACH-000067,-0.15039858750681567
ACH-000070,-0.08480629850657463
ACH-000075,-0.03778996588479072
ACH-000078,-0.1357301205448904
ACH-000082,-0.21117455995657292
ACH-000085,-0.046470264325124265
ACH-000086,0.015799746439265606
ACH-000087,-0.26047714857299153
ACH-000092,-0.05467079517671773
ACH-000095,-0.14576750933817448
ACH-000097,-0.17160144488444445
ACH-000098,-0.12218156425544867
ACH-000099,-0.13790462606395135
ACH-000108,-0.24280836913453716
ACH-000113,0.008001549452797409
ACH-000116,-0.16380232358239652
ACH-000118,0.026477945801627042
ACH-000120,-0.05709491171883374
ACH-000123,-0.16594281387037393
ACH-000127,-0.06185465554889294
ACH-000128,-0.1016809801973646
ACH-000132,0.013937114500502291
ACH-000133,-0.34360820644335954
ACH-000137,-0.10526172794503656
ACH-000138,-0.07051465697232209
ACH-000142,-0.137656637834894
ACH-000143,-0.05557653670374002
ACH-000146,-0.07099524991417493
ACH-000148,-0.1850930324801174
ACH-000150,-0.04484079767554525
ACH-000152,-0.14304442155175795
ACH-000153,-0.15493628436165166
ACH-000159,-0.17585830055767182
ACH-000160,0.040742530696099837
ACH-000163,-0.04375731011130871
ACH-000167,0.16877296557541685
ACH-000168,-0.20593621519439476
ACH-000169,-0.039577731594169566
ACH-000178,-0.09431632586353172
ACH-000183,-0.2561947395891861
ACH-000188,-0.13124178905294911
ACH-000189,-0.26186581423116584
ACH-000190,-0.05650949544453299
ACH-000198,-0.10866161832836636
ACH-000203,-0.23697552011920955
ACH-000204,-0.0068091139435623865
ACH-000206,-0.0390492207392552
ACH-000207,-0.14166591777485385
ACH-000208,-0.012687252769300146
ACH-000210,-0.3555225317944485
ACH-000211,-0.11984559558226753
ACH-000215,0.017459260815332868
ACH-000221,0.05959574083514772
ACH-000222,-0.16304336361857702
ACH-000223,-0.09359655632690382
ACH-000226,-0.06479115441645067
ACH-000227,-0.20213084028715755
ACH-000228,0.019546419540565973
ACH-000231,-0.2154269491331077
ACH-000232,-0.23862630785619374
ACH-000233,-0.09995139584583733
ACH-000234,-0.21927137731715224
ACH-000235,-0.19241159254923856
ACH-000237,-0.0011758679157130036
ACH-000238,0.07881653151935115
ACH-000242,-0.2504798886459553
ACH-000243,-0.06344610102290836
ACH-000244,-0.09543592620743388
ACH-000246,-0.14369480298921505
ACH-000248,-0.0292550363603746
ACH-000250,-0.1134359393293716
ACH-000251,-0.0393901314894181
ACH-000252,-0.18716266560662476
ACH-000253,-0.09581511861699372
ACH-000255,-0.12828013119927975
ACH-000256,-0.07882243680707808
ACH-000257,-0.28099774156841456
ACH-000258,-0.20359162286992688
ACH-000259,-0.1290688567868534
ACH-000260,-0.11216426282277517
ACH-000261,-0.10858621983360923
ACH-000262,-0.09013526634542772
ACH-000263,-0.1956200480494253
ACH-000264,-0.0903228676450255
ACH-000265,-0.1159646655185768
ACH-000266,-0.17689375436506855
ACH-000272,-0.20680739991023
ACH-000274,-0.016046968869284854
ACH-000277,0.09847947262199253
ACH-000278,-0.04542909688212815
ACH-000279,-0.26185960700380834
ACH-000280,-0.1276702146243099
ACH-000281,-0.29733203075101233
ACH-000288,-0.19121650387488826
ACH-000291,-0.15547435047904795
ACH-000293,-0.2575757206699098
ACH-000294,-0.17264062914778824
ACH-000295,-0.09036931828114912
ACH-000296,-0.17471146015150296
ACH-000302,-0.02427312874147788
ACH-000304,-0.020634498635346388
ACH-000307,-0.1054249637800499
ACH-000308,-0.10922345110972413
ACH-000310,-0.10499655016863556
ACH-000311,-0.08718339324109743
ACH-000312,-0.09686888275904927
ACH-000315,-0.0485268848482739
ACH-000316,-0.10677372578685623
ACH-000317,0.13310823262885949
ACH-000318,0.00291668163856012
ACH-000319,-0.09855534098172826
ACH-000320,-0.15372594599514086
ACH-000322,-0.13701164114961098
ACH-000323,-0.05162202273894413
ACH-000324,-0.06519308377283374
ACH-000329,0.010804082817570513
ACH-000330,-0.035840230037823086
ACH-000331,0.00457032344336489
ACH-000332,-0.10316913635513933
ACH-000334,-0.16202066135401308
ACH-000335,-0.1690317277835055
ACH-000336,-0.010036062788196028
ACH-000337,-0.08937905413485481
ACH-000338,-0.2344119062489453
ACH-000339,-0.09783452147351453
ACH-000341,-0.12473074024081687
ACH-000348,-0.07414152014441247
ACH-000350,-0.1549639207529085
ACH-000352,-0.06454030122099495
ACH-000356,-0.19577314273499552
ACH-000361,-0.10804796717424603
ACH-000362,-0.2257832447610903
ACH-000363,-0.11404185280279877
ACH-000364,0.02147936063395231
ACH-000365,-0.17899670116356142
ACH-000366,-0.01366600199168456
ACH-000368,-0.11594904812153806
ACH-000374,-0.12578731001287782
ACH-000375,-0.07983016142940873
ACH-000376,-0.18713783388925986
ACH-000381,0.031451895410571085
ACH-000383,-0.15793579499831725
ACH-000387,-0.11283096028424335
ACH-000389,-0.062134717389871585
ACH-000390,-0.2811111100689132
ACH-000393,-0.17952444661962424
ACH-000395,0.026594637148927302
ACH-000396,-0.38190633415462377
ACH-000397,-0.11475970376461155
ACH-000401,-0.252743199877671
ACH-000402,-0.2812428142822306
ACH-000403,-0.2432125179456267
ACH-000404,-0.1942774385363596
ACH-000406,-0.09729307795053876
ACH-000407,-0.15625730538979185
ACH-000408,-0.09262294040514818
ACH-000410,-0.07653379621726858
ACH-000411,-0.06854993461255238
ACH-000414,-0.061273474689208976
ACH-000415,-0.21846656720222135
ACH-000416,-0.1086900206320736
ACH-000420,-0.06600837026226095
ACH-000421,-0.1652307827352394
ACH-000424,-0.035272974129673805
ACH-000425,-0.06512341526506217
ACH-000426,-0.26113409671897964
ACH-000427,0.0010907634435808014
ACH-000433,0.025957371493363832
ACH-000435,0.2983488057313912
ACH-000436,0.013636765996755442
ACH-000444,-0.057745458643568115
ACH-000445,-0.018000240965786913
ACH-000448,-0.18224054559238145
ACH-000450,-0.12425862328010727
ACH-000452,-0.030057790504577717
ACH-000454,-0.12862669276842914
ACH-000458,0.06398940094577969
ACH-000459,0.08029361219885896
ACH-000460,-0.10339039004311447
ACH-000461,-0.08440729199195496
ACH-000463,-0.10429501245881813
ACH-000464,-0.1061792890194569
ACH-000466,-0.05216829624418985
ACH-000467,-0.10052126006875313
ACH-000468,-0.07732675238576145
ACH-000469,-0.0900087901051257
ACH-000470,-0.3846995535522801
ACH-000471,-0.2492757543218887
ACH-000472,-0.21313594823272866
ACH-000473,-0.09301419335127932
ACH-000475,-0.12539429837238916
ACH-000476,-0.06410121519809152
ACH-000477,-0.14504057535901727
ACH-000479,-0.3195865774490144
ACH-000480,-0.10795612103320207
ACH-000481,-0.2274657448031015
ACH-000483,-0.13560712676113465
ACH-000484,-0.1980763413014611
ACH-000485,-0.1319633398305929
ACH-000486,-0.08987497946408789
ACH-000487,-0.13712784568599248
ACH-000488,0.0340164031230627
ACH-000490,-0.18318761483859305
ACH-000491,-0.2774383525777052
ACH-000495,-0.11189681553956146
ACH-000496,-0.2561708629657418
ACH-000499,0.034084741685676434
ACH-000500,0.2106740763915451
ACH-000502,-0.08506315027338855
ACH-000503,-0.270083789634344
ACH-000505,-0.04016527376068317
ACH-000507,-0.15432284122800455
ACH-000510,0.0024161180148782532
ACH-000511,-0.00730859840400251
ACH-000512,0.12928518654176574
ACH-000516,-0.19859896295632345
ACH-000517,-0.12905082826149078
ACH-000518,-0.2237604449545875
ACH-000520,-0.05498350878649535
ACH-000521,-0.09606600830905652
ACH-000522,-0.325211147769138
ACH-000524,-0.1459328050475213
ACH-000527,-0.13076248190698425
ACH-000528,-0.10168179712430564
ACH-000537,-0.1215307302222412
ACH-000541,0.07879364823434129
ACH-000542,-0.1263323330503726
ACH-000544,-0.07809542906583561
ACH-000545,-0.07148683357260842
ACH-000547,-0.31072093143528806
ACH-000548,-0.019571268451956333
ACH-000549,-0.269815281632317
ACH-000550,-0.2307884849468751
ACH-000552,0.09198330722913704
ACH-000556,-0.015329569212916963
ACH-000557,-0.2454130622844501
ACH-000569,-0.05770760446500332
ACH-000570,-0.0024026437303542856
ACH-000571,-0.11157640904728763
ACH-000573,-0.11085550791876322
ACH-000576,-0.07721257395971802
ACH-000579,-0.15214500585014967
ACH-000580,-0.14458514523348218
ACH-000584,-0.12685835550027538
ACH-000585,-0.14027202189608592
ACH-000588,-0.27732363341104266
ACH-000589,-0.17360792428062316
ACH-000591,-0.1428401455577751
ACH-000593,-0.0575282515411997
ACH-000600,-0.11099861212657977
ACH-000601,-0.04012802858744659
ACH-000605,-0.21814958203064874
ACH-000606,-0.01907453055951128
ACH-000608,-0.1845979952819446
ACH-000614,-0.0852080590914281
ACH-000616,-0.1058143908316998
ACH-000618,-0.10458308842526827
ACH-000619,-0.04844766008447962
ACH-000620,-0.05167382707019723
ACH-000621,-0.09319978054439412
ACH-000622,-0.17313167110433933
ACH-000623,-0.141220038867614
ACH-000624,-0.057645591801422175
ACH-000627,-0.14485600014319186
ACH-000630,-0.16780170523666338
ACH-000631,-0.4598639210906676
ACH-000632,-0.09609141985953973
ACH-000633,-0.2959834888283169
ACH-000637,-0.05134412728402082
ACH-000638,-0.08759416204156067
ACH-000646,0.014990468090076097
ACH-000647,-0.1269149931670081
ACH-000648,-0.02131690771177794
ACH-000649,-0.12592021241388174
ACH-000651,-0.16281371496459604
ACH-000652,-0.15346429203989434
ACH-000653,-0.09885840892277596
ACH-000657,-0.0983939792138781
ACH-000658,-0.272422250487432
ACH-000661,-0.12502954704255548
ACH-000662,0.08710319905933013
ACH-000663,-0.07450703530197599
ACH-000665,-0.01849193369845591
ACH-000671,-0.0715895780063178
ACH-000672,0.0033947269555645487
ACH-000673,-0.1811544797185855
ACH-000676,-0.09664321785199544
ACH-000677,-0.12342533408446946
ACH-000681,-0.06700554291305437
ACH-000683,-0.06899941709245908
ACH-000684,-0.3704682686709984
ACH-000688,-0.06510129604579314
ACH-000693,-0.10252672571760776
ACH-000694,0.033238591714262355
ACH-000695,-0.21414041042212534
ACH-000696,0.007535844349625265
ACH-000697,0.0008748571829028257
ACH-000699,-0.08899577685760557
ACH-000701,-0.09899608982105104
ACH-000706,-0.0017858784659213007
ACH-000711,-0.1544790097509687
ACH-000713,-0.3430298508983836
ACH-000714,-0.16985001514423298
ACH-000718,-0.1938045448298321
ACH-000720,-0.04221580162147455
ACH-000721,-0.09438862715798288
ACH-000724,-0.0006063356054542804
ACH-000725,0.013716998259936731
ACH-000732,0.044992956507098586
ACH-000734,-0.0396471544084551
ACH-000735,-0.0440062542451863
ACH-000736,-0.04172571725427728
ACH-000738,-0.1698942574235568
ACH-000746,-0.05201872148816112
ACH-000747,-0.01527207046459534
ACH-000748,-0.12922434106700284
ACH-000753,-0.08482757444148901
ACH-000756,0.10830340175123446
ACH-000757,0.05061278653257484
ACH-000758,-0.18652287697552736
ACH-000760,-0.1820280170649754
ACH-000762,-0.2052206040191326
ACH-000763,-0.3890955069979268
ACH-000764,0.10749044168830406
ACH-000765,-0.05467343679796763
ACH-000766,-0.06774865794807111
ACH-000767,-0.006813482254628189
ACH-000768,-0.09900996016951202
ACH-000769,-0.01380566005869633
ACH-000770,-0.12920519296973865
ACH-000771,-0.23994640036467224
ACH-000773,-0.15271157163288926
ACH-000776,-0.12949487535114235
ACH-000777,-0.18385050065875605
ACH-000778,-0.053648279217615114
ACH-000781,-0.14516772827800062
ACH-000782,-0.059475011721372824
ACH-000783,-0.1349882035538535
ACH-000784,-0.0474365059041895
ACH-000785,-0.13635219841518836
ACH-000787,-0.03724392904153077
ACH-000788,-0.1034843923333341
ACH-000791,-0.058467515730496425
ACH-000792,-0.07124028863666472
ACH-000794,-0.1280807894725095
ACH-000796,-0.18450274200915406
ACH-000798,-0.13646811566877992
ACH-000799,-0.20726817772247094
ACH-000800,-0.13557124135821486
ACH-000802,0.07985617374746425
ACH-000804,0.09309001994772167
ACH-000805,0.01888171205772037
ACH-000809,-0.034427227635104404
ACH-000810,0.12511176075303634
ACH-000811,-0.2652321711139717
ACH-000817,-0.1416703593933035
ACH-000819,-0.16410210247942497
ACH-000820,0.2851017365071518
ACH-000821,-0.2952757874462033
ACH-000822,-0.14550406187221604
ACH-000823,-0.22421561466320025
ACH-000824,-0.1571314428922479
ACH-000827,-0.07645224181111117
ACH-000829,-0.24526893435328706
ACH-000831,-0.006491935784105518
ACH-000832,-0.045178137341133406
ACH-000833,-0.11168718434291673
ACH-000834,-0.08088786643565284
ACH-000835,-0.07836324010952883
ACH-000836,-0.1258060606281392
ACH-000837,-0.34329893500626657
ACH-000838,-0.14435449363388295
ACH-000839,-0.06294078021489694
ACH-000840,0.008849653398907073
ACH-000841,-0.11182774779843492
ACH-000843,-0.11967581052483142
ACH-000846,0.07973360888668793
ACH-000847,-0.3822322032182156
ACH-000848,-0.060754384190459775
ACH-000849,-0.11370168388731346
ACH-000851,0.060335302331243276
ACH-000855,-0.01742336031443957
ACH-000856,-0.14355690576938754
ACH-000858,-0.09171384812893453
ACH-000859,-0.057816099190222216
ACH-000861,-0.03660316702007998
ACH-000862,-0.050460976730896806
ACH-000865,-0.10431503088525072
ACH-000866,-0.2031927916557656
ACH-000867,-0.11456877281102112
ACH-000869,-0.10356914964552057
ACH-000872,-0.07908661489379375
ACH-000873,-0.2134533557847492
ACH-000876,-0.08286779135317597
ACH-000878,0.09869765819691466
ACH-000880,-0.14604955244065046
ACH-000881,-0.27709839770804445
ACH-000882,-0.12043483413553302
ACH-000884,-0.11974341478253052
ACH-000885,-0.1546632388757493
