,GGCT (79017)
ACH-000887,-0.046989516901177315
ACH-000889,-0.1423115113043346
ACH-000896,-0.2965808428951035
ACH-000898,-0.1420479320739792
ACH-000900,-0.13699542089272973
ACH-000901,-0.2041989152600174
ACH-000905,-0.16066060988060665
ACH-000906,-0.13942268765909516
ACH-000907,-0.16834984478311088
ACH-000910,-0.06742130309001503
ACH-000911,-0.3123197615621856
ACH-000912,-0.09481266513787832
ACH-000913,-0.10345216323244014
ACH-000915,-0.14246659613713816
ACH-000916,-0.017652901572794068
ACH-000917,-0.20636908614829136
ACH-000920,-0.2458845923876201
ACH-000921,-0.12295947782524493
ACH-000924,0.020483474081685226
ACH-000926,-0.036153873512566916
ACH-000928,0.07863450884414122
ACH-000929,-0.11906564894063235
ACH-000932,-0.08418354525389443
ACH-000935,-0.2952027707920042
ACH-000936,-0.08286695545165218
ACH-000937,-0.08994936760973644
ACH-000938,-0.14429669137005824
ACH-000939,0.023550317809688814
ACH-000941,-0.0016929210104315493
ACH-000943,-0.08383564179636517
ACH-000946,-0.02798040845240293
ACH-000947,-0.21735165112933785
ACH-000948,-0.1053941854004101
ACH-000950,-0.3310035736594532
ACH-000953,-0.018132389424102575
ACH-000954,0.07045021587905508
ACH-000957,-0.10700678165208073
ACH-000958,-0.09597985810265146
ACH-000960,-0.08135531269630243
ACH-000963,0.008288385061489163
ACH-000968,-0.02264351925491339
ACH-000969,-0.33582312597749864
ACH-000972,-0.13652419135010466
ACH-000973,-0.11720331324528292
ACH-000974,-0.2892981532448336
ACH-000978,0.09580019648166307
ACH-000984,-0.17782827328537792
ACH-000986,-0.05845597919828582
ACH-000988,0.0047353707337119385
ACH-000993,-0.18717457573556626
ACH-000994,-0.06785468835751683
ACH-000996,-0.045420147776197656
ACH-001001,-0.09994725938522954
ACH-001020,-0.13324144662280976
ACH-001028,-0.1873374542746717
ACH-001031,-0.23730615876531666
ACH-001038,-0.05105523111007695
ACH-001048,-0.15273306965516947
ACH-001050,-0.03580141056174547
ACH-001053,0.01917825789905513
ACH-001054,-0.08314658096966791
ACH-001061,-0.02280630869477587
ACH-001067,-0.19615356124479408
ACH-001075,-0.15301908019831847
ACH-001096,0.009895002931020969
ACH-001111,-0.10749739073751884
ACH-001119,0.04898393554075891
ACH-001128,-0.14037496476039446
ACH-001134,-0.12932540018281774
ACH-001151,-0.09675975364894844
ACH-001163,-0.146305280655201
ACH-001164,-0.028311538552465192
ACH-001183,-0.13840889266601802
ACH-001192,-0.2570191733460744
ACH-001193,-0.1574880670822145
ACH-001196,-0.13505615264007104
ACH-001197,0.0009654021096404324
ACH-001205,-0.1480399018342932
ACH-001211,-0.05375197275653696
ACH-001212,-0.1614334416739291
ACH-001228,-0.1202682306715282
ACH-001232,-0.2149202914460933
ACH-001239,-0.10794109120213724
ACH-001270,-0.023673846268682568
ACH-001274,-0.14281724734731333
ACH-001275,-0.2783589678374998
ACH-001277,-0.16272253741032408
ACH-001278,-0.2634593299024584
ACH-001280,-0.10254987318604436
ACH-001283,-0.2676202690070948
ACH-001289,-0.11027047364280802
ACH-001300,-0.17881660848434844
ACH-001301,-0.12671603177203744
ACH-001302,0.025294807589681254
ACH-001306,-0.18959477632227656
ACH-001318,-0.26585331390458
ACH-001322,-0.17625445952828767
ACH-001328,-0.10564659782422027
ACH-001332,-0.18777954618091008
ACH-001336,0.005412468357508485
ACH-001346,-0.06048213790797592
ACH-001353,-0.13112898797165135
ACH-001354,0.09505249522921387
ACH-001367,-0.035200776614765776
ACH-001368,-0.12924473029363748
ACH-001374,-0.1081719552571281
ACH-001377,-0.16561972634948158
ACH-001380,-0.1629918037856167
ACH-001391,-0.17786392295336234
ACH-001408,-0.07977579204550787
ACH-001430,-0.27124122919219346
ACH-001431,-0.3813416209316525
ACH-001450,-0.2300220532068717
ACH-001496,0.06340134712638602
ACH-001500,-0.008356626890852613
ACH-001523,-0.1926373451460623
ACH-001532,-0.1815638526755204
ACH-001550,-0.0013479863260717556
ACH-001552,-0.2246121108609388
ACH-001554,-0.0837440508967213
ACH-001654,-0.24079660372362754
ACH-001735,-0.049513189522150745
ACH-001736,-0.06221283025210286
ACH-001737,-0.3019134612053161
ACH-001740,-0.03838984844951205
ACH-001745,-0.04720329492307456
ACH-001765,-0.01244949024528303
