,PTGES2 (80142)
ACH-000004,-0.09261662153977422
ACH-000005,0.061067945585253226
ACH-000007,-0.30242057542633805
ACH-000009,-0.2503739373269612
ACH-000011,-0.24857502905729706
ACH-000012,-0.2342909366052035
ACH-000013,-0.3613919672324645
ACH-000014,-0.07951821877283309
ACH-000015,-0.29081914806169656
ACH-000017,-0.09419599991222598
ACH-000018,-0.3404587445455813
ACH-000019,-0.3729405077031308
ACH-000021,-0.34754927683968384
ACH-000022,-0.20433936555832047
ACH-000025,-0.285514180507353
ACH-000028,-0.1345408438642176
ACH-000030,-0.12298848942481785
ACH-000035,-0.16539208246772955
ACH-000036,-0.0514151974069767
ACH-000037,-0.2127970138767857
ACH-000039,-0.07181378041324002
ACH-000040,-0.2975959657382367
ACH-000041,-0.21742365422315893
ACH-000042,-0.18763115991691628
ACH-000045,-0.07289890905068351
ACH-000047,-0.2461766022085585
ACH-000052,-0.1876722924649848
ACH-000053,-0.12303045455170875
ACH-000054,-0.2860969962885082
ACH-000055,-0.21720502151038173
ACH-000060,-0.326652877512089
ACH-000067,-0.15453976180425308
ACH-000070,-0.3228275551966953
ACH-000075,-0.17754057671119794
ACH-000078,-0.1109522650625517
ACH-000082,-0.2764110360814069
ACH-000085,-0.2185338636632564
ACH-000086,-0.3708664968250873
ACH-000087,-0.2981932452903846
ACH-000092,-0.08273791385277646
ACH-000095,-0.20419246372233066
ACH-000097,-0.3761998401241479
ACH-000098,-0.13867057535544636
ACH-000099,-0.1411976563928993
ACH-000108,-0.2940066852683875
ACH-000113,-0.17030580295929845
ACH-000116,-0.2280752579127229
ACH-000118,-0.2983664690424189
ACH-000120,-0.3335817017053689
ACH-000123,-0.013933370781653165
ACH-000127,-0.13220197919851515
ACH-000128,-0.15644037066096733
ACH-000132,-0.18083795120394555
ACH-000133,-0.2679362068363304
ACH-000137,-0.16248548586537254
ACH-000138,-0.2523909458936188
ACH-000142,-0.2140118410765944
ACH-000143,-0.12884718892994548
ACH-000146,-0.0654378369621583
ACH-000148,-0.2415776149694231
ACH-000150,-0.6376019184361782
ACH-000152,-0.24541874023011065
ACH-000153,0.15114377468405693
ACH-000159,-0.1037840333036726
ACH-000160,-0.1279821312127944
ACH-000163,-0.23315893458632256
ACH-000167,-0.2650938282145137
ACH-000168,-0.06729330819404931
ACH-000169,-0.28996506354164714
ACH-000178,-0.2307552760214157
ACH-000183,-0.2151963800159668
ACH-000188,-0.3531240893405565
ACH-000189,-0.43085126616458025
ACH-000190,-0.2736998286081097
ACH-000198,-0.13667462426924282
ACH-000203,-0.19694448110338156
ACH-000204,-0.15911078955934888
ACH-000206,-0.05331387891073325
ACH-000207,-0.11256085190472352
ACH-000208,-0.1424900868683309
ACH-000210,-0.1620789462896731
ACH-000211,-0.21882153021241327
ACH-000215,-0.22310734792346693
ACH-000221,-0.10318834520338342
ACH-000222,-0.1496845899416849
ACH-000223,-0.08552617158119769
ACH-000226,-0.2225880266086712
ACH-000227,-0.2148244806537931
ACH-000228,-0.07491967592982944
ACH-000231,-0.1326844253334273
ACH-000232,-0.13089529236364594
ACH-000233,-0.07711627434634409
ACH-000234,-0.238017208872745
ACH-000235,-0.269502908068504
ACH-000237,-0.2377777471880265
ACH-000238,-0.2840488509433657
ACH-000242,-0.35431886222393
ACH-000243,-0.20457055033323132
ACH-000244,-0.21950118219312453
ACH-000246,-0.22057697266539425
ACH-000248,-0.2811894029589123
ACH-000250,-0.17498152580576656
ACH-000251,0.06716531992659656
ACH-000252,-0.17165883655286646
ACH-000253,-0.17083573593161647
ACH-000255,-0.3768567678741257
ACH-000256,-0.259620383121536
ACH-000257,-0.2166513868842102
ACH-000258,-0.1440375919529858
ACH-000259,-0.3069515937756597
ACH-000260,-0.2206592949805384
ACH-000261,-0.1885277770983708
ACH-000262,-0.2885509225946154
ACH-000263,-0.3992658705233246
ACH-000264,-0.14765723108445394
ACH-000265,-0.2056668527137864
ACH-000266,-0.2546860218580347
ACH-000272,-0.1980685133281344
ACH-000274,-0.2839527837576003
ACH-000277,-0.41366956501086055
ACH-000278,-0.09956566678902593
ACH-000279,-0.08960244916276089
ACH-000280,-0.20513606355002006
ACH-000281,-0.019634806829726563
ACH-000288,-0.09867679443309647
ACH-000291,-0.11871061502025755
ACH-000293,-0.17540427367102004
ACH-000294,-0.03945589552341279
ACH-000295,-0.15507803312943322
ACH-000296,0.06189809182626374
ACH-000302,-0.08810445156118728
ACH-000304,-0.2284950436939399
ACH-000307,-0.13338470691613624
ACH-000308,-0.2026188760993689
ACH-000310,0.06162195420588816
ACH-000311,-0.20387110711173176
ACH-000312,-0.3438463580633525
ACH-000315,-0.23156118399589645
ACH-000316,-0.4053205613854201
ACH-000317,-0.058054916226883135
ACH-000318,-0.1494606118798968
ACH-000319,-0.06480177203766753
ACH-000320,-0.3444340869955551
ACH-000322,-0.04220361320608073
ACH-000323,-0.05059275431733303
ACH-000324,-0.1559182782534176
ACH-000329,-0.15309422252969673
ACH-000330,-0.11548397935934818
ACH-000331,-0.2142530227739084
ACH-000332,-0.16652494469702267
ACH-000334,-0.14988312176869056
ACH-000335,-0.2659203116409567
ACH-000336,-0.21620421464565706
ACH-000337,-0.4563092504072622
ACH-000338,0.2256021565624398
ACH-000339,-0.11564681267751538
ACH-000341,-0.2597948572189464
ACH-000348,-0.3109108703812994
ACH-000350,-0.2025999199014119
ACH-000352,-0.2307656395589901
ACH-000356,-0.16038423866783771
ACH-000361,-0.13275299805669866
ACH-000362,-0.04922944940460114
ACH-000363,-0.1648092275541486
ACH-000364,-0.3144455630691811
ACH-000365,-0.10812546140552236
ACH-000366,-0.2402124871991602
ACH-000368,0.03374475717848182
ACH-000374,-0.1603687255020652
ACH-000375,-0.2304477370605696
ACH-000376,-0.16441381079010153
ACH-000381,-0.10522322870191794
ACH-000383,-0.25112555636502754
ACH-000387,-0.16846696878000886
ACH-000389,-0.2010646772616514
ACH-000390,-0.15259966426976054
ACH-000393,-0.2450090757959271
ACH-000395,-0.23181952935799224
ACH-000396,-0.1303096365185427
ACH-000397,-0.07280496729342535
ACH-000401,-0.19093834291561226
ACH-000402,0.1728933097007323
ACH-000403,-0.19511880256820294
ACH-000404,-0.2004028018259484
ACH-000406,-0.11656367897742875
ACH-000407,-0.20223525948517812
