,LTV1 (84946)
ACH-000632,-0.7441531590312632
ACH-000633,-0.35930109870595384
ACH-000637,-0.6063503880033341
ACH-000638,-0.5056267840044774
ACH-000646,-0.6465337631360596
ACH-000647,-0.6619702659173419
ACH-000648,-0.6541982675523679
ACH-000649,-0.7523200633275716
ACH-000651,-0.6452509626392048
ACH-000652,-0.6794375300918659
ACH-000653,-0.8051356012532409
ACH-000657,-0.7213415392471569
ACH-000658,-0.6370834424107981
ACH-000661,-0.5730565009265953
ACH-000662,-0.4825275672648489
ACH-000663,-0.8345668209783793
ACH-000665,-0.6084071983029545
ACH-000671,-0.6571069299076295
ACH-000672,-0.3903728000850816
ACH-000673,-0.6604500364019209
ACH-000676,-0.6129889754577299
ACH-000677,-0.7212342163161368
ACH-000681,-0.8546066887347755
ACH-000683,-0.6398314803055363
ACH-000684,-0.7789048281401166
ACH-000688,-0.7169055100600769
ACH-000693,-0.6769600795387215
ACH-000694,-0.6330638981124419
ACH-000695,-0.7831866198797153
ACH-000696,-0.8067035791400415
ACH-000697,-0.7100350123480603
ACH-000699,-0.5800987268382252
ACH-000701,-0.845145785237973
ACH-000706,-0.7268829488550173
ACH-000711,-0.5954095513638761
ACH-000713,-0.5897506477265962
ACH-000714,-0.4272490122863977
ACH-000718,-0.5355115923631069
ACH-000720,-0.6133943245475483
ACH-000721,-0.7525943102984791
ACH-000724,-0.4573598228073291
ACH-000725,-0.9907775584783785
ACH-000732,-0.7136342239086354
ACH-000734,-0.5855773105109302
ACH-000735,-0.6461589399155868
ACH-000736,-0.479688464361294
ACH-000738,-0.631381935172417
ACH-000746,-0.7112146715075573
ACH-000747,-0.6586216487610586
ACH-000748,-0.8173107571509048
ACH-000753,-0.5858034047850756
ACH-000756,-1.0000065274820895
ACH-000757,-0.749764029476417
ACH-000758,-0.6230093701132413
ACH-000760,-0.7406384088072677
ACH-000762,-0.5204457499509746
ACH-000763,-0.8875592795779531
ACH-000764,-0.7162846927399786
ACH-000765,-0.8594408875239008
ACH-000766,-0.6672216483699952
ACH-000767,-0.6218598090911643
ACH-000768,-0.6677013777903913
ACH-000769,-0.7631065853052686
ACH-000770,-0.6992634583860311
ACH-000771,-0.564624411019088
ACH-000773,-0.5789486639337181
ACH-000776,-0.6304110303314725
ACH-000777,-0.7605595939410984
ACH-000778,-0.7360936796430148
ACH-000781,-0.7175054914045321
ACH-000782,-0.5878673850088423
ACH-000783,-0.6942757744906294
ACH-000784,-0.7124092882065703
ACH-000785,-0.6990779581747228
ACH-000787,-0.6705394775510664
ACH-000788,-0.7799061910024342
ACH-000791,-0.7871777367838267
ACH-000792,-0.5362736993130814
ACH-000794,-0.6075308767131931
ACH-000796,-0.5983871804189581
ACH-000798,-0.7651567650127593
ACH-000799,-0.7204986976114061
ACH-000800,-0.5545734554058226
ACH-000802,-0.6292906868381413
ACH-000804,-0.5966541954192547
ACH-000805,-0.7662749866553943
ACH-000809,-0.6334857535874137
ACH-000810,-0.7641516936062299
ACH-000811,-0.6376898810604887
ACH-000817,-0.6332656273750926
ACH-000819,-0.7027646041928447
ACH-000820,-0.7565808520512521
ACH-000821,-0.6318168227917952
ACH-000822,-0.5243330126605186
ACH-000823,-0.6653729231438744
ACH-000824,-0.63446031592946
ACH-000827,-0.6678350634624072
ACH-000829,-0.661033838016368
ACH-000831,-0.4614417876524922
ACH-000832,-0.5708367766809606
ACH-000833,-0.4829975704641762
ACH-000834,-0.6938167931454681
ACH-000835,-0.6310949956481747
ACH-000836,-0.5808233208533949
ACH-000837,-0.8024743028865822
ACH-000838,-0.7401761708556799
ACH-000839,-0.5866222998299593
ACH-000840,-0.7247026539596878
ACH-000841,-0.7602681095284812
ACH-000843,-0.6639269328365096
ACH-000846,-0.4477081033245647
ACH-000847,-0.7500946258292496
ACH-000848,-0.3806817387313406
ACH-000849,-0.5349699677415601
ACH-000851,-0.5993944927060023
ACH-000855,-0.5983400959792441
ACH-000856,-0.4119774828285189
ACH-000858,-0.543560612255516
ACH-000859,-0.7665021288419249
ACH-000861,-0.6257608938769006
ACH-000862,-0.7690493337880292
ACH-000865,-0.7313780122776675
ACH-000866,-0.6153483275706321
ACH-000867,-0.6213340377637743
ACH-000869,-0.5792698605417873
ACH-000872,-0.8407809895698506
ACH-000873,-0.6283837485567879
ACH-000876,-0.5823960605147029
ACH-000878,-0.5345705014202518
ACH-000880,-0.6664470390663726
ACH-000881,-0.6259215516992621
ACH-000882,-0.6492454160661736
ACH-000884,-0.8021068338521601
ACH-000885,-0.6558689866003015
ACH-000887,-0.6708112871331606
ACH-000889,-0.6042384114248525
ACH-000896,-0.7529810584449096
ACH-000898,-0.7399391802831412
ACH-000900,-0.44413327205508624
ACH-000901,-0.6095056362670455
ACH-000905,-0.6883057214468921
ACH-000906,-0.6075595050348107
ACH-000907,-0.8304620542570456
ACH-000910,-0.5961915505513721
ACH-000911,-0.6997634379071044
ACH-000912,-0.6673865559111254
ACH-000913,-0.6099372386542349
ACH-000915,-0.6444625572501034
ACH-000916,-0.7460065708433826
ACH-000917,-0.5188820885532122
ACH-000920,-0.8096327629841894
ACH-000921,-0.6949357291445767
ACH-000924,-0.823060873086555
ACH-000926,-0.5976875080847517
ACH-000928,-0.5713042699897387
ACH-000929,-0.4904369645191335
ACH-000932,-0.6259677640078346
ACH-000935,-0.7244053508603236
ACH-000936,-0.5218150368029522
ACH-000937,-0.6954763499713229
ACH-000938,-0.788939780263028
ACH-000939,-0.3819234757473107
ACH-000941,-0.6769042201613915
ACH-000943,-0.7250792156847318
ACH-000946,-0.5276132547401102
ACH-000947,-0.6655787054528126
ACH-000948,-0.6171984972553554
ACH-000950,-0.5095029257943332
ACH-000953,-0.5569299034425473
ACH-000954,-0.43455002849954455
ACH-000957,-0.3614396611530651
ACH-000958,-0.8937304466274564
ACH-000960,-0.7713993877974444
ACH-000963,-0.6948985928744571
ACH-000968,-0.6566682177558391
ACH-000969,-0.7736852330152462
ACH-000972,-0.8536424513560389
ACH-000973,-0.7549215261592743
ACH-000974,-0.6497548718483296
ACH-000978,-0.7166393711592308
ACH-000984,-0.7557410093334129
ACH-000986,-0.5764507877976556
ACH-000988,-0.9496134899209772
ACH-000993,-0.4078155058778712
ACH-000994,-0.6640759699855946
ACH-000996,-0.6525678675620332
ACH-001001,-0.7278689594919413
ACH-001020,-0.7482070340996235
ACH-001028,-0.7043472867427656
ACH-001031,-0.6585221896908587
ACH-001038,-0.6526884635277834
ACH-001048,-0.5955386737551066
ACH-001050,-0.8064190809214626
ACH-001053,-0.7258436184597209
ACH-001054,-0.6697941696175744
ACH-001061,-0.6693430020551966
ACH-001067,-0.6873692048039883
ACH-001075,-0.6331765005061203
ACH-001096,-0.7778495797748458
ACH-001111,-0.6154888460308219
ACH-001119,-0.7694256598028256
ACH-001128,-0.5585089922971903
ACH-001134,-0.7102755292419927
ACH-001151,-0.7496689142630626
ACH-001163,-0.6947154401565188
ACH-001164,-0.6777855834396718
ACH-001183,-0.7629178935985405
ACH-001192,-0.6084956933395698
ACH-001193,-0.8203089238463509
ACH-001196,-0.6784708390547771
ACH-001197,-0.6906716170304074
ACH-001205,-0.7168520302687711
ACH-001211,-0.817944302548252
ACH-001212,-0.7772089177033968
ACH-001228,-0.6870671843964946
ACH-001232,-0.8643369985080908
ACH-001239,-0.6993701189845362
ACH-001270,-0.8231829218879606
ACH-001274,-0.5583266169602654
ACH-001275,-0.6194209155295344
ACH-001277,-0.6319581087784226
ACH-001278,-0.5284133372217159
ACH-001280,-0.5595705054409379
ACH-001283,-0.7023212989820609
ACH-001289,-0.6642251180452692
ACH-001300,-0.8538040524761099
ACH-001301,-0.6131979306561677
ACH-001302,-0.8292537941315848
ACH-001306,-0.8289762332316031
ACH-001318,-0.6569164440105391
ACH-001322,-0.6137966999680456
ACH-001328,-0.6005045566118571
ACH-001332,-0.4203234934187789
ACH-001336,-0.6729801315516267
ACH-001346,-0.5097777453272565
ACH-001353,-0.6549634547117518
ACH-001354,-0.6619395010744186
ACH-001367,-0.387778060356119
ACH-001368,-0.7522515750234373
ACH-001374,-0.4495793051032566
ACH-001377,-0.6553915711808613
ACH-001380,-0.7113957425514145
ACH-001391,-0.6988290194764221
ACH-001408,-0.5783791321371584
ACH-001430,-0.4581055708674607
ACH-001431,-0.7911534325226289
ACH-001450,-0.5364935695641384
ACH-001496,-0.6687578222062306
ACH-001500,-0.5818562986730694
ACH-001523,-0.6981221949209556
ACH-001532,-0.6443969845024473
ACH-001550,-0.6930380837075617
ACH-001552,-0.7755332732132664
ACH-001554,-0.8086532411585446
ACH-001654,-0.620001867335125
ACH-001735,-0.6336114248765697
ACH-001736,-0.7550832386213434
ACH-001737,-0.7688441749487587
ACH-001740,-0.5565117255301648
ACH-001745,-0.5184861966088733
ACH-001765,-0.4120073129018855
