,FASTKD5 (60493)
ACH-000004,-0.582682161358442
ACH-000005,-0.5573928323915989
ACH-000007,-0.4070682676810011
ACH-000009,-0.35054793710511234
ACH-000011,-0.0831760922032692
ACH-000012,-0.36597062789964
ACH-000013,-0.6682575107408748
ACH-000014,-0.43953583008154096
ACH-000015,-0.5562571791796467
ACH-000017,-0.2943166072138673
ACH-000018,-0.3527343628030388
ACH-000019,-0.5836842692116548
ACH-000021,-0.4142523194422847
ACH-000022,-0.5144678466686747
ACH-000025,-0.3781741231437332
ACH-000028,-0.7191463302457817
ACH-000030,-0.3841947400119974
ACH-000035,-0.5409092692259799
ACH-000036,-0.1890375475879539
ACH-000037,-0.4361412607246368
ACH-000039,-0.5090674247856479
ACH-000040,-0.39130354751398205
ACH-000041,-0.4196260483529538
ACH-000042,-0.4605135212320273
ACH-000045,-0.6271245229108241
ACH-000047,-0.6839212203889848
ACH-000052,-0.5113766230015403
ACH-000053,-0.28493378966195143
ACH-000054,-0.5756085213648897
ACH-000055,-0.4191165951128185
ACH-000060,-0.5360840371442006
ACH-000067,-0.4033869270397841
ACH-000070,-0.4569954418168602
ACH-000075,-0.4050442131112728
ACH-000078,-0.3639776153534721
ACH-000082,-0.3310965018142151
ACH-000085,-0.3773730178923274
ACH-000086,-0.3630525075703518
ACH-000087,-0.3269522892006512
ACH-000092,-0.3874788408518486
ACH-000095,-0.2666568187741014
ACH-000097,-0.40568652386441134
ACH-000098,-0.3773398269614567
ACH-000099,-0.4355208421832957
ACH-000108,-0.3383980602680174
ACH-000113,-0.5841181509650847
ACH-000116,-0.4248923105206069
ACH-000118,-0.8006238140326563
ACH-000120,-0.2969317843197197
ACH-000123,-0.5545633402080433
ACH-000127,-0.4692982399624973
ACH-000128,-0.5486872090469187
ACH-000132,-0.2957840584720835
ACH-000133,-0.3095624011448121
ACH-000137,-0.2965265239035563
ACH-000138,-0.4628209165827791
ACH-000142,-0.15628078114226784
ACH-000143,-0.39153744541474544
ACH-000146,-0.5626408987969772
ACH-000148,-0.5138940572273549
ACH-000150,-0.5066064062730989
ACH-000152,-0.3798906761177219
ACH-000153,-0.477919785141852
ACH-000159,-0.4094998129176277
ACH-000160,-0.7690679228752028
ACH-000163,-0.3294366595702113
ACH-000167,-0.25390435056616273
ACH-000168,-0.28655152060692857
ACH-000169,-0.3768385547795408
ACH-000178,-0.17225556473621473
ACH-000183,-0.5406599185774695
ACH-000188,-0.34597252027120257
ACH-000189,-0.37989007111346057
ACH-000190,-0.554342048621608
ACH-000198,-0.5547612465386507
ACH-000203,-0.35475200338413515
ACH-000204,-0.5466375861408943
ACH-000206,-0.219828911847726
ACH-000207,-0.7194049944531797
ACH-000208,-0.600492482657537
ACH-000210,-0.6566078083578628
