,EYA3 (2140)
ACH-000004,-0.10990988549458172
ACH-000005,-0.06940426982925743
ACH-000007,-0.051275330358625165
ACH-000009,-0.13543297657556722
ACH-000011,-0.12741838184042445
ACH-000012,-0.24150418431458545
ACH-000013,-0.2433996392533295
ACH-000014,-0.11763870422679505
ACH-000015,-0.10891458815543006
ACH-000017,-0.021306970455406082
ACH-000018,-0.442861189376652
ACH-000019,-0.14314941308362436
ACH-000021,-0.0678902605410211
ACH-000022,-0.07712975210540603
ACH-000025,-0.21204567356858464
ACH-000028,-0.09397736073739606
ACH-000030,-0.16696267537825168
ACH-000035,-0.29158369948745483
ACH-000036,-0.08229418493630186
ACH-000037,-0.0768888544679849
ACH-000039,0.06775562785912544
ACH-000040,-0.2790302287886098
ACH-000041,-0.23092191150235397
ACH-000042,-0.09051639537330072
ACH-000045,-0.07652621254153065
ACH-000047,0.007817585154724334
ACH-000052,-0.22089545734214155
ACH-000053,-0.10758807566718914
ACH-000054,-0.14501540502401675
ACH-000055,-0.1533953994237175
ACH-000060,-0.15657175274537352
ACH-000067,-0.21419652150229745
ACH-000070,-0.04682156882804635
ACH-000075,-0.12654384090751372
ACH-000078,-0.21699410364229366
ACH-000082,-0.014567699117465482
ACH-000085,-0.14379447739465953
ACH-000086,-0.07940421710029058
ACH-000087,-0.17157437653876503
ACH-000092,-0.1879636137484243
ACH-000095,-0.10891170232218687
ACH-000097,-0.1421892808009424
ACH-000098,-0.07309077934968668
ACH-000099,-0.09607091162766726
ACH-000108,-0.028251126252097636
ACH-000113,-0.008336603137057473
ACH-000116,-0.06321439504759409
ACH-000118,-0.08023184426062335
ACH-000120,-0.04209693274419389
ACH-000123,-0.13987353119852933
ACH-000127,-0.1866664534678347
ACH-000128,-0.250656842308832
ACH-000132,-0.0364482433192234
ACH-000133,-0.189527394197102
ACH-000137,-0.2948895511718652
ACH-000138,-0.15102374520415915
ACH-000142,-0.019265325432503484
ACH-000143,-0.13044273211652674
ACH-000146,0.08637561787074133
ACH-000148,-0.1113220625761469
ACH-000150,-0.3745339287279297
ACH-000152,-0.1684885330812207
ACH-000153,-0.23760882782623285
ACH-000159,-0.1542151609201161
ACH-000160,0.22511889718510908
ACH-000163,-0.1365210786511709
ACH-000167,0.5790447870147454
ACH-000168,-0.23154737958110744
ACH-000169,-0.12103423341653426
ACH-000178,-0.24857340561661065
ACH-000183,-0.18077553800016952
ACH-000188,-0.14021063913583245
ACH-000189,-0.2990072690463524
ACH-000190,0.2385277712850432
ACH-000198,-0.2030559819193704
ACH-000203,-0.1855335837794949
ACH-000204,-0.12675651969577487
ACH-000206,-0.204845981416004
ACH-000207,-0.05832173682586639
ACH-000208,-0.26107607971536273
ACH-000210,-0.11677378848135199
ACH-000211,-0.09370353893168017
ACH-000215,-0.1463325140486317
ACH-000221,-0.053617084757070006
ACH-000222,-0.053367504593767226
ACH-000223,-0.1518028851355036
ACH-000226,-0.06571330474763278
ACH-000227,-0.09320505464604198
ACH-000228,-0.13080209965101167
ACH-000231,-0.06148108050288725
ACH-000232,-0.0784881223156935
ACH-000233,-0.01716290680744248
ACH-000234,-0.00800468594055155
ACH-000235,-0.11909580096327348
ACH-000237,-0.11380891056079855
ACH-000238,-0.07001187279571966
ACH-000242,-0.2265461214628775
ACH-000243,-0.08043975363179312
ACH-000244,-0.0620720398423679
ACH-000246,-0.06437869836426233
ACH-000248,-0.00490043128074637
ACH-000250,-0.20818477102661007
ACH-000251,-0.1599101037112039
ACH-000252,-0.17086823210159655
ACH-000253,-0.18164839616800035
ACH-000255,-0.21413209626471985
ACH-000256,-0.02938049605662612
ACH-000257,-0.2476252511452857
ACH-000258,-0.04191863847276227
ACH-000259,-0.07006146343055215
ACH-000260,-0.11878677283336415
ACH-000261,-0.04258211476095623
ACH-000262,-0.3792456797783462
ACH-000263,-0.29809119673659834
