,RAB3IP (117177)
ACH-000004,0.007784258577523424
ACH-000005,-0.1786605091799976
ACH-000007,0.13402738606952475
ACH-000009,-0.05842943872631742
ACH-000011,-0.07546867386834293
ACH-000012,-0.049211716028407085
ACH-000013,0.029256191806814793
ACH-000014,0.06522580469390091
ACH-000015,0.05144149054488439
ACH-000017,-0.0692292043634997
ACH-000018,0.006682549097601786
ACH-000019,0.04127239905680442
ACH-000021,-0.08763705440346918
ACH-000022,0.09167779619642644
ACH-000025,0.04180289297721989
ACH-000028,0.050312689451511385
ACH-000030,0.028495819859172013
ACH-000035,-0.040213867825016895
ACH-000036,0.12138973813391248
ACH-000037,0.00902972740530483
ACH-000039,-0.10028865510503787
ACH-000040,0.042078426165201285
ACH-000041,-0.015674192040544415
ACH-000042,-0.04076429412598651
ACH-000045,0.06390685161533192
ACH-000047,0.01161700514005075
ACH-000052,0.10254626401569396
ACH-000053,0.029533734562529605
ACH-000054,0.06478392033281988
ACH-000055,0.017345013480682396
ACH-000060,0.1049578914991069
ACH-000067,-0.17055491577684706
ACH-000070,0.13953954076375905
ACH-000075,-0.04739685627217432
ACH-000078,0.08048336471470467
ACH-000082,-0.0074822250971033856
ACH-000085,0.02806898504434533
ACH-000086,-0.12160355990756215
ACH-000087,-0.2718047928444011
ACH-000092,-0.034199012395170696
ACH-000095,0.04852651852381757
ACH-000097,-0.036335017748478235
ACH-000098,0.008132370010718518
ACH-000099,0.0309859129942396
ACH-000108,0.06218383465119385
ACH-000113,0.02252517642575002
ACH-000116,-0.043203882157307257
ACH-000118,0.03525023521489448
ACH-000120,0.05981099091079261
ACH-000123,0.019442871585893653
ACH-000127,0.04706145809984386
ACH-000128,-0.06339136523723904
ACH-000132,0.11578250466733475
ACH-000133,-0.045352125674009265
ACH-000137,0.014462208054973212
ACH-000138,0.024184116956446136
ACH-000142,0.0964988494632936
ACH-000143,-0.024151738198740256
ACH-000146,0.014291807137660812
ACH-000148,0.013703139843518605
ACH-000150,0.039425000084194084
ACH-000152,0.12658659772952902
ACH-000153,0.14789271762799644
ACH-000159,-0.03755526790417904
ACH-000160,-0.1307003811846924
ACH-000163,0.014322444123476838
ACH-000167,-0.07308175252522844
ACH-000168,0.06820833291972217
ACH-000169,-0.08390333370848517
ACH-000178,0.026200720348021032
ACH-000183,-0.14552227291698336
ACH-000188,0.06056605347501705
ACH-000189,0.1643933381852029
ACH-000190,0.06323430374041755
ACH-000198,0.06913741841535649
ACH-000203,0.5169569403148364
ACH-000204,-0.04371435203706101
ACH-000206,0.1265940765345518
ACH-000207,-0.05115484595627121
ACH-000208,-0.2507977197436805
ACH-000210,-0.14036188735600755
ACH-000211,-0.0017534213017779668
ACH-000215,0.04217467017776732
ACH-000221,0.09055341476646844
ACH-000222,0.09456213278469253
ACH-000223,-0.022096169111020872
ACH-000226,0.0260104622686786
ACH-000227,-0.08967474126189437
ACH-000228,0.005077468654670177
ACH-000231,0.09395334076263798
ACH-000232,-0.05014210465241729
ACH-000233,0.009628282808047051
ACH-000234,-0.01807504981186761
ACH-000235,-0.07142841829610007
ACH-000237,0.04983114597523287
ACH-000238,-0.020866446832774117
ACH-000242,-0.2419979361906684
ACH-000243,0.025346674493303432
ACH-000244,0.002885519138931804
ACH-000246,-0.008108422639169105
ACH-000248,-0.026862580136629063
ACH-000250,0.031963200006009496
ACH-000251,-0.1673616342930738
ACH-000252,0.09180964474220296
ACH-000253,0.03875848516226358
ACH-000255,0.15401585195346004
ACH-000256,-0.12426653110946426
ACH-000257,0.15469697362761542
ACH-000258,-0.0012684970477855756
ACH-000259,0.04291659779777951
ACH-000260,0.036954035402982206
ACH-000261,-0.011482458220689998
ACH-000262,0.11432249059933502
ACH-000263,-0.14257299973857535
ACH-000264,-0.05456490553140225
