,MGAM (8972)
ACH-000004,-0.03253811014159782
ACH-000005,0.07087391870479808
ACH-000007,0.11597372409347965
ACH-000009,0.10581517205827676
ACH-000011,0.017011098500208998
ACH-000012,0.12450734511493035
ACH-000013,0.14765016858929678
ACH-000014,-0.2444942447646211
ACH-000015,0.21508732862190366
ACH-000017,0.11267484575153562
ACH-000018,0.1612768426688079
ACH-000019,0.08080710412999055
ACH-000021,0.10010020055754416
ACH-000022,0.14357555086119722
ACH-000025,0.1326870257353546
ACH-000028,0.06224694084486378
ACH-000030,0.16003836678287084
ACH-000035,-0.0031179439962404484
ACH-000036,-0.06416897180156418
ACH-000037,-0.052808758925955684
ACH-000039,0.07108156683276763
ACH-000040,0.04549068457424138
ACH-000041,0.1064049025894726
ACH-000042,-0.0690841066525117
ACH-000045,0.04777767984225717
ACH-000047,0.13553791439380394
ACH-000052,0.2099369586850112
ACH-000053,0.130523188111086
ACH-000054,0.020299379970292162
ACH-000055,-0.1770018015345903
ACH-000060,0.022946121403738588
ACH-000067,0.1956868822922544
ACH-000070,0.1625448498468066
ACH-000075,0.18634220623428707
ACH-000078,0.251591864291606
ACH-000082,0.2050697402315325
ACH-000085,0.18742151976806493
ACH-000086,0.3174824584745882
ACH-000087,-0.018842807252014586
ACH-000092,0.18410661972578027
ACH-000095,0.1048474906416089
ACH-000097,0.0020506303785023626
ACH-000098,0.23663657169278304
ACH-000099,-0.01128838714958573
ACH-000108,0.19821795607546827
ACH-000113,0.17839049149700498
ACH-000116,0.051855015241779635
ACH-000118,-0.020493189524481075
ACH-000120,0.2074720702208464
ACH-000123,0.02822491044335195
ACH-000127,0.09241255808422352
ACH-000128,0.08789937119734317
ACH-000132,0.02824435995075615
ACH-000133,0.24300316915640874
ACH-000137,0.13037689822800874
ACH-000138,0.1615367010887555
ACH-000142,0.1684028974167039
ACH-000143,0.10573910081134848
ACH-000146,0.07853565089240076
ACH-000148,0.11483548559717087
ACH-000150,0.1257513188421279
ACH-000152,0.054051120109576405
ACH-000153,0.2915110593297772
ACH-000159,0.19963707819221388
ACH-000160,0.28066546253168184
ACH-000163,0.2099576570158436
ACH-000167,0.5012017443375892
ACH-000168,0.14348161783004193
ACH-000169,0.2682424657423668
ACH-000178,0.14554492856835227
ACH-000183,0.1729251676923368
ACH-000188,0.20306259128853632
ACH-000189,0.16552317072131315
ACH-000190,0.002120691965265133
ACH-000198,0.033087567050936344
ACH-000203,0.06421321200326817
ACH-000204,0.3247424806434929
ACH-000206,0.4373044138451313
ACH-000207,0.30073258759797233
ACH-000208,0.025248803325842846
ACH-000210,0.3900315709281296
ACH-000211,0.24027799513693346
ACH-000215,0.1689081879407088
ACH-000221,0.2038953420077045
ACH-000222,0.12810053798082255
ACH-000223,0.22095170880200204
ACH-000226,0.10065039137366708
ACH-000227,0.14313123372370415
ACH-000228,0.09757224937206158
ACH-000231,0.2383304986540202
ACH-000232,0.10850371394400696
ACH-000233,0.2471182598148441
ACH-000234,0.13335944891464355
ACH-000235,0.047974028684502366
ACH-000237,0.13265788485977045
ACH-000238,0.11654886808628387
ACH-000242,0.17349373749106048
ACH-000243,0.22487044443982385
ACH-000244,-0.04396814667419715
ACH-000246,0.03073246469489249
ACH-000248,0.029890892529933526
ACH-000250,0.23567398597099926
ACH-000251,0.07933727812911599
ACH-000252,-0.1802508810560511
ACH-000253,-0.009972608644880062
ACH-000255,0.12044918574898528
ACH-000256,0.059341792819412716
ACH-000257,0.16453144369265593
ACH-000258,-0.12544805967103415
ACH-000259,0.1552912352970559
ACH-000260,0.025596203539074217
ACH-000261,0.03001305557027828
ACH-000262,-0.12343965163580255
ACH-000263,0.08331550128068682
ACH-000264,0.10132963520906564
ACH-000265,0.15856513863178387
ACH-000266,0.07516982216386793
ACH-000272,0.05583546782536553
ACH-000274,0.09394680374650616
ACH-000277,0.2332593524908719
ACH-000278,-0.1623001238239749
ACH-000279,0.16648400463723045
ACH-000280,0.20532667097161766
ACH-000281,-0.10499262563877683
ACH-000288,0.1463346655838463
ACH-000291,-0.1346035115941416
ACH-000293,0.15416842319348106
ACH-000294,0.0973254177099854
ACH-000295,0.3999414238064988
ACH-000296,0.09227305988393117
ACH-000302,0.18108255973419915
ACH-000304,-0.023064892932148792
ACH-000307,-0.11361155610441148
ACH-000308,0.22650896512774776
ACH-000310,-0.09285916011227932
ACH-000311,0.3167679412402777
ACH-000312,-0.011137030419943622
ACH-000315,0.4064942146464988
ACH-000316,0.1960861929663882
ACH-000317,0.0992687820840774
ACH-000318,0.05429852949941506
ACH-000319,0.20314799584947268
ACH-000320,0.11184625119824283
ACH-000322,0.2195501647406035
ACH-000323,0.09395680047261867
ACH-000324,0.026791097120413745
ACH-000329,0.14772420984907042
ACH-000330,0.07167926946317922
ACH-000331,0.04467385050733262
ACH-000332,0.16889257011588765
ACH-000334,0.2495568766215428
ACH-000335,0.17107403287534742
ACH-000336,0.22857545195943496
ACH-000337,-0.11843172424079935
ACH-000338,-0.5977711251210268
ACH-000339,0.05547648235396836
ACH-000341,0.25724968953177024
ACH-000348,0.1404310618098231
ACH-000350,0.06399843170828813
ACH-000352,0.03824927031515834
