,RND2 (8153)
ACH-000004,-0.04349824835958478
ACH-000005,-0.11938960026277255
ACH-000007,-0.09954088071372512
ACH-000009,-0.24773655429760466
ACH-000011,0.04014322021839235
ACH-000012,-0.18993234915995053
ACH-000013,-0.15506255733817575
ACH-000014,-0.09180626186234987
ACH-000015,-0.08782589780937683
ACH-000017,-0.09894514496086933
ACH-000018,-0.1877483351487875
ACH-000019,-0.044171519647215225
ACH-000021,-0.10194284994875097
ACH-000022,-0.07433044050923862
ACH-000025,-0.18903075136597727
ACH-000028,-0.2228756790662563
ACH-000030,-0.20141753214807492
ACH-000035,-0.27030159271911564
ACH-000036,-0.02488204655464072
ACH-000037,-0.108208654851515
ACH-000039,-0.07531397047776005
ACH-000040,-0.18731291312607928
ACH-000041,0.003720025545314251
ACH-000042,-0.10411473542958168
ACH-000045,-0.10144692069975723
ACH-000047,-0.274850605818106
ACH-000052,0.003608439924226481
ACH-000053,-0.09570939771691143
ACH-000054,-0.1468850333193004
ACH-000055,-0.09397375312958628
ACH-000060,0.046637847517181634
ACH-000067,-0.2942614626110876
ACH-000070,-0.05772010833406144
ACH-000075,-0.16725527687011535
ACH-000078,-0.048346956163943584
ACH-000082,-0.12243053160626036
ACH-000085,-0.06551810212340814
ACH-000086,-0.10239568993576427
ACH-000087,-0.1206799857288167
ACH-000092,-0.0926011114455224
ACH-000095,-0.10649636875113357
ACH-000097,-0.2470982380562011
ACH-000098,-0.2382195240068748
ACH-000099,-0.2241268505121685
ACH-000108,-0.1187572516539756
ACH-000113,-0.0693166722160881
ACH-000116,-0.10040249473452248
ACH-000118,-0.13790297814205502
ACH-000120,-0.2248433822765371
ACH-000123,-0.1073520152224626
ACH-000127,-0.04985517545755781
ACH-000128,-0.038616374255421686
ACH-000132,-0.21294592578433974
ACH-000133,-0.12491416167366536
ACH-000137,-0.09925300835086548
ACH-000138,-0.28491085363884644
ACH-000142,-0.2978949602014609
ACH-000143,-0.021110525339585653
ACH-000146,0.0021480623992168827
ACH-000148,-0.16698489887600615
ACH-000150,-0.16313738312337814
ACH-000152,-0.20603924405392188
ACH-000153,-0.3165689436533393
ACH-000159,-0.014966960740519062
ACH-000160,-0.022869781714589036
ACH-000163,-0.3056633072066735
ACH-000167,-0.14233965235784304
ACH-000168,-0.13739175103054316
ACH-000169,-0.2313720489797583
ACH-000178,-0.04386565851047481
ACH-000183,-0.09215207470145097
ACH-000188,-0.2128811273178232
ACH-000189,-0.29024787410083874
