,PIK3C2G (5288)
ACH-000004,-0.14538199982946245
ACH-000005,0.1818377001024195
ACH-000007,0.08175749077653917
ACH-000009,0.12799507576493152
ACH-000011,0.0364020065405101
ACH-000012,0.09430015949590452
ACH-000013,0.16240393714424595
ACH-000014,0.12129212841837783
ACH-000015,0.056760409424946486
ACH-000017,0.10839558819334956
ACH-000018,0.1982429908969268
ACH-000019,-0.016827509792932696
ACH-000021,0.08141056980447486
ACH-000022,0.01927937839869328
ACH-000025,0.12372433615811315
ACH-000028,0.18912234584249124
ACH-000030,0.1323052086943859
ACH-000035,0.012194472184323173
ACH-000036,0.18537471740521536
ACH-000037,0.08340232976828157
ACH-000039,0.18665605101845115
ACH-000040,0.1971468099186203
ACH-000041,0.1481878665417105
ACH-000042,0.10665351519276804
ACH-000045,0.09254120013772653
ACH-000047,0.1354311918873173
ACH-000052,-0.1820411586880849
ACH-000053,0.03548161257143722
ACH-000054,0.0915941078347462
ACH-000055,0.20328461697745792
ACH-000060,0.03904451680350878
ACH-000067,0.1673523040125034
ACH-000070,0.08209758950984679
ACH-000075,0.015314891247237778
ACH-000078,0.13486290584572747
ACH-000082,0.08768213836462163
ACH-000085,0.24305213612904825
ACH-000086,0.07569353816343134
ACH-000087,0.21160659850554614
ACH-000092,0.1197791993348394
ACH-000095,0.14412250189709394
ACH-000097,0.18956327537748555
ACH-000098,0.14789227087177412
ACH-000099,0.01476184455394729
ACH-000108,0.09531568617494722
ACH-000113,0.01711028372294584
ACH-000116,0.17527334841269027
ACH-000118,0.06736865058249124
ACH-000120,-0.03841884095991421
ACH-000123,-0.029771547599188118
ACH-000127,0.0674439892246158
ACH-000128,0.11319252066599357
ACH-000132,0.1124665076022005
ACH-000133,0.06163162176487265
ACH-000137,0.15554018806707878
ACH-000138,-0.04323704348306586
ACH-000142,-0.006648180803175816
ACH-000143,0.13014604553897102
ACH-000146,0.0997683389262532
ACH-000148,0.07455421016966164
ACH-000150,0.1296668037673379
ACH-000152,-0.009745024008637693
ACH-000153,0.039185160518977434
ACH-000159,0.006124928865071793
ACH-000160,-0.15670667881194625
ACH-000163,0.03241701282963722
ACH-000167,0.02181734003403421
ACH-000168,0.1380383654151644
ACH-000169,0.21140834830262206
ACH-000178,0.06108610144152472
ACH-000183,-0.08376106152453304
ACH-000188,0.08299804483574795
ACH-000189,0.11419375852458415
ACH-000190,-0.13539874204684055
ACH-000198,0.07263064550393349
ACH-000203,-0.14711860767029153
ACH-000204,0.2931576977161459
ACH-000206,0.20767438932409216
ACH-000207,-0.00991683533095759
ACH-000208,0.25750448309845103
ACH-000210,-0.1396302855378631
ACH-000211,0.1403670702475808
ACH-000215,0.011108205083696173
ACH-000221,0.05347337555390451
ACH-000222,0.12031187414539354
ACH-000223,0.03206818010803164
ACH-000226,0.024099113073827262
ACH-000227,0.12891025285929114
ACH-000228,-0.020894088041397082
ACH-000231,0.09234168390600683
ACH-000232,0.023970336473369703
ACH-000233,0.056191029433597765
ACH-000234,-0.01232834303352367
ACH-000235,0.0703163372760697
ACH-000237,0.0904508446546594
ACH-000238,0.11118193435817417
ACH-000242,0.3341756885286866
ACH-000243,0.14188336885869401
ACH-000244,0.08540022301404156
ACH-000246,0.02851568820237443
ACH-000248,0.14839742609587414
ACH-000250,0.0097101943516806
ACH-000251,0.23537351645680665
ACH-000252,0.2018596874595516
ACH-000253,0.05108902428774153
ACH-000255,-0.05821116848521466
ACH-000256,0.08081146755486254
ACH-000257,0.10901290722278903
ACH-000258,-0.029776039998690232
ACH-000259,-0.010710745918914143
ACH-000260,0.1096285590220896
ACH-000261,0.049705452592796816
ACH-000262,0.006798990967529316
ACH-000263,0.2948401541854063
ACH-000264,0.0026437062104046746
ACH-000265,0.08559351254939193
ACH-000266,0.029173892644099014
ACH-000272,0.08540022708592741
ACH-000274,0.01352455575344272
ACH-000277,0.0909795737059467
ACH-000278,0.08170955041316802
ACH-000279,-0.1613887778003409
ACH-000280,0.119644293922739
ACH-000281,0.006213479812256317
ACH-000288,-0.013563312440785732
ACH-000291,0.02582393556710889
ACH-000293,0.11839860033810992
ACH-000294,-0.15903799449680872
ACH-000295,-0.1467251447205785
ACH-000296,-0.07168237977374065
ACH-000302,0.07562949673424017
ACH-000304,-0.09836179782377956
ACH-000307,-0.061919633399429325
ACH-000308,0.029980607067648025
ACH-000310,-0.09892330978567164
ACH-000311,-0.016112805012717998
ACH-000312,0.093886522944377
ACH-000315,-0.0011654275152394626
ACH-000316,0.06985050463837145
ACH-000317,-0.004604902231011582
ACH-000318,-0.006373996125189991
