,REG1A (5967)
ACH-000004,-0.05284781577785159
ACH-000005,0.1360097883526457
ACH-000007,0.03368961228797185
ACH-000009,0.15199946538046047
ACH-000011,-0.06664558879957376
ACH-000012,0.07346942467439492
ACH-000013,0.005480259350949706
ACH-000014,-0.015576975302473315
ACH-000015,0.06411541120818473
ACH-000017,0.0437247393077265
ACH-000018,-0.09031847887591507
ACH-000019,-0.1334262027665736
ACH-000021,0.000980495327475697
ACH-000022,0.0395986106536713
ACH-000025,0.0432858099361293
ACH-000028,-0.10349046370061092
ACH-000030,0.06913269096635248
ACH-000035,0.03857237795483385
ACH-000036,0.00012265914709781467
ACH-000037,-0.0889058844136124
ACH-000039,-0.11083531147850162
ACH-000040,0.1829529632792878
ACH-000041,0.08599823691141334
ACH-000042,0.03835340463996617
ACH-000045,0.11893604446107768
ACH-000047,0.07980345449698678
ACH-000052,0.16351908230558385
ACH-000053,-0.07134943970145102
ACH-000054,-0.06139164641305723
ACH-000055,-0.002677464892307005
ACH-000060,0.02084366969535123
ACH-000067,-0.2839596236490039
ACH-000070,0.04664014814726202
ACH-000075,-0.1192964101899574
ACH-000078,0.1078664222852158
ACH-000082,0.1147089989528861
ACH-000085,0.0903158661050276
ACH-000086,0.07093851608841918
ACH-000087,0.034726006506724395
ACH-000092,0.0003740791740892663
ACH-000095,0.031831231691459884
ACH-000097,-0.05417720791247252
ACH-000098,0.06084692968889551
ACH-000099,-0.02209192887838128
ACH-000108,-0.03812359142090728
ACH-000113,0.1077432061823858
ACH-000116,-0.09429684276127666
ACH-000118,0.00019295503359984217
ACH-000120,0.09177828878522264
ACH-000123,0.09676956888968864
ACH-000127,-0.014947342436493991
ACH-000128,0.060836724754821415
ACH-000132,-0.08355658443072901
ACH-000133,0.09938022722818124
ACH-000137,-0.10254844450955708
ACH-000138,0.02598171657272025
ACH-000142,0.08909145323412128
ACH-000143,0.06551667365671689
ACH-000146,-0.03683475404525451
ACH-000148,0.08789856648543637
ACH-000150,0.1983004006120435
ACH-000152,0.0717966987555158
ACH-000153,0.2947688166726654
ACH-000159,0.034880543585384845
ACH-000160,0.016699155469437097
ACH-000163,-0.016702600125496417
ACH-000167,0.006447810086590972
ACH-000168,-0.12564194873891113
ACH-000169,0.042290796527736964
ACH-000178,0.01192296514889497
ACH-000183,0.0920742917477624
ACH-000188,-0.004652269540928221
ACH-000189,-0.02296244244012744
ACH-000190,0.06432664239015136
ACH-000198,0.11662010799804715
ACH-000203,-0.2093362296850904
ACH-000204,0.05677519818132045
ACH-000206,0.011965957855345351
ACH-000207,0.16499910700141573
ACH-000208,0.2504498515342411
ACH-000210,0.136737195638188
ACH-000211,0.07049293871082117
ACH-000215,-0.010424538875587648
ACH-000221,0.1212594627905436
ACH-000222,-0.09016135109592342
ACH-000223,0.06063037121934385
ACH-000226,0.07639583759924555
ACH-000227,0.10395563409132
ACH-000228,-0.03193724498218512
ACH-000231,-0.04898313391240747
ACH-000232,0.04586891727559127
ACH-000233,-0.008834953375746853
ACH-000234,-0.0902186062546297
ACH-000235,0.10267171453081048
ACH-000237,-0.04261222455772988
ACH-000238,-0.02794464505629947
