,MOCS2 (4338)
ACH-000004,-0.036683664480789344
ACH-000005,-0.6487982776546887
ACH-000007,-0.10901243234954214
ACH-000009,0.10906675882446984
ACH-000011,0.10927855150332724
ACH-000012,-0.12802959377679046
ACH-000013,0.07535660968223543
ACH-000014,0.10569220625444194
ACH-000015,-0.04341655878095424
ACH-000017,-0.029448780781940437
ACH-000018,-0.16156386679594165
ACH-000019,0.017560022235417534
ACH-000021,0.014681185515351119
ACH-000022,0.0626217197376394
ACH-000025,0.1114243324699259
ACH-000028,-0.10177183047817004
ACH-000030,0.0426272511328497
ACH-000035,0.21098475317442336
ACH-000036,-0.29756729977016794
ACH-000037,0.0931285763798788
ACH-000039,-0.23923763765904746
ACH-000040,0.15307829486221908
ACH-000041,0.09956258505866836
ACH-000042,0.06388095641086662
ACH-000045,-0.03956670817087065
ACH-000047,0.08070604832895821
ACH-000052,-0.13992832245785694
ACH-000053,0.03614739893300648
ACH-000054,-0.2935634326827411
ACH-000055,-0.012849647671251215
ACH-000060,-0.04096666665811672
ACH-000067,0.040930712141061344
ACH-000070,-0.07268426410121731
ACH-000075,-0.01742232442367298
ACH-000078,-0.06849733787030768
ACH-000082,-0.006408665627908757
ACH-000085,-0.28217020601971404
ACH-000086,-0.1628147346109614
ACH-000087,-0.28173874890740336
ACH-000092,-0.14644986514108044
ACH-000095,-0.01802673415535281
ACH-000097,0.03303092605124059
ACH-000098,-0.06713931669843007
ACH-000099,0.021996124512135458
ACH-000108,0.0842718702073222
ACH-000113,-0.0001687353407685009
ACH-000116,-0.1019871121779212
ACH-000118,0.07134924202873913
ACH-000120,0.04782635757170143
ACH-000123,0.045258341468739936
ACH-000127,-0.007984765974614833
ACH-000128,-0.04401930774581805
ACH-000132,0.08967913253397952
ACH-000133,-0.1128837344323768
ACH-000137,-0.21027125977642688
ACH-000138,0.07496758685140986
ACH-000142,-0.1564214117683418
ACH-000143,-0.1341362835328858
ACH-000146,0.11512200387700088
ACH-000148,-0.0010223534025367584
ACH-000150,0.02818091168355404
ACH-000152,-0.028716828325762587
ACH-000153,-0.17454620925054135
ACH-000159,-0.07183953639844
ACH-000160,-0.0857980145532628
ACH-000163,-0.03125766209191684
ACH-000167,0.037983366049057936
ACH-000168,-0.06206107353024376
ACH-000169,0.08303058192409885
ACH-000178,-0.10095263297141056
ACH-000183,-0.004653431239395871
ACH-000188,-0.03243152932615452
ACH-000189,-0.12555034119021016
ACH-000190,-0.20564192366658565
ACH-000198,0.042418995307746316
ACH-000203,-0.5291814759624722
ACH-000204,0.04482316569339527
ACH-000206,-0.07169849292792423
ACH-000207,-0.14120092642347726
ACH-000208,-0.33479207202643835
ACH-000210,0.15340522641354093
ACH-000211,-0.008494354187889751
ACH-000215,-0.07645241320359301
ACH-000221,0.01978390168938625
ACH-000222,0.22142020219399366
ACH-000223,-0.06648563802628935
ACH-000226,-0.180545817438228
ACH-000227,-0.037635652940966983
ACH-000228,-0.03956979938915644
ACH-000231,-0.026657387117084288
ACH-000232,-0.12323203988324405
ACH-000233,0.12842181101730513
ACH-000234,-0.0689383241758806
ACH-000235,-0.040452688582204806
ACH-000237,-0.03826059912675337
ACH-000238,-0.17082139716826564
ACH-000242,0.07353754267710179
ACH-000243,-0.039373901382108
ACH-000244,-0.1153836606967103
ACH-000246,0.07570126092386502
ACH-000248,0.11864625276033727
ACH-000250,0.08114283181629092
ACH-000251,0.1304889400008382
ACH-000252,-0.11606883917624687
ACH-000253,-0.14212192292864806
ACH-000255,0.05118939517296575
ACH-000256,0.04239625910973924
ACH-000257,0.006243889945003332
ACH-000258,-0.10664567459168828
ACH-000259,0.042096138712310285
ACH-000260,0.10992993057608247
ACH-000261,-0.03898913360003909
ACH-000262,-0.14087164337465086
ACH-000263,0.07861901374955553
ACH-000264,-0.11765988171383295
ACH-000265,0.06587066545703743
ACH-000266,0.0006039208795940552
ACH-000272,-0.08210671032632487
ACH-000274,0.1453829137465384
ACH-000277,0.20568839035659026
ACH-000278,0.05009517778345804
ACH-000279,0.012592909911699495
ACH-000280,0.06281376337565077
ACH-000281,0.1229543379238695
ACH-000288,0.01628447278601847
ACH-000291,-0.022272735293553367
ACH-000293,0.01583587302696132
ACH-000294,0.09855194310023216
ACH-000295,0.06145637202332995
ACH-000296,-0.0983874304573418
ACH-000302,0.004009584904174861
ACH-000304,-0.12040582227454745
ACH-000307,0.029170238126703173
ACH-000308,-0.11008048360202136
ACH-000310,-0.010555565353347831
ACH-000311,0.0029118550643428124
ACH-000312,0.2329752677675435
ACH-000315,-0.09209015777279657
ACH-000316,-0.09399443447051893
ACH-000317,0.1932112287513244
ACH-000318,-0.00744545907125468
ACH-000319,0.07401488000345717
ACH-000320,0.2528813184334319
ACH-000322,-0.028078179862856118
ACH-000323,-0.011977980992587373
ACH-000324,-0.006678097377540628
ACH-000329,-0.05481861382905059
ACH-000330,-0.0026788625594907174
ACH-000331,-0.04422429227815832
ACH-000332,0.09143043013252546
ACH-000334,-0.17153620214153148
ACH-000335,-0.02978503735167735
ACH-000336,-0.13881325708107364
ACH-000337,0.08606895412865935
ACH-000338,0.4565733965345261
ACH-000339,-0.046026211717540726
ACH-000341,-0.18378872894377887
ACH-000348,-0.07883130729355266
ACH-000350,0.1943433140747528
ACH-000352,-0.02274082166936332
ACH-000356,-0.20518044383187026
ACH-000361,-0.3649306346230688
ACH-000362,0.07957282253087825
ACH-000363,0.13255890828653769
ACH-000364,0.09932483116537956
ACH-000365,-0.003463858975638791
ACH-000366,0.09189424662340023
ACH-000368,0.2095506351366312
ACH-000374,-0.02435870209627219
ACH-000375,-0.1511205861894206
ACH-000376,0.013398455647143056
ACH-000381,0.0010496770218538837
ACH-000383,0.058208082001686014
ACH-000387,0.04116399882003687
ACH-000389,-0.037408631939967116
ACH-000390,-0.04817621477610115
ACH-000393,0.17188183883174546
ACH-000395,0.1396759164071585
ACH-000396,0.4628395531256961
ACH-000397,-0.029941105750682668
ACH-000401,0.0017601443525367376
ACH-000402,0.04174452695547977
ACH-000403,0.05567191347093551
ACH-000404,0.15361312569582244
ACH-000406,0.010232149034126026
ACH-000407,0.05432590061299796
ACH-000408,-0.28843308366937936
ACH-000410,0.003926356619547524
ACH-000411,-0.03021960742182792
ACH-000414,-0.08096340122921375
ACH-000415,-0.000670589512126014
ACH-000416,-0.04463163549243553
