,DMAP1 (55929)
ACH-000004,-0.7122178091920396
ACH-000005,-1.0043547678700775
ACH-000007,-1.1133097625605828
ACH-000009,-0.8806457566038157
ACH-000011,-1.086326349743287
ACH-000012,-0.8826502800537841
ACH-000013,-1.0081562830032065
ACH-000014,-0.8016229605299983
ACH-000015,-0.9667191426060012
ACH-000017,-0.8182283431424371
ACH-000018,-0.8262893986545328
ACH-000019,-0.8791738657583462
ACH-000021,-0.822705286897347
ACH-000022,-1.0322513521251149
ACH-000025,-0.9021654412281372
ACH-000028,-0.8653548418328693
ACH-000030,-0.9931824040384244
ACH-000035,-0.9516613269561902
ACH-000036,-0.8947949309190988
ACH-000037,-1.1162316655591493
ACH-000039,-0.6954369126942676
ACH-000040,-0.8346617493928072
ACH-000041,-1.0068112530566324
ACH-000042,-0.8286668723030959
ACH-000045,-0.8463818080786417
ACH-000047,-0.7392351258130804
ACH-000052,-0.9659498251670452
ACH-000053,-0.9215081005504672
ACH-000054,-0.8170996298482833
ACH-000055,-1.0746401041082116
ACH-000060,-1.0061396749856786
ACH-000067,-1.043073006450577
ACH-000070,-0.8523653617939196
ACH-000075,-1.029046498122685
ACH-000078,-0.6974677964311066
ACH-000082,-0.5572631234018474
ACH-000085,-0.9299397234737371
ACH-000086,-0.9673124010730904
ACH-000087,-0.6593170941753074
ACH-000092,-1.0790298545006285
ACH-000095,-0.9117481141511796
ACH-000097,-0.9516010021282636
ACH-000098,-1.1990557707851293
ACH-000099,-0.8746091114479917
ACH-000108,-0.8930980630313077
ACH-000113,-0.8531003523755468
ACH-000116,-0.9462870744781084
ACH-000118,-0.8386358222227961
ACH-000120,-1.2908195369776192
ACH-000123,-0.9397305845501258
ACH-000127,-0.9107400401003996
ACH-000128,-0.8328582142402392
ACH-000132,-0.8764500794458651
ACH-000133,-0.8042176758588879
ACH-000137,-0.9824140204484576
ACH-000138,-0.7322315590055749
ACH-000142,-0.8724600355476375
ACH-000143,-0.9046936147622135
ACH-000146,-0.6944476392306055
ACH-000148,-1.0290920056848665
ACH-000150,-1.113806570870826
ACH-000152,-0.9789046388933488
ACH-000153,-0.7140613487215076
ACH-000159,-0.8442781345636661
ACH-000160,-0.6588969471996572
ACH-000163,-0.6835247434585889
ACH-000167,-0.6308395472590701
ACH-000168,-0.9839530766470912
ACH-000169,-0.7788016602559681
ACH-000178,-0.8313445125788491
ACH-000183,-0.9826722165482514
ACH-000188,-1.0526641434864454
ACH-000189,-1.0417566113045331
ACH-000190,-0.6651752248040638
ACH-000198,-0.7904631735433827
ACH-000203,-0.7233448116162631
ACH-000204,-0.6715842503146848
ACH-000206,-0.7670460432092293
ACH-000207,-0.8045349442915195
ACH-000208,-0.8833514306921993
ACH-000210,-1.148309473363702
ACH-000211,-0.7686467769118156
ACH-000215,-1.0009407050308874
ACH-000221,-0.9173969930546024
ACH-000222,-1.098235417916329
ACH-000223,-0.7301308549341197
ACH-000226,-0.8335764024666813
ACH-000227,-0.6957561036606286
ACH-000228,-0.9011074277778994
ACH-000231,-0.8490662961470714
ACH-000232,-0.928292099829512
ACH-000233,-0.9739698123967012
ACH-000234,-0.6507460618320867
ACH-000235,-0.8812424366161734
ACH-000237,-0.9952592458193764
ACH-000238,-0.9942171592184976
ACH-000242,-0.7132110897475099
ACH-000243,-0.8715952557019533
ACH-000244,-0.8706746608245508
ACH-000246,-0.6811181976956119
ACH-000248,-1.0333984639987688
ACH-000250,-0.8173911705328081
ACH-000251,-1.0018788076002514
ACH-000252,-0.9587483613721632
ACH-000253,-0.7163483046970821
ACH-000255,-0.978712761678904
ACH-000256,-0.8239883210339864
ACH-000257,-0.8230878042312605
ACH-000258,-0.7942746559547388
ACH-000259,-0.8404392147774664
ACH-000260,-1.0161513929981727
ACH-000261,-0.7623364238217962
ACH-000262,-0.7551943050562142
ACH-000263,-1.14652301233474
ACH-000264,-0.9013070468387806
ACH-000265,-1.0102606353052943
ACH-000266,-0.7788909217301442
ACH-000272,-0.5957102484684078
ACH-000274,-0.4780423326121074
ACH-000277,-0.9923070730545451
ACH-000278,-0.9503586467271076
ACH-000279,-1.0345356783547242
ACH-000280,-0.7743963982302606
ACH-000281,-0.961803647089748
ACH-000288,-1.0356266301688817
ACH-000291,-0.8857005037482192
ACH-000293,-0.9838620599588008
ACH-000294,-0.7221937747812355
ACH-000295,-1.0040152086680625
ACH-000296,-0.8624262691950834
ACH-000302,-1.0232080157706271
ACH-000304,-0.6962279178973748
ACH-000307,-0.7384976629144947
ACH-000308,-1.0496642294811735
ACH-000310,-0.93837418939745
ACH-000311,-0.7491995609298571
ACH-000312,-0.908756353300801
ACH-000315,-1.160811066230542
ACH-000316,-0.8879913223697847
ACH-000317,-1.0484061115449692
ACH-000318,-0.8959634847126927
ACH-000319,-0.862321569794112
ACH-000320,-0.8051581530129878
ACH-000322,-1.2641069812291297
ACH-000323,-0.7244156643721417
ACH-000324,-0.8287298268251075
ACH-000329,-0.9173484425501104
ACH-000330,-0.8481946428529266
ACH-000331,-1.0088491908641843
ACH-000332,-0.8788181536812537
ACH-000334,-1.038931369826387
ACH-000335,-0.9394115902179476
ACH-000336,-1.0173533706110995
ACH-000337,-0.8163432228679757
ACH-000338,-1.2021351033054224
ACH-000339,-0.8273284841300349
ACH-000341,-0.7710034896975783
ACH-000348,-0.8538487407327979
ACH-000350,-0.7400873036852588
ACH-000352,-0.8902261780564354
ACH-000356,-0.9401503892986124
ACH-000361,-0.9634377481946
ACH-000362,-0.9152661736624768
ACH-000363,-0.9677102387424614
ACH-000364,-1.1667699165751195
ACH-000365,-1.003876411953948
ACH-000366,-0.8229006696093987
ACH-000368,-1.0548932416684706
ACH-000374,-0.7751538763942873
ACH-000375,-0.7390797070169047
ACH-000376,-0.7485759501455735
ACH-000381,-0.9836215362329304
ACH-000383,-0.8795710232688496
ACH-000387,-0.8840059043587966
ACH-000389,-0.8578668154390734
ACH-000390,-1.1532203232889435
ACH-000393,-0.8800000747180401
ACH-000395,-0.8280797640310407
ACH-000396,-0.941168448005156
ACH-000397,-1.1213788815334815
ACH-000401,-0.8442062675456451
ACH-000402,-0.8648363943203214
ACH-000403,-0.9284576787850756
ACH-000404,-1.0709572979005793
ACH-000406,-1.2978693364929517
ACH-000407,-1.0091558084700638
ACH-000408,-0.9003868020579247
ACH-000410,-1.2280643040623749
ACH-000411,-0.759008630297655
ACH-000414,-0.9023458574975992
ACH-000415,-0.9934513453227158
ACH-000416,-1.1457322871950275
ACH-000420,-0.7929508719079961
ACH-000421,-0.9056320407712868
ACH-000424,-0.976650679499975
ACH-000425,-0.96578857746502
ACH-000426,-0.9133627154790822
ACH-000427,-0.758617697689843
ACH-000433,-0.6937664718520491
ACH-000435,-0.9065900404774522
ACH-000436,-0.7902052369611753
ACH-000444,-0.8925793036637443
ACH-000445,-1.106347635759705
ACH-000448,-0.8452461978364085
ACH-000450,-0.8431058037553203
ACH-000452,-0.9253105191188687
ACH-000454,-1.1816735588182865
ACH-000458,-0.8066629002271403
ACH-000459,-0.9661326127069528
ACH-000460,-0.8660608570206302
ACH-000461,-0.9945826653777536
ACH-000463,-0.9948042232163492
ACH-000464,-0.8381654986057172
ACH-000466,-0.9593267849931963
ACH-000467,-0.8549753688864943
ACH-000468,-0.7770845310126292
ACH-000469,-0.9666613769561128
ACH-000470,-0.7713031811519595
ACH-000471,-0.7515769676954062
ACH-000472,-0.8538650292696971
ACH-000473,-0.8985963834252327
ACH-000475,-0.9353638283820722
ACH-000476,-0.853204373264729
ACH-000477,-0.8085902060086553
ACH-000479,-0.7758345708685348
ACH-000480,-0.8077262446312165
ACH-000481,-1.0584783353066565
ACH-000483,-0.6494598803970721
ACH-000484,-1.0431064813784965
ACH-000485,-1.0901028128291104
ACH-000486,-0.9387470612176384
ACH-000487,-0.9259211795498824
ACH-000488,-0.8375542337966929
ACH-000490,-0.7152458543229194
ACH-000491,-0.5647742114198087
ACH-000495,-0.9059576942239318
ACH-000496,-1.1704898135393882
ACH-000499,-0.9678140094511832
ACH-000500,-1.218080666412907
ACH-000502,-1.0832084610322172
ACH-000503,-0.7553886192439713
ACH-000505,-0.6721973113128652
ACH-000507,-0.8413158812947465
ACH-000510,-0.7316090454969534
ACH-000511,-0.953398729448078
ACH-000512,-1.061804443544972
ACH-000516,-0.7808664661130772
ACH-000517,-0.9229152163754806
ACH-000518,-0.9669975783765401
ACH-000520,-0.9094481880538314
ACH-000521,-1.050549758614818
ACH-000522,-0.9260546319332528
ACH-000524,-0.6193857712636278
ACH-000527,-0.8994724151690038
ACH-000528,-0.9125911704646388
ACH-000537,-0.8086139941688354
ACH-000541,-0.9674164537100409
ACH-000542,-0.7234940038866295
ACH-000544,-0.94468677270873
ACH-000545,-1.0080934706442015
ACH-000547,-0.7099063980731192
ACH-000548,-0.8346301703583109
ACH-000549,-0.8611297830603787
ACH-000550,-1.0656523538266442
ACH-000552,-0.9526150350889051
ACH-000556,-0.8920477396330883
ACH-000557,-0.9960286146716048
ACH-000569,-0.7500660601860386
ACH-000570,-0.9093939811230256
ACH-000571,-0.698917349317486
ACH-000573,-0.8612061831641897
ACH-000576,-0.8299155731095832
ACH-000579,-0.7139354353054432
ACH-000580,-0.9324361873576535
ACH-000584,-0.8683322279469036
ACH-000585,-0.7989165208845307
ACH-000588,-0.9581177779443496
ACH-000589,-0.8734654677331194
ACH-000591,-0.8829881075932523
ACH-000593,-0.9417255829661736
ACH-000600,-0.9377071681771348
ACH-000601,-1.0110818314487513
ACH-000605,-0.953574062054838
ACH-000606,-0.9393826922032034
ACH-000608,-0.7219436020291167
ACH-000614,-0.982156385219118
ACH-000616,-0.9184958612604652
ACH-000618,-0.943387983249284
ACH-000619,-0.9417890132727004
ACH-000620,-0.7639374728412112
ACH-000621,-0.8049652033517043
