,CLHC1 (130162)
ACH-000004,-0.043247726274382864
ACH-000005,-0.07718943145430758
ACH-000007,-0.09920585171469784
ACH-000009,-0.08203994241654503
ACH-000011,-0.026305164407074564
ACH-000012,-0.04722555758195306
ACH-000013,-0.033972900425221685
ACH-000014,0.00041088678356738725
ACH-000015,-0.045213792260611466
ACH-000017,0.03073316549867762
ACH-000018,-0.036984528512349575
ACH-000019,-0.056222754470331315
ACH-000021,-0.027928250371231682
ACH-000022,-0.169215657823566
ACH-000025,-0.03423976015280224
ACH-000028,-0.12156935594872455
ACH-000030,-0.06372267330569804
ACH-000035,-0.1743146012593405
ACH-000036,-0.2094965501812915
ACH-000037,-0.15850409593877238
ACH-000039,0.007698997211332136
ACH-000040,0.024468808571258133
ACH-000041,0.015037977367652288
ACH-000042,0.0075124787398937075
ACH-000045,-0.06572345558350141
ACH-000047,-0.04895957655074084
ACH-000052,-0.0771263029058884
ACH-000053,-0.07650056759742296
ACH-000054,-0.16722996399829315
ACH-000055,-0.009675687730921015
ACH-000060,-0.005819573927803517
ACH-000067,-0.14726325950874775
ACH-000070,0.04754519433053607
ACH-000075,-0.08127761130549635
ACH-000078,-0.22992337188929274
ACH-000082,0.03877152008349053
ACH-000085,-0.029791981356711926
ACH-000086,-0.11353155350940447
ACH-000087,-0.19385354205120328
ACH-000092,-0.3328555839812989
ACH-000095,-0.04450751629549318
ACH-000097,-0.10274051653596462
ACH-000098,-0.10037200575039072
ACH-000099,-0.09940935273287696
ACH-000108,-0.16585225251678773
ACH-000113,-0.12942947215432374
ACH-000116,-0.1945144276699393
ACH-000118,-0.06211355169709741
ACH-000120,0.002626921834887568
ACH-000123,-0.12425664984862185
ACH-000127,0.0031007652874490304
ACH-000128,-0.0633567495533469
ACH-000132,-0.2298787858473403
ACH-000133,-0.207622171333694
ACH-000137,-0.015129121206237212
ACH-000138,-0.0695905876131708
ACH-000142,0.0068226600162053785
ACH-000143,-0.1220308926623578
ACH-000146,-0.024513146980565486
ACH-000148,-0.061762688231637684
ACH-000150,-0.05197517795753425
ACH-000152,-0.22438863791680927
ACH-000153,-0.07030638246459489
ACH-000159,0.03526393204515753
ACH-000160,0.05443540850348626
ACH-000163,-0.05148434073199016
ACH-000167,-0.1664651559531309
ACH-000168,0.023069959147731127
ACH-000169,-0.023134384152516254
ACH-000178,0.12914091105761522
ACH-000183,-0.0507355711018383
ACH-000188,-0.008711110683390592
ACH-000189,0.02386459140672921
ACH-000190,-0.052809859764414366
ACH-000198,-0.18199342122655687
ACH-000203,-0.14578081371320484
ACH-000204,0.05593595135292724
ACH-000206,0.01638937945999233
ACH-000207,-0.05031007959505685
ACH-000208,0.10159572612751176
ACH-000210,-0.09078593233821763
ACH-000211,-0.07241108681297305
ACH-000215,-0.09893720643843466
ACH-000221,-0.12754828166733134
ACH-000222,-0.06378566162697806
ACH-000223,-0.07703149412741858
ACH-000226,-0.09456046674469973
ACH-000227,-0.21015975566872205
ACH-000228,-0.0660512604441711
ACH-000231,-0.2430548765834951
ACH-000232,-0.1426320231308928
ACH-000233,-0.054810173773928855
ACH-000234,-0.03252501546579085
ACH-000235,-0.008956533757876141
ACH-000237,-0.10146267825097477
ACH-000238,-0.057059056730397725
ACH-000242,-0.11935186493774926
ACH-000243,-0.06774494457086139
ACH-000244,-0.15849115677263811
ACH-000246,0.07590563488834247
ACH-000248,0.012540435908703374
ACH-000250,-0.006072188441427558
ACH-000251,-0.1000118960730763
ACH-000252,0.07424165983266942
ACH-000253,0.04502076607100367
ACH-000255,-0.021082056592835352
ACH-000256,-0.09279551231291183
ACH-000257,-0.1662239571621621
ACH-000258,-0.04394739190371117
ACH-000259,-0.10096397251962512
ACH-000260,-0.127722316888553
ACH-000261,-0.022948031684259605
ACH-000262,-0.11491169874111745
ACH-000263,-0.0462946749440232
ACH-000264,-0.12849239285655772
ACH-000265,-0.060800816397656374
ACH-000266,-0.04024119865932373
ACH-000272,-0.08441074581789955
ACH-000274,-0.0854769172179301
ACH-000277,-0.05724636634932829
ACH-000278,-0.17960688570772282
ACH-000279,-0.032925338217966935
ACH-000280,-0.13550105102488327
ACH-000281,-0.06428177277224145
ACH-000288,-0.10727222023586863
ACH-000291,-0.025726152675074238
ACH-000293,-0.006705026687336854
ACH-000294,-0.08086592470539804
ACH-000295,-0.05941296636620471
ACH-000296,-0.14205003063219274
ACH-000302,0.08015975208871093
ACH-000304,-0.06273964389203343
ACH-000307,0.06225783431176307
ACH-000308,-0.14654556620359036
ACH-000310,0.03299602039891788
ACH-000311,-0.08443485068445719
ACH-000312,-0.09087933102501236
ACH-000315,-0.02426487796787076
ACH-000316,0.09342925553723756
ACH-000317,0.03803028921737717
ACH-000318,0.06400618597063698
ACH-000319,-0.09765096379652348
ACH-000320,-0.17525436947954418
ACH-000322,-0.037603492219167055
ACH-000323,0.029194801722087826
ACH-000324,-0.026801528603262563
ACH-000329,-0.002596252171613465
ACH-000330,0.04401747180897719
ACH-000331,-0.08363172736490562
ACH-000332,-0.044056850593908
ACH-000334,-0.1423346347465028
ACH-000335,-0.004217153589538508
ACH-000336,-0.027404408831745736
ACH-000337,-0.033954653092672565
ACH-000338,0.023107185534720624
ACH-000339,-0.026266486838357684
ACH-000341,-0.19692413928124464
ACH-000348,0.042216567667899996
ACH-000350,-0.07431483473205527
ACH-000352,0.05479393881862897
ACH-000356,-0.01794844997985056
ACH-000361,-0.012644285151047943
ACH-000362,-0.0547072009448392
ACH-000363,-0.12479969748572532
