,CYP2D6 (1565)
ACH-000004,0.15137747922342756
ACH-000005,0.4724452040316037
ACH-000007,0.03319316376280913
ACH-000009,0.2274995371345737
ACH-000011,0.2065745679979305
ACH-000012,0.2116255752199684
ACH-000013,0.1346277196458602
ACH-000014,0.03076153347667984
ACH-000015,0.13946443862529526
ACH-000017,0.23175993195970074
ACH-000018,0.2906873031400219
ACH-000019,0.1818459296764884
ACH-000021,0.2589302278751402
ACH-000022,0.26288411718474325
ACH-000025,0.15224801297858034
ACH-000028,0.29530839843723605
ACH-000030,0.035745816405757094
ACH-000035,0.2802160338363599
ACH-000036,0.17129706997375696
ACH-000037,0.2418669457228982
ACH-000039,0.2761740944737764
ACH-000040,0.28356479856075656
ACH-000041,0.15313759246002065
ACH-000042,0.14450483751515167
ACH-000045,0.04466392468578617
ACH-000047,0.31522666448509695
ACH-000052,0.1143209832323614
ACH-000053,0.28342897348812524
ACH-000054,0.0054180673443090105
ACH-000055,0.180960784500776
ACH-000060,0.08442014214596459
ACH-000067,0.16687103754236987
ACH-000070,0.5526402354137023
ACH-000075,0.16418302171782098
ACH-000078,0.10158787370313488
ACH-000082,0.10460860100456744
ACH-000085,0.25012299935157783
ACH-000086,0.20078705081068032
ACH-000087,0.1103360602637024
ACH-000092,0.3109547416753912
ACH-000095,0.2358518881034739
ACH-000097,0.10354640145899667
ACH-000098,0.11096440831385414
ACH-000099,0.18878585500148526
ACH-000108,0.054646927102922134
ACH-000113,0.1702949388369916
ACH-000116,0.15072807719896542
ACH-000118,0.16121587832402742
ACH-000120,0.002510520199951415
ACH-000123,0.3055433510758609
ACH-000127,0.288100918508589
ACH-000128,0.04808122655608222
ACH-000132,0.20352087484580425
ACH-000133,0.22037612239249346
ACH-000137,0.16808095593983574
ACH-000138,0.2440583393777789
ACH-000142,0.15707860044426908
ACH-000143,0.049589547584110105
ACH-000146,0.3027676541667148
ACH-000148,0.3266843720577112
ACH-000150,0.19468462354728805
ACH-000152,0.09027267662994544
ACH-000153,0.08560525394524511
ACH-000159,0.26526048361077786
ACH-000160,0.25914123453432397
ACH-000163,0.2519705604774811
ACH-000167,0.1657854202994828
ACH-000168,0.3822421066183112
ACH-000169,0.09619364364880256
ACH-000178,0.11581706071453468
ACH-000183,0.2424037934290497
ACH-000188,0.049934150567212086
ACH-000189,-0.24188963252617615
ACH-000190,-0.02998906596093465
ACH-000198,0.11430491775163545
ACH-000203,0.40781021233576414
ACH-000204,0.2610088842489667
ACH-000206,0.3308323872043956
ACH-000207,0.2689352902079075
ACH-000208,0.2362929553665465
ACH-000210,0.14472033327106462
ACH-000211,0.21791195701257632
ACH-000215,0.2270908349880414
ACH-000221,0.13071329380176114
ACH-000222,0.30023842515380017
ACH-000223,0.272432874209978
ACH-000226,0.3761708552397295
ACH-000227,0.3174272871374366
ACH-000228,0.18050103963967284
ACH-000231,0.11845028524367987
ACH-000232,0.09723979706090763
ACH-000233,0.3772871348238696
ACH-000234,0.17589342973924132
ACH-000235,0.12717649377534698
ACH-000237,0.08610061607089042
ACH-000238,0.1769927151105296
ACH-000242,0.3133464929356629
ACH-000243,0.12003177122485535
ACH-000244,0.35081530281275203
ACH-000246,0.24801468959047096
ACH-000248,0.034618191254609944
ACH-000250,0.18763766086857528
ACH-000251,0.14625272711407386
ACH-000252,0.5336407726368068
ACH-000253,0.270258947139966
ACH-000255,0.2707245944270467
ACH-000256,0.04363047817615564
ACH-000257,0.25892885446230074
ACH-000258,0.1747802238360888
ACH-000259,0.15306088728623515
ACH-000260,0.2354413231131224
ACH-000261,0.13776022184049666
ACH-000262,0.15058990796651342
ACH-000263,0.6548148072368918
ACH-000264,0.10647967324509464
ACH-000265,0.2180528369220805
ACH-000266,0.1013189369596619
ACH-000272,-0.03975398234141775
ACH-000274,0.24413543836739274
ACH-000277,0.31820298515191114
ACH-000278,0.1325697044834412
ACH-000279,0.3248247515907851
ACH-000280,0.07414872666826533
ACH-000281,0.27798600741165663
ACH-000288,0.12860392142312085
ACH-000291,-0.0005278857804739887
ACH-000293,0.35945895327916755
ACH-000294,0.4459526439921468
ACH-000295,0.2432693632646001
ACH-000296,-0.04969934607034872
ACH-000302,0.14161832819717965
ACH-000304,-0.12128393333624063
ACH-000307,0.17703893572345145
ACH-000308,0.12228030725638987
ACH-000310,0.2819165542894133
ACH-000311,0.23922749211815575
ACH-000312,0.08636713571489249
ACH-000315,0.02521207080519532
ACH-000316,0.10504395705301386
ACH-000317,0.2451649336197772
ACH-000318,0.19078227760891245
ACH-000319,0.2698868864138729
ACH-000320,0.0032301811571973657
ACH-000322,0.3715364380783812
ACH-000323,0.1414518970592732
ACH-000324,0.01272649151102937
ACH-000329,0.2240846027587159
ACH-000330,0.3110088542020566
ACH-000331,0.21751846311366704
ACH-000332,0.37143061424401147
ACH-000334,0.17145452331015426
ACH-000335,0.3069380235357897
ACH-000336,-0.15861538819004042
ACH-000337,0.05377146853325589
ACH-000338,-0.11667864940952878
ACH-000339,0.24635708789044666
ACH-000341,0.29715935687526024
ACH-000348,0.2835079064265215
ACH-000350,0.16346201437280458
ACH-000352,0.2531443174248765
ACH-000356,0.041086735160329145
ACH-000361,0.2593767992505546
ACH-000362,0.2482071751994309
ACH-000363,0.20547746044609694
ACH-000364,0.233914642970218
ACH-000365,0.20447451470675146
ACH-000366,0.307625989021378
ACH-000368,0.19355589214436045
ACH-000374,0.2744355961757401
ACH-000375,0.0967242488575793
ACH-000376,0.19270992555233146
ACH-000381,0.2879202245763227
ACH-000383,0.20028370192168035
ACH-000387,0.3014508851495975
ACH-000389,0.33365453984401644
ACH-000390,0.13066117637237631
ACH-000393,0.29219393354738193
ACH-000395,-0.05052113275772521
ACH-000396,0.207787739469574
ACH-000397,0.2540616818718769
ACH-000401,0.12378765343582245
ACH-000402,0.4297219715505351
ACH-000403,0.2891870292768357
ACH-000404,0.04164363896775699
ACH-000406,0.12510535316219276
ACH-000407,0.1338811091048736
ACH-000408,0.11678882993764565
ACH-000410,0.09601756314791356
ACH-000411,0.2815793518750248
