,MARCH4 (57574)
ACH-000004,-0.15592328837704936
ACH-000005,0.0009830943716304188
ACH-000007,-0.23153226861600745
ACH-000009,-0.2272880684752072
ACH-000011,-0.11267812111351468
ACH-000012,-0.20773541757321007
ACH-000013,-0.1119701310958749
ACH-000014,-0.1305609760466219
ACH-000015,-0.03807388189201843
ACH-000017,-0.2507647328680016
ACH-000018,-0.2744575590240693
ACH-000019,-0.12680326953871532
ACH-000021,-0.1402626289026723
ACH-000022,-0.19421933568119687
ACH-000025,0.025438428425202782
ACH-000028,-0.02715848831079721
ACH-000030,-0.12083466873101065
ACH-000035,0.012647057811529151
ACH-000036,-0.2948097520250509
ACH-000037,-0.2312108559083281
ACH-000039,-0.3173144631684299
ACH-000040,-0.1460360617480896
ACH-000041,-0.20255557202506905
ACH-000042,-0.13404847700855674
ACH-000045,-0.2272047083742701
ACH-000047,-0.05629859413714916
ACH-000052,-0.13284083811992695
ACH-000053,-0.21547807465062205
ACH-000054,-0.06844499873050465
ACH-000055,-0.05267283241668638
ACH-000060,-0.1703952892941755
ACH-000067,-0.13918635965285814
ACH-000070,-0.1966788869548121
ACH-000075,-0.09276902398849714
ACH-000078,-0.2961610371539949
ACH-000082,-0.2061714621307676
ACH-000085,-0.1617910163231035
ACH-000086,-0.15132590954195346
ACH-000087,-0.1737121150762283
ACH-000092,-0.11328912075996105
ACH-000095,-0.07975426824262283
ACH-000097,-0.19608111512963453
ACH-000098,-0.10413988681916216
ACH-000099,-0.09812835583552454
ACH-000108,-0.22511219503652394
ACH-000113,-0.11110345913443408
ACH-000116,-0.10206624533287473
ACH-000118,-0.059969839072607466
ACH-000120,-0.1958360561162284
ACH-000123,-0.14408680404443114
ACH-000127,-0.2589118405571591
ACH-000128,-0.18661114266736267
ACH-000132,-0.13798191983052546
ACH-000133,-0.25090892953707106
ACH-000137,-0.17652400960082856
ACH-000138,0.01755769999240975
ACH-000142,-0.15110892103062104
ACH-000143,-0.18443817446926733
ACH-000146,-0.15850106983873902
ACH-000148,-0.1431410347198333
ACH-000150,0.06357397639798036
ACH-000152,-0.2149488132361497
ACH-000153,-0.007444066574323265
ACH-000159,-0.16733377876127464
ACH-000160,-0.141512553226941
ACH-000163,-0.09373158288187122
ACH-000167,-0.31974666635134635
ACH-000168,-0.1202235834394542
ACH-000169,-0.14708473254333976
ACH-000178,-0.06915306726332139
ACH-000183,0.01374736329965626
ACH-000188,-0.19905059326973135
ACH-000189,-0.00888261911085397
ACH-000190,-0.10786836201753404
ACH-000198,-0.13687398263659048
ACH-000203,-0.2641495435969885
ACH-000204,-0.3793341782895909
ACH-000206,-0.1857646241352653
ACH-000207,-0.1656683715515516
ACH-000208,-0.29878085474255994
ACH-000210,0.0054341775099679464
ACH-000211,-0.12264244267386575
ACH-000215,-0.18018515858356107
ACH-000221,-0.1535757239508184
ACH-000222,-0.37476304549567
ACH-000223,-0.19185428539640645
ACH-000226,-0.15942475017937702
ACH-000227,-0.2304194592276577
ACH-000228,-0.035552568877812024
ACH-000231,-0.21538414954693136
ACH-000232,-0.04671103819128957
ACH-000233,-0.04041346251989962
ACH-000234,-0.3762325741910448
ACH-000235,-0.07825274158866298
ACH-000237,-0.14165233012414047
ACH-000238,-0.07084790472166765
