,RFFL (117584)
ACH-000256,-0.5827615768834118
ACH-000257,-0.24383444274808694
ACH-000258,-0.5216719488193124
ACH-000259,-0.2441490825227336
ACH-000260,-0.25091030604997555
ACH-000261,-0.4386214394635557
ACH-000262,-0.2253089159687928
ACH-000263,-0.2813369339337398
ACH-000264,-0.4226887690941771
ACH-000265,-0.3923463809745796
ACH-000266,-0.3570643702591932
ACH-000272,-0.3820207180380101
ACH-000274,-0.6292249400510053
ACH-000277,-0.5196956763634993
ACH-000278,-0.4740435089495457
ACH-000279,-0.3217256731430353
ACH-000280,-0.21916846179351776
ACH-000281,-0.18538239717370736
ACH-000288,-0.3783331594208859
ACH-000291,-0.4271287534797353
ACH-000293,-0.472534195655073
ACH-000294,-0.30239305731391714
ACH-000295,-0.3513984629232363
ACH-000296,-0.3121963506173533
ACH-000302,-0.3301606010149425
ACH-000304,-0.6238362713033914
ACH-000307,-0.41535173969844186
ACH-000308,-0.4017927381556252
ACH-000310,-0.4586682947020222
ACH-000311,-0.3860112255356279
ACH-000312,-0.34366556670191034
ACH-000315,-0.2004712015047606
ACH-000316,-0.2607200453993356
ACH-000317,-0.5064703087624708
ACH-000318,-0.29630323950747545
ACH-000319,-0.31726640963247704
ACH-000320,-0.42675504077571697
ACH-000322,-0.5436163254024672
ACH-000323,-0.3091132679399853
ACH-000324,-0.2819549050661124
ACH-000329,-0.4561941257232
ACH-000330,-0.3565039164308762
ACH-000331,-0.521756715834762
ACH-000332,-0.3962159276544108
ACH-000334,-0.4072037459090161
ACH-000335,-0.1767588411799902
ACH-000336,-0.4473189517848247
ACH-000337,-0.3758863993620544
ACH-000338,-0.7564773895834497
ACH-000339,-0.4410989225771983
ACH-000341,-0.4004246091398085
ACH-000348,-0.3614604945752632
ACH-000350,-0.2967641991281804
ACH-000352,-0.3661318691199216
ACH-000356,-0.4732314915592518
ACH-000361,-0.34313846122125324
ACH-000362,-0.4033976775185511
ACH-000363,-0.3216879271785515
ACH-000364,-0.3895110128407342
ACH-000365,-0.34322364535641525
ACH-000366,-0.3224673980310024
ACH-000368,-0.3708541291220655
ACH-000374,-0.3405537706472553
ACH-000375,-0.4480154539318917
ACH-000376,-0.21400403413452235
ACH-000381,-0.2443198537888276
ACH-000383,-0.3650422796240649
ACH-000387,-0.5716166640515503
ACH-000389,-0.19856347336471944
ACH-000390,-0.4621796730653046
ACH-000393,-0.3320751647072666
ACH-000395,-0.2699457360750209
ACH-000396,-0.4954523872080424
ACH-000397,-0.4319846515572041
ACH-000401,-0.27850240664724285
ACH-000402,-0.5880523422523278
ACH-000403,-0.4523557237940855
ACH-000404,-0.38219186549351736
ACH-000406,-0.2781100307930851
ACH-000407,-0.3233849000184679
ACH-000408,-0.172218403486103
ACH-000410,-0.40951384589984097
ACH-000411,-0.3699145823373816
ACH-000414,-0.38689146261457424
ACH-000415,-0.4028946057365459
ACH-000416,-0.4046442103580869
ACH-000420,-0.3726606123871973
ACH-000421,-0.38997704468910216
ACH-000424,-0.5146167338934269
ACH-000425,-0.4163804563346808
ACH-000426,-0.48681236426512303
ACH-000427,-0.5707618632318577
ACH-000433,-0.4160475037515837
ACH-000435,-0.33680832042212044
ACH-000436,-0.4701884298453732
ACH-000444,-0.3583807516558317
ACH-000445,-0.18670556938909214
ACH-000448,-0.5534502047768569
ACH-000450,-0.39085431350212013
ACH-000452,-0.496259564112516
ACH-000454,-0.3431792728119566
ACH-000458,-0.5865812962171498
ACH-000459,-0.2439368993774545
ACH-000460,-0.3559611545475005
ACH-000461,-0.2810975880096473
ACH-000463,-0.4878459286105757
ACH-000464,-0.3311912524371103
ACH-000466,-0.6179045794067028
ACH-000467,-0.4522247882004417
ACH-000468,-0.3970598451620708
ACH-000469,-0.2856649122241103
ACH-000470,-0.3316847148468057
ACH-000471,-0.4350596980374668
ACH-000472,-0.3989514131882912
ACH-000473,-0.3305242312148656
ACH-000475,-0.2932647587303431
ACH-000476,-0.3876703412232572
ACH-000477,-0.5166222814668131
ACH-000479,-0.6978867836007585
ACH-000480,-0.4019002745802213
ACH-000481,-0.3855493632411226
ACH-000483,-0.2849187341541422
ACH-000484,-0.27809871134483644
ACH-000485,-0.3762635938504954
ACH-000486,-0.3751831875118165
ACH-000487,-0.4290565531663208
ACH-000488,-0.4369290870450483
ACH-000490,-0.4730458647470589
ACH-000491,-0.3693322515521839
ACH-000495,-0.3364438304841269
ACH-000496,-0.5246712458960268
ACH-000499,-0.3127188700111777
ACH-000500,-0.4079535418178016
ACH-000502,-0.41239393129176055
ACH-000503,-0.3953798324233307
ACH-000505,-0.3846196259487009
ACH-000507,-0.3216732146679248
ACH-000510,-0.3415716563032524
ACH-000511,-0.519679378613461
ACH-000512,-0.5767219814177948
ACH-000516,-0.26374497291335725
ACH-000517,-0.5245886757205624
ACH-000518,-0.3384411489008831
ACH-000520,-0.5417854999149415
ACH-000521,-0.40437538494948855
ACH-000522,-0.3311641536283215
ACH-000524,-0.48219750078188794
ACH-000527,-0.3717360792151007
ACH-000528,-0.390766241110534
ACH-000537,-0.4099227405108747
ACH-000541,0.012976711960184684
ACH-000542,-0.4042386302420069
ACH-000544,-0.4244441138006324
ACH-000545,-0.3073200257785977
ACH-000547,-0.3304900665026229
ACH-000548,-0.4149870213375206
ACH-000549,-0.3069378754834945
ACH-000550,-0.3477887368755177
ACH-000552,-0.3557587508401728
ACH-000556,-0.3907939710930355
ACH-000557,-0.3833282280541161
ACH-000569,-0.4632047331242247
ACH-000570,-0.4708681889746429
ACH-000571,-0.27598387265444985
ACH-000573,-0.3456223627805167
ACH-000576,-0.3521149988993075
ACH-000579,-0.3801011980877949
ACH-000580,-0.4457941658664138
ACH-000584,-0.3100638395920165
ACH-000585,-0.2711210174016751
ACH-000588,-0.3211744956755271
ACH-000589,-0.4065604129725927
ACH-000591,-0.367798400759445
ACH-000593,-0.31817524379701845
ACH-000600,-0.5089529117991345
ACH-000601,-0.3281101946893757
ACH-000605,-0.458250815785511
ACH-000606,-0.478273784365335
ACH-000608,-0.4838771664446239
ACH-000614,-0.4970583206400634
ACH-000616,-0.4077752276710456
ACH-000618,-0.269987649863007
ACH-000619,-0.587538912535847
ACH-000620,-0.4390815547279199
ACH-000621,-0.40748721063072507
ACH-000622,-0.4262879307621448
ACH-000623,-0.4058531723832509
ACH-000624,-0.4544870723285568
ACH-000627,-0.3608159836359123
ACH-000630,-0.3461078086941727
ACH-000631,-0.2983318805913583
ACH-000632,-0.5071131606072179
ACH-000633,-0.4292064749151156
ACH-000637,-0.32102214707426746
ACH-000638,-0.2541769810635686
ACH-000646,-0.4961086608992994
ACH-000647,-0.4826610197744649
ACH-000648,-0.4060556047970241
ACH-000649,-0.3281694301374655
ACH-000651,-0.3089044274060492
ACH-000652,-0.4541835844579543
ACH-000653,-0.38370762512006507
ACH-000657,-0.4435285823424905
ACH-000658,-0.4473523189322395
ACH-000661,-0.3136007826632036
ACH-000662,-0.4776913607772074
ACH-000663,-0.3908878165174911
ACH-000665,-0.310536483065143
ACH-000671,-0.09848197336554593
ACH-000672,-0.13933578210094907
ACH-000673,-0.3956726820469348
ACH-000676,-0.4368080415855223
ACH-000677,-0.348902072640915
ACH-000681,-0.2946398441218117
ACH-000683,-0.3637265026330607
ACH-000684,-0.3351505100614733
ACH-000688,-0.5127791838234247
ACH-000693,-0.29533822369094226
ACH-000694,-0.327499381385416
ACH-000695,-0.6788387656580359
ACH-000696,-0.4838152293491326
ACH-000697,-0.3172934692244167
ACH-000699,-0.3065353376717965
ACH-000701,-0.1321285820056563
ACH-000706,-0.29141096359278323
ACH-000711,-0.6810728288729188
ACH-000713,-0.4048838586815836
ACH-000714,-0.5861780501190699
ACH-000718,-0.4784130887721247
ACH-000720,-0.2914604046024821
ACH-000721,-0.44635499628097614
ACH-000724,-0.390268565923401
ACH-000725,-0.4205991587283784
ACH-000732,-0.3594401050797732
ACH-000734,-0.2793913437499473
ACH-000735,-0.402561704643279
ACH-000736,-0.4756722316252173
ACH-000738,-0.439670831124113
ACH-000746,-0.3958267153723489
ACH-000747,-0.332450019608219
ACH-000748,-0.3423138931385462
ACH-000753,-0.2826291820900115
ACH-000756,-0.2752865310074253
ACH-000757,-0.3820936824042823
ACH-000758,-0.5122267180295301
ACH-000760,-0.4802172553519676
ACH-000762,-0.37205865043151626
ACH-000763,-0.6299324974402768
ACH-000764,-0.3021703707459436
ACH-000765,-0.3283264962683137
ACH-000766,-0.3429995191271264
ACH-000767,-0.3408824473333389
ACH-000768,-0.4127625530974219
ACH-000769,-0.3627346918516931
ACH-000770,-0.3709274566898699
ACH-000771,-0.3076077877591976
ACH-000773,-0.3092734955326177
ACH-000776,-0.4541287142246812
ACH-000777,-0.4431556622514311
ACH-000778,-0.3814511972903256
ACH-000781,-0.35448919672145657
ACH-000782,-0.19788101089915566
ACH-000783,-0.3854959704637477
ACH-000784,-0.3542544352747665
ACH-000785,-0.4608098970414545
ACH-000787,-0.2582042035514875
ACH-000788,-0.32649988884051834
ACH-000791,-0.4243888617771498
ACH-000792,-0.31652471391340004
ACH-000794,-0.3296975338743139
ACH-000796,-0.4918632856808005
ACH-000798,-0.4787497191559537
ACH-000799,-0.5756362985109039
ACH-000800,-0.3167092491429201
ACH-000802,-0.2375939423040306
ACH-000804,-0.28149843882270376
ACH-000805,-0.4595617220086402
ACH-000809,-0.3825512387427769
ACH-000810,-0.4057655834458652
ACH-000811,-0.4042155650639573
ACH-000817,-0.4296654885227368
ACH-000819,-0.18630326495487826
ACH-000820,-0.17873313222179885
ACH-000821,-0.5291521134709746
ACH-000822,-0.4058635846631686
ACH-000823,-0.3513579515431195
ACH-000824,-0.5127817896846211
ACH-000827,-0.3609159065738034
ACH-000829,-0.3750571038203521
ACH-000831,-0.4407650016066849
ACH-000832,-0.3881854584693313
ACH-000833,-0.4681435402626534
ACH-000834,-0.2198354349311517
ACH-000835,-0.35025908937456746
ACH-000836,-0.324849136952073
ACH-000837,-0.29643784277692176
ACH-000838,-0.21468523469444925
ACH-000839,-0.37820505671977855
ACH-000840,-0.3406654490892668
ACH-000841,-0.4778891299036911
ACH-000843,-0.389298389484224
ACH-000846,-0.4683966030546746
ACH-000847,-0.409321707476264
ACH-000848,-0.4685362519987105
ACH-000849,-0.5249519410159592
ACH-000851,-0.35224088876745163
ACH-000855,-0.3906501986849544
ACH-000856,-0.3386732275225515
ACH-000858,-0.3528820341483813
ACH-000859,-0.33486689476608944
ACH-000861,-0.4152927391834947
ACH-000862,-0.4135286124038058
ACH-000865,-0.3023654173924489
ACH-000866,-0.20073183368470932
ACH-000867,-0.5747376754817095
ACH-000869,-0.4133341838488962
ACH-000872,-0.35026757205314074
ACH-000873,-0.5029319012404706
ACH-000876,-0.3976325794257368
ACH-000878,-0.16700027218623378
ACH-000880,-0.3511913674765997
ACH-000881,-0.4250172547832771
ACH-000882,-0.4636829141751417
ACH-000884,-0.3509043869533859
ACH-000885,-0.5072880465635822
ACH-000887,-0.3763587134128913
ACH-000889,-0.3463974454554569
ACH-000896,-0.284930743857471
ACH-000898,-0.3728247046236567
ACH-000900,-0.4564037833720374
ACH-000901,-0.42077862324042814
ACH-000905,-0.3783190320594808
ACH-000906,-0.2951221514622948
ACH-000907,-0.35166798355135703
ACH-000910,-0.2772599287653421
ACH-000911,-0.39821878368713415
ACH-000912,-0.36865104784502606
ACH-000913,-0.4010923518100871
ACH-000915,-0.3524872361558839
ACH-000916,-0.13607986143815293
ACH-000917,-0.4836118151277937
ACH-000920,-0.3685901239080392
ACH-000921,-0.4956089354571992
ACH-000924,-0.3550019980609602
ACH-000926,-0.41325576078754905
ACH-000928,-0.20679454475719114
ACH-000929,-0.5952376408515444
ACH-000932,-0.5175529801997762
ACH-000935,-0.5045503769044728
ACH-000936,-0.3142846161336349
ACH-000937,-0.5086722535830656
ACH-000938,-0.35499664175426204
ACH-000939,-0.20754967691260426
ACH-000941,-0.29729615599038034
ACH-000943,-0.4183323617703662
ACH-000946,-0.4492352058664248
ACH-000947,-0.3821990463595378
ACH-000948,-0.4591328811601424
ACH-000950,-0.19767347621555226
ACH-000953,-0.6615551485680121
ACH-000954,-0.5970206230524568
ACH-000957,-0.6339349698110011
ACH-000958,-0.5839195681043771
ACH-000960,-0.4415812465373356
ACH-000963,-0.5384404067471028
ACH-000968,-0.37697827084313495
ACH-000969,-0.42577870554465097
ACH-000972,-0.5253068356837529
ACH-000973,-0.4847128587811712
ACH-000974,-0.3744173690646615
ACH-000978,-0.23989216996402415
ACH-000984,-0.4564100005864962
ACH-000986,-0.3934929198420754
ACH-000988,-0.3793540681474193
ACH-000993,-0.3135230166615746
ACH-000994,-0.22739990773028926
ACH-000996,-0.2648136674143689
ACH-001001,-0.5218298913787645
ACH-001020,-0.32000794077346706
ACH-001028,-0.4972124857618173
ACH-001031,-0.29812417762203275
ACH-001038,-0.4362668639162057
ACH-001048,-0.29804619037214497
ACH-001050,-0.368470830146512
ACH-001053,-0.5951276763909511
ACH-001054,-0.3589118980237607
ACH-001061,-0.3733703314215741
ACH-001067,-0.4039438527930261
ACH-001075,-0.5900755244977239
ACH-001096,-0.2026393432802336
ACH-001111,-0.4467705174646456
ACH-001119,-0.6674784759675729
ACH-001128,-0.36774699096954666
ACH-001134,-0.3927874520904696
ACH-001151,-0.301033045506496
ACH-001163,-0.4465512705916459
ACH-001164,-0.1638791771643747
ACH-001183,-0.4636960340238493
ACH-001192,-0.4106801838577689
ACH-001193,-0.5006009846440878
ACH-001196,-0.3528235205057776
ACH-001197,-0.6204372470710132
ACH-001205,-0.4769440424054295
ACH-001211,-0.3996107245510484
ACH-001212,-0.2588184200742357
ACH-001228,-0.4523181894039997
ACH-001232,-0.4066723975311905
ACH-001239,-0.5051033115953445
ACH-001270,-0.2089693115361801
ACH-001274,-0.483835890557805
ACH-001275,-0.4253393997674445
ACH-001277,-0.1469043910782234
ACH-001278,-0.3206230982283718
ACH-001280,-0.4016779770540592
ACH-001283,-0.4339861035228172
ACH-001289,-0.4534346507324497
ACH-001300,-0.3177625710343538
ACH-001301,-0.3529181463587919
ACH-001302,-0.613068328812585
ACH-001306,-0.5535786894846019
ACH-001318,-0.5220996265944662
ACH-001322,-0.6358026208350199
ACH-001328,-0.4988020004414078
ACH-001332,-0.5349126411652335
ACH-001336,-0.33848479949909616
ACH-001346,-0.27880607035280464
ACH-001353,-0.4803690296807809
ACH-001354,-0.22126607847259308
ACH-001367,-0.4859751157051457
ACH-001368,-0.4782683706992474
ACH-001374,-0.7073240236518826
ACH-001377,-0.4669214970102858
ACH-001380,-0.5996827742194679
ACH-001391,-0.4864683685984819
ACH-001408,-0.3920271160927348
ACH-001430,-0.5806145866130852
ACH-001431,-0.306017000111852
ACH-001450,-0.3721206861072433
ACH-001496,-0.3207170770767462
ACH-001500,-0.4842027444078853
ACH-001523,-0.3654726158315559
ACH-001532,-0.3813400417218165
ACH-001550,-0.3305088326569586
ACH-001552,-0.4207906911168973
ACH-001554,-0.39556070758317796
ACH-001654,-0.4153785417184561
ACH-001735,-0.4217240462317952
ACH-001736,-0.2934133348425841
ACH-001737,-0.7665596854362576
ACH-001740,-0.15124017060352418
ACH-001745,-0.2999821472660446
ACH-001765,-0.3897206571631769
