,MT1E (4493)
ACH-000004,0.04891117356139692
ACH-000005,0.2992565849421919
ACH-000007,0.02831192573336988
ACH-000009,0.06083657283546288
ACH-000011,0.1695971220249635
ACH-000012,0.1493686018590812
ACH-000013,0.1423569722382291
ACH-000014,0.18177083389282547
ACH-000015,0.13764727196664772
ACH-000017,0.16042115014391795
ACH-000018,0.060290187191356176
ACH-000019,-0.03489137129696883
ACH-000021,0.05768311729374261
ACH-000022,0.16924215911367108
ACH-000025,0.052138761212310855
ACH-000028,0.19655649830034372
ACH-000030,0.057812473919186286
ACH-000035,0.13914743674285654
ACH-000036,-0.013644316896033806
ACH-000037,0.04823830402372533
ACH-000039,-0.06535857363960637
ACH-000040,0.025470483671755376
ACH-000041,0.05348404863532055
ACH-000042,0.16905771685612714
ACH-000045,-0.0174856874005482
ACH-000047,0.0903797683654184
ACH-000052,0.002429590831522532
ACH-000053,0.07626668580471076
ACH-000054,0.01092343113986843
ACH-000055,0.2414056268675629
ACH-000060,0.15595090282969784
ACH-000067,0.180677713583162
ACH-000070,-0.06947290011324153
ACH-000075,0.3984949254789043
ACH-000078,0.01958587817453701
ACH-000082,0.05094706111627873
ACH-000085,0.07754576117106987
ACH-000086,-0.039571138609208065
ACH-000087,0.22941234039113664
ACH-000092,0.04246848917383317
ACH-000095,0.08917562140992256
ACH-000097,0.07574364113144633
ACH-000098,0.07849773784242171
ACH-000099,0.22654062219642934
ACH-000108,0.12945933854195593
ACH-000113,0.029310617545995912
ACH-000116,-0.01994245157080014
ACH-000118,0.1544591662394858
ACH-000120,0.05984449421326901
ACH-000123,0.08919731758143334
ACH-000127,0.0939823708918186
ACH-000128,-0.031783205799556284
ACH-000132,0.011894187521390407
ACH-000133,-0.09633868363629
ACH-000137,0.1629093339303413
ACH-000138,0.07373174209288606
ACH-000142,0.04964716209706884
ACH-000143,-0.11634534964664947
ACH-000146,0.11333710890134695
ACH-000148,0.09162479705004324
ACH-000150,-0.09841146895826014
ACH-000152,-0.006656855776027188
ACH-000153,0.11913261211549345
ACH-000159,0.12007669616829675
ACH-000160,0.09691627382420456
ACH-000163,0.19438463701456246
ACH-000167,-0.18295211974229889
ACH-000168,0.060314987223738875
ACH-000169,0.11953837294794872
ACH-000178,0.20540767505632526
ACH-000183,0.0450302088109268
ACH-000188,0.03173704582207991
ACH-000189,-0.22999846959119144
ACH-000190,-0.14769769385523335
ACH-000198,0.11803272132004355
ACH-000203,-0.07431706756296268
ACH-000204,0.12404130361605635
ACH-000206,0.03510917642008099
ACH-000207,0.11095611470797953
ACH-000208,0.4944340161200754
ACH-000210,-0.09939165720931913
ACH-000211,0.065856826752124
ACH-000215,0.06270493404990381
ACH-000221,0.08501638673739899
ACH-000222,-0.0532908900193879
ACH-000223,0.136719231259005
ACH-000226,0.16968397627301868
ACH-000227,0.3379785917615253
ACH-000228,0.2417930559219175
ACH-000231,0.004006102311638104
ACH-000232,0.2657757957509935
ACH-000233,0.17715833991226124
ACH-000234,0.1933040620666868
ACH-000235,0.131276688804248
ACH-000237,0.19121159194218287
ACH-000238,0.04112731809898905
ACH-000242,0.5850073658134864
ACH-000243,0.1111686058870636
ACH-000244,0.009555460613281658
ACH-000246,0.0460148093083694
ACH-000248,0.21844782489651693
ACH-000250,0.031995355072121374
ACH-000251,0.1864470058146894
ACH-000252,-0.0006066034604435247
ACH-000253,-0.034606239759540365
ACH-000255,0.10833599253042386
ACH-000256,0.1465412372539171
ACH-000257,-0.01628293357077085
ACH-000258,-0.04496866165101068
ACH-000259,0.005383486069886385
ACH-000260,0.09760676834399276
ACH-000261,0.1239796755805696
ACH-000262,0.11997480010632974
ACH-000263,0.20338667484553774
ACH-000264,-0.022497295378044117
ACH-000265,0.2571951669684866
ACH-000266,0.1195299334871125
ACH-000272,0.13573544540339216
ACH-000274,0.07086084333608215
ACH-000277,0.10220093813311763
ACH-000278,0.018108017375199733
ACH-000279,0.1398678462914816
ACH-000280,0.16061117256777688
ACH-000281,0.16099828443155847
ACH-000288,-0.032252061997395394
ACH-000291,-0.007188170486437684
ACH-000293,0.0671884265711304
