,BAP1 (8314)
ACH-000576,-0.6099886248351395
ACH-000579,-0.424526299721428
ACH-000580,-0.5791014537039797
ACH-000584,-0.6678968707212322
ACH-000585,-0.4865930971504261
ACH-000588,-0.7825231902507163
ACH-000589,-0.3957966455426302
ACH-000591,-0.4220953309415157
ACH-000593,-0.2131770448100444
ACH-000600,-0.2955626190204734
ACH-000601,-0.7903556308709588
ACH-000605,-0.1733764905137903
ACH-000606,-0.2893836274520433
ACH-000608,-0.5186346821928152
ACH-000614,-0.5839041748146833
ACH-000616,-0.6164954079167271
ACH-000618,-0.6041022217334484
ACH-000619,-0.7733677557803976
ACH-000620,-0.8730093767467803
ACH-000621,-0.5011731312524319
ACH-000622,-0.4799628914082325
ACH-000623,-0.2978711348699996
ACH-000624,-0.3048175274763836
ACH-000627,-0.5250504958558001
ACH-000630,-0.6316678343373721
ACH-000631,-0.5972057134585955
ACH-000632,-0.6306228234075042
ACH-000633,-0.770029603216106
ACH-000637,-0.2178271063818365
ACH-000638,-0.5909382854345853
ACH-000646,-0.642782382089424
ACH-000647,-0.3188896484988448
ACH-000648,-0.2838857207645719
ACH-000649,-0.5331067201674905
ACH-000651,-0.2584612187598946
ACH-000652,-0.5414594879077737
ACH-000653,-0.5686193042838168
ACH-000657,-0.5551198931521176
ACH-000658,-0.3253676881301993
ACH-000661,-0.5782434938530753
ACH-000662,-0.5644932527050917
ACH-000663,-0.7049983825852286
ACH-000665,-0.3144816365091566
ACH-000671,-0.7087460588976389
ACH-000672,-0.6869538652039242
ACH-000673,-0.3852984541600439
ACH-000676,-0.79017112399314
ACH-000677,-0.6274375970840729
ACH-000681,-0.5714802857597546
ACH-000683,-0.3469344408575817
ACH-000684,-0.5056234300533299
ACH-000688,-0.503126157575764
ACH-000693,-0.604739438984788
ACH-000694,-0.2875888840996422
ACH-000695,-0.4412117348261844
ACH-000696,-0.5287102728666465
ACH-000697,-0.6247873878182274
ACH-000699,-0.5935677570992816
ACH-000701,-0.4464969273475545
ACH-000706,-0.2468309020148417
ACH-000711,-0.5645031606988518
ACH-000713,-0.6567252496544548
ACH-000714,-0.7442229735643535
ACH-000718,-0.6153262489301021
ACH-000720,-0.2599498855048303
ACH-000721,-0.7850525304077598
ACH-000724,-0.5688099297871944
ACH-000725,-0.4861720784322544
ACH-000732,-0.39203156294711067
ACH-000734,-0.3888795348472708
ACH-000735,-0.0951395839191661
ACH-000736,-0.3430576038515724
ACH-000738,-0.5538097071006424
ACH-000746,-0.4093005772912937
ACH-000747,-0.8074468321758848
ACH-000748,-0.32374846853822226
ACH-000753,-0.7898844027578338
ACH-000756,-0.5127439080787821
ACH-000757,-0.5740588778220983
ACH-000758,-0.03202728913867022
ACH-000760,-0.6600088540443629
ACH-000762,-0.6082373629050488
ACH-000763,-0.3475402093169069
ACH-000764,-0.5760254607009837
ACH-000765,-0.6348322387540215
ACH-000766,-0.10560886214601184
ACH-000767,-0.3339638429054568
ACH-000768,-0.4535072224367562
ACH-000769,-0.5919170998125189
ACH-000770,-0.40188489567388097
ACH-000771,-0.7441614782086603
ACH-000773,-0.4890805902360751
ACH-000776,-0.7105228183903036
ACH-000777,-0.705925676905729
ACH-000778,-0.4422576653346197
ACH-000781,-0.3578226739044067
ACH-000782,-0.3523911426779179
ACH-000783,-0.6352488774088824
ACH-000784,-0.5076173977023979
ACH-000785,-0.44025464682488813
ACH-000787,-0.4325947521842559
ACH-000788,-0.3818493143005115
ACH-000791,-0.5969894700667246
ACH-000792,-0.5351197562114908
ACH-000794,-0.5886466542901175
ACH-000796,-0.6356591357142322
ACH-000798,-0.5394517844736713
ACH-000799,-0.6408232674277529
ACH-000800,-0.6159770308932475
ACH-000802,-0.31012676547380685
ACH-000804,-0.007490473751602083
ACH-000805,-0.3824614597154321
ACH-000809,-0.594812258402775
ACH-000810,-0.6719229833569613
ACH-000811,-0.528403924233787
ACH-000817,-0.4828805326979512
ACH-000819,-0.30312939648688986
ACH-000820,-0.4483245629043438
ACH-000821,-0.7761884416240948
ACH-000822,-0.8785280140951314
ACH-000823,-0.5573177769352349
ACH-000824,-0.28441016424641363
ACH-000827,-0.6229558219568498
ACH-000829,-0.5543626587293917
ACH-000831,-0.558886139041667
ACH-000832,-0.0790672804684424
ACH-000833,-0.6276415155753304
ACH-000834,-0.8473393180307855
ACH-000835,-0.3161241828761755
ACH-000836,-0.1168849838693413
ACH-000837,-0.6363019903438845
ACH-000838,-0.5820568248377616
ACH-000839,-0.5705992959645086
ACH-000840,-0.6797370202337863
ACH-000841,-0.3899300139929541
ACH-000843,-0.5636628127918911
ACH-000846,-0.5188902373607683
ACH-000847,-0.6417844435374871
ACH-000848,-0.3580921049786154
ACH-000849,-0.2807111483164091
ACH-000851,-0.7838138452187312
ACH-000855,-0.2941466985685033
ACH-000856,-0.5563922593993623
ACH-000858,-0.31626444205668625
ACH-000859,-0.687681744052775
ACH-000861,-0.5268834377452324
ACH-000862,-0.4185429547274727
ACH-000865,-0.6635509096034189
ACH-000866,-0.4970811094546148
ACH-000867,-0.2941674204263225
ACH-000869,-0.43172199393236826
ACH-000872,-0.6029977530269249
ACH-000873,-0.2556666126574008
ACH-000876,-0.4405982365896759
ACH-000878,-0.3761815412734795
ACH-000880,-0.4022314329625522
ACH-000881,-0.5205935227865252
ACH-000882,-0.7088612777510716
ACH-000884,-0.7163319821049273
ACH-000885,-0.6585276714997128
ACH-000887,-0.4526036198469829
ACH-000889,-0.01103782721642102
ACH-000896,-0.4160994643469673
ACH-000898,-0.5043008434752013
ACH-000900,-0.6102543883453924
ACH-000901,-0.4593562431874168
ACH-000905,-0.5359278522234512
ACH-000906,-0.4538627937490822
ACH-000907,-0.5032545238023807
ACH-000910,-0.4655181508817093
ACH-000911,-0.531765481996452
ACH-000912,-0.7126252602834282
ACH-000913,-0.2729084321482343
ACH-000915,-0.5952368198544794
ACH-000916,-0.22170132880071472
ACH-000917,-0.35231376586871105
ACH-000920,-0.3192964271181781
ACH-000921,-0.5852721644913503
ACH-000924,-0.7165796915264879
ACH-000926,-0.1679587937252459
ACH-000928,-0.6079893357629446
ACH-000929,-0.8272294099799601
ACH-000932,-0.5072898301583932
ACH-000935,-0.7265504738305282
ACH-000936,-0.5680559680721387
ACH-000937,-0.12060982337421802
ACH-000938,-0.5423787076241777
ACH-000939,-0.11158665896218052
ACH-000941,-1.2557695065000545
ACH-000943,-0.8070333250236311
ACH-000946,-0.7595267390618109
ACH-000947,-0.43315496037510737
ACH-000948,-0.4882964205683501
ACH-000950,-0.5119496747059875
ACH-000953,-0.13139188218442613
ACH-000954,-0.7518348854137724
ACH-000957,-0.4996548734277601
ACH-000958,-0.4153160832068358
ACH-000960,-0.5234848698543382
ACH-000963,-0.5813292253793023
ACH-000968,-0.7419307863794132
ACH-000969,-0.3267653061351425
ACH-000972,-0.43629826770486985
ACH-000973,-0.5260280354017388
ACH-000974,-0.6314813154131125
ACH-000978,-0.1351294616139613
ACH-000984,-0.6864027314879869
ACH-000986,-0.4773459914266607
ACH-000988,-0.6365830955360826
ACH-000993,-0.7308791147427922
ACH-000994,-0.4625952853005082
ACH-000996,-0.7062109071889712
ACH-001001,-0.4789680586830862
ACH-001020,-0.32259935958369
ACH-001028,-0.31308001637252225
ACH-001031,-0.7775003071589753
ACH-001038,-0.5709554520331106
ACH-001048,-0.5244117426675377
ACH-001050,-0.4479844969895947
ACH-001053,-0.35572865314684493
ACH-001054,-0.3652220218217832
ACH-001061,-0.5041421962718896
ACH-001067,-0.9651247774229104
ACH-001075,-0.5972890681684353
ACH-001096,-0.5896007188055995
ACH-001111,-0.43990073984110617
ACH-001119,-0.6977854570673228
ACH-001128,0.1723795790511196
ACH-001134,-0.7902914273232495
ACH-001151,-0.587872206877793
ACH-001163,-0.7962670560771472
ACH-001164,-0.642188766145584
ACH-001183,-0.8896075143434025
ACH-001192,-0.6567472796762339
ACH-001193,-0.3617361822640451
ACH-001196,-0.4974925432089736
ACH-001197,-0.2356307509922065
ACH-001205,-0.5376168741249954
ACH-001211,-0.381670074579946
ACH-001212,-0.4032262043346648
ACH-001228,-0.5030700601794863
ACH-001232,-0.4519534141273785
ACH-001239,-0.3855332264359935
ACH-001270,-0.7002146682541209
ACH-001274,-0.4376920334157975
ACH-001275,-0.5682269526579868
ACH-001277,-0.536695002656714
ACH-001278,-0.5230921858932787
ACH-001280,-0.4165622793146903
ACH-001283,-0.40941003232441225
ACH-001289,-0.5717685622223802
ACH-001300,-0.3425056986681006
ACH-001301,-0.3440861765957286
ACH-001302,-0.5480125523278
ACH-001306,-0.6265474151919127
ACH-001318,-0.3785316628852968
ACH-001322,-0.8802097867148585
ACH-001328,-0.41752138233930697
ACH-001332,-0.8357137241447472
ACH-001336,-0.4287328535265595
ACH-001346,-0.9240130776766023
ACH-001353,-0.510792298172385
ACH-001354,-0.7214397167834791
ACH-001367,-0.3337965967255405
ACH-001368,-0.4472500720075616
ACH-001374,-0.7875119695780456
ACH-001377,-0.4808492239513932
ACH-001380,-0.4179792701823322
ACH-001391,-0.6787035352436495
ACH-001408,-0.6954985648368827
ACH-001430,-0.1729856935229023
ACH-001431,-0.5024847017698625
ACH-001450,-0.7898953011320049
ACH-001496,-0.5999549234406579
ACH-001500,-0.42296460248598206
ACH-001523,-0.29061996295437786
ACH-001532,-0.6587844480236046
ACH-001550,0.01061080919527573
ACH-001552,-0.1843981791753208
ACH-001554,-0.4636845379921407
ACH-001654,-0.452387807554355
ACH-001735,-0.21161109684070295
ACH-001736,-0.2991605399373894
ACH-001737,-1.1401226486958298
ACH-001740,-0.5468064865494382
ACH-001745,-0.5242174180636688
ACH-001765,-0.4205277856263013
