,BAP1 (8314)
ACH-000004,-0.533779096342465
ACH-000005,-0.5551457729488731
ACH-000007,-0.7263964140131436
ACH-000009,-0.453572028970628
ACH-000011,-0.7218614302254184
ACH-000012,-0.7434749076229076
ACH-000013,-0.6514018962688893
ACH-000014,-0.511943220746481
ACH-000015,-0.3328089496262853
ACH-000017,-0.7570977562450959
ACH-000018,-0.6623482621236565
ACH-000019,-0.4517609940571146
ACH-000021,-0.7573342246172552
ACH-000022,-0.6884894832824271
ACH-000025,-0.5142992923366633
ACH-000028,-1.0320935582604776
ACH-000030,-0.27198464961279906
ACH-000035,-0.5702502902908537
ACH-000036,-0.6923521288970054
ACH-000037,-0.40300184383023663
ACH-000039,-0.3864857171657884
ACH-000040,-0.5901177048135655
ACH-000041,-0.5720643054998901
ACH-000042,-0.7051345070253624
ACH-000045,-0.9235828779420124
ACH-000047,-0.7504158824255958
ACH-000052,-0.7029925319208139
ACH-000053,-0.8324547931617805
ACH-000054,-0.5624095486801323
ACH-000055,-0.1324318574451912
ACH-000060,-0.7409474295774853
ACH-000067,-0.6906314133514242
ACH-000070,-0.6403969272015735
ACH-000075,-0.5238937138891626
ACH-000078,-0.2578610208305027
ACH-000082,-0.23910197026468005
ACH-000085,-0.2566514827173713
ACH-000086,-0.5290893400384097
ACH-000087,-0.8376914401673732
ACH-000092,-0.19692552441064776
ACH-000095,-0.4811534736531554
ACH-000097,-0.5758513758808022
ACH-000098,-0.5890372963505898
ACH-000099,-0.6191915944771964
ACH-000108,-0.9091772071231236
ACH-000113,-0.6471989188371461
ACH-000116,-0.5037097542653688
ACH-000118,-0.5319796495902239
ACH-000120,0.3415444167737665
ACH-000123,-0.6085691310851989
ACH-000127,-0.5514451118666869
ACH-000128,-0.5649918027762626
ACH-000132,-0.2736727006724212
ACH-000133,-0.5376384300338878
ACH-000137,-0.2471034176355752
ACH-000138,-0.6553807562073123
ACH-000142,-0.43378382746709054
ACH-000143,-0.6300928701978209
ACH-000146,-0.7101319416342001
ACH-000148,-0.4718179563561949
ACH-000150,-0.7105586473287875
ACH-000152,-0.7341801518688301
ACH-000153,-0.673501706387056
ACH-000159,-0.21447766476331334
ACH-000160,0.055477933955700484
ACH-000163,-0.5290814825500716
ACH-000167,0.0949478419232105
ACH-000168,-0.5096181611825679
ACH-000169,-0.5369634302275696
ACH-000178,-0.6789131599616715
ACH-000183,-0.6694766000181578
ACH-000188,-0.7471040550526771
ACH-000189,-0.2670527692939083
ACH-000190,-0.1605387869429987
ACH-000198,0.5498442783674661
ACH-000203,-1.035107650849212
ACH-000204,-0.3002195896425344
ACH-000206,-0.5009686905677586
ACH-000207,-0.497209018816749
ACH-000208,-0.4349239527249644
ACH-000210,-0.8657199471708283
ACH-000211,-0.4892627749777797
ACH-000215,-0.4987470358908838
ACH-000221,-0.4236531330357161
ACH-000222,-0.3212670670160883
ACH-000223,-0.21419221852398002
ACH-000226,-0.5645191677192267
ACH-000227,-0.3266795870322544
ACH-000228,-0.4507478446166808
ACH-000231,-0.4701589555020486
ACH-000232,-0.6713204910323912
ACH-000233,-0.7954655679971612
ACH-000234,-0.41004388786926543
ACH-000235,-0.4320763199869264
ACH-000237,-0.5392749695848297
ACH-000238,-0.22613351034144602
ACH-000242,-0.6589210783807017
ACH-000243,-0.5138636783451829
ACH-000244,-0.7846181726808727
ACH-000246,-0.2439021443728061
ACH-000248,-0.8304125531381354
ACH-000250,-0.1950310941286411
ACH-000251,-0.29797537509600025
ACH-000252,-0.3377634168183002
ACH-000253,-0.3945329775440984
ACH-000255,-0.7117835879277428
ACH-000256,-0.5445470047181
ACH-000257,-0.4447370059450387
ACH-000258,-0.7704823782885148
ACH-000259,-0.3624611983581924
ACH-000260,-0.6062933407454655
ACH-000261,-0.4901176886394502
ACH-000262,-0.7325773576041972
ACH-000263,-0.7563276013514468
ACH-000264,-0.5184490679736596
ACH-000265,-0.7416101654682895
ACH-000266,-0.5213318203293329
ACH-000272,-0.6488853938906972
ACH-000274,-0.3682540696221739
ACH-000277,-0.8357455204117834
ACH-000278,-0.6815062342668136
ACH-000279,-0.7221799279182703
ACH-000280,-0.4100100542365154
ACH-000281,-0.9121304617907972
ACH-000288,-0.7776389301046439
ACH-000291,-0.7041441547743736
ACH-000293,-0.5352612365156046
ACH-000294,-0.6104413424838262
ACH-000295,-0.6592395499512658
ACH-000296,-1.043016599398278
ACH-000302,-0.75358662700658
ACH-000304,-0.3926263417185384
ACH-000307,-0.9087960492587333
ACH-000308,-0.6418968792362681
ACH-000310,-0.15841696088489288
ACH-000311,-0.5531344105531191
ACH-000312,-0.3286529350672303
ACH-000315,-0.6273998678043903
ACH-000316,-0.5778468268994079
ACH-000317,-0.3760157195360121
ACH-000318,-0.3937160197102766
ACH-000319,-0.3749188914910866
ACH-000320,-0.2166484089267047
ACH-000322,-0.5906922631663031
ACH-000323,-0.4211362634270652
ACH-000324,-0.3407260059740328
ACH-000329,-0.5841562639214984
ACH-000330,-0.6126612774909442
ACH-000331,-0.057129404470432174
ACH-000332,-0.46361986644335407
ACH-000334,-0.033941526844856316
ACH-000335,-0.5788517718962377
ACH-000336,-0.31939842865400025
ACH-000337,-0.4310892784265234
ACH-000338,-0.11189748036508863
ACH-000339,-0.7195996740768272
ACH-000341,-0.15773017059471225
ACH-000348,-0.2871276596119693
ACH-000350,-0.7363373419162352
ACH-000352,-1.1508763242171849
ACH-000356,-0.5965012295867729
ACH-000361,-0.4925127030432523
ACH-000362,-0.5297640045816195
ACH-000363,-0.3491466284483873
ACH-000364,-0.3102258684219849
ACH-000365,-0.7487826787697545
ACH-000366,-0.3059807644791281
ACH-000368,-0.4279569392804435
ACH-000374,-0.6930410413799306
ACH-000375,-0.4466521333889445
ACH-000376,-0.5263806544800037
ACH-000381,-0.5350433269111292
ACH-000383,-0.3052288734496709
ACH-000387,-0.8534104489143367
ACH-000389,-0.8899833394331151
ACH-000390,-0.3903816080570125
ACH-000393,-0.7710604228622462
ACH-000395,-0.7815241352873399
ACH-000396,-0.31078153148432563
ACH-000397,-0.8523062128812919
ACH-000401,-0.7146787904489345
ACH-000402,-0.7574287820549125
ACH-000403,-0.4171488926482453
ACH-000404,-0.6560909210106286
ACH-000406,-0.4913076874853789
ACH-000407,-0.5316969677141513
ACH-000408,-0.5351511578559723
ACH-000410,-0.7717497323695218
ACH-000411,-0.4623091603127752
ACH-000414,-0.4323781028845941
ACH-000415,-0.6453635608118181
ACH-000416,-0.5823705203322088
ACH-000420,-0.4706712899129097
ACH-000421,-0.4065414870478503
ACH-000424,-0.7425406907574477
ACH-000425,-0.3771821140953189
ACH-000426,-0.5660961277296319
ACH-000427,-0.07591293389787193
ACH-000433,-0.5226628027250494
ACH-000435,-0.8555557054673061
ACH-000436,-0.5449033303369579
ACH-000444,-0.6385880131166577
ACH-000445,-0.5481332967364853
ACH-000448,-0.5414930084480304
ACH-000450,-0.6615410375256848
ACH-000452,-0.4136793880649016
ACH-000454,-0.9585277514803018
ACH-000458,-0.4785621760641594
ACH-000459,-0.9983267611341156
ACH-000460,-0.5252859389020443
ACH-000461,-0.3947338906861023
ACH-000463,-0.3751962597396376
ACH-000464,-0.520448732073896
ACH-000466,-0.6531632304756314
ACH-000467,-0.7739966392010956
ACH-000468,-0.5240752082432754
ACH-000469,-0.3679934443218073
ACH-000470,-0.20202861619925955
ACH-000471,-0.08790148430556317
ACH-000472,-0.33005592105467085
ACH-000473,-0.4780170667093918
ACH-000475,-0.4767066445829235
ACH-000476,-0.5549910962992208
ACH-000477,-0.500266689258144
ACH-000479,-0.8558083220789767
ACH-000480,-0.4530400359217999
ACH-000481,-0.4698354394469996
ACH-000483,-0.1277738271195229
ACH-000484,-0.2925890224102381
ACH-000485,-0.33438855238163306
ACH-000486,-0.8595061011574197
ACH-000487,-0.43969078839296905
ACH-000488,-0.5612299427913869
ACH-000490,-0.6054020990953827
ACH-000491,-0.6899836279749741
ACH-000495,-0.2464872609338948
ACH-000496,-0.24712536577473135
ACH-000499,-0.6366444210341972
ACH-000500,-0.3930138095186636
ACH-000502,-0.8446192282707178
ACH-000503,-0.7417737850773541
ACH-000505,-0.6406834936479459
ACH-000507,-0.7378580344459154
ACH-000510,-0.621060765536552
ACH-000511,-0.44994927679206825
ACH-000512,-0.5561295647434499
ACH-000516,-0.3573635905096875
ACH-000517,-0.5696576901312809
ACH-000518,-0.6155896302089959
ACH-000520,-0.7446896842150604
ACH-000521,-0.542731067802874
ACH-000522,-0.5644796376848936
ACH-000524,-0.4752525639893797
ACH-000527,-0.7751910776403714
ACH-000528,-0.7484426737404054
ACH-000537,-0.12692600749607275
ACH-000541,-0.4067964990439014
ACH-000542,-0.8807921446580994
ACH-000544,-0.20979343031059774
ACH-000545,-0.4490143981455181
ACH-000547,-0.7390841412355229
ACH-000548,-0.4352511524179588
ACH-000549,-0.11548151732089995
ACH-000550,-0.4416354397070626
ACH-000552,-0.74577178607657
ACH-000556,-0.6065991843927915
ACH-000557,-0.5105761997998779
ACH-000569,0.01497523968267067
ACH-000570,-0.7937580516170804
ACH-000571,-0.5960999179024646
ACH-000573,-0.20822437601486546
