,UNC79 (57578)
ACH-000004,-0.1210786285941032
ACH-000005,0.05006021031379211
ACH-000007,-0.04028894568555888
ACH-000009,-0.12111234625278733
ACH-000011,-0.1164177887720609
ACH-000012,0.048701590957116285
ACH-000013,-0.13862286530761475
ACH-000014,-0.192477810886664
ACH-000015,-0.08190209489472798
ACH-000017,-0.05215280879987417
ACH-000018,-0.23953420782289175
ACH-000019,-0.14989665802330132
ACH-000021,0.006805955972418557
ACH-000022,-0.01643692117272968
ACH-000025,0.0911801677642814
ACH-000028,-0.12503559332612074
ACH-000030,-0.1387684877838229
ACH-000035,0.1097253388740694
ACH-000036,-0.0832013013662325
ACH-000037,-0.09228245834040533
ACH-000039,-0.12876826475549782
ACH-000040,-0.010617640656594372
ACH-000041,-0.11387712491114092
ACH-000042,-0.119848941672735
ACH-000045,-0.2793653632704654
ACH-000047,0.10673982453388367
ACH-000052,-0.2270858117507745
ACH-000053,-0.12459012345452268
ACH-000054,0.002319242623199432
ACH-000055,-0.09406177666110216
ACH-000060,-0.3246103689176333
ACH-000067,-0.02662706517694197
ACH-000070,-0.04644584190547494
ACH-000075,-0.008181011443469142
ACH-000078,-0.21813978281043211
ACH-000082,-0.12178849487382605
ACH-000085,-0.1278486216614135
ACH-000086,0.06779429135218805
ACH-000087,-0.3545111794907793
ACH-000092,-0.11181710877839204
ACH-000095,-0.08019807737005451
ACH-000097,-0.11712630864445532
ACH-000098,-0.14454648414822507
ACH-000099,-0.019986958618802
ACH-000108,-0.062242497714563375
ACH-000113,-0.12300779698331092
ACH-000116,-0.009766575412641448
ACH-000118,-0.02419679821924627
ACH-000120,0.1335016633088871
ACH-000123,-0.1382176083161094
ACH-000127,-0.2004767536696116
ACH-000128,-0.1642295742609951
ACH-000132,-0.04875455084184723
ACH-000133,-0.14567108796880773
ACH-000137,-0.023313942426526364
ACH-000138,-0.05019132455378158
ACH-000142,-0.09859569775188894
ACH-000143,0.06195683747863837
ACH-000146,-0.14617907833855634
ACH-000148,-0.04699667603151154
ACH-000150,0.04318795196035477
ACH-000152,-0.21599087359218025
ACH-000153,0.07096705199630181
ACH-000159,-0.003031699638022934
ACH-000160,-0.23183735579275866
ACH-000163,-0.15889694965978587
ACH-000167,-0.2209160255217372
