,HLA-B (3106)
ACH-000004,-0.15483559102295136
ACH-000005,0.22649707359934465
ACH-000007,0.025258668207629998
ACH-000009,-0.11555438592301212
ACH-000011,-0.14904408535760816
ACH-000012,-0.06455455732889293
ACH-000013,-0.03846670368251339
ACH-000014,-0.34111724595290466
ACH-000015,0.11283297580772765
ACH-000017,-0.051757373307165684
ACH-000018,-0.06414617071165436
ACH-000019,-0.18371800843018152
ACH-000021,-0.10051713173957208
ACH-000022,0.08385325541331003
ACH-000025,-0.12629583512861248
ACH-000028,0.02322537439718868
ACH-000030,-0.03305410126011781
ACH-000035,-0.014981835331834038
ACH-000036,-0.12306856666825608
ACH-000037,-0.05805491934677559
ACH-000039,-0.006155095992209756
ACH-000040,0.037660905621600065
ACH-000041,0.11921700086646797
ACH-000042,-0.006443330393172581
ACH-000045,-0.2170595434967968
ACH-000047,-0.1336204319190124
ACH-000052,-0.02640812479526335
ACH-000053,-0.13009045404288222
ACH-000054,0.03344782472359583
ACH-000055,-0.1520818209517754
ACH-000060,-0.14149809103454467
ACH-000067,-0.19786716350007968
ACH-000070,-0.2782036454592302
ACH-000075,0.17097574663994652
ACH-000078,-0.18401343077349025
ACH-000082,-0.11281815029945493
ACH-000085,-0.3376080650563392
ACH-000086,0.08275888429892725
ACH-000087,-0.21394324162557704
ACH-000092,0.04934827662704831
ACH-000095,-0.2356408103445067
ACH-000097,-0.14279603098578153
ACH-000098,0.027848027841961904
ACH-000099,-0.07818878863836819
ACH-000108,0.15566156937137104
ACH-000113,-0.010910881989925257
ACH-000116,-0.13631646593264718
ACH-000118,0.08342129309197581
ACH-000120,-0.05325048064810398
ACH-000123,0.036959028740218586
ACH-000127,-0.03239812847176059
ACH-000128,-0.2899439307198721
ACH-000132,0.08778386290906406
ACH-000133,-0.09329127848837156
ACH-000137,-0.2489066751271868
ACH-000138,-0.11340404405557206
ACH-000142,0.14491334076939222
ACH-000143,0.14580937429945726
ACH-000146,-0.0022889536578823548
ACH-000148,0.058722102304368785
ACH-000150,0.11898771226257147
ACH-000152,-0.14951569666505393
ACH-000153,-0.2946459154111104
ACH-000159,0.0009237568202271428
ACH-000160,-0.08112786397468785
ACH-000163,0.005952345462877027
ACH-000167,-0.38393271258203865
ACH-000168,0.0025201361239613963
ACH-000169,-0.07303633601667105
ACH-000178,-0.03819718171395097
ACH-000183,-0.169720564598837
ACH-000188,-0.08014807022888536
ACH-000189,-0.325733849559805
ACH-000190,-0.05552145683251216
ACH-000198,0.04523613446301257
ACH-000203,0.21735447359128185
ACH-000204,-0.3335814489739598
ACH-000206,-0.16633876742772902
ACH-000207,-0.16876088512516202
ACH-000208,-0.24401247566713974
ACH-000210,0.3065298765996783
ACH-000211,-0.16383352711949642
ACH-000215,-0.059051998071203836
ACH-000221,-0.13628798966739736
ACH-000222,0.10513408666790036
ACH-000223,-0.2502663813077418
ACH-000226,-0.04183181578174136
ACH-000227,0.15213872362515274
ACH-000228,-0.23081928657438397
ACH-000231,0.023664623142931208
ACH-000232,0.03123782339730665
ACH-000233,-0.01547953812856128
ACH-000234,-0.10139754733673982
ACH-000235,-0.11405513066081227
ACH-000237,-0.056288862625239834
ACH-000238,-0.1905538236016968
ACH-000242,-0.5978607052615909
ACH-000243,-0.0680975540263631
ACH-000244,0.038813456766890464
ACH-000246,-0.23648765548768816
ACH-000248,0.08169035011054655
ACH-000250,0.01680925683523821
ACH-000251,0.2683603746713294
ACH-000252,-0.31666373038264123
ACH-000253,-0.17137239199182566
ACH-000255,-0.04151358132788895
ACH-000256,-0.2475995470278435
ACH-000257,0.0607621154912629
ACH-000258,-0.08159039268316667
ACH-000259,-0.13110193807975892
ACH-000260,0.1371958045611964
ACH-000261,0.07098721080136601
ACH-000262,0.05796244722378124
ACH-000263,-0.1146138583209578
ACH-000264,-0.07037804631748784
ACH-000265,0.010543371001556731
ACH-000266,0.0427857758450281
ACH-000272,-0.0967183546476657
ACH-000274,0.03053745515798746
ACH-000277,-0.09778235222014142
ACH-000278,-0.18811990709448415
ACH-000279,-0.03435004171060032
ACH-000280,-0.26627579724951395
ACH-000281,0.18373841667524413
ACH-000288,0.016058151036666326
ACH-000291,0.07722482023203989
ACH-000293,0.02179454381318194
ACH-000294,-0.14610704522584625
ACH-000295,-0.17490710559768366
ACH-000296,-0.08605501713786683
ACH-000302,-0.039615911218479696
ACH-000304,-0.21203450947753105
ACH-000307,-0.05557159542463845
ACH-000308,-0.11934997602161106
ACH-000310,-0.0164813107270332
ACH-000311,-0.09921578834074908
ACH-000312,-0.10084639274102836
ACH-000315,-0.2169885112503628
ACH-000316,-0.012669315294073778
ACH-000317,0.2070552037109615
ACH-000318,-0.012128579523767466
ACH-000319,-0.038421398716788666
ACH-000320,-0.15676788860378
ACH-000322,-0.11636147172966747
ACH-000323,-0.07148252516865539
ACH-000324,-0.0345515462995409
ACH-000329,-0.020278307432032017
ACH-000330,-0.14885139491902613
ACH-000331,-0.1468754309662458
ACH-000332,0.014460378307558744
ACH-000334,-0.15819791399725686
ACH-000335,-0.1250569650828009
ACH-000336,0.2062967181645217
ACH-000337,-0.13442318379375512
ACH-000338,-0.2414337991966612
ACH-000339,-0.08265616383212572
ACH-000341,-0.05591722051255168
ACH-000348,0.006711197310677752
ACH-000350,-0.00667471038075565
ACH-000352,-0.1105795077879941
ACH-000356,0.2560048472421624
ACH-000361,-0.04319149054635029
ACH-000362,-0.0741746433160104
ACH-000363,0.04603124052803182
ACH-000364,-0.12212519651186582
ACH-000365,0.19494544360592395
ACH-000366,0.02553095170689109
ACH-000368,0.08067916241074001
ACH-000374,-0.02091591618940392
ACH-000375,0.13090247527552845
ACH-000376,-0.01711849702109501
ACH-000381,-0.17797683622684393
ACH-000383,-0.06547869823252432
ACH-000387,-0.03701154048585393
ACH-000389,0.09286282053731447
ACH-000390,-0.16609037991793602
ACH-000393,-0.17657982946030298
ACH-000395,0.013418387423639712
ACH-000396,-0.024950420554776736
ACH-000397,-0.13912731213557705
ACH-000401,-0.13784643489350912
ACH-000402,0.1875492769717225
ACH-000403,-0.2483133359923212
ACH-000404,0.0018953015951509449
ACH-000406,-0.030598571443645483
ACH-000407,-0.04380596680115278
ACH-000408,-0.10997780704505636
ACH-000410,0.07254903911338671
ACH-000411,-0.12827606058301586
ACH-000414,0.10519656171051406
ACH-000415,-0.16828690898156826
ACH-000416,-0.018616272079516195
ACH-000420,-0.15512296699076306
ACH-000421,-0.1390568178309003
ACH-000424,0.2033840911543267
ACH-000425,-0.006118805732322303
ACH-000426,0.13841193588492154
ACH-000427,-0.1874454354928288
ACH-000433,0.1744877173272653
ACH-000435,-0.3000351455388969
ACH-000436,-0.21082142448262825
ACH-000444,0.08575820206701451
ACH-000445,0.05595290641783096
ACH-000448,-0.15945326629317516
ACH-000450,0.057189273468699516
ACH-000452,-0.08127831431391312
ACH-000454,-0.124801923854433
ACH-000458,-0.2221297272651601
ACH-000459,0.006087676654121545
ACH-000460,-0.004864506710147523
ACH-000461,-0.15305458364177146
ACH-000463,-0.06804433510238814
ACH-000464,0.04481434112684991
ACH-000466,0.12121919210736715
ACH-000467,-0.03600398095523144
ACH-000468,-0.02747094194089357
ACH-000469,0.008734147285905644
ACH-000470,-0.14448576370651864
ACH-000471,-0.06754515096622425
ACH-000472,-0.022526275627524833
ACH-000473,0.009571486883625684
ACH-000475,-0.12030948786730584
ACH-000476,-0.020467794864725646
ACH-000477,-0.16678092837591652
ACH-000479,-0.08292152265865695
ACH-000480,0.06348473085972504
ACH-000481,-0.1343799778209228
ACH-000483,-0.023480696231880416
ACH-000484,0.07103341008107036
ACH-000485,0.2292280860362415
ACH-000486,-0.0956970105832015
ACH-000487,-0.0728730267960023
ACH-000488,0.03622934448937282
ACH-000490,-0.2677750415123556
ACH-000491,-0.3925228552218719
ACH-000495,-0.07206133030684872
ACH-000496,-0.045503095014747474
ACH-000499,0.07107758053255049
ACH-000500,0.11465363902751555
ACH-000502,0.042379657456316513
ACH-000503,0.05575224197624537
ACH-000505,-0.12606154076271006
ACH-000507,-0.1924544307351536
ACH-000510,0.02325934503648425
ACH-000511,-0.11243702393061547
ACH-000512,-0.11580771380070146
ACH-000516,-0.08760237444422429
ACH-000517,-0.11464588024610545
ACH-000518,-0.1448285002350439
ACH-000520,0.0909334122892156
ACH-000521,1.834300065520807e-05
ACH-000522,-0.18044244740514184
ACH-000524,-0.06217410290869951
ACH-000527,-0.09605944271871747
ACH-000528,-0.1253288608820093
ACH-000537,-0.03591537507251023
ACH-000541,0.2319970348947073
ACH-000542,-0.02679732412075976
ACH-000544,-0.02616053916824512
ACH-000545,-0.2273625552937408
ACH-000547,-0.1869859345372407
ACH-000548,0.02311263586969193
ACH-000549,-0.2896220396342823
ACH-000550,-0.22395019693012044
ACH-000552,0.02328381614433413
ACH-000556,-0.056838262414705534
ACH-000557,0.01488271498700805
ACH-000569,-0.7226570514391766
ACH-000570,-0.04370284860018206
ACH-000571,-0.0984702133481807
ACH-000573,-0.001120592563835697
ACH-000576,-0.1531692200912999
ACH-000579,-0.09066926813324423
ACH-000580,0.06685395535901753
ACH-000584,0.03393988274190558
ACH-000585,-0.09002199642714448
ACH-000588,-0.12890765060571116
ACH-000589,-0.2185426525582304
ACH-000591,-0.010586801669232579
ACH-000593,0.06526627505646375
