,LIF (3976)
ACH-000004,-0.19298067680097236
ACH-000005,-0.2924662997048296
ACH-000007,0.07898938132523421
ACH-000009,-0.09072583335633344
ACH-000011,-0.08599603047119231
ACH-000012,-0.06850096720760622
ACH-000013,-0.06625685948472683
ACH-000014,-0.34695970328060793
ACH-000015,-0.10926051554064288
ACH-000017,-0.04413283561606885
ACH-000018,-0.03222547295732766
ACH-000019,-0.019144711335038648
ACH-000021,0.02454894196179996
ACH-000022,-0.024846557725204197
ACH-000025,-0.2575281866388194
ACH-000028,-0.18940992002986315
ACH-000030,-0.1426186496768204
ACH-000035,-0.17566892879065102
ACH-000036,-0.2285263656840576
ACH-000037,-0.1476225256136698
ACH-000039,0.08562447844250537
ACH-000040,0.0560537204662135
ACH-000041,-0.13013529164804716
ACH-000042,-0.22103011400808648
ACH-000045,-0.08088670133396679
ACH-000047,0.004880435636497461
ACH-000052,-0.22170644767855754
ACH-000053,-0.0070315446458635
ACH-000054,0.03247784462941243
ACH-000055,0.08910688059552371
ACH-000060,-0.11182418901068598
ACH-000067,0.02441350091659424
ACH-000070,0.00928523688204175
ACH-000075,-0.1753648915061122
ACH-000078,-0.0048888449775106035
ACH-000082,0.05809968617785851
ACH-000085,-0.042705711196957125
ACH-000086,0.1625221939087667
ACH-000087,0.047508957817657405
ACH-000092,-0.0791412088102852
ACH-000095,-0.02321368778239789
ACH-000097,-0.07686863809744571
ACH-000098,-0.054917107534206484
ACH-000099,-0.1267689864939919
ACH-000108,-0.02224180292275934
ACH-000113,-0.013347173847058693
ACH-000116,-0.07258529667394018
ACH-000118,0.05378558815713117
ACH-000120,0.014000407650283844
ACH-000123,-0.03592537376470966
ACH-000127,0.005048232587817994
ACH-000128,-0.13779311958843488
ACH-000132,0.004147816421912884
ACH-000133,-0.038546264484889056
ACH-000137,-0.0034173003658874925
ACH-000138,0.19212805735098665
ACH-000142,0.05781281724932679
ACH-000143,-0.18702163856585788
ACH-000146,-0.044972246814282656
ACH-000148,0.10238050720319827
ACH-000150,-0.014646946367624246
ACH-000152,-0.022355473186284936
ACH-000153,0.18381289999116754
ACH-000159,0.03259172838497293
ACH-000160,0.19359343381923405
ACH-000163,-0.013387949907436674
ACH-000167,0.6523223568223491
ACH-000168,-0.15621121701553942
ACH-000169,-0.09510651225202102
ACH-000178,-0.07968201416263547
ACH-000183,-0.015082102029183453
ACH-000188,0.0549986597472241
ACH-000189,0.08260357240559676
ACH-000190,0.2164301694675279
ACH-000198,0.005030493309266568
ACH-000203,0.27001075863983665
ACH-000204,-0.08539792823326106
ACH-000206,-0.10608904866769116
ACH-000207,-0.2352471220767071
ACH-000208,-0.2807158414998121
ACH-000210,-0.10584017777257143
ACH-000211,0.0070628545803607685
ACH-000215,0.03634049251372675
ACH-000221,0.02647279539375387
ACH-000222,0.12334821410902985
ACH-000223,-0.10597158487179302
ACH-000226,-0.03798001142863151
ACH-000227,-0.07445990752277136
ACH-000228,-0.12190631927540925
ACH-000231,-0.06300320457153301
ACH-000232,-0.0544031597129396
ACH-000233,-0.053135237600788636
ACH-000234,0.1408122124005523
ACH-000235,0.1142122042792741
ACH-000237,0.02634143912166501
ACH-000238,-0.025654195512548064
ACH-000242,-0.3367150641957795
ACH-000243,-0.050947062313066255
ACH-000244,-0.016297330184330168
