,AGTR1 (185)
ACH-000004,0.07291378720733156
ACH-000005,0.12196471397887175
ACH-000007,0.0207474719231624
ACH-000009,-0.19684301707963486
ACH-000011,-0.14500979820800775
ACH-000012,-0.16234236339597585
ACH-000013,-0.049394648015525684
ACH-000014,-0.14431465606801056
ACH-000015,-0.08470475798425911
ACH-000017,-0.016565385556983215
ACH-000018,-0.11139351958611864
ACH-000019,-0.12492277128356298
ACH-000021,-0.11685577054625518
ACH-000022,-0.014206433698449553
ACH-000025,-0.12330842028416815
ACH-000028,-0.21743848378806596
ACH-000030,-0.14806790040317808
ACH-000035,-0.20013367043222588
ACH-000036,0.09400205378598143
ACH-000037,0.09507239396246248
ACH-000039,0.034494128009427284
ACH-000040,0.035873185005159486
ACH-000041,-0.05337688735526055
ACH-000042,-0.1135142157413626
ACH-000045,0.16130266845768054
ACH-000047,0.07115358186385044
ACH-000052,-0.14360316763196368
ACH-000053,-0.07977874524720617
ACH-000054,-0.20547197446896254
ACH-000055,-0.037910102471919165
ACH-000060,-0.15356350269326854
ACH-000067,-0.06438907957883057
ACH-000070,-0.16575285862365965
ACH-000075,-0.015914895530023322
ACH-000078,-0.1145164697045426
ACH-000082,-0.05055491078708264
ACH-000085,-0.20196399737086615
ACH-000086,-0.13540436134338882
ACH-000087,-0.09999284678851353
ACH-000092,-0.1561021375146998
ACH-000095,-0.07644909929440227
ACH-000097,-0.057535855536312526
ACH-000098,-0.1309261958630774
ACH-000099,-0.2120475397971201
ACH-000108,-0.114782796517094
ACH-000113,0.018218842438642985
ACH-000116,-0.27038499212273315
ACH-000118,-0.13180892506776648
ACH-000120,-0.10733685352436907
ACH-000123,-0.07282522945467189
ACH-000127,-0.21029715097984392
ACH-000128,0.03890831634025894
ACH-000132,-0.06416945688376957
ACH-000133,-0.2386468799856757
ACH-000137,-0.14161468700818267
ACH-000138,-0.24991392594775985
ACH-000142,-0.08720569000957673
ACH-000143,-0.14305350570681002
ACH-000146,-0.05117589235877939
ACH-000148,-0.17743298780386485
ACH-000150,-0.0932854326260796
ACH-000152,-0.14547379473776906
ACH-000153,0.1250751807300443
ACH-000159,-0.13113367071701512
ACH-000160,-0.10827356623835008
ACH-000163,-0.03882833205182451
ACH-000167,-0.1997163806377088
ACH-000168,-0.11752731764094715
ACH-000169,-0.08108631169294545
ACH-000178,-0.15529819817231158
ACH-000183,-0.06336811206853578
ACH-000188,-0.19080098544598784
ACH-000189,-0.10915800750763666
ACH-000190,-0.3688485585584045
ACH-000198,-0.09902534000999166
ACH-000203,0.017753231656806024
ACH-000204,0.0352603340082167
ACH-000206,-0.2215739407685696
ACH-000207,-0.19893693874027946
ACH-000208,-0.09318366660809388
ACH-000210,-0.16750083844133798
ACH-000211,-0.1327766181267053
ACH-000215,-0.1612722390166233
ACH-000221,-0.17541442942108088
ACH-000222,-0.1280986427294634
ACH-000223,0.009044810611716464
ACH-000226,-0.018030952437080253
ACH-000227,-0.2163235101906216
ACH-000228,-0.13087123143611645
ACH-000231,-0.15200821771492326
ACH-000232,-0.12055199460248538
ACH-000233,-0.13080123469748164
ACH-000234,-0.25498487922222346
ACH-000235,-0.1727678480836186
ACH-000237,-0.16785181623110515
ACH-000238,-0.12844065091660276
ACH-000242,0.06972850624224013
ACH-000243,-0.07790149604797326
ACH-000244,-0.11766634420812627
ACH-000246,0.008743969962485667
ACH-000248,-0.11322881550798697
ACH-000250,-0.1783972379644826
ACH-000251,-0.33968937948379285
ACH-000252,-0.24792181902297816
ACH-000253,-0.17309810287234806
ACH-000255,-0.173106859939342
ACH-000256,0.08065974621855773
ACH-000257,-0.1190523991635531
ACH-000258,-0.20182543989806093
ACH-000259,-0.05740074926685716
ACH-000260,-0.004427885409955569
ACH-000261,-0.18728865721433013
ACH-000262,0.044130778434482834
ACH-000263,-0.12003213355127534
ACH-000264,-0.10469315580810086
ACH-000265,-0.18636952046427235
ACH-000266,-0.07736882961338731
ACH-000272,-0.033854763439326994
ACH-000274,-0.12829098692679886
ACH-000277,-0.1569180360711849
ACH-000278,-0.15563200246710002
ACH-000279,-0.13483024940491334
ACH-000280,0.05933811979122097
ACH-000281,-0.15574217698510018
ACH-000288,-0.08780877738608607
ACH-000291,0.015012225026223675
ACH-000293,0.08406797129708694
ACH-000294,-0.048871273931327265
ACH-000295,-0.2469806754501241
ACH-000296,-0.04525671279975715
ACH-000302,-0.24530273563112276
ACH-000304,-0.03934451705752682
ACH-000307,-0.16189051772016566
ACH-000308,-0.057334842928817825
ACH-000310,-0.2270214233589321
ACH-000311,-0.08813798406842581
ACH-000312,0.009419250536978148
ACH-000315,-0.1841314701475452
ACH-000316,-0.017680535249135522
ACH-000317,-0.2171738354224073
ACH-000318,-0.23692970569558555
ACH-000319,-0.15213092889730162
ACH-000320,-0.05242520704876994
ACH-000322,-0.05915071830262336
ACH-000323,-0.16598448650602798
ACH-000324,-0.10648613747863526
ACH-000329,-0.1722455081752427
ACH-000330,0.09715953727984783
ACH-000331,-0.4104172105703838
ACH-000332,-0.13442889041226982
ACH-000334,-0.16345061564793198
ACH-000335,-0.15953185046960947
ACH-000336,-0.08604065615459502
ACH-000337,-0.08271183515541745
ACH-000338,-0.030212873934489293
ACH-000339,-0.15460223737340606
ACH-000341,-0.23908513410051385
ACH-000348,0.015528293693990076
ACH-000350,-0.17405699950603395
ACH-000352,-0.111664928181558
ACH-000356,-0.28896363432812994
ACH-000361,0.147006242905293
ACH-000362,0.060359421349309925
ACH-000363,-0.09638504661445296
ACH-000364,0.026787128931928254
ACH-000365,-0.10966800728314532
ACH-000366,-0.06253633300313335
ACH-000368,0.10986458265436592
ACH-000374,-0.02427729210381436
ACH-000375,-0.16690677395470668
ACH-000376,-0.15570666500473232
ACH-000381,-0.17300637366689586
ACH-000383,-0.07096983293358053
ACH-000387,0.013324118341309116
ACH-000389,-0.036095837826400634
ACH-000390,-0.17387569215893325
ACH-000393,-0.10959704350685454
ACH-000395,-0.12980789511057475
ACH-000396,-0.376630970898543
ACH-000397,-0.1811008431462648
ACH-000401,-0.07531476068454764
ACH-000402,0.03636950392416165
ACH-000403,-0.041893495977333266
ACH-000404,0.025293695233143728
ACH-000406,-0.10261435880587763
ACH-000407,-0.06933629944536067
ACH-000408,-0.2965262945752734
ACH-000410,-0.030276277945044776
ACH-000411,-0.1813334342845611
ACH-000414,-0.06663062874577799
ACH-000415,-0.15802251248270766
ACH-000416,-0.08706938705679157
ACH-000420,-0.3396914022744923
ACH-000421,-0.11791161318229308
ACH-000424,-0.07100907332823536
ACH-000425,-0.030402081642056974
ACH-000426,-0.1107456623149032
ACH-000427,-0.008733631875927544
ACH-000433,0.07923683560334874
ACH-000435,0.0806906306339949
ACH-000436,-0.10298264624550887
ACH-000444,-0.13084138290854574
ACH-000445,-0.005529150868547217
ACH-000448,-0.12172105711369673
ACH-000450,-0.2347763416882834
ACH-000452,-0.08445347392734857
ACH-000454,-0.11509807572934493
ACH-000458,0.007906542341295229
ACH-000459,0.0263340285665971
ACH-000460,-0.06857070496851499
ACH-000461,0.10354532178384224
ACH-000463,-0.08762032668804252
ACH-000464,-0.06804382898783372
ACH-000466,-0.004226053543238205
ACH-000467,-0.25494494301805976
ACH-000468,-0.23597033534237785
ACH-000469,-0.09527372860082474
ACH-000470,-0.2174334305229485
ACH-000471,-0.1755623290762358
ACH-000472,-0.2046592159532256
ACH-000473,0.06754138272016845
ACH-000475,-0.045532305095789705
ACH-000476,-0.09696854813919392
ACH-000477,0.045412513578311525
ACH-000479,0.2922155618338432
ACH-000480,-0.22539669997041775
ACH-000481,-0.1738644318691492
ACH-000483,-0.17284167405651527
ACH-000484,0.1557916519368243
ACH-000485,-0.09775961570726577
ACH-000486,-0.15053434039156427
ACH-000487,0.022064876297831597
ACH-000488,-0.053253949942525296
ACH-000490,-0.36935392628391794
ACH-000491,-0.08645135057560016
ACH-000495,-0.2471998035519937
ACH-000496,-0.002710192175985403
ACH-000499,0.07126865707386977
ACH-000500,0.04383724312197538
ACH-000502,-0.05042922189447887
ACH-000503,0.039580724378759286
ACH-000505,-0.1110204945145647
ACH-000507,-0.08565791409125112
ACH-000510,-0.07351186459926587
ACH-000511,-0.2044166258663288
ACH-000512,-0.08420212424487761
ACH-000516,-0.16548646290914212
ACH-000517,-0.089457706458385
ACH-000518,-0.16281511238860305
ACH-000520,-0.09439825703982077
ACH-000521,-0.18214868600727854
ACH-000522,-0.15812473645014358
ACH-000524,-0.07497808855059843
ACH-000527,-0.08678592361828548
ACH-000528,-0.17561066468238348
ACH-000537,-0.07678599595912344
ACH-000541,0.17598196810340153
ACH-000542,-0.1756718851773703
ACH-000544,0.0768555810536943
ACH-000545,-0.13368494482385798
ACH-000547,-0.08187240627736478
ACH-000548,-0.08804934996260683
ACH-000549,-0.2829290745756458
ACH-000550,-0.09718553229275297
ACH-000552,-0.17772632757727713
ACH-000556,-0.1506094944281557
ACH-000557,0.020774561634205692
ACH-000569,-0.1915838048212047
ACH-000570,-0.21513940868883005
ACH-000571,-0.08306930216062504
ACH-000573,-0.10508363310510553
ACH-000576,-0.13236309715851194
ACH-000579,0.23953896335674624
ACH-000580,-0.24246818087655195
ACH-000584,-0.15814761474361935
ACH-000585,-0.2308105832380639
ACH-000588,-0.1143926107874194
ACH-000589,-0.09554179496585008
ACH-000591,-0.026049666590461183
ACH-000593,-0.05660735626793183
ACH-000600,-0.07534071139904328
ACH-000601,-0.10201793165109617
ACH-000605,-0.2471243905386941
ACH-000606,0.09346513999828276
ACH-000608,-0.11141907347633934
ACH-000614,0.0067882772646622146
ACH-000616,-0.0926095457129855
ACH-000618,-0.14101450343248162
ACH-000619,-0.058984617619016876
ACH-000620,-0.21232630258117327
ACH-000621,-0.10010815971980938
ACH-000622,-0.050502087343985286
ACH-000623,0.00595324269658613
ACH-000624,-0.062263429499999176
ACH-000627,-0.08761103288458885
ACH-000630,-0.11629533793392838
ACH-000631,-0.13316275000533864
ACH-000632,-0.13901453672980515
ACH-000633,-0.12241240797939525
ACH-000637,-0.10726992116483199
ACH-000638,0.036611692961257714
ACH-000646,-0.24913081843148
ACH-000647,-0.08643257606721448
ACH-000648,-0.08721553844781428
ACH-000649,-0.1156484209783738
ACH-000651,-0.2596641286988977
ACH-000652,-0.1814217734425412
ACH-000653,-0.15020648166182862
ACH-000657,-0.2378004213400161
ACH-000658,-0.2259344297314796
ACH-000661,-0.12453400829222155
ACH-000662,-0.3739270260375668
ACH-000663,-0.021412622760664968
ACH-000665,-0.15198867316393175
ACH-000671,-0.2503560031434388
ACH-000672,-0.1983947239565277
ACH-000673,-0.1052031082661856
ACH-000676,-0.18098795989144226
ACH-000677,-0.05685461387423344
ACH-000681,-0.20975573523487934
ACH-000683,-0.13878368403093147
ACH-000684,-0.14405843230667734
ACH-000688,-0.20029968205014065
ACH-000693,-0.016799997252260314
ACH-000694,-0.22137172630972085
ACH-000695,-0.16163473230146866
ACH-000696,-0.22648919390702435
ACH-000697,0.0805337901295342
ACH-000699,-0.12158539472385363
ACH-000701,-0.1777576401192808
ACH-000706,-0.1147431494029415
ACH-000711,-0.10815166985909498
ACH-000713,-0.052027289307766976
ACH-000714,-0.10180883424939176
ACH-000718,-0.08834341492059161
ACH-000720,-0.03539866083931842
ACH-000721,-0.13283970614630014
ACH-000724,-0.21449287785285398
ACH-000725,-0.08544482528377455
ACH-000732,0.03653296134453059
ACH-000734,-0.19759968274845774
ACH-000735,-0.25740057870652555
ACH-000736,-0.10131138131224544
ACH-000738,-0.08149886109724774
ACH-000746,-0.1607185062840809
ACH-000747,-0.17131880758349596
ACH-000748,-0.15531720570285512
ACH-000753,-0.2151336399129586
ACH-000756,-0.033716291541984134
ACH-000757,-0.09441469846751267
ACH-000758,-0.15673327383208235
ACH-000760,-0.1381618120043485
ACH-000762,0.05667494849506614
ACH-000763,-0.15543013401602704
ACH-000764,-0.6679199871705177
ACH-000765,-0.15253533138392233
ACH-000766,-0.0319165674929512
ACH-000767,0.040809670775106034
ACH-000768,-0.10958546496480236
ACH-000769,-0.06287337073899335
ACH-000770,-0.07094390169212332
ACH-000771,0.02387450904682805
ACH-000773,-0.011611871869635684
ACH-000776,-0.08593315589832035
ACH-000777,-0.07304335745225747
ACH-000778,-0.06150463499378046
ACH-000781,-0.03781882507355156
ACH-000782,0.03651820532294271
ACH-000783,-0.11395558411031248
ACH-000784,-0.20709648938040687
ACH-000785,-0.17627274790771552
ACH-000787,-0.043852425246680704
ACH-000788,-0.23204187928519385
ACH-000791,-0.12565758483858394
ACH-000792,-0.10573762788956144
ACH-000794,-0.2061107771819458
ACH-000796,-0.1412734307857985
ACH-000798,-0.3823802357997878
ACH-000799,-0.2978121970905657
ACH-000800,-0.13305297548945566
ACH-000802,-0.1848063639003916
ACH-000804,0.09722846177022756
ACH-000805,-0.20188375418765145
ACH-000809,-0.17456233899446416
ACH-000810,-0.10502555928602747
ACH-000811,-0.009200685301977388
ACH-000817,-0.09130676611801324
ACH-000819,-0.25653709646024675
ACH-000820,-0.17188543989872326
ACH-000821,-0.4546369925383195
ACH-000822,-0.06941623086367925
ACH-000823,-0.2360583828461652
ACH-000824,-0.060082916152794326
ACH-000827,-0.11144610148372412
ACH-000829,-0.2160960229846547
ACH-000831,-0.2843488120392305
ACH-000832,-0.154575915369814
ACH-000833,0.061275941136920364
ACH-000834,-0.03181504392172119
ACH-000835,-0.14409515194238226
ACH-000836,-0.16701427902832064
ACH-000837,0.004644192718549346
ACH-000838,0.003775832246252185
ACH-000839,-0.08172445713811143
ACH-000840,-0.006443650043985627
ACH-000841,0.05127749096172357
ACH-000843,-0.29369142117742
ACH-000846,-0.2760741499703893
ACH-000847,-0.3804425134213688
ACH-000848,-0.2181237575026844
ACH-000849,-0.24375072642297174
ACH-000851,-0.2633560980099993
ACH-000855,-0.03123661233559086
ACH-000856,0.0669313487422413
ACH-000858,-0.13342515689856368
ACH-000859,-0.1258301122697371
ACH-000861,-0.08236492706936913
ACH-000862,-0.23732233621880094
ACH-000865,-0.05969554567089098
ACH-000866,-0.19751547168510247
ACH-000867,-0.10177944366923236
ACH-000869,-0.048166232804322764
ACH-000872,-0.14604852317718048
ACH-000873,-0.1036149624842034
ACH-000876,-0.07336840373596926
ACH-000878,-0.036510769810074055
ACH-000880,-0.04864243464663943
ACH-000881,-0.20849418170294573
ACH-000882,-0.01116001532251478
ACH-000884,-0.17364587311096144
ACH-000885,-0.10186638666574684
ACH-000887,-0.16255642519608715
ACH-000889,-0.2088089434799904
ACH-000896,-0.2052346169968168
ACH-000898,-0.22471455771281296
ACH-000900,-0.02326211254995804
ACH-000901,-0.14874535151337928
ACH-000905,-0.21422039703928164
ACH-000906,-0.1781458218435973
ACH-000907,-0.14802651936789987
ACH-000910,-0.1331171475048816
ACH-000911,-0.05211258339802437
ACH-000912,-0.17430147028754495
ACH-000913,-0.1999487778291901
ACH-000915,-0.28346040042927395
ACH-000916,-0.0986507354173954
ACH-000917,-0.21756792064329825
ACH-000920,0.1690542838037594
ACH-000921,-0.0845457634955643
ACH-000924,-0.1540217861247939
ACH-000926,-0.10701760676960996
ACH-000928,-0.08166480419936661
ACH-000929,-0.2397520851418637
ACH-000932,-0.08869650937683846
ACH-000935,-0.1747446776490254
ACH-000936,-0.15634722562465278
ACH-000937,-0.23115153627006
ACH-000938,-0.14289560802198753
ACH-000939,-0.19863477443922445
ACH-000941,-0.14832391219168062
ACH-000943,-0.14170664302493466
ACH-000946,-0.0620943945666548
ACH-000947,-0.2079714668581185
ACH-000948,-0.11922147881241635
ACH-000950,0.13016295661915064
ACH-000953,-0.05705864815580317
ACH-000954,-0.11610606082608417
ACH-000957,-0.14636419088081778
ACH-000958,-0.07954699110190372
ACH-000960,0.04330561665304452
ACH-000963,-0.13351223553267913
ACH-000968,-0.0609753126480635
ACH-000969,-0.03270471228872393
ACH-000972,-0.2444888580650473
ACH-000973,-0.11436763928153705
ACH-000974,-0.10048347814350113
ACH-000978,-0.02349763954673676
ACH-000984,-0.10891077027976416
ACH-000986,-0.17427230460012869
ACH-000988,-0.30845227962727995
ACH-000993,0.12871576880152932
ACH-000994,-0.16906360166758588
ACH-000996,0.08734147225948576
ACH-001001,-0.11562705814546954
ACH-001020,0.2706651654308391
ACH-001028,-0.14077305986809727
ACH-001031,-0.15480587815095706
ACH-001038,-0.0994082642567685
ACH-001048,-0.18709445830319893
ACH-001050,-0.21291511229457213
ACH-001053,-0.16054194390453805
ACH-001054,-0.0029937854069158353
ACH-001061,-0.16109657748899425
ACH-001067,-0.11064022581048426
ACH-001075,-0.20192633148513806
ACH-001096,-0.13245250643650264
ACH-001111,-0.2945677569935855
ACH-001119,-0.2771213516592518
ACH-001128,-0.2266757971266443
ACH-001134,-0.0007178086925678851
ACH-001151,-0.08759667497295283
ACH-001163,-0.006458725652161658
ACH-001164,-0.15756942109351593
ACH-001183,-0.12368229033624495
ACH-001192,-0.16184139491458946
ACH-001193,-0.02115244201912049
ACH-001196,-0.24842437861607486
ACH-001197,-0.00021726290288695064
ACH-001205,-0.12814703041859132
ACH-001211,-0.2296322641743369
ACH-001212,0.2227288025917474
ACH-001228,-0.07146702074467975
ACH-001232,-0.018928535526476
ACH-001239,-0.04713811799883592
ACH-001270,-0.4518097224893852
ACH-001274,-0.21053093078307997
ACH-001275,-0.21051969486027172
ACH-001277,-0.09110013096409064
ACH-001278,-0.16004168539572514
ACH-001280,-0.2870456929345822
ACH-001283,-0.002368121483846935
ACH-001289,-0.0966145695602666
ACH-001300,-0.1690856034478294
ACH-001301,-0.13729166884143745
ACH-001302,-0.2835168196279204
ACH-001306,-0.198899247355504
ACH-001318,-0.0797540530541214
ACH-001322,-0.2559865727959234
ACH-001328,-0.0852972744965765
ACH-001332,0.16431898138087409
ACH-001336,-0.08004922803085482
ACH-001346,-0.12976460882788254
ACH-001353,-0.19297817645012805
ACH-001354,0.1711821626944261
ACH-001367,-0.10287674378114876
ACH-001368,-0.09422926954582356
ACH-001374,0.1650152400900788
ACH-001377,-0.08700002793762482
ACH-001380,-0.21680927747090076
ACH-001391,-0.09334134102305026
ACH-001408,-0.08564658689288142
ACH-001430,-0.3931815765664656
ACH-001431,-0.12435353601235485
ACH-001450,-0.2660580082095226
ACH-001496,-0.03509315578478882
ACH-001500,-0.17983307564759873
ACH-001523,-0.16913267202075735
ACH-001532,-0.09295242021354214
ACH-001550,-0.23296848115102176
ACH-001552,-0.2558622617828535
ACH-001554,-0.11579595358574908
ACH-001654,-0.14222931948921247
ACH-001735,-0.07273101040090728
ACH-001736,-0.005325210266501712
ACH-001737,-0.3460900632199716
ACH-001740,-0.12321632843204312
ACH-001745,-0.04629122188347868
ACH-001765,-0.10124172077763152
