,ANXA8L1 (728113)
ACH-000004,0.0006982450309426304
ACH-000005,-0.09452470179094052
ACH-000007,-0.10050337052510484
ACH-000009,0.1549619296468128
ACH-000011,0.07339222092106719
ACH-000012,0.07068581971415902
ACH-000013,0.1949230373696532
ACH-000014,-0.0577728467437464
ACH-000015,0.06981319511003661
ACH-000017,0.1435492784928716
ACH-000018,-0.11699695739953675
ACH-000019,0.29720745812979504
ACH-000021,0.13044576311219147
ACH-000022,-0.05127250837043471
ACH-000025,-0.0957234428695934
ACH-000028,0.19101648698664628
ACH-000030,-0.02309482303952724
ACH-000035,-0.05860085009442704
ACH-000036,0.15492813638924574
ACH-000037,0.0667310117392988
ACH-000039,0.19956545149727584
ACH-000040,-0.08133944893372877
ACH-000041,0.10523893353350246
ACH-000042,0.09995128410551828
ACH-000045,-0.09131331047018633
ACH-000047,0.06855589483063479
ACH-000052,-0.045352863687937325
ACH-000053,-0.05663547113653369
ACH-000054,0.0649287096007389
ACH-000055,0.02995205410904076
ACH-000060,-0.015173353337338437
ACH-000067,-0.09544163643362087
ACH-000070,0.1359340332551413
ACH-000075,0.04153370281544234
ACH-000078,-0.03966193605718801
ACH-000082,-0.0324486607611879
ACH-000085,-0.03915366190164611
ACH-000086,-0.03853449298052211
ACH-000087,0.10995615304095308
ACH-000092,0.025210769738089358
ACH-000095,0.15299224415509846
ACH-000097,0.0588916727677109
ACH-000098,0.07096256718709615
ACH-000099,0.054809715177914414
ACH-000108,0.06562013621546435
ACH-000113,-0.03349932213584144
ACH-000116,0.16918959239716042
ACH-000118,0.04721459009770091
ACH-000120,0.17394994498644886
ACH-000123,-0.08442625428430353
ACH-000127,0.12988335117171493
ACH-000128,0.15999668363358327
ACH-000132,0.10782129254307507
ACH-000133,0.06696516828344495
ACH-000137,0.1457815302285253
ACH-000138,0.20205087462438864
ACH-000142,-0.004489473072750639
ACH-000143,0.17567509045698348
ACH-000146,0.023962689253482557
ACH-000148,0.07846327452583668
ACH-000150,0.09519288240857868
ACH-000152,0.07647913386642788
ACH-000153,0.11115683347737693
ACH-000159,0.08174229990094564
ACH-000160,0.09858951151404838
ACH-000163,0.03098548511798545
ACH-000167,-0.1179805387363357
ACH-000168,0.1661239337086317
ACH-000169,-0.021005274102556027
ACH-000178,0.15071020905004487
ACH-000183,0.1112576624496851
ACH-000188,0.08709655423474932
ACH-000189,-0.16209251412970946
ACH-000190,0.08578008740009617
ACH-000198,-0.09644277146057237
ACH-000203,0.2267173186265328
ACH-000204,0.07715560327727976
ACH-000206,0.10956928172198588
ACH-000207,-0.103729036272485
ACH-000208,-0.010297494212209178
ACH-000210,0.013066506106867836
ACH-000211,0.037563569596885116
ACH-000215,0.03130029106282555
ACH-000221,-0.04299368695180098
ACH-000222,-0.035678096819497566
ACH-000223,0.04821730645769149
ACH-000226,-0.20678763582771068
ACH-000227,0.2362342481178909
ACH-000228,0.031098551948936338
ACH-000231,-0.015905504303541963
ACH-000232,0.048057779858516746
ACH-000233,-0.15038306789684194
ACH-000234,0.05935696979598036
ACH-000235,0.0927125942422736
ACH-000237,0.13067732951879965
ACH-000238,0.08034645381330249
ACH-000242,-0.01616228767057778
ACH-000243,0.1415836918402487
ACH-000244,0.19625231742479965
ACH-000246,0.2509186269235521
ACH-000248,0.14459039435985885
ACH-000250,0.12647135937459816
ACH-000251,0.13610168956430324
ACH-000252,0.024223009297645374
ACH-000253,0.08695122611665076
ACH-000255,-0.03416245637080699
ACH-000256,0.26569337142668115
ACH-000257,0.1738941619155008
ACH-000258,-0.4189804029700232
ACH-000259,0.14276419025444034
ACH-000260,0.10298240690434186
ACH-000261,0.013997942773527635
ACH-000262,-0.12668872584543295
ACH-000263,0.17278950389600364
ACH-000264,-0.02660074871285796
ACH-000265,0.05652153397539191
ACH-000266,0.1859507269290732
ACH-000272,0.14882201111614013
ACH-000274,0.1263495538042957
ACH-000277,0.12550769416035235
ACH-000278,0.2329358145344721
ACH-000279,-0.05795300968369649
ACH-000280,0.09784153702735393
