,CHGA (1113)
ACH-000004,0.007637024635035708
ACH-000005,0.07489044189805544
ACH-000007,0.06772778815918468
ACH-000009,-0.13296753327639513
ACH-000011,0.17543545626225593
ACH-000012,-0.09998720193395112
ACH-000013,-0.0380821652598143
ACH-000014,-0.07916228732325252
ACH-000015,-0.08148529970319704
ACH-000017,-0.17595830504724466
ACH-000018,-0.007531784175175181
ACH-000019,-0.02014412028007144
ACH-000021,-0.049987135932153766
ACH-000022,-0.12419590324590755
ACH-000025,-0.023197577739009902
ACH-000028,0.00170870921818872
ACH-000030,-0.0623198831398413
ACH-000035,-0.008472720413222794
ACH-000036,0.04853952263581022
ACH-000037,0.014016867153273256
ACH-000039,0.0003542859762629422
ACH-000040,-0.02067422015729592
ACH-000041,-0.16584320978101866
ACH-000042,-0.09764352841785086
ACH-000045,0.0426396855813618
ACH-000047,0.029612630399565763
ACH-000052,-0.12530620396233175
ACH-000053,-0.05148660248309383
ACH-000054,-0.08456351563944292
ACH-000055,-0.17150107613618373
ACH-000060,-0.09719571138283263
ACH-000067,-0.1544577588042338
ACH-000070,-0.14605367149545356
ACH-000075,-0.015066780756207697
ACH-000078,-0.11588204170875788
ACH-000082,-0.10150478921154732
ACH-000085,0.0381774971315435
ACH-000086,-0.01915222703821193
ACH-000087,0.12587719400585273
ACH-000092,-0.02385388812728151
ACH-000095,-0.061626716193363025
ACH-000097,-0.07638802429670649
ACH-000098,-0.03980844264135306
ACH-000099,-0.09875575699465053
ACH-000108,-0.11581832993669365
ACH-000113,-0.05243056511783289
ACH-000116,-0.0836358064238155
ACH-000118,-0.04669716098603896
ACH-000120,0.02096919821782189
ACH-000123,-0.013159839380377751
ACH-000127,-0.1028504188034018
ACH-000128,-0.06770758216814349
ACH-000132,0.042122314301425635
ACH-000133,-0.015022723143011316
ACH-000137,-0.16597139629790986
ACH-000138,-0.00831977996945308
ACH-000142,-0.1596540569421668
ACH-000143,-0.11823900231123916
ACH-000146,-0.12978105998128572
ACH-000148,-0.07470997663836636
ACH-000150,-0.07291060588731102
ACH-000152,-0.11402454681465644
ACH-000153,-0.15585573699613564
ACH-000159,-0.04385335421641688
ACH-000160,-0.10382493449350792
ACH-000163,-0.12295398682307998
ACH-000167,-0.18139207916782465
ACH-000168,0.01979422418191557
ACH-000169,0.0378271288549735
ACH-000178,-0.09833870981341954
ACH-000183,0.06222770907400649
ACH-000188,-0.11576013863351635
ACH-000189,-0.039389810494998616
ACH-000190,-0.04777064259700986
ACH-000198,-0.017826699715708112
ACH-000203,0.2133278638288938
ACH-000204,-0.007629988488611841
ACH-000206,-0.21454960160395914
ACH-000207,-0.09209925735860353
ACH-000208,-0.00195758161536062
ACH-000210,-0.021092532520748487
ACH-000211,-0.03903129960038531
ACH-000215,-0.011863543762385735
ACH-000221,0.09665307159540823
ACH-000222,-0.10498649636505976
ACH-000223,0.02656532330990221
ACH-000226,-0.037291381942252184
ACH-000227,-0.0797513706785837
ACH-000228,0.058763267293471484
ACH-000231,-0.08560931640417348
ACH-000232,-0.08321768143957774
ACH-000233,-0.11378618538017755
ACH-000234,-0.1863504360292435
ACH-000235,-0.025756041806197384
ACH-000237,-0.06754588574183844
ACH-000238,-0.2136717577632368
ACH-000242,0.10582995324131277
ACH-000243,-0.06622678218513951
ACH-000244,-0.06852938961531213
ACH-000246,-0.15132061030439722
ACH-000248,-0.022669815617931046
ACH-000250,-0.0970805301158158
ACH-000251,-0.2296180563438743
ACH-000252,0.1485580808546702
ACH-000253,-0.07675555768462414
ACH-000255,-0.021318027603487943
ACH-000256,0.023956029960954032
ACH-000257,-0.05507863993109994
ACH-000258,0.05496064803218564
ACH-000259,-0.08639129234298973
ACH-000260,-0.0729856190348487
ACH-000261,-0.03705234657710985
ACH-000262,-0.038559056421815265
ACH-000263,0.14696891231343118
ACH-000264,-0.08820305108577688
ACH-000265,0.0016688209409983245
ACH-000266,-0.09915473549299564
ACH-000272,-0.04298810809952997
ACH-000274,-0.11250474037703184
ACH-000277,-0.0632822854615514
ACH-000278,0.02783388949149058
ACH-000279,-0.11203557423020216
ACH-000280,-0.054242740395865366
ACH-000281,0.022777965603131282
ACH-000288,-0.07045545205144063
ACH-000291,-0.16573910042309686
ACH-000293,-0.04697422819761635
ACH-000294,-0.09127789221473026
ACH-000295,-0.0534968840751561
ACH-000296,-0.10440440938945417
ACH-000302,-0.07779914230155613
ACH-000304,0.0435573488926461
ACH-000307,-0.03682153719168054
ACH-000308,-0.10873303845475524
ACH-000310,-0.2162466175570624
ACH-000311,-0.09968083316902944
ACH-000312,-0.11612735974191905
ACH-000315,-0.016822942975502245
ACH-000316,-0.027532370227896587
ACH-000317,-0.15137131627228434
ACH-000318,0.03456667108835166
ACH-000319,-0.02289587673024961
ACH-000320,-0.07584079097240204
ACH-000322,-0.09055049382262843
ACH-000323,-0.11874079369484095
ACH-000324,-0.07116394340217616
ACH-000329,0.007380580120972059
ACH-000330,-0.16497231079537708
ACH-000331,-0.030198811856415275
ACH-000332,-0.18474918042886146
