,FRS2 (10818)
ACH-000004,0.2957178101871023
ACH-000005,0.17379220594865755
ACH-000007,0.2602193402981596
ACH-000009,0.05388125643075668
ACH-000011,0.20689374086490905
ACH-000012,0.08099168422696959
ACH-000013,0.19249949709912687
ACH-000014,0.14819460711554427
ACH-000015,-0.21000906356726728
ACH-000017,0.16557402677857888
ACH-000018,0.06262584091825321
ACH-000019,0.1444765617609219
ACH-000021,-0.020043444293498573
ACH-000022,0.0965554941100454
ACH-000025,0.12083112024931544
ACH-000028,0.027193705945515373
ACH-000030,0.13764113632847153
ACH-000035,-0.10139660157502814
ACH-000036,0.13370200531551096
ACH-000037,0.035623244166129525
ACH-000039,-0.0539568336706285
ACH-000040,0.029220127002376476
ACH-000041,0.014654048735903057
ACH-000042,0.12243812229394913
ACH-000045,0.16001702171041127
ACH-000047,0.1846354781129385
ACH-000052,-0.00039117689534126946
ACH-000053,0.18101725916027606
ACH-000054,0.0825806192517688
ACH-000055,0.14322930863159086
ACH-000060,0.17296948149335584
ACH-000067,-0.10395912587708844
ACH-000070,0.248657003478584
ACH-000075,0.13823196211300512
ACH-000078,0.1939316287361577
ACH-000082,-0.2261537780339288
ACH-000085,0.22489718069495734
ACH-000086,-0.17014274164046814
ACH-000087,0.1627441227094505
ACH-000092,-0.05362908366695611
ACH-000095,0.14982385503568635
ACH-000097,0.2692256325947893
ACH-000098,-0.03276848958200011
ACH-000099,-0.1399466968870396
ACH-000108,0.1157023443134791
ACH-000113,0.15875278634769888
ACH-000116,-0.050958174447522826
ACH-000118,0.1780338812221
ACH-000120,0.16413897950320425
ACH-000123,0.007791760988062677
ACH-000127,0.2642979520222069
ACH-000128,-0.002639110303636416
ACH-000132,0.0902334682652928
ACH-000133,-0.09576679512763273
ACH-000137,-0.0026504651815489077
ACH-000138,0.09653627846521663
ACH-000142,0.04207807850915536
ACH-000143,-0.06686782797814769
ACH-000146,0.21398703638196295
ACH-000148,0.02149388978098493
ACH-000150,-0.186817849964278
ACH-000152,-0.15647094010696325
ACH-000153,0.12990935161120226
ACH-000159,0.19106824132662015
ACH-000160,-0.05758750873000555
ACH-000163,-0.16343361757704836
ACH-000167,-0.3229445779636342
ACH-000168,0.38602993300128735
ACH-000169,0.1951593122649062
ACH-000178,0.08819365872187349
ACH-000183,0.19961104154969395
ACH-000188,0.2204838081028303
ACH-000189,-0.14938008079789
ACH-000190,0.04657478483579538
ACH-000198,0.14021985053871938
ACH-000203,0.4744725453927875
ACH-000204,0.15539496822554796
ACH-000206,0.1268045108269923
ACH-000207,0.10718517215649187
ACH-000208,-0.1390323311680944
ACH-000210,-0.08736725475028942
ACH-000211,-0.0019627895418612862
ACH-000215,0.17012493964282674
ACH-000221,0.03245180490252726
ACH-000222,0.13190180368693344
ACH-000223,0.0451772753525546
ACH-000226,0.12122426151789382
ACH-000227,-0.15630014033897646
ACH-000228,0.09595638486312187
ACH-000231,-0.114248655809923
ACH-000232,-0.14056001264038198
ACH-000233,0.2075560958760972
ACH-000234,-0.0012267232045728095
ACH-000235,0.15897718658065627
ACH-000237,0.055591634665631946
ACH-000238,0.24950385071350176
ACH-000242,0.018188452066138863
ACH-000243,0.16258280945577006
ACH-000244,0.16329528008045918
ACH-000246,0.10471914007488273
ACH-000248,0.11321169561109687
ACH-000250,0.1540522405276247
ACH-000251,0.041424821944787985
ACH-000252,0.1177155373014786
ACH-000253,0.029903057691050918
ACH-000255,-0.2533850818156484
ACH-000256,0.05775840399406616
ACH-000257,0.0022891389959801838
ACH-000258,0.2196866857067592
ACH-000259,-0.16464655338491574
ACH-000260,0.21354532058008285
ACH-000261,-0.13879365013401174
ACH-000262,-0.17695945333763327
ACH-000263,0.11091222116765384
ACH-000264,0.10657107711315356
ACH-000265,0.15406118393782442
ACH-000266,0.10454635016112312
ACH-000272,0.16043958447655807
ACH-000274,0.07817596772087472
ACH-000277,0.19095984965181576
ACH-000278,-0.07287847682940164
ACH-000279,0.07586752264677599
ACH-000280,0.11620244655152298
ACH-000281,0.1333351393135351
ACH-000288,-0.17764681022456613
ACH-000291,0.19595496990464015
ACH-000293,-0.049433926621500736
ACH-000294,0.27635946810821665
ACH-000295,0.10111951482613928
ACH-000296,-0.07085165294393184
ACH-000302,-0.11487026039731385
ACH-000304,0.13320842288116352
ACH-000307,0.14353622306677324
ACH-000308,0.229793286269576
ACH-000310,0.0952327748413929
ACH-000311,0.2348500584035731
ACH-000312,0.09712737087934828
ACH-000315,0.02481375717458581
ACH-000316,-0.1542838749666773
ACH-000317,-0.0866122773410053
ACH-000318,0.09660681492195806
ACH-000319,0.12022048786956935
ACH-000320,0.2647596007092527
ACH-000322,0.24683239068491175
ACH-000323,-0.3906570801242476
ACH-000324,0.05049681408579405
ACH-000329,0.07295166952355762
ACH-000330,0.04082195192837984
ACH-000331,-0.27333289809089995
ACH-000332,0.14820571806953256
ACH-000334,0.17612111376140788
ACH-000335,-0.15155989351062846
ACH-000336,0.02543502768405952
ACH-000337,0.13478907089984324
ACH-000338,0.2028569808683748
ACH-000339,0.1195867541894241
ACH-000341,-0.00011881527747110285
ACH-000348,0.04652499367828844
