,TPRA1 (131601)
ACH-000004,0.09411776862675016
ACH-000005,-0.13441541863320694
ACH-000007,0.10689205601918242
ACH-000009,-0.08940527969490335
ACH-000011,0.12324461792276616
ACH-000012,-0.07416509351210199
ACH-000013,-0.01867480850674705
ACH-000014,-0.08859992114458415
ACH-000015,-0.009067317178599632
ACH-000017,-0.2304079803772408
ACH-000018,0.12082319394663045
ACH-000019,-0.014379125880552762
ACH-000021,0.10591549755559147
ACH-000022,0.032295052468016575
ACH-000025,-0.15390949017959046
ACH-000028,0.006077329617090372
ACH-000030,0.04495622168714904
ACH-000035,-0.20985614436014408
ACH-000036,-0.03987371607686087
ACH-000037,-0.0025376548020419397
ACH-000039,0.0022782940568930946
ACH-000040,-0.06919690843910851
ACH-000041,0.0116784530930564
ACH-000042,-0.06598455060131407
ACH-000045,0.023569653274076525
ACH-000047,0.012402172225831629
ACH-000052,0.1106810510264358
ACH-000053,-0.06845054123838361
ACH-000054,-0.09411869552397242
ACH-000055,0.005225715433963482
ACH-000060,-0.008726196455008276
ACH-000067,0.05756425014055399
ACH-000070,-0.02844987026090145
ACH-000075,0.11857654312396508
ACH-000078,-0.026260755923562
ACH-000082,-0.024056093171614442
ACH-000085,0.10102235417644244
ACH-000086,-0.015598213341508384
ACH-000087,0.08510935107349864
ACH-000092,-0.08785873284381349
ACH-000095,0.0012347327408487765
ACH-000097,0.05113212923527392
ACH-000098,0.07725039072904905
ACH-000099,-0.012964793709107705
ACH-000108,-0.004859257016023714
ACH-000113,0.041310187935614084
ACH-000116,0.07650415393387004
ACH-000118,0.02857247825606192
ACH-000120,0.05821895203848156
ACH-000123,-0.01811763530946289
ACH-000127,-0.02552792746835336
ACH-000128,-0.1099859102076724
ACH-000132,0.05596143863505588
ACH-000133,0.08222466254280221
ACH-000137,0.06599343936893587
ACH-000138,-0.06690512270303763
ACH-000142,-0.047785967370752684
ACH-000143,-0.02738267220139904
ACH-000146,0.048995979780695004
ACH-000148,0.1027210037893884
ACH-000150,-0.02021749995630157
ACH-000152,-0.029459773875022438
ACH-000153,-0.03339190807257472
ACH-000159,0.01850174013365714
ACH-000160,0.009647465104778164
ACH-000163,-0.005543617249031108
ACH-000167,0.24641748708499495
ACH-000168,-0.2248747789023504
ACH-000169,0.0356370990696303
ACH-000178,-0.006618016001614768
ACH-000183,0.11209831465392033
ACH-000188,0.1309834713549144
ACH-000189,-0.01305860212208602
ACH-000190,0.07152294379538074
ACH-000198,-0.10262078931508864
ACH-000203,-0.12858037227895008
ACH-000204,0.06362227904093565
ACH-000206,-0.022317135996774384
ACH-000207,-0.02736553674200919
ACH-000208,-0.21003491211003966
