,EVI2A (2123)
ACH-000004,0.10313525495074567
ACH-000005,0.03878119410200865
ACH-000007,-0.15095349022217106
ACH-000009,-0.14808445858661465
ACH-000011,-0.1158415739672954
ACH-000012,-0.13146037405219965
ACH-000013,-0.24806944486158944
ACH-000014,-0.03492990708079157
ACH-000015,-0.09036612877538967
ACH-000017,-0.08143095307390659
ACH-000018,0.0022471623456067967
ACH-000019,-0.34075824381110226
ACH-000021,-0.16202345952313996
ACH-000022,-0.14059218774617815
ACH-000025,-0.005474781486307086
ACH-000028,-0.2834475462663711
ACH-000030,-0.12197814073266545
ACH-000035,-0.3785455086773708
ACH-000036,-0.11916402340686945
ACH-000037,-0.15610865019377
ACH-000039,-0.0737831306256105
ACH-000040,-0.14654942569140944
ACH-000041,-0.06226568748597468
ACH-000042,-0.05119278661896093
ACH-000045,-0.1633371188913604
ACH-000047,-0.16895401395960474
ACH-000052,-0.07072617020795048
ACH-000053,-0.17322573656490614
ACH-000054,-0.16148989720261386
ACH-000055,-0.25125211923446883
ACH-000060,-0.11381129739249682
ACH-000067,-0.262537297034251
ACH-000070,-0.2585407952390659
ACH-000075,-0.0018489645206860546
ACH-000078,-0.04324696691010143
ACH-000082,-0.05018304512899793
ACH-000085,-0.0500374724708996
ACH-000086,-0.15501907822828875
ACH-000087,-0.2313142176432811
ACH-000092,0.07495262547624279
ACH-000095,-0.1934898194338085
ACH-000097,-0.16412160064386494
ACH-000098,0.023618858809162112
ACH-000099,-0.1455213811501404
ACH-000108,-0.04530095681674195
ACH-000113,-0.003845622110029732
ACH-000116,-0.05566163465155668
ACH-000118,-0.032844602885218566
ACH-000120,-0.054711429808584684
ACH-000123,-0.1226250245345715
ACH-000127,-0.13616073052442856
ACH-000128,0.00015699259324674858
ACH-000132,0.008561328142037139
ACH-000133,-0.02072384955204854
ACH-000137,-0.07152768994197439
ACH-000138,-0.07827583015779206
ACH-000142,-0.11805584926224705
ACH-000143,0.045344285647036534
ACH-000146,-0.07272649526358367
ACH-000148,-0.11664920746736562
ACH-000150,0.05831357713302046
ACH-000152,-0.093364853028838
ACH-000153,0.10649824222332206
ACH-000159,-0.1538347912703167
ACH-000160,-0.1264358529714996
ACH-000163,-0.1294506355139705
ACH-000167,0.21313384505449565
ACH-000168,0.05860944133978459
ACH-000169,-0.14780250800547876
ACH-000178,-0.03994613046600374
ACH-000183,-0.09955183863329672
ACH-000188,-0.1049405891018015
ACH-000189,-0.3884485827560559
ACH-000190,-0.09520248819383947
ACH-000198,0.2490128035346164
ACH-000203,-0.08229933764748576
ACH-000204,-0.10124858139060797
ACH-000206,-0.2463083167644627
ACH-000207,-0.16111937466684922
ACH-000208,-0.3122916176402837
ACH-000210,-0.05026979932037656
ACH-000211,-0.21463863041129586
ACH-000215,-0.15332387979412584
ACH-000221,-0.05166545924464412
ACH-000222,-0.0565668785924429
ACH-000223,-0.12161929416226375
ACH-000226,-0.16346027194823462
ACH-000227,-0.16602748070664125
ACH-000228,-0.08757813081179289
ACH-000231,-0.07780138420951081
ACH-000232,-0.15241462883749318
ACH-000233,-0.05472264692242675
ACH-000234,0.013188031188337569
ACH-000235,-0.15553204060702622
ACH-000237,-0.055566007922056
ACH-000238,-0.04186066262491065
ACH-000242,-0.024403147078221468
ACH-000243,-0.18492275101407785
ACH-000244,-0.056854042845477515
ACH-000246,-0.11088048292948724
ACH-000248,-0.1937450174513469
ACH-000250,-0.11590086015562336
ACH-000251,0.019209255789872124
ACH-000252,-0.2544073047629094
ACH-000253,-0.048966468334618866
ACH-000255,-0.11356259663445653
ACH-000256,-0.09511771345646483
ACH-000257,-0.14183897522462355
ACH-000258,0.052257481891299216
ACH-000259,-0.035076690293315636
ACH-000260,-0.09185776720113577
ACH-000261,-0.1054136756518587
ACH-000262,-0.028602885080276412
ACH-000263,-0.13546122229985927
ACH-000264,-0.2627197455493098
ACH-000265,-0.14511828033236265
ACH-000266,-0.11494891492590953
ACH-000272,-0.12763524015107122
ACH-000274,-0.18607993451062108
ACH-000277,-0.11853033887730033
ACH-000278,-0.09349801769726594
ACH-000279,-0.10118405241263674
ACH-000280,-0.11377593663676368
ACH-000281,0.0006415533845152173
ACH-000288,-0.21882981207735736
ACH-000291,-0.14644937835509494
ACH-000293,-0.2513865955684608
ACH-000294,0.03985619399503306
ACH-000295,0.1094580037216932
ACH-000296,-0.246204603348068
ACH-000302,0.00229236920508029
ACH-000304,0.14087650138068106
ACH-000307,-0.10223049555944336
ACH-000308,-0.0748159429093443
ACH-000310,-0.1913187991333946
ACH-000311,0.03841399456045483
ACH-000312,-0.07879464898376523
ACH-000315,0.041430646194829626
ACH-000316,-0.27927395429129337
ACH-000317,-0.06503540635183612
ACH-000318,-0.09519288989272412
ACH-000319,-0.12965749766160795
ACH-000320,0.05422408965720163
ACH-000322,-0.2044909811522956
ACH-000323,-0.1216765140879978
ACH-000324,-0.13049474718153473
ACH-000329,-0.15387311493196892
ACH-000330,-0.040695848385028495
ACH-000331,-0.14974597222157096
ACH-000332,-0.1192186934814974
ACH-000334,-0.13980718165345565
ACH-000335,0.003264158716426745
ACH-000336,-0.12993680196405966
ACH-000337,-0.05819314574528407
ACH-000338,0.1231454606979717
ACH-000339,-0.07417306900596074
ACH-000341,0.01660038301662684
ACH-000348,-0.055211547441591236
ACH-000350,-0.24473470644037035
ACH-000352,-0.05059274923665155
ACH-000356,-0.3340019163536102
ACH-000361,-0.12586549192539076
ACH-000362,-0.07174208386499052
ACH-000363,-0.11458482110491262
ACH-000364,-0.13924992270221456
ACH-000365,-0.08060541336718398
ACH-000366,-0.1689029635589155
ACH-000368,-0.0014963561488374056
ACH-000374,-0.2585071846652993
ACH-000375,-0.1540089743374338
ACH-000376,0.05170981682570703
ACH-000381,0.0285015411784514
ACH-000383,-0.15763028535722062
ACH-000387,-0.11378000446501405
ACH-000389,-0.019276560895153384
ACH-000390,-0.07509889510163464
ACH-000393,-0.1396709072013748
ACH-000395,-0.14146587441079098
ACH-000396,-0.16197232951658516
ACH-000397,-0.0953559206398653
ACH-000401,0.06971797014012307
ACH-000402,-0.2369680974005621
ACH-000403,-0.1903507728113454
ACH-000404,-0.1709513079788134
ACH-000406,-0.050273794991419006
ACH-000407,-0.023003292643430668
ACH-000408,-0.14929232000277268
ACH-000410,-0.16964945989661362
ACH-000411,-0.15724966144896535
ACH-000414,-0.14356323880343613
ACH-000415,-0.17101371989405234
ACH-000416,-0.12913456515270053
ACH-000420,-0.17673366731610693
ACH-000421,-0.12481923283339726
ACH-000424,-0.14014469480241942
ACH-000425,-0.11111518366656686
ACH-000426,-0.14519918926909187
ACH-000427,-0.2396910988566941
ACH-000433,-0.1836744394850804
ACH-000435,-0.3368915538491678
ACH-000436,-0.15432786458876338
ACH-000444,-0.09295470113341506
ACH-000445,-0.10673028504331622
ACH-000448,-0.10711234187828304
ACH-000450,-0.106714858220568
ACH-000452,-0.1306850653450377
ACH-000454,-0.052036442539599416
ACH-000458,0.008537548778455159
ACH-000459,0.01982698980163096
ACH-000460,-0.0900618482936486
ACH-000461,-0.12103730767593845
ACH-000463,-0.12179585762839412
ACH-000464,0.1332435972797904
ACH-000466,-0.09244196347731523
ACH-000467,-0.21012395769980294
ACH-000468,0.057423687180073416
ACH-000469,-0.11742148800556886
ACH-000470,-0.0966716741321961
ACH-000471,-0.09148801055464076
ACH-000472,-0.10845881515699184
ACH-000473,-0.14516014508753736
ACH-000475,-0.1507274505310321
ACH-000476,-0.13909452886871596
ACH-000477,-0.08989580901723931
ACH-000479,0.040279937772291566
ACH-000480,-0.1327825766190851
ACH-000481,-0.09186593492708084
ACH-000483,-0.027783701273238304
ACH-000484,0.02462054773463516
ACH-000485,-0.07789588069502623
ACH-000486,-0.073762810664112
ACH-000487,-0.04625035032813274
ACH-000488,-0.1959307274768276
ACH-000490,-0.2167550858961496
ACH-000491,-0.0349362202507555
ACH-000495,-0.026220453120634785
ACH-000496,-0.03500577563861928
ACH-000499,-0.04986882526076632
ACH-000500,-0.04549513216649557
ACH-000502,-0.1300571636198164
ACH-000503,0.10095510118213613
ACH-000505,-0.08399329445628867
ACH-000507,-0.0721549683404857
ACH-000510,-0.07896186789948557
ACH-000511,-0.1992048047524597
ACH-000512,0.2265342099089947
ACH-000516,-0.17851130206075386
ACH-000517,-0.0358978405797595
ACH-000518,-0.0556432713608262
ACH-000520,-0.13201307229160686
ACH-000521,-0.12999983142917865
ACH-000522,0.021975665282130217
ACH-000524,-0.0562146731317445
ACH-000527,-0.190717641210936
ACH-000528,-0.05940379307607591
ACH-000537,-0.04097485875704257
ACH-000541,-0.03196419709667443
ACH-000542,-0.07324130303634739
ACH-000544,-0.10134645039003072
ACH-000545,-0.08440748758607335
ACH-000547,-0.07283367296397457
ACH-000548,-0.1856619325895805
ACH-000549,-0.2770535233854338
ACH-000550,-0.08138930510102209
ACH-000552,-0.18558753098943026
ACH-000556,-0.20510723461999356
ACH-000557,-0.004885862352128925
ACH-000569,-0.10714296807121712
ACH-000570,-0.2140208577134281
ACH-000571,-0.07497646184915592
ACH-000573,-0.08158366664185103
ACH-000576,-0.10765665995319187
ACH-000579,-0.10907275178618367
ACH-000580,-0.13552792764888635
ACH-000584,-0.1371437890729991
ACH-000585,-0.02574126182243404
ACH-000588,-0.04573401358288474
ACH-000589,-0.09570748619329307
ACH-000591,-0.3930051954499567
ACH-000593,-0.12360083019583165
ACH-000600,-0.06434893806447554
ACH-000601,-0.09851543488908664
ACH-000605,-0.08344994019978283
ACH-000606,-0.06832297497416835
ACH-000608,-0.08090868421074672
ACH-000614,-0.05165590309682847
ACH-000616,-0.13410206042185896
ACH-000618,-0.11327249934777285
ACH-000619,-0.17037093106215978
ACH-000620,-0.2273486020275694
ACH-000621,-0.03814764228354869
ACH-000622,-0.2841835174762451
ACH-000623,-0.13498402565210646
ACH-000624,-0.13467076163001382
ACH-000627,-0.17197034581275664
ACH-000630,0.02591366527523659
ACH-000631,-0.17230346017593734
ACH-000632,-0.14290282307863694
ACH-000633,-0.0626517585571824
ACH-000637,-0.14314407137314106
ACH-000638,-0.10055961127847514
ACH-000646,-0.1879939357904192
ACH-000647,-0.22158095362027785
ACH-000648,-0.18372210483620752
ACH-000649,-0.0562665655004071
ACH-000651,-0.10391345311189244
ACH-000652,-0.054808372205628286
ACH-000653,-0.18991558793091692
ACH-000657,-0.11906065422724035
ACH-000658,-0.06755507977494321
ACH-000661,-0.22901424353457334
ACH-000662,-0.07803407896534734
ACH-000663,-0.25658329612398784
ACH-000665,-0.04828271798953253
ACH-000671,-0.11649780146212525
ACH-000672,0.004579572332443163
ACH-000673,-0.037499432368238286
ACH-000676,-0.17303779219540213
ACH-000677,-0.12371892831954365
ACH-000681,-0.021533957317014688
ACH-000683,-0.025908515165144037
ACH-000684,-0.05041293697308105
ACH-000688,-0.09676088650694074
ACH-000693,-0.11161303135934676
ACH-000694,-0.06401836874317217
ACH-000695,-0.3174539333335322
ACH-000696,-0.19420412970515455
ACH-000697,-0.06170166492407742
ACH-000699,-0.13743714133168025
ACH-000701,-0.07940308380384735
ACH-000706,-0.04347029731871707
ACH-000711,-0.15781537792448386
ACH-000713,-0.2281006926051888
ACH-000714,-0.1778286662791226
ACH-000718,0.006026091246396443
ACH-000720,-0.2350831233972973
ACH-000721,-0.15886962392589696
ACH-000724,0.002887193243953611
ACH-000725,-0.09438397728824896
ACH-000732,-0.19289882895999816
ACH-000734,0.06936346744987189
ACH-000735,-0.2210092685575607
ACH-000736,-0.03944609673664607
ACH-000738,-0.10059626595078873
ACH-000746,-0.182408480381683
ACH-000747,-0.1342112032163881
ACH-000748,-0.08050600419309753
ACH-000753,-0.037218642326613816
ACH-000756,0.008717243016454346
ACH-000757,-0.01336146561274972
ACH-000758,-0.13387881406887767
ACH-000760,0.01324485100808945
ACH-000762,-0.05194732019527706
ACH-000763,-0.1002049817758338
ACH-000764,-0.13371823544009795
ACH-000765,0.0931258487684358
ACH-000766,-0.08779253212912866
ACH-000767,-0.15477561004306173
ACH-000768,-0.13506209001609265
ACH-000769,-0.2655388663705626
