,PET112 (5188)
ACH-000004,-0.1339300445229053
ACH-000005,-0.07066763136281469
ACH-000007,-0.2577668357649642
ACH-000009,-0.20343092868939344
ACH-000011,0.07127669152170059
ACH-000012,-0.3095457977613436
ACH-000013,-0.24145797508326697
ACH-000014,-0.2486472931583443
ACH-000015,-0.3743351073052077
ACH-000017,-0.11281130592297395
ACH-000018,-0.3146732619588363
ACH-000019,-0.29757518708298325
ACH-000021,-0.1878280236273021
ACH-000022,-0.34388939644374544
ACH-000025,-0.3884066252006996
ACH-000028,-0.3462823400201348
ACH-000030,-0.2120393769195355
ACH-000035,-0.29958670086439465
ACH-000036,0.0440947822120305
ACH-000037,-0.3119280264040329
ACH-000039,-0.17668362014883734
ACH-000040,-0.1816362134722932
ACH-000041,-0.2502297444368413
ACH-000042,-0.06642040517638838
ACH-000045,-0.18967094686567013
ACH-000047,-0.34921556071754345
ACH-000052,-0.33241739099078194
ACH-000053,-0.2274459914295771
ACH-000054,-0.04722824353115468
ACH-000055,-0.07967114439610071
ACH-000060,-0.3106192414274375
ACH-000067,-0.0592199911160789
ACH-000070,-0.3781852534558045
ACH-000075,-0.2558487433175865
ACH-000078,-0.09803064537899286
ACH-000082,-0.0949654489021198
ACH-000085,-0.2586503935997712
ACH-000086,-0.4228279522117245
ACH-000087,-0.4830111605569107
ACH-000092,-0.10535189578744188
ACH-000095,-0.04010455084049317
ACH-000097,-0.00013031170434476579
ACH-000098,-0.22318427036107305
ACH-000099,-0.2271126953171413
ACH-000108,-0.060115683580275636
ACH-000113,-0.3059158554077072
ACH-000116,-0.24813564345335706
ACH-000118,-0.3656725616908516
ACH-000120,-0.18125399619375213
ACH-000123,-0.304225802154138
ACH-000127,-0.4828070169959703
ACH-000128,-0.4532316985821034
ACH-000132,-0.26454895153999386
ACH-000133,-0.14889472973654333
ACH-000137,-0.1066437601994898
ACH-000138,-0.20327212223921026
ACH-000142,-0.16682101966906573
ACH-000143,-0.4114808386182209
ACH-000146,-0.14080506691702235
ACH-000148,-0.2491647236819069
ACH-000150,-0.5539403288614377
ACH-000152,-0.2664070224845649
ACH-000153,-0.3045150622074937
ACH-000159,-0.15172429954910086
ACH-000160,-0.2890178232915916
ACH-000163,-0.323037256848128
ACH-000167,-0.01088115948124449
ACH-000168,0.044072977722735815
ACH-000169,-0.2771210767364808
ACH-000178,-0.22420998760917107
ACH-000183,-0.4370828271517294
ACH-000188,-0.16739076066759803
ACH-000189,-0.2715731296570208
ACH-000190,-0.4817120375146657
ACH-000198,-0.045228760018802334
