,TRMT61B (55006)
ACH-000215,-0.2542632823400521
ACH-000221,0.033897712407060465
ACH-000222,-0.19884036989155407
ACH-000223,-0.18223871962392355
ACH-000226,-0.229474016314268
ACH-000227,-0.3141405110917923
ACH-000228,-0.055595941789967095
ACH-000231,-0.18718949936377666
ACH-000232,-0.3252866803285774
ACH-000233,-0.2165023580994995
ACH-000234,-0.3078526349533424
ACH-000235,-0.14303342010999776
ACH-000237,-0.13717690255035433
ACH-000238,-0.3218134961816191
ACH-000242,-0.2933269010217903
ACH-000243,-0.19273053538210666
ACH-000244,-0.5835369186928391
ACH-000246,-0.10091990485881984
ACH-000248,-0.12379296440280473
ACH-000250,-0.1645765499423243
ACH-000251,-0.06942178363636856
ACH-000252,-0.11436001742478318
ACH-000253,-0.14994366280147794
ACH-000255,-0.16962720925560726
ACH-000256,-0.20823423426257054
ACH-000257,-0.2920301418026707
ACH-000258,-0.05288720287337475
ACH-000259,-0.24126967029751306
ACH-000260,-0.2004119263365586
ACH-000261,-0.23796141285340375
ACH-000262,-0.27438179415324393
ACH-000263,-0.10224964900791272
ACH-000264,-0.19775521432507714
ACH-000265,-0.007058556332768552
ACH-000266,-0.2599945095752026
ACH-000272,-0.19643762836670894
ACH-000274,-0.15660808135453294
ACH-000277,-0.3400212109385508
ACH-000278,-0.3815562457435742
ACH-000279,-0.3270179723542859
ACH-000280,0.008490559465383808
ACH-000281,-0.08135268291963878
ACH-000288,-0.2267142662108985
ACH-000291,-0.21358465682043784
ACH-000293,-0.4276343132104138
ACH-000294,-0.03761360266057662
ACH-000295,-0.17710426503824978
ACH-000296,-0.024080611419293883
ACH-000302,-0.23452202995479396
ACH-000304,0.06500103976705031
ACH-000307,-0.17479182872851545
ACH-000308,-0.2712546546477408
ACH-000310,-0.13648391554942374
ACH-000311,-0.023113019195985
ACH-000312,-0.32146401518614137
ACH-000315,-0.002509190404468821
ACH-000316,-0.11064583487208296
ACH-000317,0.08206077832633657
ACH-000318,-0.28369533556693577
ACH-000319,-0.08551955765539543
ACH-000320,-0.06709425586245317
ACH-000322,-0.2133279413835129
ACH-000323,-0.2305681314211003
ACH-000324,-0.1829644470924235
ACH-000329,-0.21030959156866502
ACH-000330,0.022942904779538472
ACH-000331,-0.3700927752334752
ACH-000332,-0.2198287652946456
ACH-000334,-0.06339094426416028
ACH-000335,-0.3333038703565777
ACH-000336,-0.1505131244600834
ACH-000337,-0.40296771439923385
ACH-000338,0.3963348904126112
ACH-000339,-0.12120600126123306
ACH-000341,-0.1618719907447889
ACH-000348,-0.2973972845527115
ACH-000350,-0.2397910071228649
ACH-000352,-0.23794277398379315
ACH-000356,-0.13721932994083585
ACH-000361,-0.17739973266173673
ACH-000362,-0.12636528998636135
ACH-000363,-0.3258213881650065
ACH-000364,-0.3630506493834785
ACH-000365,-0.2256029400862392
ACH-000366,-0.13928109684840626
ACH-000368,-0.06518137535889908
ACH-000374,-0.14618117291687252
ACH-000375,-0.2822554616678564
ACH-000376,-0.2617086829018744
ACH-000381,-0.21938525457346514
ACH-000383,-0.13514782248887774
ACH-000387,-0.19888534235415034
ACH-000389,-0.2768407227025942
ACH-000390,-0.21393347259941506
ACH-000393,-0.2919384092435403
ACH-000395,-0.29996248204423503
ACH-000396,-0.05488757146034804
ACH-000397,-0.14888474943460345
ACH-000401,-0.025348466657028532
ACH-000402,-0.1700602053389393
ACH-000403,-0.2451098044503782
ACH-000404,0.08072773306803853
ACH-000406,-0.13221541462450898
ACH-000407,-0.17783255978994364
ACH-000408,-0.1342628636841732
ACH-000410,-0.2314356283098468
ACH-000411,-0.18578238759874047
ACH-000414,-0.027553635325359156
ACH-000415,0.005343657797801577
ACH-000416,-0.21804331015651965
ACH-000420,-0.1228353504470638
ACH-000421,-0.22556405795178605
ACH-000424,-0.35427897338553993
ACH-000425,-0.1649679059300915
ACH-000426,-0.32106441338368585
ACH-000427,-0.2381478777967715
ACH-000433,-0.20283366305216624
ACH-000435,-0.25757159345644604
ACH-000436,-0.08635958675764964
ACH-000444,-0.24165376003392855
ACH-000445,-0.19000908534815636
ACH-000448,-0.4091557639887594
ACH-000450,0.0005521578148355994
ACH-000452,-0.2296181892865799
ACH-000454,-0.2340988727471771
ACH-000458,-0.17567114293690406
ACH-000459,0.029208152684616226
ACH-000460,-0.17171474448045765
ACH-000461,-0.3405251182617027
ACH-000463,-0.2842203284657909
ACH-000464,-0.28402295387885096
ACH-000466,-0.1908294895862112
ACH-000467,-0.19454720430619368
ACH-000468,-0.07702793834286631
ACH-000469,-0.1955230849510093
ACH-000470,-0.2802152721264714
ACH-000471,-0.12656873087598422
ACH-000472,-0.16983886674003698
ACH-000473,-0.16826538791098367
ACH-000475,-0.18237117836164374
ACH-000476,-0.17234142953254675
ACH-000477,0.01836624758483409
ACH-000479,-0.14082894791033532
ACH-000480,-0.07622744552239605
ACH-000481,-0.2379577987994217
ACH-000483,-0.11771127035407965
ACH-000484,-0.07066846491909197
ACH-000485,-0.0919869787271387
ACH-000486,-0.12818915203657866
ACH-000487,-0.10899429161797193
ACH-000488,-0.2735960052043507
ACH-000490,-0.13702441822078415
ACH-000491,-0.23210872241837466
ACH-000495,-0.16298449471330007
ACH-000496,-0.14366960994110234
ACH-000499,-0.04619682042653492
ACH-000500,0.1311472082019877
ACH-000502,-0.10737346786806576
ACH-000503,-0.01022934297274105
ACH-000505,-0.288251816346264
ACH-000507,-0.1791003554517255
ACH-000510,-0.15314751962014544
ACH-000511,0.04216405907283111
ACH-000512,-0.08917663052422084
ACH-000516,-0.1896413024937468
ACH-000517,-0.2530011769321801
ACH-000518,-0.2498443514127401
ACH-000520,-0.1795421210552038
ACH-000521,-0.2259503809712588
ACH-000522,-0.04737158444684317
ACH-000524,-0.2387837332822149
ACH-000527,-0.19993401174523975
ACH-000528,-0.20993148091521072
ACH-000537,-0.3389819075038137
ACH-000541,0.06636919735064688
ACH-000542,-0.3122754825801244
ACH-000544,-0.11938022204241415
ACH-000545,-0.13690793920634373
ACH-000547,-0.42589771073782734
ACH-000548,-0.2627434148803611
ACH-000549,-0.3197927926576217
ACH-000550,-0.07733692895420773
ACH-000552,-0.23949686649746565
ACH-000556,-0.13361253788284444
ACH-000557,-0.1255206794423239
ACH-000569,-0.1240672609345626
ACH-000570,-0.1615068374754166
ACH-000571,-0.08470245553930943
ACH-000573,-0.16727200587091892
ACH-000576,-0.15937032376852406
ACH-000579,0.14357730810321434
ACH-000580,-0.13145985438611546
ACH-000584,-0.16687691858067158
ACH-000585,-0.2711704586734563
ACH-000588,-0.06615229057234066
ACH-000589,-0.3291858438099425
ACH-000591,-0.30571349666767583
ACH-000593,-0.33807788204876765
ACH-000600,-0.07572771045748852
ACH-000601,-0.1672457928209676
ACH-000605,-0.06857415210958519
ACH-000606,-0.24611436142181356
ACH-000608,-0.3250325195874349
ACH-000614,-0.3124163112054575
ACH-000616,-0.16658221434044213
ACH-000618,-0.10830396106294374
ACH-000619,-0.15772920598353468
ACH-000620,-0.1532390515359283
ACH-000621,-0.20416609861018908
ACH-000622,-0.3425957441234509
ACH-000623,-0.20876814328705412
ACH-000624,-0.34768623534609805
ACH-000627,-0.17512721208804158
ACH-000630,-0.1855684045273455
ACH-000631,-0.4359483911757156
ACH-000632,-0.19619556954873846
ACH-000633,-0.20234636083727395
ACH-000637,-0.3181218311538361
ACH-000638,0.07993514273937335
ACH-000646,-0.4782472611525514
ACH-000647,-0.2450003435808433
ACH-000648,0.042770112955380836
ACH-000649,-0.1920367783055653
ACH-000651,-0.14585082620161305
ACH-000652,-0.0013448943131965981
ACH-000653,-0.22295340086953114
ACH-000657,-0.14818546433344515
ACH-000658,-0.08252291268516504
ACH-000661,-0.39977382996562144
ACH-000662,-0.31743741073203563
ACH-000663,-0.2214960983516982
ACH-000665,-0.19231001958143812
ACH-000671,-0.20790043736018504
ACH-000672,-0.15795325913668484
ACH-000673,-0.2393638287719319
ACH-000676,-0.07935598564642779
ACH-000677,-0.1865087275895629
ACH-000681,-0.2261117543560319
ACH-000683,-0.10944443517689764
ACH-000684,-0.02711827521404465
ACH-000688,-0.405800304470012
ACH-000693,0.0393884267796337
ACH-000694,-0.029682421773230223
ACH-000695,-0.04757828840648652
ACH-000696,-0.18252037187133374
ACH-000697,-0.10585394472746244
ACH-000699,-0.3112349037280548
ACH-000701,-0.1117945834526571
ACH-000706,-0.19893762717323316
ACH-000711,-0.17743382771921068
ACH-000713,-0.17195284125951546
ACH-000714,-0.2422324736148573
ACH-000718,-0.25160601004905103
ACH-000720,-0.2509250512851208
ACH-000721,-0.2078909930261316
ACH-000724,-0.1768620156536004
ACH-000725,-0.035841222713121235
ACH-000732,-0.22782328077953665
ACH-000734,-0.13363943483494933
ACH-000735,-0.15645871388942115
ACH-000736,-0.27824141694561444
ACH-000738,-0.14431245072329002
ACH-000746,-0.41154454856074174
ACH-000747,-0.4042800459863815
ACH-000748,-0.06677148922499374
ACH-000753,-0.2417775504061824
ACH-000756,-0.06600395120409522
ACH-000757,-0.012836989145930814
ACH-000758,-0.2397075499872336
ACH-000760,-0.20176365902436594
ACH-000762,-0.05166043704541519
ACH-000763,-0.3166360745414877
ACH-000764,-0.18049847946454695
ACH-000765,-0.070576002047784
ACH-000766,-0.19888460291601195
ACH-000767,-0.23801776811243616
ACH-000768,-0.3174238735346492
ACH-000769,-0.13419330845386818
ACH-000770,-0.08786251020121931
ACH-000771,-0.014773280310037638
ACH-000773,-0.105837080672154
ACH-000776,-0.09910032992216024
ACH-000777,-0.3236874519635816
ACH-000778,-0.2435285948065305
ACH-000781,-0.1879711016021664
ACH-000782,-0.35559816834619945
ACH-000783,-0.07926313827102881
ACH-000784,-0.28488604273482243
ACH-000785,-0.32613039963942675
ACH-000787,-0.2197235514965556
ACH-000788,-0.13408808863455812
ACH-000791,-0.09700829458767632
ACH-000792,-0.29464143501688395
ACH-000794,-0.2539443847866767
ACH-000796,-0.22064387546636427
ACH-000798,-0.3840271798812027
ACH-000799,-0.7117610214109351
ACH-000800,-0.16086890588387348
ACH-000802,-0.25262337792864475
ACH-000804,-0.5136670439874599
ACH-000805,-0.24857875569367036
ACH-000809,-0.006089971185382047
ACH-000810,-0.40433852522741454
ACH-000811,-0.19585121959675428
ACH-000817,-0.23121654697111602
ACH-000819,-0.1591551528457548
ACH-000820,-0.5185329150942063
ACH-000821,0.07969903447605996
ACH-000822,-0.3053187783643569
ACH-000823,-0.2781206007152425
ACH-000824,-0.113387884101233
ACH-000827,-0.08360431660097774
ACH-000829,-0.14327011274412205
ACH-000831,-0.14059859792243146
ACH-000832,-0.02302220847029476
ACH-000833,-0.390818617886614
ACH-000834,-0.15864643949738874
ACH-000835,-0.1338951252233027
ACH-000836,-0.2681302938756142
ACH-000837,-0.1593888657267334
ACH-000838,0.09798151179229876
ACH-000839,-0.19058480957889296
ACH-000840,-0.2382444333003809
ACH-000841,-0.1197318073654383
ACH-000843,-0.11248707524514158
ACH-000846,-0.3925560607332162
ACH-000847,-0.2065890803089356
ACH-000848,-0.1671371012797817
ACH-000849,-0.14248183652250204
ACH-000851,-0.012030346283941206
ACH-000855,-0.25011699078136235
ACH-000856,-0.11543076546589533
ACH-000858,-0.2411678623034032
ACH-000859,-0.11705456127734346
ACH-000861,-0.2636341210528565
ACH-000862,-0.25907481355696665
ACH-000865,-0.08602626183650565
ACH-000866,-0.2559032997166177
ACH-000867,-0.1452183895517788
ACH-000869,0.0010951590488342737
ACH-000872,-0.10729951433950344
ACH-000873,-0.2708896986574549
ACH-000876,-0.18344672255794645
ACH-000878,-0.24695194791762076
ACH-000880,-0.1820260961526054
ACH-000881,-0.043469497024304485
ACH-000882,-0.17137540117493616
ACH-000884,-0.1884982052543882
ACH-000885,-0.31593606059121065
ACH-000887,-0.19957042452986007
ACH-000889,-0.13837718782166308
ACH-000896,-0.15362444896932242
ACH-000898,-0.12113453107302065
ACH-000900,-0.07234701470334966
ACH-000901,-0.21211393093904332
ACH-000905,-0.15648139020772134
ACH-000906,-0.11797448764837892
ACH-000907,-0.1088212429677562
ACH-000910,-0.19262205728447052
ACH-000911,-0.3384597469965145
ACH-000912,-0.042212638775224826
ACH-000913,-0.10146893186938956
ACH-000915,-0.15241207184576602
ACH-000916,-0.07317683180434095
ACH-000917,-0.09595773479205907
ACH-000920,-0.4088162769022464
ACH-000921,-0.16530298110848082
ACH-000924,-0.06935786519417708
ACH-000926,-0.2208937697841956
ACH-000928,-0.06402754789691735
ACH-000929,-0.1536738153871394
ACH-000932,-0.13849596181838966
ACH-000935,-0.15510818836381235
ACH-000936,-0.3106849990102005
ACH-000937,-0.2291926888400691
ACH-000938,-0.1986177525402063
ACH-000939,0.04081376643506097
ACH-000941,-0.21571145849235404
ACH-000943,-0.2195475154767635
ACH-000946,-0.03915721189903346
ACH-000947,-0.14590847361221262
ACH-000948,-0.15752394636263442
ACH-000950,-0.10473114742887052
ACH-000953,-0.06853026942048028
ACH-000954,-0.2922996332887741
ACH-000957,-0.5602920243143469
ACH-000958,-0.13415542839760738
ACH-000960,-0.0747852404665791
ACH-000963,0.0009281852919375901
ACH-000968,-0.3203469325423021
ACH-000969,-0.11873851038855825
ACH-000972,-0.4042125675402201
ACH-000973,-0.2193092926291318
ACH-000974,-0.21306273788241328
ACH-000978,-0.12663383775738338
ACH-000984,-0.16792294300342628
ACH-000986,-0.29935936422745824
ACH-000988,-0.11062200672331884
ACH-000993,-0.02866451898384632
ACH-000994,-0.15987280907719484
ACH-000996,-0.16610224219480235
ACH-001001,-0.18076245321820708
ACH-001020,-0.018943399601613474
ACH-001028,-0.09373192788532743
ACH-001031,0.021521852189198533
ACH-001038,-0.20067588150659207
ACH-001048,-0.16501732516458836
ACH-001050,-0.2304955887426093
ACH-001053,-0.059853832214127115
ACH-001054,-0.029728587478601482
ACH-001061,-0.14733575305259894
ACH-001067,-0.3261525325788135
ACH-001075,-0.3291558555551661
ACH-001096,-0.17451718318167364
ACH-001111,-0.5040441506897039
ACH-001119,-0.3290000831454393
ACH-001128,-0.038593337924062186
ACH-001134,-0.19080451517243566
ACH-001151,-0.2675277664785937
ACH-001163,-0.2243603746076972
ACH-001164,-0.19916847697720413
ACH-001183,-0.16879600278898724
ACH-001192,-0.18337366300580527
ACH-001193,-0.2694630532070166
ACH-001196,-0.19019574554189367
ACH-001197,-0.1595979104115883
ACH-001205,-0.2934463365496975
ACH-001211,-0.10926104065884304
ACH-001212,-0.2393781684217037
ACH-001228,-0.18430937269380096
ACH-001232,-0.34661483259772674
ACH-001239,-0.3047280282935605
ACH-001270,-0.05169304671184995
ACH-001274,-0.37163942429181396
ACH-001275,-0.050189300959839235
ACH-001277,-0.3113654346983891
ACH-001278,-0.2954698416974532
ACH-001280,-0.014494428336168057
ACH-001283,-0.12590411778329874
ACH-001289,-0.027722009339186632
ACH-001300,-0.2449599180902765
ACH-001301,-0.2520021839087945
ACH-001302,0.047580942827475416
ACH-001306,-0.2525617880203402
ACH-001318,-0.23563999774950026
ACH-001322,-0.1329355773490216
ACH-001328,-0.32491173286559183
ACH-001332,-0.2328584783106559
ACH-001336,-0.29209048440805746
ACH-001346,-0.20668103725531012
ACH-001353,-0.2596458758697979
ACH-001354,-0.49092153113818
ACH-001367,-0.36818830820836346
ACH-001368,-0.1903326636750968
ACH-001374,-0.7106838805942978
ACH-001377,-0.2770686373599928
ACH-001380,-0.1555475574374936
ACH-001391,-0.040396065727965336
ACH-001408,-0.2736318386495285
ACH-001430,-0.1432810501514039
ACH-001431,-0.038056385842052384
ACH-001450,-0.2535441118360847
ACH-001496,-0.3617646703482567
ACH-001500,-0.19527477108510988
ACH-001523,-0.1398673431992084
ACH-001532,-0.137376083207061
ACH-001550,-0.09953639637580038
ACH-001552,-0.10663344477357954
ACH-001554,-0.1838846607962422
ACH-001654,-0.2857123700857733
ACH-001735,-0.2025534794639213
ACH-001736,-0.17338785875276053
ACH-001737,-0.3971048696516381
ACH-001740,-0.3192545397870709
ACH-001745,-0.28066439045613695
ACH-001765,-0.18520103239240626
