,HIST1H2BK (85236)
ACH-000364,-0.5130273492920892
ACH-000365,-0.20573391758770973
ACH-000366,-0.10822509563083027
ACH-000368,-0.2685113459771008
ACH-000374,-0.4442010785037828
ACH-000375,-0.19615091533051346
ACH-000376,-0.08954819206882059
ACH-000381,-0.11707687758179156
ACH-000383,-0.26728141855028914
ACH-000387,-0.2703916277153796
ACH-000389,-0.1900607260399048
ACH-000390,-0.2112943902328707
ACH-000393,-0.2933760188630467
ACH-000395,-0.20857629863602115
ACH-000396,-0.16561214711902025
ACH-000397,-0.21072883228793546
ACH-000401,-0.31698939957175604
ACH-000402,-0.4425765423664088
ACH-000403,-0.2335518896369136
ACH-000404,-0.3899170955562694
ACH-000406,-0.3702032284956032
ACH-000407,-0.2472449079452005
ACH-000408,-0.2322840493316284
ACH-000410,-0.26402957058077897
ACH-000411,-0.4852108867436222
ACH-000414,-0.2877474412296079
ACH-000415,-0.2986768828808076
ACH-000416,-0.1754494890172385
ACH-000420,-0.2362752240266401
ACH-000421,-0.20173529824608735
ACH-000424,-0.25546975248972065
ACH-000425,-0.24515487687042
ACH-000426,-0.3126370497144325
ACH-000427,-0.2931504253068339
ACH-000433,-0.2442338895677293
ACH-000435,-0.2783026982553319
ACH-000436,-0.4676815555555606
ACH-000444,-0.3897193410678442
ACH-000445,-0.07194035580017527
ACH-000448,-0.3632691386663468
ACH-000450,-0.23328139342796325
ACH-000452,-0.2137999266702572
ACH-000454,-0.3470245286496106
ACH-000458,-0.2959914815843624
ACH-000459,-0.486299252650372
ACH-000460,-0.12486571912254152
ACH-000461,-0.2476285821228448
ACH-000463,-0.2029212713571208
ACH-000464,-0.14682610875543714
ACH-000466,-0.20737714294430515
ACH-000467,-0.2434532452877116
ACH-000468,-0.12154912791458833
ACH-000469,-0.2761566461736135
ACH-000470,-0.2858518259696524
ACH-000471,-0.2678932881044884
ACH-000472,-0.2040775977903811
ACH-000473,-0.22173329655437785
ACH-000475,-0.14742674680325374
ACH-000476,-0.3016618937059827
ACH-000477,-0.27911034973096044
ACH-000479,-0.3855487556220689
ACH-000480,-0.4874631066111122
ACH-000481,-0.27946315930025106
ACH-000483,-0.23378263643735575
ACH-000484,-0.1964435912565478
ACH-000485,-0.19743495916767706
ACH-000486,-0.4179837122929524
ACH-000487,-0.3120506711197814
ACH-000488,-0.2870792512212265
ACH-000490,-0.20051141217117488
ACH-000491,-0.3413290719750242
ACH-000495,-0.18146482555837026
ACH-000496,-0.13797181084338453
ACH-000499,-0.16040937587483026
ACH-000500,-0.11819721413241133
ACH-000502,-0.3501735391379917
ACH-000503,-0.2429098645421676
ACH-000505,-0.19842803508335416
ACH-000507,-0.3714816575882147
ACH-000510,-0.04880853409092605
ACH-000511,-0.24967587326470445
ACH-000512,-0.3074596562127163
ACH-000516,-0.32688187864391105
ACH-000517,-0.23885274283365676
ACH-000518,-0.3180377936949228
ACH-000520,-0.097866430611241
ACH-000521,-0.32356515041576395
ACH-000522,-0.2313671922838976
ACH-000524,-0.4702640084605612
ACH-000527,-0.19669928968419648
ACH-000528,-0.18481646760531395
ACH-000537,-0.4996302950563534
ACH-000541,-0.2258260158350282
ACH-000542,-0.25565166141646456
ACH-000544,-0.3335675996255647
ACH-000545,-0.3530884012114249
ACH-000547,-0.3009647195433151
ACH-000548,-0.2988417058397699
ACH-000549,-0.2704413212594892
ACH-000550,-0.3169463454523211
ACH-000552,-0.4647153049566347
ACH-000556,-0.2174395561665765
ACH-000557,-0.27897117612180145
ACH-000569,-0.4192892882846019
ACH-000570,-0.2916943437406229
ACH-000571,-0.16060859729458762
ACH-000573,-0.17649950643330062
ACH-000576,-0.39892999962332737
ACH-000579,-0.2557309988720349
ACH-000580,-0.1944670969492099
ACH-000584,-0.34964499389598386
ACH-000585,-0.3903507109883017
ACH-000588,-0.09512858186693916
ACH-000589,-0.13985308636239865
ACH-000591,-0.0629786438341947
ACH-000593,-0.18816616636055106
ACH-000600,-0.22779471820596314
ACH-000601,-0.3150585510987206
ACH-000605,-0.1864670077237085
ACH-000606,-0.291354096110789
ACH-000608,-0.20003541607245848
ACH-000614,-0.06952019267999057
ACH-000616,-0.18844595009121234
ACH-000618,-0.35596302681908715
ACH-000619,-0.4633020039746604
ACH-000620,-0.34514437921909263
ACH-000621,-0.16787214153872942
ACH-000622,-0.14585731455411866
ACH-000623,-0.18245417809881906
ACH-000624,-0.200889335305862
ACH-000627,-0.3508516387769741
ACH-000630,-0.2996707590090985
ACH-000631,-0.4283471888550404
ACH-000632,-0.20291365718326826
ACH-000633,-0.2481975076006825
ACH-000637,-0.6298633791845265
ACH-000638,-0.406781563925448
ACH-000646,-0.27892511456921826
ACH-000647,-0.3520166964990825
ACH-000648,-0.24674169835357584
ACH-000649,-0.2010313717033708
ACH-000651,-0.16309592441903328
ACH-000652,-0.2440982365049671
ACH-000653,-0.1837951639890089
ACH-000657,-0.3618535202536988
ACH-000658,-0.3626172929363832
ACH-000661,-0.27550999371379065
ACH-000662,-0.18764732378128526
ACH-000663,-0.2198928973758749
ACH-000665,-0.4281008826097744
ACH-000671,-0.07438259860453103
ACH-000672,-0.12894563822731125
ACH-000673,-0.2269033025825849
ACH-000676,-0.3268589873099706
ACH-000677,-0.2734441193287727
ACH-000681,-0.2560426375435175
ACH-000683,-0.2684132496723794
ACH-000684,-0.0949303474514744
ACH-000688,-0.0489298326991938
ACH-000693,-0.2390957134471341
ACH-000694,-0.3286816784523924
ACH-000695,-0.3853104137431724
ACH-000696,-0.2443086471402009
ACH-000697,-0.4944106520718791
ACH-000699,-0.30576996866836303
ACH-000701,-0.14159898037636962
ACH-000706,-0.31892921723183715
ACH-000711,-0.2056902127064022
ACH-000713,-0.2373789046043845
ACH-000714,-0.4176601219564704
ACH-000718,-0.3180548646209819
ACH-000720,-0.3041588380376017
ACH-000721,-0.27161802987506906
ACH-000724,-0.2443663193462605
ACH-000725,-0.28852776128937657
ACH-000732,-0.2810250111023027
ACH-000734,-0.2792797749320777
ACH-000735,-0.1047136600982933
ACH-000736,-0.4325398629998328
ACH-000738,-0.17262314872368908
ACH-000746,-0.30585200614224844
ACH-000747,-0.12928594359367038
ACH-000748,-0.12963314062256376
ACH-000753,-0.2454563695923789
ACH-000756,-0.15895684799504042
ACH-000757,-0.2739862527271905
ACH-000758,-0.07468221724201822
ACH-000760,-0.12465660936072205
ACH-000762,-0.1537595687271228
ACH-000763,-0.3210353875762081
ACH-000764,-0.2580216159736562
ACH-000765,-0.261559838426765
ACH-000766,-0.1890585510207766
ACH-000767,-0.18459779327633705
ACH-000768,-0.2393398687892133
ACH-000769,-0.25558712028484804
ACH-000770,-0.2307098446668119
ACH-000771,-0.1859994933260796
ACH-000773,-0.4276893461439221
ACH-000776,-0.3840720339246648
ACH-000777,-0.4696283985509983
ACH-000778,-0.2375892611689413
ACH-000781,-0.3198036465476958
ACH-000782,-0.16815135539728898
ACH-000783,-0.5657868858783225
ACH-000784,-0.15112440496395868
ACH-000785,-0.32721313492696136
ACH-000787,-0.2339802573126176
ACH-000788,-0.2968137460752133
ACH-000791,-0.2469054996529162
ACH-000792,-0.423873078603034
ACH-000794,-0.21179869412054875
ACH-000796,-0.3007844093400346
ACH-000798,-0.3166053202152703
ACH-000799,-0.2710491519000573
ACH-000800,-0.15415212494094488
ACH-000802,-0.30147954436177266
ACH-000804,-0.2837244855874569
ACH-000805,-0.2578170344614777
ACH-000809,-0.2736111102977532
ACH-000810,-0.2454023558373096
ACH-000811,-0.10969902274862732
ACH-000817,-0.5442970352693837
ACH-000819,-0.2395973372863137
ACH-000820,-0.2204301197811208
ACH-000821,-0.3773737065350201
ACH-000822,-0.1614797894892844
ACH-000823,-0.20116847341866875
ACH-000824,-0.26446716524775354
ACH-000827,-0.2025638390388632
ACH-000829,-0.15118245302661926
ACH-000831,-0.1978023620874428
ACH-000832,-0.11908735606881088
ACH-000833,-0.2294316330449348
ACH-000834,-0.13245025582490846
ACH-000835,-0.18221474357752768
ACH-000836,0.21215467953196784
ACH-000837,-0.2126009308704476
ACH-000838,-0.02747490593902336
ACH-000839,-0.2429763946795835
ACH-000840,-0.1681187531955576
ACH-000841,-0.2003872242020319
ACH-000843,-0.24278972317064024
ACH-000846,-0.25642771153255994
ACH-000847,-0.20957342688517905
ACH-000848,-0.32556523320501457
ACH-000849,-0.4328483525850043
ACH-000851,-0.19590933265410412
ACH-000855,-0.4831544660881988
ACH-000856,-0.3070590891113446
ACH-000858,-0.14611448095364585
ACH-000859,-0.31741856028158194
ACH-000861,-0.0940329983877933
ACH-000862,-0.20940815291872775
ACH-000865,-0.3324252647961059
ACH-000866,-0.3782448375476027
ACH-000867,-0.32528653149094355
ACH-000869,-0.2631578597028205
ACH-000872,-0.04478750472853733
ACH-000873,-0.2422929444956841
ACH-000876,-0.2834336366192622
ACH-000878,-0.2098454672823882
ACH-000880,-0.19199421947506065
ACH-000881,-0.2031497761229964
ACH-000882,-0.3584321324095553
ACH-000884,-0.1796744279084007
ACH-000885,-0.1529363517599181
ACH-000887,-0.20265610618153568
ACH-000889,-0.4092240584555829
ACH-000896,-0.26929771622503
ACH-000898,-0.19781695204299685
ACH-000900,-0.22058443291079888
ACH-000901,-0.14147510762615156
ACH-000905,-0.4078057553768893
ACH-000906,-0.12035661930090258
ACH-000907,-0.04671131989081159
ACH-000910,-0.2712325351743158
ACH-000911,-0.24248181009093456
ACH-000912,-0.3863343172468056
ACH-000913,-0.028903169530311988
ACH-000915,-0.07771985208300043
ACH-000916,-0.25733113168221394
ACH-000917,-0.35337392151781033
ACH-000920,-0.10552530419255353
ACH-000921,-0.3016883300556976
ACH-000924,-0.14122243242416066
ACH-000926,-0.09314661812829764
ACH-000928,-0.14340117089523785
ACH-000929,-0.11491357000607245
ACH-000932,-0.4837905426444499
ACH-000935,-0.1518481910368514
ACH-000936,-0.17085890887100275
ACH-000937,-0.30376453188359426
ACH-000938,-0.17468851341609828
ACH-000939,0.19767246071890748
ACH-000941,-0.2882316612210737
ACH-000943,-0.3056805115427482
ACH-000946,-0.15432997443546326
ACH-000947,-0.4294415273130421
ACH-000948,-0.3775509004818357
ACH-000950,-0.15590284692557968
ACH-000953,-0.22930847525343215
ACH-000954,-0.4207957835696245
ACH-000957,-0.3723986385682767
ACH-000958,-0.35648909569861914
ACH-000960,-0.1329736970275829
ACH-000963,-0.15341691177620864
ACH-000968,-0.4502221767043732
ACH-000969,-0.2589341199094782
ACH-000972,-0.45780524135021394
ACH-000973,-0.274819740789369
ACH-000974,-0.32675784384939993
ACH-000978,0.002997219599743812
ACH-000984,-0.09024718106741984
ACH-000986,-0.263698690301686
ACH-000988,-0.40778398151257705
ACH-000993,-0.3141215639955651
ACH-000994,-0.2346841255342731
ACH-000996,-0.3212398818156833
ACH-001001,-0.11998844331969595
ACH-001020,0.17709951324706466
ACH-001028,-0.1982012697329573
ACH-001031,0.29697293032125777
ACH-001038,-0.3334982267798117
ACH-001048,-0.3351130234269457
ACH-001050,-0.3634063670837608
ACH-001053,-0.17539509018068902
ACH-001054,-0.3595071185295555
ACH-001061,-0.19988821088784114
ACH-001067,-0.16348476291193992
ACH-001075,-0.04494566543900002
ACH-001096,-0.1914285250446545
ACH-001111,-0.26041397644871184
ACH-001119,-0.11582671313486845
ACH-001128,0.7652122213740307
ACH-001134,-0.2564446462107205
ACH-001151,-0.3386864144802674
ACH-001163,-0.18310432772889332
ACH-001164,-0.29019879256215075
ACH-001183,-0.3990869127547851
ACH-001192,-0.2415911496123392
ACH-001193,-0.009532415407793815
ACH-001196,-0.3744940973415487
ACH-001197,-0.07601174019163429
ACH-001205,-0.24322222987187575
ACH-001211,-0.05826774790889248
ACH-001212,-0.5293059619447738
ACH-001228,-0.2784880233980046
ACH-001232,-0.23147986389701564
ACH-001239,-0.26345619931370595
ACH-001270,-0.05402872473246394
ACH-001274,-0.3150671395042977
ACH-001275,-0.24899807375796335
ACH-001277,-0.18184684701110165
ACH-001278,-0.40662939115439695
ACH-001280,-0.2597367621445049
ACH-001283,-0.2658848538880376
ACH-001289,-0.503245775187559
ACH-001300,-0.2311716387294459
ACH-001301,-0.2617147607354501
ACH-001302,-0.18686889391185188
ACH-001306,-0.25312118809759565
ACH-001318,-0.07319995970710504
ACH-001322,-0.38280318196138535
ACH-001328,-0.1512559906335124
ACH-001332,-0.21938433100554647
ACH-001336,-0.2598185473648489
ACH-001346,-0.18080629322570768
ACH-001353,-0.26687804861905073
ACH-001354,0.009190404086565232
ACH-001367,-0.0129583536489102
ACH-001368,-0.3315051987979967
ACH-001374,-0.707117625115726
ACH-001377,-0.3573518772102364
ACH-001380,-0.3032770074578359
ACH-001391,-0.19513578855952196
ACH-001408,-0.4147158880910343
ACH-001430,-0.13131583741779165
ACH-001431,-0.14049526256303746
ACH-001450,-0.0995411150947519
ACH-001496,-0.1349965260417397
ACH-001500,0.020940691378836626
ACH-001523,-0.3452284561985214
ACH-001532,-0.3387411418550696
ACH-001550,0.05765439437911798
ACH-001552,-0.3590391309818676
ACH-001554,-0.2663417017384449
ACH-001654,-0.32493250811741803
ACH-001735,-0.2639887966528917
ACH-001736,-0.14648909435648946
ACH-001737,-0.2715570215557729
ACH-001740,-0.191474428786938
ACH-001745,-0.15604939437166224
ACH-001765,-0.16811704329079424
