,MB (4151)
ACH-000004,-0.1024337104793584
ACH-000005,-0.12755847647209748
ACH-000007,0.0933825723009458
ACH-000009,-0.04701276776630048
ACH-000011,0.025821369455288627
ACH-000012,-0.08259209084052338
ACH-000013,-0.012725058783166359
ACH-000014,-0.10573051053714266
ACH-000015,-0.1706910543608266
ACH-000017,-0.1086125065573499
ACH-000018,0.07890301175465855
ACH-000019,-0.0502469330032537
ACH-000021,0.009463193932348722
ACH-000022,-0.08040016168167129
ACH-000025,-0.1801367762563825
ACH-000028,-0.10850539016013916
ACH-000030,-0.0648443081768393
ACH-000035,-0.03129495842383386
ACH-000036,-0.12898574415130934
ACH-000037,0.08517796896289911
ACH-000039,-0.028964146426136133
ACH-000040,-0.035618264260840395
ACH-000041,-0.10497895951181777
ACH-000042,0.0748358607989218
ACH-000045,0.06753237517030063
ACH-000047,-0.005011318258335775
ACH-000052,0.058127816572321335
ACH-000053,-0.07447431292075543
ACH-000054,-0.023460434550751027
ACH-000055,-0.20359469516037448
ACH-000060,-0.1226440263620464
ACH-000067,0.0796239788283381
ACH-000070,0.20361190418630967
ACH-000075,-0.0009961632835418703
ACH-000078,-0.16966719259562812
ACH-000082,0.004485151340626547
ACH-000085,-0.08978739848737946
ACH-000086,0.14285268587399466
ACH-000087,-0.08687360276333513
ACH-000092,-0.1459463245573323
ACH-000095,0.028414720507659932
ACH-000097,-0.009564910800369308
ACH-000098,-0.04133865943077213
ACH-000099,-0.05286153560531224
ACH-000108,0.016295558859400032
ACH-000113,0.14433249192429862
ACH-000116,0.030233006412990614
ACH-000118,-0.03508427798381759
ACH-000120,0.1625121971599181
ACH-000123,-0.20652318739599795
ACH-000127,-0.013193959550051594
ACH-000128,0.0902451078232259
ACH-000132,-0.06921613859309063
ACH-000133,-0.07144301931829146
ACH-000137,0.06725719087886481
ACH-000138,0.0620636565681997
ACH-000142,0.0930640602294667
ACH-000143,-0.24927333596188345
ACH-000146,-0.09444579332678192
ACH-000148,0.05069232945391225
ACH-000150,-0.032967298008080265
ACH-000152,0.04875828606527634
ACH-000153,0.005270402437443265
ACH-000159,0.07677062349749854
ACH-000160,-0.032218267356328684
ACH-000163,-0.08963154976697997
ACH-000167,-0.04805247073340255
ACH-000168,0.005995395129076786
ACH-000169,0.039557453800495634
ACH-000178,-0.08740202021103237
ACH-000183,0.0771302356916159
ACH-000188,0.0481534184995647
ACH-000189,0.01790444062727621
ACH-000190,0.031133200674104175
ACH-000198,-0.021830801688020617
ACH-000203,-0.11287001320518004
ACH-000204,0.13579148029799346
ACH-000206,0.1246448215585757
ACH-000207,0.1584149467242872
ACH-000208,0.25972593353960505
ACH-000210,-0.3769174702137326
ACH-000211,-0.008687832425846186
ACH-000215,0.010446113502769224
